interview__key,r_members__id,memeber_isphone
"18-82-63-90",1,"Yes"
"18-82-63-90",2,"Yes"
"86-57-20-12",1,"Yes"
"86-57-20-12",2,"Yes"
"38-84-93-57",1,"Yes"
"38-84-93-57",2,"Yes"
"38-84-93-57",3,"Yes"
"50-08-65-68",1,"Yes"
"50-08-65-68",2,"Yes"
"78-04-92-62",1,"Yes"
"78-04-92-62",2,"Yes"
"52-85-47-82",1,"Yes"
"52-85-47-82",2,"Yes"
"19-35-88-74",1,"Yes"
"19-35-88-74",2,"Yes"
"74-51-37-03",3,"Yes"
"75-11-11-88",5,"Yes"
"25-98-64-43",1,"Yes"
"25-98-64-43",2,"Yes"
"56-29-47-60",1,"Yes"
"56-29-47-60",2,"Yes"
"82-22-01-30",1,"Yes"
"15-47-66-05",1,"Yes"
"04-89-61-71",1,"Yes"
"04-89-61-71",2,"Yes"
"58-73-17-40",1,"Yes"
"58-73-17-40",2,"Yes"
"82-66-58-84",1,"Yes"
"82-66-58-84",2,"Yes"
"40-67-36-34",1,"Yes"
"40-67-36-34",2,"Yes"
"40-67-36-34",3,"Yes"
"76-04-73-59",1,"Yes"
"76-04-73-59",2,"Yes"
"76-04-73-59",3,"Yes"
"84-25-35-86",1,"Yes"
"29-66-30-52",1,"Yes"
"50-37-18-88",1,"Yes"
"62-42-00-50",1,"Yes"
"62-42-00-50",2,"Yes"
"94-15-10-76",1,"Yes"
"94-15-10-76",2,"Yes"
"94-15-10-76",3,"Yes"
"94-15-10-76",5,"Yes"
"94-15-10-76",7,"Yes"
"94-15-10-76",8,"Yes"
"84-84-86-66",1,"Yes"
"84-84-86-66",2,"Yes"
"84-84-86-66",3,"Yes"
"84-84-86-66",6,"Yes"
"53-27-67-24",1,"Yes"
"53-27-67-24",2,"Yes"
"53-27-67-24",3,"Yes"
"02-02-62-52",1,"Yes"
"02-02-62-52",2,"Yes"
"10-89-66-70",1,"Yes"
"10-89-66-70",3,"Yes"
"10-89-66-70",4,"Yes"
"28-72-52-28",1,"Yes"
"28-72-52-28",2,"Yes"
"89-15-58-91",1,"Yes"
"57-65-92-31",1,"Yes"
"78-69-73-93",1,"Yes"
"86-71-54-16",1,"Yes"
"86-71-54-16",2,"Yes"
"49-00-37-24",2,"Yes"
"60-73-62-17",1,"Yes"
"60-73-62-17",2,"Yes"
"16-68-23-18",1,"Yes"
"16-68-23-18",2,"Yes"
"92-13-03-64",1,"Yes"
"92-13-03-64",2,"Yes"
"32-53-28-17",1,"Yes"
"32-53-28-17",2,"Yes"
"18-06-29-93",1,"Yes"
"18-06-29-93",2,"Yes"
"86-17-31-91",1,"Yes"
"86-17-31-91",2,"Yes"
"86-17-31-91",3,"Yes"
"24-72-79-56",1,"Yes"
"56-10-85-53",2,"Yes"
"56-10-85-53",3,"Yes"
"65-86-13-71",1,"Yes"
"65-86-13-71",2,"Yes"
"65-86-13-71",3,"Yes"
"47-19-77-59",1,"Yes"
"87-95-06-00",2,"Yes"
"27-03-96-63",1,"Yes"
"43-65-32-18",1,"Yes"
"43-65-32-18",2,"Yes"
"43-65-32-18",7,"Yes"
"93-65-33-33",1,"Yes"
"52-85-83-28",1,"Yes"
"52-85-83-28",2,"Yes"
"83-02-65-23",1,"Yes"
"56-88-41-02",1,"Yes"
"56-88-41-02",2,"Yes"
"56-88-41-02",3,"Yes"
"56-88-41-02",4,"Yes"
"67-06-10-95",1,"Yes"
"67-06-10-95",6,"Yes"
"96-49-31-22",1,"Yes"
"96-49-31-22",2,"Yes"
"96-49-31-22",3,"Yes"
"96-49-31-22",4,"Yes"
"10-07-11-91",1,"Yes"
"10-07-11-91",2,"Yes"
"13-05-66-13",1,"Yes"
"47-07-01-10",1,"Yes"
"47-07-01-10",2,"Yes"
"47-07-01-10",3,"Yes"
"37-48-11-93",1,"Yes"
"67-06-61-48",2,"Yes"
"89-00-56-37",1,"Yes"
"89-00-56-37",2,"Yes"
"28-16-54-68",1,"Yes"
"28-16-54-68",2,"Yes"
"28-16-54-68",3,"Yes"
"44-25-43-31",1,"Yes"
"44-25-43-31",2,"Yes"
"33-83-81-59",1,"Yes"
"33-83-81-59",2,"Yes"
"94-91-64-84",1,"Yes"
"58-84-03-84",1,"Yes"
"58-84-03-84",2,"Yes"
"41-54-65-45",1,"Yes"
"41-54-65-45",2,"Yes"
"55-68-02-17",1,"Yes"
"55-68-02-17",2,"Yes"
"55-68-02-17",5,"Yes"
"14-43-79-24",1,"Yes"
"14-43-79-24",2,"Yes"
"06-98-04-04",1,"Yes"
"48-67-43-42",1,"Yes"
"48-67-43-42",2,"Yes"
"46-95-07-61",1,"Yes"
"46-95-07-61",2,"Yes"
"46-95-07-61",3,"Yes"
"97-29-47-65",2,"Yes"
"97-29-47-65",3,"Yes"
"74-85-56-04",1,"Yes"
"74-85-56-04",2,"Yes"
"50-63-58-49",1,"Yes"
"50-63-58-49",2,"Yes"
"37-89-69-52",1,"Yes"
"37-89-69-52",2,"Yes"
"29-36-47-57",1,"Yes"
"96-44-22-62",2,"Yes"
"96-44-22-62",3,"Yes"
"02-51-86-61",1,"Yes"
"02-51-86-61",2,"Yes"
"18-39-49-03",1,"Yes"
"18-39-49-03",2,"Yes"
"49-82-95-52",1,"Yes"
"59-52-11-34",2,"Yes"
"59-43-90-91",1,"Yes"
"30-40-96-29",1,"Yes"
"30-40-96-29",2,"Yes"
"57-67-24-08",1,"Yes"
"57-67-24-08",2,"Yes"
"51-50-93-36",1,"Yes"
"51-50-93-36",3,"Yes"
"51-50-93-36",5,"Yes"
"90-76-57-66",1,"Yes"
"90-76-57-66",3,"Yes"
"69-63-24-75",1,"Yes"
"69-63-24-75",2,"Yes"
"98-67-98-63",1,"Yes"
"27-72-61-17",1,"Yes"
"27-72-61-17",2,"Yes"
"27-72-61-17",3,"Yes"
"27-72-61-17",4,"Yes"
"37-84-88-65",1,"Yes"
"37-84-88-65",2,"Yes"
"14-81-03-80",1,"Yes"
"53-19-96-03",1,"Yes"
"53-19-96-03",2,"Yes"
"83-97-00-24",1,"Yes"
"46-19-90-07",1,"Yes"
"92-29-31-08",1,"Yes"
"92-29-31-08",2,"Yes"
"17-42-40-28",1,"Yes"
"17-42-40-28",2,"Yes"
"13-96-72-87",1,"Yes"
"13-96-72-87",2,"Yes"
"19-29-74-86",1,"Yes"
"35-00-29-50",1,"Yes"
"59-86-12-12",1,"Yes"
"59-86-12-12",2,"Yes"
"76-11-26-21",1,"Yes"
"76-11-26-21",2,"Yes"
"76-11-26-21",3,"Yes"
"62-32-74-83",2,"Yes"
"38-96-93-13",1,"Yes"
"29-68-16-29",1,"Yes"
"29-68-16-29",2,"Yes"
"81-19-19-51",1,"Yes"
"81-19-19-51",2,"Yes"
"81-19-19-51",3,"Yes"
"66-94-31-99",1,"Yes"
"66-94-31-99",5,"Yes"
"49-37-92-04",1,"Yes"
"49-37-92-04",2,"Yes"
"21-55-58-12",1,"Yes"
"12-96-07-43",1,"Yes"
"12-96-07-43",2,"Yes"
"93-06-19-65",1,"Yes"
"93-06-19-65",2,"Yes"
"11-66-34-17",1,"Yes"
"11-66-34-17",2,"Yes"
"56-59-99-19",1,"Yes"
"56-59-99-19",3,"Yes"
"31-05-57-57",1,"Yes"
"10-22-42-13",1,"Yes"
"78-11-12-15",1,"Yes"
"78-11-12-15",2,"Yes"
"46-31-75-02",1,"Yes"
"08-59-45-61",1,"Yes"
"44-58-66-87",1,"Yes"
"61-83-81-67",1,"Yes"
"61-83-81-67",2,"Yes"
"05-38-54-18",1,"Yes"
