interview__key,s9_respondent,food_security__1,food_security__2,food_security__3,food_security__4,food_security__5,food_security__6,food_security__7,food_security__8,food_sufficent,food_sufficent2,food_sufficent3,food_sufficent4__1,food_sufficent4__2,food_sufficent4__3,food_sufficent4__4,food_sufficent4__5,food_sufficent4__6,food_sufficent4__7,food_sufficent4__8,food_sufficent4__9,food_sufficent4__10,food_sufficent4__11,food_sufficent4__12
"23-53-41-46",1,"Yes","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"62-55-13-64",2,"No","Yes","Yes","Yes","Yes","No","No","No",9,12,0,,,,,,,,,,,,
"42-85-64-91",2,"No","No","No","No","No","No","No","No",12,2,0,,,,,,,,,,,,
"90-50-65-07",2,"No","No","Yes","Yes","Yes","Yes","No","No",12,12,0,,,,,,,,,,,,
"54-70-24-21",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"38-66-21-90",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"32-53-90-85",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"67-43-43-96",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"30-12-86-30",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"18-64-04-51",2,"No","No","No","Yes","No","Yes","Yes","No",5,1,0,,,,,,,,,,,,
"44-00-42-23",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",10,10,2,0,1,2,0,0,0,0,0,0,0,0,0
"49-30-59-44",2,"No","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"08-14-33-80",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,7,1,0,0,0,0,1,0,0,0,0,0,0,0
"03-68-26-31",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",12,12,0,,,,,,,,,,,,
"76-88-86-20",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"41-48-09-97",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"21-76-07-53",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"01-41-01-54",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"13-11-49-85",2,"Yes","Yes","Yes","Yes","Yes","No","No","No",7,12,0,,,,,,,,,,,,
"72-37-75-96",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"71-85-96-60",2,"No","Yes","Yes","Yes","No","No","No","No",12,12,0,,,,,,,,,,,,
"92-03-64-77",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"33-40-16-02",2,"No","Yes","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"55-06-75-57",2,"No","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"01-05-06-43",2,"No","Yes","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"12-46-80-99",1,"No","Yes","Yes","Yes","No","No","No","No",10,10,2,0,1,2,0,0,0,0,0,0,0,0,0
"34-76-42-19",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"62-44-56-00",2,"No","Yes","Yes","Yes","Yes","No","No","No",12,0,0,,,,,,,,,,,,
"35-05-05-79",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"00-88-32-67",1,"No","No","No","No","No","No","No","No",12,0,0,,,,,,,,,,,,
"65-77-01-81",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"68-46-66-56",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"30-46-23-21",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"13-17-41-36",1,"No","No","No","Yes","No","No","No","No",12,12,0,,,,,,,,,,,,
"99-55-34-47",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",2,10,0,,,,,,,,,,,,
"82-90-83-43",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",3,8,4,3,4,0,0,0,0,0,0,0,0,1,2
"98-51-51-03",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,4,2,0,0,0,1,2,0,0,0,0,0,0,0
"10-71-84-42",2,"Yes","No","Yes","No","Yes","Yes","No","No",12,10,2,0,1,2,0,0,0,0,0,0,0,0,0
"49-18-02-61",1,"Yes","No","Yes","No","No","No","No","No",12,0,0,,,,,,,,,,,,
"58-97-08-64",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,9,3,1,2,3,0,0,0,0,0,0,0,0,0
"61-93-54-26",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"51-95-58-91",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"32-49-75-13",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"68-39-51-63",1,"Yes","Yes","Yes","No","No","No","No","No",5,5,7,3,4,5,6,7,0,0,0,0,0,1,2
"46-13-75-58",3,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"40-78-00-02",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"69-63-50-52",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",6,4,2,0,0,0,2,1,0,0,0,0,0,0,0
"20-96-52-92",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"37-33-23-29",2,"Yes","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"55-09-60-79",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",3,6,3,1,2,3,0,0,0,0,0,0,0,0,0
"13-88-02-80",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"50-55-09-07",1,"No","No","No","Yes","No","No","Yes","No",12,12,0,,,,,,,,,,,,
"85-93-95-50",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,0,9,1,2,3,4,5,6,7,8,9,0,0,0
"97-19-27-00",1,"No","Yes","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"60-48-30-05",1,"Yes","Yes","Yes","No","Yes","No","No","No",5,10,2,0,1,2,0,0,0,0,0,0,0,0,0
"80-01-40-08",1,"Yes","Yes","Yes","Yes","No","Yes","No","No",9,2,1,0,0,0,1,0,0,0,0,0,0,0,0
"29-52-09-79",1,"Yes","Yes","Yes","No","No","No","No","No",6,6,2,0,0,0,1,2,0,0,0,0,0,0,0
"07-76-06-35",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"73-75-27-37",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"99-26-76-45",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,2,4,0,0,1,2,3,4,0,0,0,0,0,0
"91-46-41-86",2,"No","Yes","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"67-86-22-06",1,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",4,12,1,0,0,0,0,0,0,0,0,0,0,0,1
"98-64-51-77",1,"No","No","No","No","No","No","No","No",12,0,0,,,,,,,,,,,,
"83-59-27-80",1,"Yes","Yes","Yes","No","Yes","Yes","Yes","No",6,12,0,,,,,,,,,,,,
"12-54-62-85",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"47-32-93-31",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",5,8,4,2,3,4,0,0,0,0,0,0,0,0,1
"45-06-90-36",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"24-42-82-26",1,"Yes","Yes","Yes","Yes","No","No","No","No",11,11,0,,,,,,,,,,,,
"22-27-70-86",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"04-24-78-04",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"83-44-01-42",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"55-32-62-10",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"16-97-28-87",1,"No","No","Yes","Yes","No","No","No","No",12,12,0,,,,,,,,,,,,
"79-79-53-26",2,"No","No","No","No","Yes","No","No","No",8,8,4,2,3,4,0,0,0,0,0,0,0,0,1
"86-05-40-89",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,8,4,3,4,0,0,0,0,0,0,0,0,1,2
"06-02-25-50",1,"No","No","No","No","No","No","No","No",12,0,0,,,,,,,,,,,,
"07-64-12-97",1,"Yes","Yes","No","No","No","Yes","No","No",12,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"67-73-53-75",2,"Yes","No","Yes","Yes","No","No","Yes","No",11,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"96-07-74-28",2,"No","No","No","No","No","No","No","No",11,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"13-42-68-56",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"78-89-03-74",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"29-15-86-87",2,"No","Yes","Yes","No","No","No","No","No",8,12,0,,,,,,,,,,,,
"83-15-50-69",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"96-73-61-56",1,"Yes","Yes","Yes","Yes","No","No","No","No",12,12,0,,,,,,,,,,,,
"68-46-53-43",1,"No","No","No","No","No","No","No","No",9,12,0,,,,,,,,,,,,
"65-84-91-55",1,"No","No","Yes","No","No","No","No","No",11,11,1,0,0,0,1,0,0,0,0,0,0,0,0
"79-25-63-35",1,"Yes","Yes","Yes","Yes","Yes","No","No","No",5,12,1,0,1,0,0,0,0,0,0,0,0,0,0
"80-29-04-22",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"15-34-92-71",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"28-29-76-59",1,"No","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"26-01-09-21",1,"Yes","No","Yes","Yes","No","No","No","No",8,2,2,0,1,2,0,0,0,0,0,0,0,0,0
"29-37-06-51",2,"No","No","Yes","Yes","Yes","Yes","Yes","Yes",6,5,1,0,0,0,0,0,0,0,0,0,0,0,1
"81-06-47-80",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",3,10,2,2,0,0,0,0,0,0,0,0,0,0,1
"65-79-07-96",1,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",5,0,7,3,4,6,5,7,0,0,0,0,0,1,2
"10-31-70-66",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"32-61-55-41",1,"Yes","No","No","No","No","No","No","No",2,10,2,2,0,0,0,0,0,0,0,0,0,0,1
"33-65-05-28",2,"Yes","Yes","Yes","No","Yes","Yes","Yes","No",4,9,3,0,0,1,2,3,0,0,0,0,0,0,0
"37-31-29-27",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"13-98-20-22",1,"No","No","No","No","No","No","No","No",5,12,0,,,,,,,,,,,,
"04-80-94-39",1,"No","No","No","No","No","No","No","No",8,12,0,,,,,,,,,,,,
"28-75-01-80",2,"Yes","No","Yes","No","No","Yes","No","No",10,10,2,0,1,2,0,0,0,0,0,0,0,0,0
"30-19-51-31",2,"Yes","Yes","Yes","No","No","No","Yes","No",6,2,4,1,2,3,4,0,0,0,0,0,0,0,0
"29-29-81-12",1,"Yes","Yes","Yes","No","No","Yes","No","No",11,11,1,0,0,0,1,0,0,0,0,0,0,0,0
"83-66-69-06",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"26-43-59-91",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"97-96-91-38",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"27-34-90-31",1,"No","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"23-72-17-40",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"39-58-22-39",2,"No","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"97-79-33-71",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"69-57-31-01",2,"No","Yes","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"60-54-64-58",1,"Yes","Yes","Yes","Yes","Yes","No","Yes","No",11,12,0,,,,,,,,,,,,
"89-99-48-67",2,"Yes","Yes","Yes","Yes","Yes","No","Yes","No",6,11,1,0,0,0,0,1,0,0,0,0,0,0,0
"44-61-50-65",1,"No","Yes","Yes","Yes","Yes","No","No","No",7,12,0,,,,,,,,,,,,
"12-80-78-48",1,"No","Yes","Yes","Yes","Yes","No","Yes","No",12,0,0,,,,,,,,,,,,
"28-02-97-48",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"70-19-76-68",2,"No","No","No","No","No","No","No","No",10,10,2,0,1,2,0,0,0,0,0,0,0,0,0
"46-78-87-50",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",7,12,0,,,,,,,,,,,,
"18-43-40-98",1,"No","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"50-39-55-52",1,"No","No","No","No","No","No","No","No",4,8,0,,,,,,,,,,,,
"82-64-50-66",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"46-02-32-25",1,"No","No","Yes","No","No","No","No","No",9,12,0,,,,,,,,,,,,
"51-99-40-78",1,"Yes","Yes","Yes","No","Yes","No","Yes","No",3,4,5,1,2,3,4,0,0,0,0,0,0,0,5
"45-83-32-93",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",5,9,3,3,0,0,0,0,0,0,0,0,0,1,2
"33-22-63-71",2,"No","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"95-96-92-75",1,"No","No","No","No","No","No","No","No",11,1,0,,,,,,,,,,,,
"19-37-18-76",1,"No","Yes","Yes","Yes","Yes","No","No","No",12,11,1,0,0,1,0,0,0,0,0,0,0,0,0
"74-28-59-17",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"48-48-94-57",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",8,12,0,,,,,,,,,,,,
"03-43-60-42",1,"No","Yes","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"58-75-54-61",1,"No","Yes","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"49-89-37-09",1,"Yes","Yes","Yes","No","No","Yes","No","No",8,12,0,,,,,,,,,,,,
"76-49-10-53",1,"No","No","No","Yes","No","No","No","No",5,5,7,7,2,1,3,4,0,0,0,0,0,6,5
"76-59-40-83",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,0,6,1,2,3,4,0,0,0,0,0,0,6,5
"32-82-77-77",2,"Yes","No","Yes","Yes","No","Yes","No","No",12,11,1,0,0,0,1,0,0,0,0,0,0,0,0
"83-91-87-26",1,"Yes","No","Yes","Yes","No","No","No","No",10,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"51-80-93-49",1,"Yes","Yes","Yes","No","Yes","Yes","No","No",6,9,3,1,2,3,0,0,0,0,0,0,0,0,0
"29-06-51-62",1,"Yes","Yes","No","No","No","No","No","No",8,11,1,0,0,1,0,0,0,0,0,0,0,0,0
"47-99-10-89",1,"Yes","No","Yes","Yes","Yes","Yes","Yes","No",0,0,12,1,2,3,4,5,6,8,7,9,10,11,12
"81-41-75-01",2,"Yes","No","Yes","No","No","No","Yes","No",10,10,2,0,0,1,2,0,0,0,0,0,0,0,0
"76-68-21-05",1,"No","Yes","Yes","Yes","Yes","No","No","No",6,12,0,,,,,,,,,,,,
"47-73-43-68",2,"Yes","Yes","Yes","No","No","Yes","No","No",12,10,2,0,1,0,0,0,0,0,0,0,0,2,0
"51-60-71-39",2,"Yes","Yes","Yes","Yes","Yes","No","No","No",5,12,0,,,,,,,,,,,,
"10-22-07-48",2,"No","No","No","No","No","No","No","No",8,12,0,,,,,,,,,,,,
"36-41-17-07",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",10,10,2,0,0,0,0,1,2,0,0,0,0,0,0
"52-56-02-56",2,"Yes","Yes","Yes","No","Yes","Yes","Yes","No",11,11,1,0,0,1,0,0,0,0,0,0,0,0,0
"32-96-32-91",1,"Yes","Yes","Yes","No","No","No","Yes","Yes",12,11,1,0,0,0,1,0,0,0,0,0,0,0,0
"54-77-99-69",1,"Yes","Yes","Yes","No","No","No","No","No",0,8,4,1,3,2,0,0,0,0,0,0,0,0,4
"10-69-04-21",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",6,10,2,0,1,2,0,0,0,0,0,0,0,0,0
"25-34-66-08",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",3,12,4,0,0,0,0,0,0,0,0,1,2,3,4
"29-70-97-81",1,"No","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"16-38-85-69",2,"No","Yes","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"34-85-34-32",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,7,6,8,9,10,11,12
"87-75-27-62",1,"No","No","No","Yes","No","No","No","No",11,12,0,,,,,,,,,,,,
"03-56-68-20",1,"Yes","No","No","No","No","Yes","No","No",12,0,0,,,,,,,,,,,,
"96-99-31-77",2,"Yes","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"43-76-23-18",2,"No","No","No","No","Yes","Yes","Yes","Yes",6,1,6,0,1,2,3,4,5,6,0,0,0,0,0
"47-55-12-39",4,"No","Yes","Yes","No","No","No","No","No",12,12,2,0,1,2,0,0,0,0,0,0,0,0,0
