interview__key,r_livestock__id,lv01,lv02,lv03,lv04,lv_inkind_pay,lv05,lv06,lv07,lv08
"32-53-90-85","Chicken - Hens/Layers",6,2,3,1,0,0,0,0,13000
"30-12-86-30","Pigs - Boar/Sows/Piglets",7,2,1,0,0,0,1,0,120000
"30-12-86-30","Chicken - Hens/Layers",20,2,0,3,0,2,5,3,
"18-64-04-51","Goats - He/She/Kids",12,15,3,2,0,0,0,0,35000
"18-64-04-51","Pigs - Boar/Sows/Piglets",3,1,2,0,0,0,0,0,75000
"18-64-04-51","Chicken - Cocks/Broilers",3,3,3,2,1,0,0,0,10000
"18-64-04-51","Chicken - Hens/Layers",4,7,0,0,0,0,0,0,
"49-30-59-44","Pigs - Boar/Sows/Piglets",2,1,1,0,0,0,0,0,200000
"49-30-59-44","Chicken - Cocks/Broilers",5,2,3,0,0,0,0,0,15000
"49-30-59-44","Chicken - Hens/Layers",7,5,1,1,0,0,0,0,10000
"76-88-86-20","Pigs - Boar/Sows/Piglets",2,1,2,0,0,0,2,0,350000
"41-48-09-97","Pigs - Boar/Sows/Piglets",0,1,0,0,0,0,0,0,
"41-48-09-97","Chicken - Cocks/Broilers",4,3,2,2,0,0,0,0,19000
"41-48-09-97","Chicken - Hens/Layers",15,2,8,3,0,1,5,0,10000
"21-76-07-53","Chicken - Cocks/Broilers",5,2,4,2,0,0,2,0,8000
"21-76-07-53","Chicken - Hens/Layers",9,4,5,2,0,0,2,0,8000
"01-41-01-54","Goats - He/She/Kids",4,4,11,3,0,0,0,0,60000
"01-41-01-54","Pigs - Boar/Sows/Piglets",3,2,4,0,0,0,0,0,80000
"01-41-01-54","Chicken - Cocks/Broilers",3,1,1,1,0,0,0,0,35000
"01-41-01-54","Chicken - Hens/Layers",15,7,10,0,0,0,0,0,15000
"13-11-49-85","Chicken - Cocks/Broilers",4,1,0,0,0,0,3,0,
"13-11-49-85","Chicken - Hens/Layers",50,15,0,0,0,0,40,0,
"72-37-75-96","Chicken - Hens/Layers",16,18,0,3,0,0,0,0,
"92-03-64-77","Pigs - Boar/Sows/Piglets",0,1,0,0,0,0,0,0,
"92-03-64-77","Chicken - Cocks/Broilers",10,4,0,2,0,0,8,0,
"92-03-64-77","Chicken - Hens/Layers",9,5,0,0,0,0,7,0,
"55-06-75-57","Pigs - Boar/Sows/Piglets",2,6,0,0,0,0,0,0,
"01-05-06-43","Chicken - Cocks/Broilers",70,1,69,0,0,0,0,0,15000
"01-05-06-43","Chicken - Hens/Layers",38,10,28,0,0,0,0,0,10000
"01-05-06-43","Other➡️specify",35,40,0,0,0,0,0,0,
"62-44-56-00","Chicken - Cocks/Broilers",20,1,19,0,0,0,0,0,20000
"62-44-56-00","Chicken - Hens/Layers",17,4,13,0,0,0,0,0,15000
"35-05-05-79","Goats - He/She/Kids",6,3,3,0,0,0,0,0,110000
"35-05-05-79","Chicken - Cocks/Broilers",5,17,3,10,0,3,0,0,25000
"35-05-05-79","Chicken - Hens/Layers",25,30,0,6,0,2,1,0,
"65-77-01-81","Chicken - Cocks/Broilers",5,0,0,0,0,0,5,0,
"65-77-01-81","Chicken - Hens/Layers",15,0,0,0,0,0,15,0,
"68-46-66-56","Pigs - Boar/Sows/Piglets",6,4,6,0,0,0,0,0,280000
"68-46-66-56","Chicken - Cocks/Broilers",6,0,6,0,0,0,0,0,12000
"68-46-66-56","Chicken - Hens/Layers",10,4,0,6,0,0,0,0,
"99-55-34-47","Chicken - Hens/Layers",7,3,4,0,0,0,0,0,10000
"99-55-34-47","Other➡️specify",4,15,0,0,0,0,0,0,
"10-71-84-42","Goats - He/She/Kids",5,5,0,0,0,0,0,0,
"10-71-84-42","Pigs - Boar/Sows/Piglets",8,0,0,0,0,0,8,0,
"10-71-84-42","Chicken - Cocks/Broilers",5,1,4,0,0,0,0,0,13000
"10-71-84-42","Chicken - Hens/Layers",8,8,0,0,0,0,0,0,
"58-97-08-64","Chicken - Cocks/Broilers",1,1,1,0,0,0,0,0,7000
"58-97-08-64","Chicken - Hens/Layers",4,2,2,0,0,0,0,0,5000
"61-93-54-26","Pigs - Boar/Sows/Piglets",2,2,0,0,0,0,0,0,
"51-95-58-91","Cows/Heifers",3,1,2,0,0,0,0,0,2700000
"32-49-75-13","Chicken - Hens/Layers",30,15,6,10,0,0,5,1,12000
"71-91-68-16","Pigs - Boar/Sows/Piglets",2,1,1,0,0,0,0,0,300000
"71-91-68-16","Chicken - Cocks/Broilers",4,2,2,0,0,0,0,0,15000
"71-91-68-16","Chicken - Hens/Layers",8,6,0,2,0,0,0,0,
"71-91-68-16","Other➡️specify",0,5,0,0,0,0,0,0,
"46-13-75-58","Chicken - Hens/Layers",15,8,6,1,0,0,0,0,10000
"69-63-50-52","Chicken - Cocks/Broilers",30,16,3,2,0,0,14,2,8000
"20-96-52-92","Pigs - Boar/Sows/Piglets",2,1,1,0,0,0,0,0,60000
"20-96-52-92","Chicken - Cocks/Broilers",30,10,10,5,4,5,0,6,5000
"37-33-23-29","Chicken - Cocks/Broilers",0,2,0,0,0,0,0,0,
"37-33-23-29","Chicken - Hens/Layers",0,15,0,0,0,0,0,0,
"55-09-60-79","Chicken - Cocks/Broilers",50,15,4,10,0,2,20,5,15000
"13-88-02-80","Chicken - Hens/Layers",5,5,0,0,0,0,0,0,
"97-19-27-00","Chicken - Cocks/Broilers",1,1,3,2,0,0,5,0,15000
"97-19-27-00","Chicken - Hens/Layers",2,9,0,0,0,0,0,0,
"80-01-40-08","Chicken - Cocks/Broilers",1,1,0,0,0,0,4,0,
"80-01-40-08","Chicken - Hens/Layers",4,4,0,0,0,0,20,0,
"29-52-09-79","Chicken - Cocks/Broilers",4,3,0,0,0,0,4,0,
"29-52-09-79","Chicken - Hens/Layers",7,3,0,0,0,0,4,0,
"29-52-09-79","Ducks",0,5,0,0,0,0,0,0,
"07-76-06-35","Bulls/Oxen/Steers",7,7,0,0,0,0,0,0,
"07-76-06-35","Sheep - Rams/Ewes/Lambs",15,9,2,0,0,0,2,0,50000
"07-76-06-35","Chicken - Hens/Layers",50,20,10,5,0,0,8,0,10000
"91-46-41-86","Chicken - Hens/Layers",10,3,0,0,0,0,7,0,
"83-59-27-80","Goats - He/She/Kids",2,2,0,0,0,0,0,0,
"83-59-27-80","Chicken - Hens/Layers",3,3,0,0,0,0,0,0,
"47-32-93-31","Chicken - Hens/Layers",5,13,4,2,0,0,5,0,10000
"45-06-90-36","Chicken - Cocks/Broilers",2,1,0,1,0,0,0,0,
"45-06-90-36","Chicken - Hens/Layers",40,5,15,10,0,0,0,0,10000
"24-42-82-26","Goats - He/She/Kids",0,3,0,0,0,0,0,0,
"24-42-82-26","Chicken - Cocks/Broilers",110,19,20,2,2,2,0,30,15000
"24-42-82-26","Mules/Donkey",0,3,0,0,0,0,0,0,
"22-27-70-86","Cows/Heifers",9,3,1,0,0,0,5,0,430000
"04-24-78-04","Chicken - Cocks/Broilers",3,2,1,0,0,0,0,0,10000
"04-24-78-04","Chicken - Hens/Layers",8,6,3,0,0,1,4,0,10000
"83-44-01-42","Chicken - Cocks/Broilers",4,0,4,2,0,1,23,8,15000
"83-44-01-42","Chicken - Hens/Layers",15,0,0,0,0,0,31,98,
"55-32-62-10","Bulls/Oxen/Steers",3,4,0,0,0,0,0,0,
"55-32-62-10","Cows/Heifers",1,2,0,0,0,0,0,0,
"55-32-62-10","Calves - Males/Females",1,1,1,0,0,0,0,0,150000
"55-32-62-10","Goats - He/She/Kids",8,6,0,0,0,0,2,0,
"55-32-62-10","Sheep - Rams/Ewes/Lambs",2,4,1,0,0,0,0,0,50000
"55-32-62-10","Pigs - Boar/Sows/Piglets",4,2,6,0,0,0,0,0,250000
"55-32-62-10","Chicken - Cocks/Broilers",4,2,2,0,0,0,0,0,17000
"16-97-28-87","Chicken - Cocks/Broilers",4,0,2,0,0,0,1,0,9000
"16-97-28-87","Chicken - Hens/Layers",11,5,2,0,0,0,0,0,8000
"79-79-53-26","Chicken - Cocks/Broilers",1,0,0,0,0,0,0,0,
"79-79-53-26","Chicken - Hens/Layers",4,2,2,0,0,0,0,0,10000
"07-64-12-97","Chicken - Cocks/Broilers",2,1,1,0,0,0,0,0,15000
"07-64-12-97","Chicken - Hens/Layers",9,3,0,0,0,0,6,0,
"78-89-03-74","Chicken - Cocks/Broilers",10,7,3,1,0,1,3,0,15000
"78-89-03-74","Chicken - Hens/Layers",13,14,0,0,0,4,1,0,
"78-89-03-74","Ducks",3,8,0,0,0,0,5,0,
"29-15-86-87","Chicken - Hens/Layers",3,10,2,3,0,0,0,0,8000
"29-15-86-87","Ducks",3,9,2,0,0,0,0,0,20000
"68-46-53-43","Chicken - Cocks/Broilers",0,1,0,0,0,0,0,0,
"68-46-53-43","Chicken - Hens/Layers",5,5,0,0,0,0,0,0,
"79-25-63-35","Pigs - Boar/Sows/Piglets",2,1,2,0,0,0,0,0,150000
"79-25-63-35","Chicken - Cocks/Broilers",4,0,0,0,0,0,4,0,
"79-25-63-35","Chicken - Hens/Layers",26,0,0,0,0,0,26,0,
"79-25-63-35","Other➡️specify",0,5,3,2,0,0,0,0,10000
"28-29-76-59","Chicken - Hens/Layers",14,7,5,5,0,0,0,0,8000
"29-37-06-51","Pigs - Boar/Sows/Piglets",7,2,3,0,0,0,2,0,100000
"29-37-06-51","Chicken - Hens/Layers",19,12,0,0,0,0,7,0,
"81-06-47-80","Chicken - Cocks/Broilers",35,10,15,10,0,1,8,10,15000
"10-31-70-66","Cows/Heifers",2,2,0,0,0,0,0,0,
"10-31-70-66","Calves - Males/Females",0,1,0,0,0,0,0,0,
"10-31-70-66","Pigs - Boar/Sows/Piglets",1,1,0,0,0,0,0,0,
"10-31-70-66","Chicken - Hens/Layers",8,2,0,0,0,0,6,0,
"32-61-55-41","Chicken - Hens/Layers",20,7,3,0,0,0,10,0,7000
"33-65-05-28","Chicken - Hens/Layers",5,9,0,5,0,0,0,0,
"37-31-29-27","Chicken - Cocks/Broilers",8,5,0,3,0,0,0,0,
"37-31-29-27","Chicken - Hens/Layers",20,35,0,0,0,0,0,0,
"13-98-20-22","Cows/Heifers",3,5,0,0,0,0,0,0,
"13-98-20-22","Pigs - Boar/Sows/Piglets",7,5,2,0,0,0,0,0,150000
"13-98-20-22","Chicken - Cocks/Broilers",20,5,13,2,0,0,0,0,12000
"04-80-94-39","Pigs - Boar/Sows/Piglets",3,0,3,0,0,0,0,0,190000
"04-80-94-39","Chicken - Cocks/Broilers",18,5,4,2,0,1,5,4,15000
"28-75-01-80","Chicken - Cocks/Broilers",2,0,1,1,0,0,0,0,7000
"28-75-01-80","Chicken - Hens/Layers",8,3,0,0,0,0,5,0,
"30-19-51-31","Goats - He/She/Kids",6,8,1,0,0,0,0,0,55000
"30-19-51-31","Chicken - Cocks/Broilers",5,7,0,1,0,0,2,0,
"30-19-51-31","Chicken - Hens/Layers",6,5,0,0,0,0,0,1,
"29-29-81-12","Chicken - Cocks/Broilers",1,1,0,8,0,0,0,0,
"29-29-81-12","Chicken - Hens/Layers",2,2,0,0,0,0,0,0,
"26-43-59-91","Pigs - Boar/Sows/Piglets",2,5,4,0,0,0,1,0,50000
"26-43-59-91","Chicken - Cocks/Broilers",2,2,1,0,0,0,0,0,10000
"26-43-59-91","Chicken - Hens/Layers",10,4,5,1,0,0,3,0,10000
"27-34-90-31","Chicken - Cocks/Broilers",2,2,0,0,0,0,0,0,
"27-34-90-31","Chicken - Hens/Layers",5,8,0,0,0,0,0,0,
"23-72-17-40","Goats - He/She/Kids",20,16,4,0,0,0,0,0,60000
"23-72-17-40","Chicken - Cocks/Broilers",7,4,0,3,0,0,0,0,
"23-72-17-40","Chicken - Hens/Layers",40,65,0,15,0,0,0,0,
"39-58-22-39","Chicken - Hens/Layers",8,15,0,5,0,0,0,0,
"97-79-33-71","Cows/Heifers",13,15,1,0,0,0,0,0,200000
"97-79-33-71","Chicken - Cocks/Broilers",2,1,0,0,0,1,0,0,
"97-79-33-71","Chicken - Hens/Layers",12,7,3,1,0,0,1,0,12000
"69-57-31-01","Cows/Heifers",1,2,0,0,0,0,0,0,
"69-57-31-01","Pigs - Boar/Sows/Piglets",1,2,0,0,0,0,0,0,
"69-57-31-01","Chicken - Hens/Layers",2,2,0,1,0,0,0,0,
"60-54-64-58","Bulls/Oxen/Steers",7,2,5,0,0,0,0,0,700000
"60-54-64-58","Cows/Heifers",5,4,1,0,0,0,0,0,400000
"60-54-64-58","Chicken - Cocks/Broilers",6,3,2,1,0,0,0,0,15000
"60-54-64-58","Chicken - Hens/Layers",6,4,2,0,0,0,0,0,7000
"89-99-48-67","Chicken - Cocks/Broilers",4,1,3,0,0,0,0,0,10000
"89-99-48-67","Chicken - Hens/Layers",22,5,0,0,0,0,22,0,
"12-80-78-48","Chicken - Hens/Layers",0,2,0,0,0,0,0,0,
"70-19-76-68","Goats - He/She/Kids",8,6,0,0,0,0,2,0,
"70-19-76-68","Sheep - Rams/Ewes/Lambs",6,4,0,0,0,0,2,0,
"70-19-76-68","Chicken - Cocks/Broilers",7,2,5,0,0,0,0,0,10000
"70-19-76-68","Chicken - Hens/Layers",7,8,0,0,0,0,0,0,
"46-78-87-50","Chicken - Hens/Layers",25,13,0,5,0,0,12,3,
"50-39-55-52","Dove /Pigeon",30,16,3,2,0,0,0,0,7000
"82-64-50-66","Chicken - Cocks/Broilers",4,1,0,3,0,0,0,0,
"82-64-50-66","Chicken - Hens/Layers",10,6,0,0,0,1,0,4,
"45-83-32-93","Chicken - Cocks/Broilers",35,10,10,5,0,0,10,5,10000
"33-22-63-71","Cows/Heifers",3,4,1,0,0,0,0,0,600000
"95-96-92-75","Pigs - Boar/Sows/Piglets",3,0,0,0,0,0,12,0,
"95-96-92-75","Chicken - Hens/Layers",50,4,20,6,0,0,10,0,7000
"19-37-18-76","Chicken - Hens/Layers",6,3,0,3,0,0,0,0,
"74-28-59-17","Bulls/Oxen/Steers",6,6,0,0,0,0,0,0,
"74-28-59-17","Cows/Heifers",4,4,0,0,0,0,0,0,
"74-28-59-17","Calves - Males/Females",2,1,0,0,0,0,1,0,
"74-28-59-17","Sheep - Rams/Ewes/Lambs",6,3,0,0,0,0,1,0,
"48-48-94-57","Chicken - Cocks/Broilers",3,0,0,3,0,0,0,0,
"48-48-94-57","Chicken - Hens/Layers",4,9,0,0,0,0,2,0,
"48-48-94-57","Other➡️specify",0,3,0,0,0,0,0,0,
"03-43-60-42","Pigs - Boar/Sows/Piglets",0,2,0,0,0,0,0,0,
"03-43-60-42","Chicken - Hens/Layers",5,4,2,3,0,0,0,0,8000
"58-75-54-61","Cows/Heifers",15,19,1,0,0,0,0,0,450000
"58-75-54-61","Pigs - Boar/Sows/Piglets",2,3,0,0,0,0,0,0,
"58-75-54-61","Chicken - Cocks/Broilers",5,2,1,1,0,0,0,0,18000
"58-75-54-61","Chicken - Hens/Layers",40,30,0,8,0,0,0,0,
"58-75-54-61","Ducks",6,7,0,0,0,0,0,0,
"49-89-37-09","Chicken - Hens/Layers",15,4,0,3,0,0,7,0,
"83-91-87-26","Goats - He/She/Kids",10,23,0,0,0,0,0,0,
"83-91-87-26","Sheep - Rams/Ewes/Lambs",4,7,0,0,0,0,0,0,
