interview__key,r_members__id,r_child__id,ed03asp,asocp01,youth_child_tofarm
"88-78-79-65",2,4,"University level","Doctor","Unlikely"
"07-13-49-69",1,4,"University level","Teacher","Maybe, maybe not"
"07-13-49-69",1,5,"University level","Nurse","Unlikely"
"07-13-49-69",2,4,"University level","Police","Unlikely"
"07-13-49-69",2,5,"College","Nurse","Very unlikely"
"02-58-47-09",1,4,"University level","Business or nursing","Maybe, maybe not"
"02-58-47-09",1,5,"University level","Doctor","Maybe, maybe not"
"02-58-47-09",2,4,"Other educational training","Tailor","Maybe, maybe not"
"02-58-47-09",2,5,"University level","Doctor","Maybe, maybe not"
"22-68-37-41",1,5,"University level","Pilot","Likely"
"22-68-37-41",1,6,"University level","Teacher","Likely"
"22-68-37-41",2,5,"University level","Doctor","Very likely"
"22-68-37-41",2,6,"University level","Nurse","Very likely"
"75-57-77-41",1,5,"University level","Nurse","Very unlikely"
"75-57-77-41",1,6,"University level","Soldier","Very unlikely"
"75-57-77-41",1,7,"University level","Doctor","Very unlikely"
"04-02-68-66",1,7,"University level","Whatever a child want","Maybe, maybe not"
"04-02-68-66",2,7,"University level","Headmaster","Maybe, maybe not"
"48-71-75-24",1,8,"University level","Doctor","Likely"
"48-71-75-24",2,8,"College","Teacher","Very likely"
"81-80-02-23",1,3,"University level","Nurse","Very unlikely"
"81-80-02-23",1,4,"University level","Regional officer","Very unlikely"
"81-80-02-23",2,3,"University level","Nurse","Very likely"
"81-80-02-23",2,4,"University level","Teacher","Very likely"
"42-14-73-23",1,6,"University level","Doctor","Maybe, maybe not"
"42-14-73-23",2,6,"University level","Teacher","Likely"
"76-93-41-01",1,2,"University level","Doctor","Maybe, maybe not"
"20-49-21-26",1,7,"College","Doctor","Maybe, maybe not"
"20-49-21-26",2,7,"University level","Doctor","Very unlikely"
"96-79-62-23",1,3,"University level","Nursing","Very unlikely"
"96-79-62-23",1,4,"University level","Driver","Very unlikely"
"96-79-62-23",2,3,"University level","Nurse","Very unlikely"
"96-79-62-23",2,4,"University level","Pilot","Very unlikely"
"45-89-04-52",1,4,"University level","Soldier","Very likely"
"45-89-04-52",1,5,"University level","Doctor","Very likely"
"45-89-04-52",2,4,"University level","Nurse","Very likely"
"45-89-04-52",2,5,"University level","Agriculture","Very likely"
"12-50-51-44",1,4,"University level","Doctor","Unlikely"
"12-50-51-44",1,5,"University level","Nurse","Unlikely"
"12-50-51-44",1,6,"University level","An administrator","Unlikely"
"12-50-51-44",2,4,"Form 5","Doctor","Unlikely"
"12-50-51-44",2,5,"Form 5","Nurse","Unlikely"
"12-50-51-44",2,6,"Form 5","Engineer","Likely"
"64-36-21-26",1,7,"University level","Traffic police","Very likely"
"64-36-21-26",1,8,"University level","Police","Maybe, maybe not"
"64-36-21-26",3,7,"University level","Business","Very likely"
"64-36-21-26",3,8,"University level","Business","Very likely"
"52-54-55-08",1,5,"University level","Nurse","Very unlikely"
"52-54-55-08",2,5,"University level","Doctor","Unlikely"
"32-13-89-08",1,7,"Standard 7","A nurse","Very likely"
"32-13-89-08",2,7,"Form 5","A doctor","Very likely"
"72-82-24-11",1,4,"University level","Teacher","Unlikely"
"72-82-24-11",2,4,"University level","Teacher","Likely"
"36-18-65-12",1,3,"University level","Teacher","Unlikely"
"36-18-65-12",1,4,"University level","Doctor","Unlikely"
"44-14-86-31",1,3,"Form 5","Garage work","Very unlikely"
"44-14-86-31",1,4,"College","Garage work","Very unlikely"
"44-14-86-31",1,5,"University level","Nurse","Very unlikely"
"44-14-86-31",2,3,"University level","Doctor","Very unlikely"
"44-14-86-31",2,4,"University level","Doctor","Very unlikely"
"44-14-86-31",2,5,"University level","Nurse","Very unlikely"
"84-19-29-35",1,4,"University level","Teacher","Likely"
"84-19-29-35",1,5,"College","Nurse","Likely"
"84-19-29-35",2,4,"University level","Doctor","Likely"
"84-19-29-35",2,5,"University level","Nurse","Likely"
"39-19-67-67",1,6,"Form 6","Lawyer","Likely"
"39-19-67-67",1,7,"Form 6","Doctor","Very unlikely"
"39-19-67-67",2,6,"Form 4","Teacher","Likely"
"39-19-67-67",2,7,"Form 4","Teacher","Likely"
"43-82-97-85",1,3,"University level","Nurse","Likely"
"43-82-97-85",2,3,"University level","Doctor","Unlikely"
"91-14-48-53",2,7,"University level","Doctor","Likely"
"20-26-28-94",1,6,"University level","Nurse","Unlikely"
"20-26-28-94",1,7,"University level","Teacher","Unlikely"
"20-26-28-94",1,8,"University level","Police","Maybe, maybe not"
"20-26-28-94",1,9,"University level","Nurse","Very unlikely"
"20-26-28-94",1,10,"University level","Doctor","Unlikely"
"20-26-28-94",2,6,"University level","Teacher","Unlikely"
"20-26-28-94",2,7,"University level","Teacher","Unlikely"
"20-26-28-94",2,8,"University level","Doctor","Unlikely"
"20-26-28-94",2,9,"University level","Nurse","Very unlikely"
"20-26-28-94",2,10,"College","Police","Unlikely"
"23-89-23-81",1,6,"Form 4","Soldier","Very unlikely"
"23-89-23-81",1,7,"Form 4","Nurse","Very unlikely"
"23-89-23-81",1,8,"Form 4","Politician","Very unlikely"
"23-89-23-81",1,9,"Form 4","Nurse","Very unlikely"
"23-89-23-81",2,6,"University level","Doctor","Very unlikely"
"23-89-23-81",2,7,"University level","Nurse","Very unlikely"
"23-89-23-81",2,8,"University level","Soldier","Very unlikely"
"23-89-23-81",2,9,"University level","Doctor","Very unlikely"
"52-40-25-11",1,6,"University level","Business","Likely"
"52-40-25-11",1,7,"College","Teacher","Unlikely"
"52-40-25-11",1,8,"University level","Teacher","Very likely"
"52-40-25-11",2,6,"University level","Doctor","Very unlikely"
"52-40-25-11",2,7,"University level","Teacher","Very unlikely"
"52-40-25-11",2,8,"University level","Teacher","Very unlikely"
"58-44-00-29",1,5,"College","Mechanic","Likely"
"58-44-00-29",1,6,"College","Doctor","Likely"
"58-44-00-29",1,7,"University level","Teacher","Likely"
"58-44-00-29",1,8,"College","Doctor","Very likely"
"58-44-00-29",2,5,"College","Teacher","Very unlikely"
"58-44-00-29",2,6,"College","Nurse","Very unlikely"
"58-44-00-29",2,7,"University level","Teacher","Very unlikely"
"58-44-00-29",2,8,"College","Driver","Very unlikely"
"00-76-76-29",1,3,"University level","Medical doctor","Very likely"
"00-76-76-29",1,4,"University level","Joining national defence force","Very likely"
"00-76-76-29",1,5,"University level","Pilot","Very likely"
"00-76-76-29",2,3,"University level","Teacher","Likely"
"00-76-76-29",2,4,"University level","Nurse","Likely"
"00-76-76-29",2,5,"University level","Judge","Likely"
"30-24-92-73",2,5,"University level","Teacher/nurse","Very unlikely"
"23-53-41-46",1,3,"University level","Teacher","Likely"
"62-55-13-64",1,3,"University level","Nurse","Likely"
"62-55-13-64",1,4,"University level","Pilot","Unlikely"
"62-55-13-64",1,5,"University level","Doctor","Unlikely"
"62-55-13-64",2,3,"University level","T3acher","Unlikely"
"62-55-13-64",2,4,"University level","Doctor","Unlikely"
"62-55-13-64",2,5,"University level","Engineer","Unlikely"
"42-85-64-91",1,5,"University level","Doctor","Unlikely"
"42-85-64-91",1,6,"University level","Teacher","Unlikely"
"42-85-64-91",2,5,"University level","Nurse","Very likely"
"42-85-64-91",2,6,"University level","Teacher","Very likely"
"90-50-65-07",1,3,"University level","Government  worker","Very unlikely"
"90-50-65-07",2,3,"University level","Doctor","Very unlikely"
"54-70-24-21",1,3,"University level","Teacher","Maybe, maybe not"
"54-70-24-21",1,4,"University level","Teacher","Maybe, maybe not"
"54-70-24-21",1,5,"University level","Nurse","Maybe, maybe not"
"54-70-24-21",2,3,"University level","Teacher","Maybe, maybe not"
"54-70-24-21",2,4,"University level","Teacher","Maybe, maybe not"
"54-70-24-21",2,5,"I dont know","I don't know","Maybe, maybe not"
"38-66-21-90",1,5,"University level","Doctor","Very likely"
"32-53-90-85",2,6,"Form 4","Soldier","Very unlikely"
"67-43-43-96",1,5,"University level","Doctor","Maybe, maybe not"
"67-43-43-96",1,6,"University level","Teacher especially lecturer","Maybe, maybe not"
"67-43-43-96",2,5,"University level","Doctor","Maybe, maybe not"
"67-43-43-96",2,6,"University level","Pastor","Maybe, maybe not"
"30-12-86-30",1,3,"University level","A teacher","Very likely"
"30-12-86-30",1,4,"University level","A nurse","Very likely"
"30-12-86-30",1,5,"Form 4","Tailor","Very likely"
"30-12-86-30",1,6,"University level","A nurse","Very likely"
"30-12-86-30",2,3,"University level","A teacher","Very likely"
"30-12-86-30",2,4,"University level","Nurse","Very likely"
"30-12-86-30",2,5,"Form 4","Tailor","Very likely"
"30-12-86-30",2,6,"University level","Teacher","Very likely"
"18-64-04-51",1,9,"University level","Medical doctor","Unlikely"
"18-64-04-51",1,10,"University level","Join the national army","Unlikely"
"18-64-04-51",1,11,"University level","Nurse","Very unlikely"
"18-64-04-51",2,9,"University level","Medical doctor","Very unlikely"
"18-64-04-51",2,10,"University level","Mwandishi wa habari","Very unlikely"
"18-64-04-51",2,11,"University level","Nurse","Very unlikely"
"44-00-42-23",1,10,"University level","Engineer","Very likely"
"44-00-42-23",1,11,"University level","Pilot","Unlikely"
"44-00-42-23",1,12,"University level","Psychology","Very likely"
"44-00-42-23",1,13,"University level","Teacher","Very likely"
"44-00-42-23",2,10,"University level","Teacher","Very likely"
"44-00-42-23",2,11,"University level","Pilot","Very unlikely"
"44-00-42-23",2,12,"University level","Psychologist","Very unlikely"
"44-00-42-23",2,13,"University level","Accountant","Very likely"
"49-30-59-44",2,4,"University level","Nurse","Very unlikely"
"49-30-59-44",2,5,"University level","Teacher","Very unlikely"
"08-14-33-80",1,6,"University level","Police","Very unlikely"
"08-14-33-80",1,7,"University level","Police","Very unlikely"
"08-14-33-80",2,6,"University level","Teacher","Unlikely"
"08-14-33-80",2,7,"University level","Teacher","Unlikely"
"76-88-86-20",1,4,"College","Engineer","Very likely"
"76-88-86-20",2,4,"University level","Doctor","Very unlikely"
"21-76-07-53",1,7,"University level","Teacher","Very likely"
"21-76-07-53",1,8,"University level","Nurse","Very likely"
"01-41-01-54",1,5,"University level","Nurse","Very likely"
"01-41-01-54",2,5,"University level","Medical doctor","Very unlikely"
"72-37-75-96",1,4,"University level","Nurse","Likely"
"72-37-75-96",1,5,"University level","Teacher","Likely"
"72-37-75-96",1,6,"University level","Nurse","Unlikely"
"72-37-75-96",2,4,"University level","Doctor","Very unlikely"
"72-37-75-96",2,5,"University level","Nurse","Very unlikely"
"72-37-75-96",2,6,"University level","Teacher","Very unlikely"
"92-03-64-77",1,3,"University level","Doctor","Very unlikely"
"92-03-64-77",2,3,"University level","Medical doctor","Very unlikely"
"55-06-75-57",1,4,"University level","Government worker","Very unlikely"
"55-06-75-57",2,4,"University level","Nurse","Very unlikely"
"01-05-06-43",1,5,"Post graduate university level","Teacher","Very unlikely"
"01-05-06-43",2,5,"University level","Soldier","Very unlikely"
"34-76-42-19",1,4,"Form 4","Driver","Maybe, maybe not"
"62-44-56-00",1,6,"University level","An agricultural expert or expert that deals with improved farming","Likely"
"62-44-56-00",1,7,"University level","Doctor","Likely"
"62-44-56-00",2,6,"University level","Teacher","Likely"
"62-44-56-00",2,7,"University level","Teacher","Likely"
"35-05-05-79",1,3,"University level","Doctor","Very unlikely"
"35-05-05-79",1,4,"University level","A teacher","Very unlikely"
"35-05-05-79",1,5,"University level","Pastor","Very unlikely"
"35-05-05-79",2,3,"University level","Doctor","Very unlikely"
"35-05-05-79",2,4,"University level","A teacher","Very unlikely"
"35-05-05-79",2,5,"University level","Pastor","Very unlikely"
"65-77-01-81",1,4,"University level","Teacher","Likely"
"65-77-01-81",1,5,"University level","Teacher","Maybe, maybe not"
"65-77-01-81",1,6,"University level","Doctor","Maybe, maybe not"
"65-77-01-81",2,4,"University level","Teacher","Maybe, maybe not"
"65-77-01-81",2,5,"University level","Doctor","Maybe, maybe not"
"65-77-01-81",2,6,"University level","Football coacher","Likely"
"68-46-66-56",1,5,"University level","Nurse","Likely"
"68-46-66-56",1,6,"University level","Medical doctor","Likely"
"68-46-66-56",2,5,"University level","Joining army","Very likely"
"68-46-66-56",2,6,"University level","Policeman","Likely"
"13-17-41-36",1,6,"University level","Doctor","Very unlikely"
"13-17-41-36",1,8,"University level","Teacher","Very unlikely"
"13-17-41-36",1,9,"University level","Teacher","Very unlikely"
"13-17-41-36",1,10,"University level","Teacher","Very unlikely"
"13-17-41-36",3,6,"University level","Teacher","Likely"
"13-17-41-36",3,8,"University level","Teacher","Likely"
"13-17-41-36",3,9,"University level","Business man","Likely"
"13-17-41-36",3,10,"University level","Teacher","Likely"
"99-55-34-47",1,5,"University level","A business woman","Likely"
"99-55-34-47",1,6,"University level","Nurse","Likely"
"99-55-34-47",2,5,"University level","Teacher","Likely"
"99-55-34-47",2,6,"University level","Doctor","Likely"
"82-90-83-43",1,3,"University level","Teacher","Likely"
"82-90-83-43",1,4,"Standard 7","Engineer","Likely"
"82-90-83-43",2,3,"University level","Nurse","Likely"
"82-90-83-43",2,4,"University level","Businessman","Likely"
"10-71-84-42",1,8,"Form 4","Government worker","Very likely"
"10-71-84-42",2,8,"Form 4","Teacher","Very likely"
"51-95-58-91",1,4,"University level","Government worker","Very likely"
"51-95-58-91",2,4,"Post graduate university level","Soldier","Very unlikely"
"32-49-75-13",1,4,"University level","President","Likely"
"32-49-75-13",1,5,"University level","President","Likely"
"32-49-75-13",2,4,"University level","Teacher","Very likely"
"32-49-75-13",2,5,"College","Nurse","Very likely"
"71-91-68-16",2,4,"University level","Teacher","Likely"
"71-91-68-16",2,5,"University level","Policeman","Likely"
"71-91-68-16",2,6,"University level","Priest","Likely"
"71-91-68-16",3,4,"University level","Business woman","Likely"
"71-91-68-16",3,5,"University level","A farmer","Likely"
"71-91-68-16",3,6,"University level","Teacher","Likely"
"40-78-00-02",1,3,"University level","Doctor","Unlikely"
"40-78-00-02",1,4,"University level","Teacher","Unlikely"
"40-78-00-02",1,5,"University level","Doctor","Unlikely"
"40-78-00-02",1,6,"University level","Prime minister","Unlikely"
"40-78-00-02",2,3,"University level","Doctor","Unlikely"
"40-78-00-02",2,4,"University level","Nurse","Unlikely"
"40-78-00-02",2,5,"University level","Teacher","Unlikely"
"40-78-00-02",2,6,"University level","Pilot","Unlikely"
"37-33-23-29",1,4,"University level","Police","Maybe, maybe not"
"37-33-23-29",2,4,"University level","Doctor","Likely"
"85-93-95-50",1,3,"University level","Teacher","Very likely"
"85-93-95-50",1,4,"University level","Teacher","Likely"
"85-93-95-50",2,3,"Post graduate university level","Teacher","Very unlikely"
"85-93-95-50",2,4,"Post graduate university level","Soldiers","Very unlikely"
"97-19-27-00",1,4,"University level","Teacher","Likely"
"97-19-27-00",1,5,"University level","Nurse","Likely"
"97-19-27-00",2,4,"University level","Police","Likely"
"97-19-27-00",2,5,"University level","Doctor","Likely"
"80-01-40-08",1,2,"Standard 7","Mechanical technician","Likely"
"80-01-40-08",1,3,"Standard 7","Mechanical technician","Likely"
"29-52-09-79",1,3,"I dont know","Get help for her disability","Very unlikely"
"29-52-09-79",1,4,"University level","Nurse","Very likely"
"29-52-09-79",5,3,"No formal education","To get assistance for her health conditions","Very unlikely"
"29-52-09-79",5,4,"University level","Medical doctor","Very unlikely"
"07-76-06-35",1,5,"College","Mechanical engineer","Likely"
"07-76-06-35",2,5,"College","Mechanics","Very likely"
"73-75-27-37",1,3,"University level","Nurse","Likely"
"73-75-27-37",2,3,"University level","Nurse","Likely"
"12-54-62-85",1,5,"Form 6","Teacher","Likely"
"12-54-62-85",1,6,"Form 6","Teacher","Likely"
"12-54-62-85",1,7,"Form 6","Teacher","Likely"
"47-32-93-31",1,4,"University level","Police","Likely"
"47-32-93-31",1,5,"University level","Teacher","Likely"
"45-06-90-36",1,5,"Form 6","Nurse","Very unlikely"
"45-06-90-36",1,6,"Form 6","Soldier","Very unlikely"
"45-06-90-36",2,5,"University level","Doctor","Unlikely"
"45-06-90-36",2,6,"University level","Engeneer","Very unlikely"
"24-42-82-26",1,5,"University level","Doctor","Very likely"
"24-42-82-26",1,6,"University level","Doctor","Very likely"
"24-42-82-26",1,7,"University level","Doctor","Very likely"
"24-42-82-26",2,5,"University level","Doctor","Very likely"
"24-42-82-26",2,6,"University level","Teacher","Likely"
"24-42-82-26",2,7,"University level","Soldier","Likely"
"22-27-70-86",1,5,"Form 6","Doctor","Unlikely"
"22-27-70-86",1,6,"Form 5","Soldier","Unlikely"
"22-27-70-86",2,5,"University level","Teacher","Unlikely"
"22-27-70-86",2,6,"University level","Soldier","Very unlikely"
"04-24-78-04",1,3,"University level","Engeneer","Very likely"
"83-44-01-42",1,3,"Form 6","Joining arm","Very likely"
"83-44-01-42",1,4,"University level","Nurse","Very likely"
"83-44-01-42",1,5,"University level","Teacher","Very likely"
"83-44-01-42",2,3,"University level","Medical doctor","Very likely"
"83-44-01-42",2,4,"University level","Teacher","Likely"
"83-44-01-42",2,5,"University level","Police","Very likely"
"79-79-53-26",1,6,"University level","Lawyer","Very likely"
"79-79-53-26",1,7,"University level","Policeman","Very likely"
"79-79-53-26",2,6,"University level","Lawyer","Very likely"
"79-79-53-26",2,7,"University level","Policeman","Very likely"
"86-05-40-89",1,4,"Form 6","Teacher","Very likely"
"86-05-40-89",1,5,"University level","Doctor","Very likely"
"67-73-53-75",1,3,"University level","Teacher","Likely"
"67-73-53-75",1,4,"University level","Nurse","Likely"
"67-73-53-75",2,3,"University level","Doctor","Very likely"
"67-73-53-75",2,4,"University level","Teacher","Very likely"
"96-07-74-28",1,3,"College","Teacher","Likely"
"96-07-74-28",1,4,"College","Teacher","Likely"
"96-07-74-28",1,5,"College","Farmer","Very likely"
"96-07-74-28",2,3,"College","Teacher","Unlikely"
"96-07-74-28",2,4,"College","Doctor","Unlikely"
"96-07-74-28",2,5,"Form 6","Veterinary doctor","Likely"
"78-89-03-74",1,5,"Form 4","Teacher","Unlikely"
"78-89-03-74",1,6,"Form 4","Teacher","Very unlikely"
"78-89-03-74",1,7,"Form 4","Doctor","Very unlikely"
"78-89-03-74",2,5,"Form 4","Teacher","Very unlikely"
"78-89-03-74",2,6,"Form 4","Teacher","Very unlikely"
"78-89-03-74",2,7,"Form 4","Teacher","Very unlikely"
"29-15-86-87",1,4,"University level","Pilot","Unlikely"
"29-15-86-87",1,5,"University level","Nurse","Unlikely"
"29-15-86-87",1,6,"University level","Teacher","Unlikely"
"29-15-86-87",2,4,"University level","Teacher","Unlikely"
"29-15-86-87",2,5,"University level","Nurse","Unlikely"
"29-15-86-87",2,6,"University level","Teacher","Unlikely"
"83-15-50-69",1,3,"University level","Engineer","Very unlikely"
"83-15-50-69",1,4,"University level","Driver","Very unlikely"
"96-73-61-56",1,3,"University level","Teacher","Very unlikely"
"96-73-61-56",1,4,"University level","Nurse","Very unlikely"
"96-73-61-56",1,5,"University level","Teacher","Very unlikely"
"96-73-61-56",2,3,"University level","Teacher","Very unlikely"
"96-73-61-56",2,4,"University level","Teacher","Very unlikely"
"96-73-61-56",2,5,"University level","Doctor","Very unlikely"
"68-46-53-43",1,4,"University level","Teacher or doctor or police officer","Maybe, maybe not"
"68-46-53-43",2,4,"University level","Engineer","Maybe, maybe not"
"79-25-63-35",1,6,"University level","Nurse","Unlikely"
"79-25-63-35",1,7,"University level","Teacher","Unlikely"
"26-01-09-21",1,3,"Standard 3","Business","Very likely"
"26-01-09-21",2,3,"Form 4","Driver","Likely"
"65-79-07-96",1,4,"University level","Doctor","Maybe, maybe not"
"65-79-07-96",1,5,"College","Police","Very unlikely"
"65-79-07-96",1,6,"College","Teacher","Very unlikely"
"65-79-07-96",2,4,"Standard 7","Tailor","Very unlikely"
"65-79-07-96",2,5,"College","Mechanic","Very unlikely"
"65-79-07-96",2,6,"University level","Mechanic","Very unlikely"
"10-31-70-66",1,4,"University level","Teacher","Maybe, maybe not"
"10-31-70-66",2,4,"University level","Teacher","Maybe, maybe not"
"32-61-55-41",1,8,"College","National  defence army","Very likely"
"32-61-55-41",1,9,"College","Nurse","Very likely"
"32-61-55-41",2,8,"College","Mechanics","Very likely"
"32-61-55-41",2,9,"Standard 7","Farmer","Very likely"
"33-65-05-28",1,5,"University level","Doctor","Likely"
"33-65-05-28",1,6,"University level","Police","Likely"
"33-65-05-28",2,5,"University level","Police","Unlikely"
"33-65-05-28",2,6,"University level","Nurse","Unlikely"
"13-98-20-22",1,3,"University level","Teacher","Very likely"
"13-98-20-22",1,4,"University level","Doctor","Very likely"
"13-98-20-22",1,5,"University level","Teacher","Very likely"
"28-75-01-80",1,4,"College","Nurse","Maybe, maybe not"
"28-75-01-80",1,5,"University level","Teacher","Maybe, maybe not"
"28-75-01-80",2,4,"University level","Teacher","Maybe, maybe not"
"28-75-01-80",2,5,"University level","Teacher","Likely"
"30-19-51-31",1,3,"University level","Teacher","Very likely"
"30-19-51-31",1,4,"University level","Agricultural officer","Very likely"
"30-19-51-31",2,3,"University level","Lawyer","Very likely"
"30-19-51-31",2,4,"College","Nurse","Very likely"
"26-43-59-91",1,3,"University level","Prime ministet","Very likely"
"26-43-59-91",1,4,"University level","A teacher","Very likely"
"26-43-59-91",2,3,"University level","A teacher","Very likely"
"26-43-59-91",2,4,"University level","Nurse","Very likely"
"97-96-91-38",1,5,"University level","Police","Very unlikely"
"97-96-91-38",1,6,"University level","A teacher","Very unlikely"
"97-96-91-38",1,7,"University level","Doctor","Very unlikely"
"97-96-91-38",2,5,"University level","Teacher","Very likely"
"97-96-91-38",2,6,"University level","Teacher","Very likely"
"97-96-91-38",2,7,"University level","Doctor","Very likely"
"27-34-90-31",1,2,"University level","Nurse","Very unlikely"
"39-58-22-39",1,6,"University level","Teacher","Unlikely"
"39-58-22-39",1,7,"University level","Doctor","Maybe, maybe not"
"39-58-22-39",2,6,"University level","Teacher","Unlikely"
"39-58-22-39",2,7,"University level","Nurse","Unlikely"
"97-79-33-71",1,3,"University level","Doctor","Likely"
"69-57-31-01",1,4,"University level","Nurse","Maybe, maybe not"
"69-57-31-01",2,4,"University level","Engineering","Likely"
"60-54-64-58",1,6,"University level","Teacher","Unlikely"
"60-54-64-58",1,7,"University level","Doctor","Unlikely"
"60-54-64-58",1,8,"University level","Nurse","Unlikely"
"60-54-64-58",1,9,"University level","Doctor","Unlikely"
"60-54-64-58",2,6,"University level","Doctor","Unlikely"
"60-54-64-58",2,7,"University level","Teacher","Unlikely"
"60-54-64-58",2,8,"University level","Nurse","Unlikely"
"60-54-64-58",2,9,"University level","Doctor","Unlikely"
"70-19-76-68",1,4,"University level","Doctor","Likely"
"70-19-76-68",1,5,"University level","Doctor","Likely"
"70-19-76-68",1,6,"University level","Doctor","Likely"
"70-19-76-68",2,4,"University level","Doctor","Likely"
"70-19-76-68",2,5,"University level","Doctor","Likely"
"70-19-76-68",2,6,"University level","Doctor","Likely"
"46-78-87-50",1,3,"University level","Doctor","Likely"
"46-78-87-50",1,4,"University level","Doctor","Likely"
"46-78-87-50",1,5,"University level","Doctor","Likely"
"46-78-87-50",1,6,"University level","Cashier","Likely"
"46-78-87-50",2,3,"University level","Doctor","Very likely"
"46-78-87-50",2,4,"University level","Footballer","Very likely"
