interview__key,r_members__id,lbr3_1,lbr3_1_oth,emp_form,bus_yr,bus_dry,bus_rain,bus_days_wk,bus_hrs,bus_sales,bus_main_use__1,bus_main_use__2,bus_main_use__3,bus_main_use__4,bus_main_use__5,bus_main_use__6,bus_main_use__7,bus_main_use__96,bus_main_use__n888,bus_main_use_others,bus_input,bus_labor,bus_capital,bus_reg,bus_loc,bus_employe,tourism_motivate__1,tourism_motivate__2,tourism_motivate__3,tourism_motivate__4,tourism_motivate__5,tourism_motivate__6,tourism_motivate__7,tourism_motivate__8,tourism_motivate__96,tourism_motivate_oth,years_exp_agri,business_obstacle__1,business_obstacle__2,business_obstacle__3,business_obstacle__4,business_obstacle__5,business_obstacle__6,business_obstacle__7,business_obstacle__8,business_obstacle__9,business_obstacle__10,business_obstacle__11,business_obstacle__96,business_obstacle__n888,business_obstacle__n999,business_obs_oth,business_financing__1,business_financing__2,business_financing__3,business_financing__4,business_financing__5,business_financing__6,business_financing__7,business_financing__8,business_financing__9,business_financing__10,business_financing__11,business_financing__12,business_financing__96,business_financing__n888,business_financing__n999,business_financing_oth,business_finance__1,business_finance__2,business_finance__3,business_finance__4,business_finance__5,business_finance__6,business_finance__7,business_finance__8,business_finance__96,business_finance__n888,business_finance__n999,business_finance_oth,business_legal__1,business_legal__2,business_legal__3,business_legal__4,business_legal__5,business_legal__96,business_legal__n888,business_legal__n999,business_legal_oth,support_local_gov,support_local_kind__1,support_local_kind__2,support_local_kind__3,support_local_kind__4,support_local_kind__5,support_local_kind__6,support_local_kind__7,support_local_kind__8,support_local_kind__96,support_local_kind__n888,support_local_kind__n999,support_local_gov_oth,lbr3_2,lbr3_3,lbr3_4,lbr3_5,lbr3_5_1__1,lbr3_5_1__2,lbr3_5_1__3,lbr3_5_1__4,lbr3_5_1__5,lbr3_5_1__6,lbr3_5_1__7,lbr3_5_1__96,lbr3_5_1__n888,lbr3_5_1__n999,lbr3_5_1_oth,lbr3_6,lbr3_7,lbr3_8,lbr3_9,lbr3_9_1__1,lbr3_9_1__2,lbr3_9_1__3,lbr3_9_1__4,lbr3_9_1__5,lbr3_9_1__6,lbr3_9_1__7,lbr3_9_1__96,lbr3_9_1__n888,lbr3_9_1__n999,lbr3_9_1_oth,lbr3_10,lbr3_11,lbr3_12,lbr3_13,Ibr3_14__1,Ibr3_14__2,Ibr3_14__3,Ibr3_15,Ibr3_16,Ibr3_17,Ibr3_18,Ibr3_19,leave,sick_leave,lbr10,lbr10_1,job_search,job_search_oth,lbr09,emp_years,lbr11
"17-23-66-97",3,"Retail trade","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","baraka shop","Town or city within this district/region","Seasonal",,,,,,,,,,,,"",,,"Per month",6000,0,1,4,3,0,2,0,0,0,0,"",4,2,5,14,"No","Yes","No","No","No","No","No","No","No","Yes","No contract (informal)","","From family and relatives","","No",.6,"Very satisfied"
"70-80-16-39",1,"Other public sector","Policeman","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","National Police Service","Town or city in another district/region","Permanent",30000,0,1,2,0,0,0,0,0,0,0,"",7,12,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",15,"Satisfied"
"16-44-32-23",2,"Small-scale farm","","Self-employed/own business",3,2,7,6,9,30000,0,2,1,0,0,0,0,0,0,"",40000,0,0,"No","Village in region",0,"No","No","No","No","Yes","No","No","No","No",,"0.5","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",.5,"Satisfied"
"49-09-04-04",2,"Retail trade","","Self-employed/own business",36,1,6,4,2,2000,0,1,2,3,0,0,0,0,0,"",700,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"15","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","",,"Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",3,"dissatisfied"
"33-01-13-01",1,"Others, specify","Building And Construction","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Construction works around village","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",400,0,2,1,3,0,0,0,0,0,0,"",5,1,4,7,"No","No","No","No","No","No","No","No","No","No","Daily wage labourer","","From neighbors or friends","","Yes",8,"Satisfied"
"33-01-13-01",2,"Retail trade","","Self-employed/own business",12,3,9,7,4,6000,1,2,3,0,0,0,0,0,0,"",4000,0,0,"No","Village in region",0,"No","Yes","No","No","Yes","No","No","No","No",,"3","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"Satisfied"
"79-39-40-36",1,"Other public sector","Research At Kefri","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","kefri","Town or city within this district/region","Permanent",25000,0,2,1,0,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","No","No","No","No","No","No","No","Yes","No","Long term permanent contract","","From neighbors or friends","","No",33,"Very satisfied"
"64-11-62-56",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","TSC","In other rural area within or outside this district","Permanent",25000,2,0,1,0,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"No",,"No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",10,"Satisfied"
"79-53-04-50",1,"Food industry","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Daima Milk","Town or city in another district/region","Seasonal",,,,,,,,,,,,"",,,"Per month",9000,0,1,2,3,0,0,0,0,0,0,"",9,3,5,10,"No","No","No","Yes","Yes","No","Yes","Yes","No","No","Part-time contract","","Private employment/recruitment agency","","No",1,"Satisfied"
"63-02-11-31",1,"Others, specify","Charcoal  Burning","Self-employed/own business",240,3,9,4,6,6000,0,1,2,3,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"20","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",20,"Neither"
"57-47-06-86",2,"Others, specify","Collection Of Firewood For Sale","Self-employed/own business",15,3,9,7,4,3000,0,1,2,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"2","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","Yes","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Satisfied"
"50-43-62-27",1,"Others, specify","Casual Jobs","Self-employed/own business",1,0,1,3,6,2000,0,1,2,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"0","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","job fluctuation",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","No","Yes","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",0,"Neither"
"50-16-00-20",1,"Others, specify","Charcoal Burning","Self-employed/own business",3,3,4,4,3,5000,0,1,0,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"3","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","its against the law cut down trees for charcoal burning",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"dissatisfied"
"29-86-40-08",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","teacher service commision","Town or city within this district/region","Permanent",28000,0,2,1,0,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","No",5,"Satisfied"
"30-00-59-90",2,"Small-scale farm","","Self-employed/own business",12,3,4,7,2,0,,,,,,,,,,"",0,0,0,"No","Village in region",0,"Yes","No","No","No","Yes","No","No","No","No",,"12","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Prolonged Drought",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",12,"Satisfied"
"66-77-39-39",1,"Small-scale farm","","Self-employed/own business",2,2,4,6,3,4500,0,1,0,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"3","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"dissatisfied"
"66-77-39-39",2,"Retail trade","","Self-employed/own business",3,3,9,7,4,18000,0,1,0,0,0,0,0,0,0,"",10000,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"3","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","insecurity",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"Satisfied"
"09-00-12-98",2,"Large-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","neighbouring farms","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",300,0,1,0,0,0,0,0,2,0,0,"clothing",5,1,3,6,"No","No","No","No","No","No","No","Yes","No","No","Daily wage labourer","","From neighbors or friends","","No",4,"dissatisfied"
"09-00-12-98",4,"Transport","","Self-employed/own business",3,3,9,7,6,9000,0,1,2,0,0,0,3,0,0,"",18000,0,300,"No","Town in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"3","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","Yes","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"dissatisfied"
"26-77-14-31",7,"Food industry","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","restaurant in town","Town or city within this district/region","Seasonal",,,,,,,,,,,,"",,,"Per month",6000,0,1,2,3,4,0,0,0,0,0,"",3,1,6,9,"No","Yes","No","No","No","No","No","No","No","No","No contract (informal)","","From neighbors or friends","","No",.5,"dissatisfied"
"96-35-08-20",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","latacha primary school","In other rural area within or outside this district","Seasonal",,,,,,,,,,,,"",,,"Per month",7000,0,1,0,0,0,2,0,3,0,0,"farming activities",9,3,5,8,"No","No","No","No","No","No","No","No","No","Yes","Volunteering","","From family and relatives","","Yes",5,"dissatisfied"
"23-46-40-42",2,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Teachers Service commision","In other rural area within or outside this district","Permanent",34000,0,1,2,3,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"No","No","No","Yes","No","Yes","Yes","No","No","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",20,"Satisfied"
"93-71-36-41",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","security firm (Dont know name)","Town or city in another district/region","Seasonal",,,,,,,,,,,,"",,,"Per month",15000,0,1,2,3,4,5,0,0,0,0,"",9,3,6,8,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Fixed term permanent contract","","Public employment/recruitment agency","","Yes",3,"Satisfied"
"40-07-12-46",1,"Retail trade","","Self-employed/own business",48,3,9,5,9,15000,4,1,2,3,5,6,0,0,0,"",3000,0,1000,"Yes","Town in region",0,"No","No","No","Yes","No","No","No","No","Yes",,"4","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","","No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","Yes","No","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",4,"Neither"
"86-70-18-69",1,"Other public sector","Police Officer, National Police Service","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","National Police Service","Town or city in another district/region","Permanent",35000,0,1,2,0,3,0,0,0,0,0,"",7,12,,,,,,,,,,,,,"",,,,,"Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",10,"Very satisfied"
"30-07-79-13",1,"Others, specify","Changaa Brewing","Self-employed/own business",60,3,8,4,5,5000,0,1,0,2,0,0,0,0,0,"",2000,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"7","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Government crackdown on illicit brews",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",7,"dissatisfied"
"05-61-96-62",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","TSC","Town or city in another district/region","Permanent",30000,0,2,1,0,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",10,"Satisfied"
"06-96-64-70",1,"Others, specify","Charcoal  Burning","Self-employed/own business",36,3,9,7,7,12800,0,1,2,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"3","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","smoke and prosopsis thorns harmful to ones health",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"dissatisfied"
"06-96-64-70",2,"Small-scale farm","Charcoal Burning","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","neighbouring farms","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",300,0,1,2,0,0,0,0,0,0,0,"",9,1,2,5,"No","No","No","No","No","No","No","No","No","No","Daily wage labourer","","From neighbors or friends","","No",1,"dissatisfied"
"06-96-64-70",2,"Others, specify","Charcoal Burning","Self-employed/own business",36,3,9,3,8,12800,0,1,2,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"1","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1,"dissatisfied"
"58-44-33-27",1,"Others, specify","Burning Charcoal And Selling It","Self-employed/own business",12,3,9,6,8,4000,0,1,0,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"16","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",16,"dissatisfied"
