interview__key,r_members__id,memeber_isphone
"79-90-62-68",2,"Yes"
"67-12-09-24",1,"Yes"
"63-23-35-27",1,"Yes"
"63-23-35-27",10,"Yes"
"93-87-16-02",1,"Yes"
"93-87-16-02",2,"Yes"
"65-31-14-31",1,"Yes"
"65-31-14-31",2,"Yes"
"65-31-14-31",3,"Yes"
"65-31-14-31",6,"Yes"
"65-31-14-31",7,"Yes"
"19-27-66-46",1,"Yes"
"19-27-66-46",2,"Yes"
"19-27-66-46",3,"Yes"
"08-44-37-94",1,"Yes"
"08-44-37-94",3,"Yes"
"71-04-48-02",1,"Yes"
"71-04-48-02",2,"Yes"
"24-04-95-50",1,"Yes"
"27-66-11-12",3,"Yes"
"27-66-11-12",4,"Yes"
"11-10-12-08",1,"Yes"
"10-98-84-98",1,"Yes"
"97-63-71-09",1,"Yes"
"97-63-71-09",2,"Yes"
"11-29-74-23",1,"Yes"
"11-29-74-23",2,"Yes"
"59-89-68-30",1,"Yes"
"59-89-68-30",2,"Yes"
"22-38-73-99",1,"Yes"
"81-45-95-70",1,"Yes"
"81-45-95-70",2,"Yes"
"16-03-96-06",2,"Yes"
"16-03-96-06",6,"Yes"
"22-88-97-60",1,"Yes"
"22-88-97-60",2,"Yes"
"47-75-71-27",1,"Yes"
"10-39-00-99",7,"Yes"
"96-06-62-42",1,"Yes"
"27-51-81-61",1,"Yes"
"27-51-81-61",2,"Yes"
"45-92-75-89",1,"Yes"
"45-92-75-89",2,"Yes"
"85-71-09-15",1,"Yes"
"64-51-39-39",1,"Yes"
"64-51-39-39",2,"Yes"
"64-51-39-39",3,"Yes"
"36-28-42-39",1,"Yes"
"36-28-42-39",2,"Yes"
"95-09-61-15",1,"Yes"
"95-09-61-15",2,"Yes"
"08-84-33-33",1,"Yes"
"07-50-91-84",1,"Yes"
"87-71-97-91",1,"Yes"
"72-05-40-32",1,"Yes"
"72-05-40-32",3,"Yes"
"87-43-28-28",1,"Yes"
"87-43-28-28",2,"Yes"
"02-59-28-55",7,"Yes"
"41-71-16-88",2,"Yes"
"91-57-08-43",1,"Yes"
"91-57-08-43",2,"Yes"
"91-57-08-43",3,"Yes"
"63-99-85-70",1,"Yes"
"65-43-78-90",1,"Yes"
"37-38-94-21",1,"Yes"
"77-42-43-43",1,"Yes"
"77-42-43-43",3,"Yes"
"77-42-43-43",4,"Yes"
"68-60-50-68",1,"Yes"
"46-89-69-47",1,"Yes"
"25-02-52-66",1,"Yes"
"25-02-52-66",2,"Yes"
"25-02-52-66",5,"Yes"
"99-17-74-11",1,"Yes"
"46-53-61-02",1,"Yes"
"46-53-61-02",2,"Yes"
"10-77-75-51",1,"Yes"
"71-70-88-23",1,"Yes"
"71-70-88-23",2,"Yes"
"50-33-80-84",1,"Yes"
"21-95-76-65",1,"Yes"
"21-95-76-65",2,"Yes"
"91-60-65-39",1,"Yes"
"91-60-65-39",2,"Yes"
"42-15-16-06",1,"Yes"
"00-11-52-27",1,"Yes"
"00-11-52-27",6,"Yes"
"87-56-56-81",1,"Yes"
"87-56-56-81",2,"Yes"
"81-79-89-86",1,"Yes"
"81-79-89-86",2,"Yes"
"81-79-89-86",4,"Yes"
"10-18-23-80",1,"Yes"
"10-18-23-80",2,"Yes"
"10-18-23-80",3,"Yes"
"65-08-75-81",1,"Yes"
"65-08-75-81",3,"Yes"
"71-59-52-11",1,"Yes"
"71-59-52-11",7,"Yes"
"29-04-00-40",1,"Yes"
"29-04-00-40",2,"Yes"
"72-18-38-35",1,"Yes"
"72-18-38-35",2,"Yes"
"83-34-07-73",1,"Yes"
"70-36-24-93",1,"Yes"
"70-36-24-93",3,"Yes"
"13-37-47-48",1,"Yes"
"13-37-47-48",2,"Yes"
"22-02-49-30",2,"Yes"
"97-28-37-38",1,"Yes"
"04-02-73-28",1,"Yes"
"04-02-73-28",2,"Yes"
"57-09-51-71",1,"Yes"
"45-10-68-85",1,"Yes"
"45-10-68-85",2,"Yes"
"45-10-68-85",3,"Yes"
"45-10-68-85",4,"Yes"
"72-72-49-77",1,"Yes"
"72-72-49-77",2,"Yes"
"61-58-42-30",1,"Yes"
"46-76-02-18",1,"Yes"
"46-76-02-18",2,"Yes"
"32-71-82-87",1,"Yes"
"32-71-82-87",2,"Yes"
"51-19-72-02",1,"Yes"
"51-19-72-02",2,"Yes"
"98-92-34-42",2,"Yes"
"19-17-82-94",1,"Yes"
"26-53-83-57",1,"Yes"
"35-77-55-36",2,"Yes"
"35-77-55-36",4,"Yes"
"60-19-93-23",1,"Yes"
"60-19-93-23",2,"Yes"
"98-71-23-55",1,"Yes"
"98-71-23-55",2,"Yes"
"98-71-23-55",6,"Yes"
"98-71-23-55",7,"Yes"
"98-71-23-55",10,"Yes"
"88-09-79-89",1,"Yes"
"88-09-79-89",2,"Yes"
"88-09-79-89",3,"Yes"
"17-30-57-13",2,"Yes"
"13-99-53-09",1,"Yes"
"13-99-53-09",3,"Yes"
"10-78-86-05",1,"Yes"
"58-17-83-09",1,"Yes"
"86-94-71-57",2,"Yes"
"13-61-09-88",2,"Yes"
"33-63-66-86",1,"Yes"
"33-63-66-86",4,"Yes"
"31-45-42-89",1,"Yes"
"31-45-42-89",2,"Yes"
"53-01-20-30",1,"Yes"
"53-01-20-30",2,"Yes"
"53-01-20-30",3,"Yes"
"13-52-61-75",1,"Yes"
"13-52-61-75",2,"Yes"
"13-52-61-75",3,"Yes"
"13-52-61-75",4,"Yes"
"64-05-06-14",1,"Yes"
"64-05-06-14",2,"Yes"
"78-32-01-29",1,"Yes"
"78-32-01-29",2,"Yes"
"33-80-34-20",1,"Yes"
"10-62-40-22",1,"Yes"
"82-40-44-86",1,"Yes"
"82-40-44-86",2,"Yes"
"82-40-44-86",3,"Yes"
"82-40-44-86",4,"Yes"
"52-02-93-49",1,"Yes"
"52-02-93-49",2,"Yes"
"52-02-93-49",3,"Yes"
"94-99-56-40",1,"Yes"
"94-99-56-40",2,"Yes"
"32-71-99-16",1,"Yes"
"32-71-99-16",2,"Yes"
"32-71-99-16",3,"Yes"
"53-58-51-62",1,"Yes"
"95-92-63-73",2,"Yes"
"06-17-24-58",1,"Yes"
"06-17-24-58",2,"Yes"
"23-78-50-31",1,"Yes"
"20-84-25-59",1,"Yes"
"20-84-25-59",2,"Yes"
"97-31-09-83",2,"Yes"
"56-22-99-66",1,"Yes"
"56-22-99-66",2,"Yes"
"56-22-99-66",3,"Yes"
"56-22-99-66",4,"Yes"
"05-92-75-52",1,"Yes"
"56-78-97-61",1,"Yes"
"50-93-16-91",1,"Yes"
"50-93-16-91",2,"Yes"
"50-93-16-91",3,"Yes"
"89-68-31-84",1,"Yes"
"89-68-31-84",2,"Yes"
"37-58-34-11",1,"Yes"
"33-93-90-01",1,"Yes"
"33-93-90-01",2,"Yes"
"55-74-55-01",1,"Yes"
"55-74-55-01",2,"Yes"
"35-03-81-94",1,"Yes"
"87-29-60-32",1,"Yes"
"87-29-60-32",2,"Yes"
"59-04-53-64",1,"Yes"
"59-04-53-64",5,"Yes"
"82-68-38-51",1,"Yes"
"64-96-99-21",1,"Yes"
"36-02-93-74",1,"Yes"
"36-02-93-74",2,"Yes"
"36-02-93-74",3,"Yes"
"56-43-23-52",1,"Yes"
"56-43-23-52",2,"Yes"
"56-43-23-52",3,"Yes"
"42-33-55-75",1,"Yes"
"67-03-64-23",1,"Yes"
"67-03-64-23",2,"Yes"
"34-93-29-30",1,"Yes"
"74-55-51-40",1,"Yes"
"74-55-51-40",3,"Yes"
"64-62-65-29",2,"Yes"
"30-54-31-50",2,"Yes"
"42-02-08-83",1,"Yes"
"04-71-60-91",1,"Yes"
"04-71-60-91",2,"Yes"
"37-15-67-95",1,"Yes"
"37-15-67-95",2,"Yes"
"42-23-71-10",2,"Yes"
"42-23-71-10",3,"Yes"
"50-11-26-74",1,"Yes"
"50-11-26-74",2,"Yes"
"50-11-26-74",3,"Yes"
"57-81-30-05",1,"Yes"
"88-77-78-80",1,"Yes"
"88-77-78-80",2,"Yes"
"50-74-95-60",1,"Yes"
"50-74-95-60",2,"Yes"
"94-52-87-82",1,"Yes"
"94-52-87-82",2,"Yes"
"36-65-12-21",1,"Yes"
"36-65-12-21",2,"Yes"
"97-41-99-18",1,"Yes"
"90-57-88-40",1,"Yes"
"90-57-88-40",2,"Yes"
"38-86-39-27",1,"Yes"
"38-86-39-27",2,"Yes"
"03-07-08-19",2,"Yes"
"72-39-10-40",2,"Yes"
"72-39-10-40",3,"Yes"
"06-58-90-91",1,"Yes"
"20-64-53-81",1,"Yes"
"20-64-53-81",2,"Yes"
"20-64-53-81",3,"Yes"
"64-24-49-94",1,"Yes"
"84-08-92-59",1,"Yes"
"39-04-13-87",1,"Yes"
"12-81-58-78",1,"Yes"
"12-81-58-78",2,"Yes"
"46-43-23-18",1,"Yes"
"46-43-23-18",2,"Yes"
"48-70-52-60",1,"Yes"
"48-70-52-60",2,"Yes"
"07-19-59-75",1,"Yes"
"07-19-59-75",2,"Yes"
"03-69-84-05",1,"Yes"
"55-07-48-89",1,"Yes"
"55-07-48-89",2,"Yes"
"84-64-87-37",1,"Yes"
"01-15-12-42",1,"Yes"
"01-15-12-42",2,"Yes"
"43-03-84-96",1,"Yes"
"43-03-84-96",2,"Yes"
"43-03-84-96",3,"Yes"
"16-96-89-30",1,"Yes"
"16-96-89-30",2,"Yes"
"16-96-89-30",3,"Yes"
"16-96-89-30",4,"Yes"
"26-40-62-78",1,"Yes"
"45-82-95-63",1,"Yes"
"45-82-95-63",2,"Yes"
"19-12-89-41",1,"Yes"
"19-12-89-41",2,"Yes"
"86-61-90-88",3,"Yes"
"86-61-90-88",5,"Yes"
"01-74-93-41",1,"Yes"
"01-74-93-41",2,"Yes"
"38-25-54-65",1,"Yes"
"21-70-86-32",1,"Yes"
"02-81-96-02",1,"Yes"
"02-81-96-02",2,"Yes"
"54-34-58-95",1,"Yes"
"76-19-75-88",1,"Yes"
"66-74-73-77",1,"Yes"
"08-37-41-83",1,"Yes"
"08-37-41-83",2,"Yes"
"08-37-41-83",5,"Yes"
"68-02-84-17",1,"Yes"
"68-02-84-17",2,"Yes"
"68-02-84-17",4,"Yes"
"68-02-84-17",5,"Yes"
"75-80-31-44",1,"Yes"
"75-80-31-44",2,"Yes"
"27-87-86-78",1,"Yes"
"27-87-86-78",2,"Yes"
"27-87-86-78",8,"Yes"
"69-86-48-74",1,"Yes"
"69-86-48-74",2,"Yes"
"04-56-93-47",1,"Yes"
"48-20-93-40",1,"Yes"
"48-20-93-40",2,"Yes"
"11-74-52-10",2,"Yes"
"15-73-69-92",1,"Yes"
"18-25-85-30",1,"Yes"
"18-25-85-30",2,"Yes"
"18-25-85-30",3,"Yes"
"97-74-49-80",1,"Yes"
"65-28-28-23",1,"Yes"
"60-02-55-31",1,"Yes"
"60-02-55-31",2,"Yes"
"82-11-02-31",6,"Yes"
"57-80-52-25",1,"Yes"
"72-15-05-10",1,"Yes"
"72-15-05-10",2,"Yes"
"72-15-05-10",3,"Yes"
"74-51-85-05",1,"Yes"
"86-09-61-31",1,"Yes"
"86-09-61-31",3,"Yes"
"93-25-93-51",2,"Yes"
"46-18-65-43",1,"Yes"
"04-39-31-02",1,"Yes"
"04-39-31-02",2,"Yes"
"95-71-10-81",2,"Yes"
"95-71-10-81",3,"Yes"
"95-71-10-81",4,"Yes"
"12-15-65-08",1,"Yes"
"44-29-85-16",1,"Yes"
"06-79-89-11",1,"Yes"
"06-79-89-11",4,"Yes"
"21-46-83-44",1,"Yes"
"92-47-39-90",1,"Yes"
"92-47-39-90",2,"Yes"
"48-13-13-53",1,"Yes"
"48-13-13-53",2,"Yes"
"22-45-98-08",1,"Yes"
"05-13-82-78",8,"Yes"
"38-34-24-20",1,"Yes"
"14-26-58-26",1,"Yes"
"71-71-39-84",1,"Yes"
"22-94-31-61",1,"Yes"
"76-87-83-96",1,"Yes"
"76-33-66-65",1,"Yes"
"32-73-67-08",1,"Yes"
"52-15-60-99",1,"Yes"
"52-15-60-99",2,"Yes"
"82-73-01-57",1,"Yes"
"82-73-01-57",2,"Yes"
"89-62-46-70",1,"Yes"
"89-62-46-70",2,"Yes"
"54-18-77-83",1,"Yes"
"54-18-77-83",2,"Yes"
"54-86-93-60",1,"Yes"
"33-07-96-51",2,"Yes"
"10-60-87-78",1,"Yes"
"10-60-87-78",2,"Yes"
"10-60-87-78",5,"Yes"
"60-37-22-12",1,"Yes"
"60-37-22-12",2,"Yes"
"65-07-81-76",1,"Yes"
"94-01-94-60",1,"Yes"
"34-70-02-31",1,"Yes"
"34-70-02-31",2,"Yes"
"04-31-65-65",1,"Yes"
"04-31-65-65",2,"Yes"
"41-04-08-56",1,"Yes"
"41-04-08-56",2,"Yes"
"05-33-40-10",1,"Yes"
"05-33-40-10",2,"Yes"
"27-67-11-74",1,"Yes"
"27-67-11-74",2,"Yes"
"42-16-66-43",1,"Yes"
"07-13-95-29",1,"Yes"
"07-13-95-29",2,"Yes"
"96-93-55-42",1,"Yes"
"35-46-21-62",2,"Yes"
"40-51-79-00",1,"Yes"
"40-51-79-00",2,"Yes"
"80-05-91-55",1,"Yes"
"59-22-24-47",1,"Yes"
"78-46-05-26",3,"Yes"
"01-54-87-19",1,"Yes"
"01-54-87-19",2,"Yes"
"01-54-87-19",3,"Yes"
"64-06-48-62",1,"Yes"
"64-06-48-62",5,"Yes"
"21-65-85-03",1,"Yes"
"21-65-85-03",2,"Yes"
"03-81-70-83",1,"Yes"
"03-81-70-83",2,"Yes"
"22-43-82-01",1,"Yes"
"22-43-82-01",2,"Yes"
"40-89-32-79",1,"Yes"
"94-65-34-20",1,"Yes"
"94-65-34-20",2,"Yes"
"17-73-42-21",1,"Yes"
"17-73-42-21",2,"Yes"
"86-29-59-93",1,"Yes"
"88-87-27-22",1,"Yes"
"88-87-27-22",2,"Yes"
"17-95-26-62",1,"Yes"
"86-23-74-18",1,"Yes"
"86-23-74-18",2,"Yes"
"86-23-74-18",3,"Yes"
"86-23-74-18",4,"Yes"
"69-47-17-72",2,"Yes"
"77-46-09-31",1,"Yes"
"77-46-09-31",2,"Yes"
"77-46-09-31",3,"Yes"
"97-62-36-16",1,"Yes"
"97-62-36-16",2,"Yes"
"97-62-36-16",3,"Yes"
"97-62-36-16",9,"Yes"
