interview__key,r_members__id,food_special,food_groups__1,food_groups__2,food_groups__3,food_groups__4,food_groups__5,food_groups__6,food_groups__7,food_groups__8,food_groups__9,food_groups__10,food_groups__11,food_groups__12,food_groups__13,food_groups__14,food_groups__15,food_groups__16
"04-52-21-75",2,"No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes"
"49-10-89-14",1,"No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No"
"49-10-89-14",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"15-13-85-83",1,"No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes"
"15-13-85-83",2,"No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes"
"81-99-34-25",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes"
"96-35-08-20",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"78-02-12-77",1,"No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"78-02-12-77",2,"No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"66-37-18-93",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes"
"66-37-18-93",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes"
"77-89-79-33",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"09-97-47-73",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"62-45-31-86",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"62-45-31-86",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes"
"96-13-78-99",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"25-35-15-07",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"25-35-15-07",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"10-80-25-79",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"10-80-25-79",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"46-89-14-96",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"80-24-04-77",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"80-24-04-77",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"26-82-89-21",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No"
"26-82-89-21",2,"No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"22-43-50-27",1,"No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes"
"22-43-50-27",2,"No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes"
"41-41-55-55",2,"No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes"
"41-41-55-55",3,"No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes"
"26-69-32-41",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"26-69-32-41",3,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"68-81-12-32",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"68-81-12-32",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"46-49-14-82",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"46-49-14-82",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"92-16-89-27",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"01-28-41-84",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"01-28-41-84",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"23-46-40-42",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"23-46-40-42",3,"Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes"
"93-71-36-41",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"07-56-93-09",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes"
"07-56-93-09",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes"
"40-07-12-46",1,"No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes"
"68-88-48-96",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"68-88-48-96",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"86-70-18-69",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"82-09-53-31",1,"No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"82-09-53-31",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"10-84-11-85",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No"
"10-84-11-85",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"93-36-47-93",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"93-36-47-93",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"40-02-31-47",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes"
"40-02-31-47",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes"
"35-25-14-79",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"35-25-14-79",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"96-32-88-00",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes"
"96-32-88-00",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"30-07-79-13",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"05-61-96-62",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes"
"37-32-16-74",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes"
"37-32-16-74",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes"
"06-96-64-70",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"06-96-64-70",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"74-21-41-84",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes"
"74-21-41-84",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes"
"82-96-41-85",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes"
"82-96-41-85",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes"
"58-44-33-27",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"58-44-33-27",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"88-25-56-87",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"86-98-25-96",1,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes"
"86-98-25-96",2,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes"
"09-54-26-75",1,"No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No"
"09-54-26-75",2,"No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
"41-61-78-73",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"41-61-78-73",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"90-86-53-30",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"90-86-53-30",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"16-75-57-30",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"16-75-57-30",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"60-19-22-98",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"60-19-22-98",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"97-29-58-98",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"51-48-94-50",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"97-20-59-08",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes"
"21-43-02-41",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"82-77-24-98",2,"No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"82-77-24-98",3,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"68-99-96-16",1,"No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"68-99-96-16",6,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"47-95-59-62",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"47-95-59-62",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"86-57-96-89",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"68-47-81-44",1,"No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"36-96-75-03",2,"No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"08-94-02-07",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"08-94-02-07",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"37-79-35-25",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"37-79-35-25",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"71-65-92-38",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"71-65-92-38",3,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"64-78-16-16",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"64-78-16-16",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"21-44-80-94",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"21-44-80-94",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"09-64-46-58",2,"Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes"
"09-64-46-58",4,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"59-85-28-37",2,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No"
"59-86-17-42",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"59-86-17-42",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"19-38-28-96",2,"No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes"
"15-65-55-76",1,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No"
"15-65-55-76",4,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"06-65-59-46",1,"No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes"
"06-65-59-46",2,"No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
"31-55-25-17",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"31-55-25-17",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"46-83-77-72",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"46-83-77-72",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"13-16-83-24",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"13-16-83-24",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"55-65-07-83",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"55-65-07-83",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"19-58-06-14",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"19-58-06-14",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"07-67-77-44",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"07-67-77-44",3,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"30-73-95-73",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes"
"30-73-95-73",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes"
