interview__key,s9_respondent,food_security__1,food_security__2,food_security__3,food_security__4,food_security__5,food_security__6,food_security__7,food_security__8,food_sufficent,food_sufficent2,food_sufficent3,food_sufficent4__1,food_sufficent4__2,food_sufficent4__3,food_sufficent4__4,food_sufficent4__5,food_sufficent4__6,food_sufficent4__7,food_sufficent4__8,food_sufficent4__9,food_sufficent4__10,food_sufficent4__11,food_sufficent4__12
"80-45-95-05",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,3,4,5,6,0,0,10,9,8,7
"63-29-07-40",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,1,2,3,4,5,10,0,6,7,8,9,0
"54-48-29-18",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,8,1,2,3,4,5,0,0,0,8,0,7,6
"50-16-00-20",2,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"45-36-57-50",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,7,2,3,4,5,6,7,0,0,0,0,0,1
"49-75-44-53",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",4,4,8,2,3,4,5,6,7,8,0,0,0,0,1
"35-67-10-08",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"12-79-91-83",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,3,4,5,6,7,0,0,8,9,10
"19-90-00-01",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,1,3,2,4,6,5,8,7,9,10,11,12
"29-86-40-08",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,7,4,5,6,7,0,0,1,2,3,0,0,0
"10-69-61-22",2,"No","Yes","Yes","Yes","Yes","No","No","Yes",4,6,2,1,2,0,0,0,0,0,0,0,0,0,0
"73-57-30-20",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",5,5,7,2,3,4,5,6,7,0,0,0,0,0,1
"98-91-04-48",1,"Yes","Yes","Yes","No","Yes","No","Yes","No",3,8,4,2,3,0,0,0,0,0,0,0,0,4,1
"74-01-41-82",2,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",0,5,8,1,2,3,0,0,0,0,4,5,6,7,8
"30-00-59-90",2,"Yes","Yes","Yes","Yes","Yes","No","No","Yes",0,8,4,1,2,0,0,0,0,0,0,0,0,3,4
"66-77-39-39",2,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"35-78-11-70",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,5,4,3,6,7,8,9,10,11,12
"75-25-98-04",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,12,0,,,,,,,,,,,,
"09-00-12-98",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"13-38-59-03",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,7,4,5,6,0,0,0,7,0,0,1,2,3
"26-77-14-31",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,5,1,2,3,4,0,0,0,0,0,0,0,5
"04-52-21-75",2,"Yes","Yes","Yes","No","Yes","Yes","Yes","No",0,9,3,2,1,0,0,0,0,0,0,0,0,0,3
"49-10-89-14",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",5,6,5,3,1,2,4,5,0,0,0,0,0,0,0
"15-13-85-83",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",10,11,1,0,0,0,0,0,1,0,0,0,0,0,0
"81-99-34-25",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,8,1,2,3,4,5,6,0,0,0,0,7,8
"96-35-08-20",2,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"78-02-12-77",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,4,3,1,2,5,6,7,8,9,10,11,12
"66-37-18-93",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",6,8,4,0,0,1,2,3,4,0,0,0,0,0,0
"77-89-79-33",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,10,2,0,0,1,2,0,0,0,0,0,0,0,0
"09-97-47-73",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,10,2,0,1,2,0,0,0,0,0,0,0,0,0
"62-45-31-86",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"96-13-78-99",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"25-35-15-07",2,"No","No","No","No","Yes","Yes","No","Yes",0,5,7,1,2,3,6,0,0,0,0,0,7,5,4
"10-80-25-79",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"46-89-14-96",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,10,1,2,3,4,5,6,7,0,0,8,9,10
"80-24-04-77",2,"No","No","No","No","No","Yes","Yes","No",0,4,8,1,2,3,4,0,0,0,0,8,7,6,5
"26-82-89-21",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,0,,,,,,,,,,,,
"22-43-50-27",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,3,8,1,2,3,4,5,6,0,0,0,0,7,8
"41-41-55-55",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,6,5,1,2,3,4,5,0,0,0,0,0,0,0
"26-69-32-41",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,0,0,0,0,4,5,6,7,8
"68-81-12-32",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,0,0,0,4,5,6,7,8,9
"46-49-14-82",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,0,0,0,0,4,5,6,7,8
"92-16-89-27",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,3,6,4,5,7,9,0,0,8,10
"01-28-41-84",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,0,1,2,3,4,5,6,7,0,8,0,0
"23-46-40-42",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,1,2,3,4,5,6,0,0,0,0,0,0
"93-71-36-41",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,4,0,4,2,1,3,0,0,0,0,0,0,0
"07-56-93-09",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"40-07-12-46",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,5,6,1,2,3,6,0,0,0,0,0,0,5,4
"68-88-48-96",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,8,3,4,5,6,7,8,1,2,0,0,0,0
"86-70-18-69",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"82-09-53-31",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,0,1,2,3,4,0,0,5,6,7,0,8
"10-84-11-85",2,"No","No","No","No","No","No","No","No",0,10,2,2,1,0,0,0,0,0,0,0,0,0,0
"93-36-47-93",2,"No","No","No","No","No","Yes","No","No",0,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"40-02-31-47",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"35-25-14-79",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"96-32-88-00",2,"Yes","No","No","Yes","Yes","No","No","No",0,4,8,1,4,5,6,7,8,0,0,0,0,2,3
"30-07-79-13",1,"No","No","No","No","Yes","Yes","No","Yes",0,8,4,1,2,3,4,0,0,0,0,0,0,0,0
"05-61-96-62",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,12,12,1,2,3,4,5,6,12,11,7,8,9,10
"37-32-16-74",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,7,1,2,3,0,0,0,0,0,4,5,6,7
"06-96-64-70",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,4,3,5,6,7,8,9,10,11,12
"74-21-41-84",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,7,1,2,3,0,0,0,0,0,4,5,6,7
"82-96-41-85",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,10,2,0,0,0,0,2,1,0,0,0,0,0,0
"58-44-33-27",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,9,8,10,11,12
"88-25-56-87",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,8,6,7,9,10,11,12
"86-98-25-96",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",6,3,3,3,2,1,0,0,0,0,0,0,0,0,0
"09-54-26-75",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,1,2,3,4,5,6,0,0,0,9,8,7
"41-61-78-73",2,"No","No","No","No","No","No","No","No",0,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"90-86-53-30",1,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"16-75-57-30",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,1,2,3,4,5,6,7,8,9,0,0,0
"60-19-22-98",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"97-29-58-98",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"51-48-94-50",2,"Yes","Yes","Yes","No","Yes","No","No","No",4,6,2,1,2,0,0,0,0,0,0,0,0,0,0
"97-20-59-08",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,2,10,1,2,3,4,5,6,7,8,9,10,0,0
"21-43-02-41",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"82-77-24-98",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,2,6,1,4,2,5,3,6,0,0,0,0,0,0
"68-99-96-16",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,6,5,7,8,9,10,11,12
"47-95-59-62",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,4,7,1,2,3,0,0,0,0,0,4,5,6,7
"86-57-96-89",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,0,,,,,,,,,,,,
"68-47-81-44",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,3,1,2,4,5,6,0,0,0,0,0,0
"36-96-75-03",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,5,1,2,3,0,0,0,0,0,0,0,5,4
"08-94-02-07",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,9,5,1,2,3,0,0,0,0,0,0,0,5,4
"37-79-35-25",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"71-65-92-38",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,7,1,2,3,4,5,6,0,0,0,0,0,7
"64-78-16-16",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,2,9,1,2,3,0,0,0,4,5,6,7,8,9
"21-44-80-94",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,4,5,6,0,0,0,0,8,7
"09-64-46-58",2,"No","Yes","No","No","Yes","Yes","Yes","No",5,10,4,0,1,2,0,0,0,0,0,0,3,4,0
"59-85-28-37",2,"No","No","No","No","No","No","No","No",1,10,1,1,0,0,0,0,0,0,0,0,0,0,0
"59-86-17-42",1,"Yes","No","Yes","Yes","Yes","No","Yes","Yes",3,3,9,1,2,3,4,5,6,7,8,9,0,0,0
"19-38-28-96",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,7,5,0,1,2,3,4,5,0,0,0,0,0,0
"15-65-55-76",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,8,2,3,4,5,6,7,8,0,0,0,0,1
"06-65-59-46",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,8,1,7,0,0,0,0,8,2,3,4,5,6
"31-55-25-17",2,"Yes","No","No","Yes","No","Yes","No","No",0,3,8,3,4,5,6,0,0,0,0,8,7,2,1
"46-83-77-72",2,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2,2,8,1,2,3,0,0,0,0,4,5,6,7,8
"13-16-83-24",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,0,1,2,3,4,5,6,7,8,9,10,0
"55-65-07-83",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,5,7,0,0,1,2,3,4,5,6,7,0,0,0
"19-58-06-14",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,10,1,3,2,4,5,0,0,6,7,8,9
"07-67-77-44",2,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",0,4,8,1,2,3,0,0,0,0,4,5,6,7,8
"30-73-95-73",2,"No","No","No","No","No","No","No","No",4,4,8,2,4,3,5,6,7,0,0,0,0,1,8
"81-01-27-26",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,5,4,6,7,8,9,10,11,12
"29-63-05-43",2,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3,3,6,1,2,6,0,0,0,0,0,0,5,4,3
"69-97-70-98",1,"No","No","No","No","No","Yes","Yes","Yes",0,7,5,1,2,3,0,0,0,0,0,0,0,5,4
"15-06-78-78",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,3,8,1,2,3,4,0,0,0,0,5,6,7,8
"09-89-86-48",1,"No","No","No","Yes","No","No","No","No",0,8,4,1,2,3,0,0,0,0,0,0,0,0,4
"66-77-69-23",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"34-54-53-25",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,1,2,3,4,0,0,0,0,0,6,5,0
"54-15-04-81",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,12,0,,,,,,,,,,,,
"30-29-61-21",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,4,1,2,3,4,0,0,0,0,0,0,0,0
"32-65-13-57",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,0,12,6,7,8,9,10,11,12,5,4,3,2,1
"64-69-72-73",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,11,1,2,3,4,5,6,7,0,8,9,10,11
"25-20-08-58",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,4,1,2,3,0,0,0,0,0,0,0,0,4
"12-04-44-96",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,5,6,7,8,9,10,0,0,1,2,3,4
"97-37-09-60",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,8,3,4,5,6,7,2,8,0,0,0,0,1
"26-04-59-05",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,4,3,5,6,9,10,8,0,0,7
"98-27-33-85",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,8,1,2,3,4,5,6,7,8,0,0,0,0
"65-84-88-76",1,"No","Yes","No","Yes","No","Yes","Yes","Yes",0,3,9,1,2,3,9,0,0,0,8,7,6,5,4
"88-58-36-62",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"68-07-50-59",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",6,10,2,0,0,0,0,0,1,2,0,0,0,0,0
"69-15-02-37",2,"No","Yes","No","No","Yes","Yes","No","No",2,8,2,1,2,0,0,0,0,0,0,0,0,0,0
"02-78-83-36",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,2,10,1,2,3,4,5,6,0,0,7,8,9,10
"97-59-33-64",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,11,3,4,5,6,7,8,9,10,11,0,1,2
"62-96-19-75",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,6,3,1,2,3,0,0,0,0,0,0,0,0,0
"73-91-22-23",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,11,1,2,3,4,5,6,11,0,10,9,8,7
"20-05-42-35",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,11,1,2,3,4,5,6,7,0,8,9,10,11
"41-87-52-98",1,"No","No","No","Yes","No","Yes","Yes","Yes",0,0,12,1,2,5,3,4,6,7,8,9,10,11,12
"69-31-43-37",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"53-00-97-20",2,"No","No","No","No","No","No","No","No",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"33-41-86-29",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"32-86-73-25",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"72-97-03-54",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,2,9,1,2,3,0,0,0,4,5,6,7,8,9
"15-89-37-89",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",6,8,4,0,0,0,0,1,2,3,4,0,0,0,0
"12-79-12-74",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,7,1,2,3,4,5,6,0,0,0,7,0,0
"84-49-36-60",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,0,0,0,0,4,5,6,7,8
"50-30-24-70",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,3,9,1,2,3,4,5,6,7,8,9,0,0,0
"73-01-79-27",5,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,4,3,5,6,8,7,9,10,11,12
"61-70-56-76",3,"Yes","Yes","Yes","No","No","No","No","Yes",0,4,8,1,2,3,0,0,0,0,4,5,6,7,8
"02-74-92-32",1,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",0,4,8,1,2,3,0,0,0,0,4,5,6,7,8
"69-39-88-08",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,2,9,1,2,3,4,5,6,7,0,0,0,8,9
"97-74-84-66",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"15-82-53-55",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,7,1,6,2,3,4,5,7,0,0,0,0,0
"46-71-69-87",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,8,1,2,3,4,6,8,0,0,0,0,7,5
