interview__key,r_members__id,lbr13,Ibr13_1,Ibr13_2,Ibr13_3,Ibr13_4,Ibr13_5,Ibr13_6,Ibr13_8,Ibr13_9,years_exp_crp,Ibr13_10,Ibr13_11,Ibr13_12,Ibr13_13,years_exp_liv,onfarm_main_use__1,onfarm_main_use__2,onfarm_main_use__3,onfarm_main_use__4,onfarm_main_use__5,onfarm_main_use__6,onfarm_main_use__7,onfarm_main_use__96,onfarm_main_use_oth
"17-23-66-97",1,"Yes",5,0,6,2,5,0,6,3,20,0,1,7,1,6,0,2,1,3,0,0,0,0,""
"17-23-66-97",2,"Yes",5,0,3,5,5,0,3,5,10,0,1,7,2,5,0,1,2,0,0,0,0,0,""
"17-23-66-97",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"17-23-66-97",4,"Yes",5,0,3,5,5,0,3,5,0,0,1,7,2,0,0,0,0,0,0,0,0,1,"The parents decide on how to spend"
"71-45-81-79",1,"Yes",0,0,,,6,1,4,3,8,0,0,,,0,0,1,0,2,0,0,0,0,""
"70-80-16-39",1,"Yes",1,0,6,8,0,1,6,8,20,1,0,7,6,20,1,0,0,0,0,0,0,0,""
"70-80-16-39",2,"Yes",4,0,5,8,0,3,5,8,10,9,3,7,4,10,0,1,2,0,3,0,0,4,"clothing"
"16-44-32-23",1,"Yes",4,1,3,3,3,1,2,3,15,9,3,6,8,13,0,2,1,0,0,0,0,0,""
"16-44-32-23",2,"Yes",4,0,1,2,2,1,2,3,12,4,2,0,,12,0,2,1,0,0,0,0,0,""
"49-09-04-04",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"33-01-13-01",1,"Yes",0,0,,,0,0,,,3,9,3,3,2,4,0,2,1,3,0,0,0,0,""
"33-01-13-01",2,"Yes",0,0,,,0,0,,,0,9,3,5,4,10,4,1,2,3,0,0,0,0,""
"33-01-13-01",5,"Yes",0,0,,,0,0,,,0,9,3,2,3,1,0,1,2,0,0,0,0,0,""
"79-39-40-36",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"65-53-51-27",1,"Yes",3,0,3,6,0,2,3,8,10,9,3,7,4,11,0,2,1,3,0,0,0,0,""
"64-11-62-56",1,"Yes",3,1,1,8,1,0,1,8,20,2,1,1,2,20,0,0,1,0,0,0,0,0,""
"64-11-62-56",3,"Yes",8,2,6,3,3,2,1,3,19,8,3,7,3,19,0,0,1,0,0,0,0,0,""
"79-53-04-50",1,"Yes",1,0,2,0,0,0,,,10,0,0,,,0,0,2,3,0,1,0,0,0,""
"79-53-04-50",2,"Yes",3,0,6,8,0,0,,,8,0,0,,,0,0,3,2,0,1,0,0,0,""
"14-13-86-20",1,"Yes",0,0,,,0,0,,,5,9,3,6,8,6,0,1,2,3,0,0,0,0,""
"19-99-67-92",1,"Yes",0,0,,,4,0,4,4,30,0,0,,,0,0,1,2,0,0,0,0,0,""
"65-80-65-49",1,"Yes",2,0,5,10,0,0,,,15,9,3,7,2,13,3,2,1,0,0,0,0,0,""
"08-76-57-31",1,"Yes",4,1,2,3,0,0,,,15,9,3,7,12,20,3,2,1,0,0,0,0,0,""
"08-76-57-31",2,"Yes",3,0,3,7,0,0,,,15,9,3,7,4,3,0,1,2,3,0,0,0,0,""
"08-76-57-31",4,"Yes",0,0,,,0,0,,,0,9,3,1,1,5,0,1,2,0,0,0,0,0,""
"08-76-57-31",5,"Yes",0,0,,,0,0,,,0,9,3,1,2,5,0,2,1,0,0,0,0,0,""
"02-57-88-54",1,"Yes",0,0,,,0,0,,,0,9,3,7,8,10,0,1,0,2,0,0,0,0,""
"02-57-88-54",2,"Yes",0,0,,,0,0,,,0,9,3,7,8,8,0,1,0,2,0,0,0,0,""
"36-87-83-91",1,"Yes",0,0,,,3,1,5,6,15,8,3,7,6,20,0,1,0,2,0,0,0,0,""
"99-46-97-26",1,"Yes",0,0,,,0,0,,,5,4,3,7,8,35,0,1,2,3,0,0,0,0,""
"76-21-46-00",1,"Yes",4,0,6,3,4,0,6,3,15,9,3,7,7,3,0,2,1,3,0,0,0,0,""
"63-02-11-31",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"45-95-07-81",1,"Yes",0,0,,,3,1,5,5,10,8,3,7,6,15,0,1,0,2,0,0,0,0,""
"15-84-79-29",1,"Yes",7,0,0,,7,0,5,8,30,30,4,7,8,30,0,1,0,0,0,0,0,0,""
"52-10-39-37",1,"Yes",0,0,,,0,0,,,8,9,3,7,4,10,0,1,2,0,0,0,0,0,""
"52-10-39-37",2,"Yes",0,0,,,0,0,,,4,9,3,7,4,10,0,1,2,0,0,0,0,0,""
"57-47-06-86",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"70-03-65-67",5,"Yes",0,0,,,6,1,5,4,5,9,1,5,7,8,0,1,2,3,0,0,0,0,""
"48-58-26-00",1,"Yes",0,0,,,2,1,4,4,10,8,3,7,6,10,0,1,0,2,0,0,0,0,""
"48-53-15-07",1,"Yes",0,0,,,5,1,6,5,10,9,3,7,4,10,0,1,2,3,0,0,0,0,""
"48-53-15-07",2,"Yes",0,0,,,5,1,4,2,8,9,3,7,4,8,0,1,2,0,0,0,0,0,""
"44-97-24-07",1,"Yes",0,0,,,3,0,6,6,30,2,3,6,8,30,0,0,1,0,0,0,0,0,""
"44-97-24-07",2,"Yes",0,0,,,3,0,6,6,20,2,1,6,8,20,0,2,1,0,0,0,0,0,""
"44-97-24-07",3,"Yes",0,0,,,3,0,6,6,10,2,2,2,8,10,0,2,1,0,0,0,0,0,""
"44-97-24-07",4,"Yes",0,0,,,1,0,2,6,4,1,1,3,8,5,0,2,1,0,0,0,0,0,""
"44-97-24-07",5,"Yes",0,0,,,1,0,2,5,2,0,0,,,0,0,2,1,0,0,0,0,0,""
"44-97-24-07",6,"Yes",0,0,,,1,0,6,6,2,1,1,6,8,5,0,2,1,0,0,0,0,0,""
"44-97-24-07",7,"Yes",0,0,,,1,0,2,8,1,1,1,6,8,2,0,2,1,0,0,0,0,0,""
"63-58-57-56",3,"Yes",0,0,,,2,1,5,6,3,8,3,7,8,5,0,1,0,2,0,0,0,0,""
"50-43-62-27",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"50-16-00-20",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"29-86-40-08",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"10-69-61-22",1,"Yes",2,0,7,4,3,2,7,8,20,4,3,7,4,20,0,1,0,0,0,0,0,0,""
"10-69-61-22",2,"Yes",0,2,2,2,2,0,2,2,15,4,3,5,5,15,0,1,0,0,0,0,0,0,""
"98-91-04-48",1,"Yes",3,1,5,4,3,1,5,4,21,9,3,5,4,20,0,2,1,0,0,0,0,0,""
"98-91-04-48",2,"Yes",3,0,7,4,1,0,5,4,6,4,3,7,4,2,0,1,0,2,0,0,0,0,""
"30-00-59-90",1,"Yes",2,0,4,4,4,0,5,4,11,4,3,6,4,30,0,1,2,3,0,0,0,0,""
"30-00-59-90",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"66-77-39-39",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"66-77-39-39",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"75-25-98-04",1,"Yes",2,0,3,6,2,2,3,6,15,5,3,4,6,2,0,1,2,0,0,0,0,0,""
"09-00-12-98",1,"Yes",1,0,3,4,1,0,3,4,20,9,3,7,1,20,0,2,1,3,0,0,0,0,""
"09-00-12-98",2,"Yes",4,0,3,4,4,0,3,4,4,9,3,7,5,8,0,1,2,0,0,0,0,0,""
"09-00-12-98",3,"Yes",4,0,2,2,4,0,2,2,1,9,3,2,3,1,0,0,0,0,0,0,0,1,"he's helping parents with farm activities"
"09-00-12-98",4,"Yes",4,0,2,3,4,0,2,3,5,0,1,1,3,5,0,1,0,0,0,0,0,0,""
"13-38-59-03",1,"Yes",4,0,4,5,4,0,4,5,20,0,0,,,0,0,1,0,2,3,4,0,0,""
"13-38-59-03",2,"Yes",4,0,5,5,4,0,5,5,10,0,0,,,0,0,1,0,2,3,4,0,0,""
"26-77-14-31",1,"Yes",4,0,0,,4,0,0,,10,0,0,,,0,0,2,1,0,0,0,0,0,""
"26-77-14-31",2,"Yes",4,0,6,8,4,0,6,8,3,0,0,,,0,0,2,3,0,0,0,0,1,"parents manage money received from the farm"
"26-77-14-31",3,"Yes",4,0,1,8,4,0,1,5,0,0,0,,,0,0,1,2,0,0,0,0,3,"parents decide on how money should be spent"
"26-77-14-31",4,"Yes",4,0,1,8,4,0,1,8,0,0,0,,,0,0,1,2,0,0,0,0,3,"parents decide on how money should be spent"
"26-77-14-31",7,"No",,,,,,,,,,,,,,,,,,,,,,,""
"04-52-21-75",1,"Yes",3,0,5,5,3,0,5,5,10,6,2,6,2,20,0,1,2,3,4,0,0,0,""
"04-52-21-75",2,"Yes",6,0,5,4,6,0,5,4,8,6,3,7,2,8,0,1,2,3,4,5,0,0,""
"49-10-89-14",1,"Yes",4,0,5,5,4,0,5,5,5,4,2,2,4,5,1,2,3,4,6,5,0,0,""
"49-10-89-14",2,"Yes",4,0,3,6,4,0,3,6,5,6,1,2,3,5,1,2,3,4,5,7,6,0,""
"15-13-85-83",1,"Yes",4,0,3,5,3,0,2,5,5,2,1,1,3,4,0,0,1,0,2,0,0,0,""
"15-13-85-83",2,"Yes",3,0,2,3,2,0,2,3,4,2,1,1,2,2,0,0,1,0,2,0,0,0,""
"96-35-08-20",1,"Yes",4,0,2,6,4,0,2,6,4,4,3,2,2,4,0,1,3,2,0,4,0,5,"farm inputs and preparation"
"96-35-08-20",2,"Yes",7,0,6,3,7,0,6,3,3,6,3,7,1,3,0,1,2,3,0,0,0,0,""
"78-02-12-77",1,"Yes",2,0,7,5,1,0,1,5,35,9,3,7,10,35,0,1,2,3,0,0,0,0,""
"78-02-12-77",2,"Yes",2,0,7,8,1,0,7,8,20,9,3,7,12,15,0,1,3,2,0,0,0,0,""
"78-02-12-77",3,"Yes",2,0,7,6,1,0,7,2,4,9,3,7,4,9,0,2,1,0,0,0,0,0,""
"78-02-12-77",4,"Yes",2,0,7,4,1,0,6,4,10,9,3,7,4,10,0,2,1,0,0,0,0,0,""
"66-37-18-93",1,"Yes",4,0,5,6,4,0,5,6,5,4,2,2,8,5,1,2,3,4,5,0,0,0,""
"66-37-18-93",2,"Yes",4,0,3,6,4,0,3,6,5,6,1,2,8,5,3,2,4,0,1,0,0,0,""
"77-89-79-33",1,"Yes",3,0,6,5,3,0,5,5,12,9,3,7,8,10,0,1,2,3,0,4,0,0,""
"77-89-79-33",2,"Yes",3,0,6,5,3,0,6,5,12,9,3,7,8,10,0,1,2,3,0,0,0,0,""
"09-97-47-73",1,"Yes",4,0,6,5,4,0,6,5,10,9,3,7,9,2,0,2,1,0,0,0,0,0,""
"09-97-47-73",2,"Yes",4,0,6,5,4,0,6,5,6,9,3,6,9,2,0,1,2,0,0,0,0,0,""
"62-45-31-86",1,"Yes",0,0,,,3,1,5,4,10,8,3,7,10,26,0,1,0,2,0,0,0,0,""
"62-45-31-86",3,"Yes",0,0,,,2,1,7,6,5,8,3,7,10,5,0,2,0,1,0,0,0,0,""
"96-13-78-99",1,"Yes",2,1,5,4,6,0,4,5,10,8,3,7,5,20,0,1,2,3,0,0,0,0,""
"26-82-89-21",1,"Yes",2,2,6,5,2,2,5,6,28,8,3,7,6,30,0,1,3,2,0,0,0,0,""
"26-82-89-21",2,"Yes",1,1,4,4,3,1,5,5,26,8,3,7,6,20,0,2,1,3,0,0,0,0,""
"26-69-32-41",1,"Yes",2,0,7,3,4,0,7,3,20,4,8,7,7,35,0,1,0,0,0,0,0,0,""
"26-69-32-41",2,"Yes",2,0,7,4,3,0,7,3,10,3,9,7,2,20,0,1,0,0,0,0,0,0,""
"26-69-32-41",3,"Yes",1,0,1,1,1,0,1,1,2,3,9,7,7,4,0,1,0,0,0,0,0,0,""
"26-69-32-41",4,"Yes",1,0,2,4,4,0,2,4,2,0,1,1,1,1,0,1,0,0,0,0,0,0,""
"68-81-12-32",1,"Yes",2,0,7,3,3,0,7,4,10,4,3,7,6,15,0,1,0,0,0,0,0,0,""
"68-81-12-32",2,"Yes",2,0,6,4,3,0,7,4,10,3,3,7,4,20,0,1,0,0,0,0,0,0,""
"68-81-12-32",4,"Yes",1,0,2,1,1,1,2,1,2,3,9,7,8,4,0,1,0,0,0,0,0,0,""
"46-49-14-82",1,"Yes",2,0,3,2,3,0,3,2,20,4,3,7,4,30,0,1,0,0,0,0,0,0,""
"46-49-14-82",2,"Yes",2,0,4,4,4,0,6,4,10,4,3,6,2,10,0,1,0,0,0,0,0,0,""
"23-46-40-42",1,"Yes",4,0,6,11,4,0,6,11,10,9,3,7,7,30,0,1,2,3,0,0,0,0,""
"23-46-40-42",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"93-71-36-41",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"07-56-93-09",1,"Yes",0,0,,,2,0,5,6,8,8,3,7,8,10,0,1,0,2,0,0,0,0,""
"40-07-12-46",1,"Yes",0,0,,,0,0,,,20,9,3,7,1,20,4,1,2,3,5,0,0,0,""
"68-88-48-96",1,"Yes",3,0,7,10,3,0,7,10,3,9,3,7,2,1,0,1,3,0,2,0,0,0,""
"68-88-48-96",2,"Yes",3,0,3,3,3,0,3,3,3,9,3,7,2,1,0,1,2,0,3,0,0,0,""
"86-70-18-69",1,"Yes",2,0,7,6,0,0,,,10,2,0,7,4,10,0,2,1,0,0,0,0,0,""
"86-70-18-69",2,"Yes",4,0,7,8,0,0,,,2,9,3,7,3,10,0,2,1,0,0,0,0,0,""
"40-02-31-47",1,"Yes",0,0,,,3,1,5,6,20,8,3,7,11,20,0,1,0,2,0,0,0,0,""
"35-25-14-79",1,"Yes",0,0,,,9,0,6,8,4,9,3,7,9,10,0,1,0,2,0,0,0,0,""
"35-25-14-79",2,"Yes",0,0,,,7,0,6,8,4,9,3,7,9,8,0,1,0,2,0,0,0,0,""
"96-32-88-00",1,"Yes",0,0,,,0,0,,,10,9,3,7,6,20,0,1,2,0,0,0,0,0,""
"96-32-88-00",2,"Yes",0,0,,,0,0,,,5,9,3,7,4,5,0,1,2,0,0,0,0,0,""
"30-07-79-13",1,"Yes",0,0,,,4,1,3,4,7,8,3,5,6,7,0,1,0,2,0,0,0,0,""
"05-61-96-62",1,"Yes",1,0,1,5,1,0,1,5,5,1,1,1,3,10,0,2,1,0,0,0,0,0,""
"05-61-96-62",2,"Yes",4,0,3,8,3,0,2,8,5,8,3,2,2,5,0,2,1,0,0,0,0,0,""
"37-32-16-74",1,"Yes",0,0,,,4,0,7,4,20,4,3,7,2,30,0,1,2,3,0,0,0,0,""
"37-32-16-74",2,"Yes",0,0,,,4,0,7,4,10,4,3,7,2,20,0,1,2,3,0,0,0,0,""
"37-32-16-74",3,"Yes",0,0,,,2,0,4,4,5,2,2,7,2,6,0,1,2,3,0,0,0,0,""
"37-32-16-74",4,"Yes",0,0,,,4,0,7,3,2,4,3,7,1,2,0,1,2,3,0,0,0,0,""
"06-96-64-70",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"06-96-64-70",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"74-21-41-84",1,"Yes",0,0,,,4,0,7,4,20,4,3,7,2,35,0,1,0,2,0,0,0,0,""
"74-21-41-84",2,"Yes",0,0,,,4,0,7,4,10,4,3,7,1,20,0,1,0,2,0,0,0,0,""
"74-21-41-84",3,"Yes",0,0,,,4,0,7,1,1,4,3,7,9,1,0,1,0,2,0,0,0,0,""
"82-96-41-85",1,"Yes",4,0,4,8,4,0,2,5,20,1,1,2,2,4,0,2,1,4,3,0,0,0,""
"82-96-41-85",2,"Yes",4,0,3,5,4,0,2,5,10,3,2,2,2,4,3,2,1,4,0,0,0,0,""
"58-44-33-27",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"86-98-25-96",1,"Yes",4,0,5,8,0,1,2,5,15,2,1,2,2,10,0,2,1,0,0,0,0,0,""
"86-98-25-96",2,"Yes",4,0,4,8,4,0,2,4,10,4,1,2,3,10,0,2,1,0,0,0,0,0,""
"86-98-25-96",10,"Yes",4,0,2,4,3,0,3,5,5,2,1,2,3,5,0,2,1,0,0,0,0,0,""
"09-54-26-75",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"41-61-78-73",1,"Yes",0,0,,,5,1,3,5,10,8,2,4,8,10,0,1,0,2,0,0,0,0,""
"51-48-94-50",1,"Yes",9,0,1,5,9,0,1,5,10,9,3,1,2,8,3,2,1,4,5,0,0,0,""
"51-48-94-50",2,"Yes",9,0,2,5,9,0,2,5,10,9,3,7,3,10,1,2,3,4,0,0,0,0,""
"51-48-94-50",3,"Yes",1,0,1,5,1,0,1,5,0,1,1,7,2,0,3,1,2,0,0,0,0,4,"parents decide on how money should be spent"
"51-48-94-50",4,"Yes",0,0,,,0,0,,,0,9,3,1,3,0,3,1,2,4,0,0,0,5,"parents decide on how money should be spent"
"97-20-59-08",1,"Yes",0,0,,,4,0,4,6,15,3,2,2,2,15,0,2,1,0,0,0,0,0,""
"97-20-59-08",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"82-77-24-98",2,"Yes",3,0,5,5,3,0,5,5,20,9,3,7,3,20,0,2,1,3,0,0,0,0,""
"82-77-24-98",3,"Yes",3,0,2,6,9,0,2,6,0,9,3,7,3,0,0,1,2,3,0,0,0,4,"parents decide on how money should be spent"
"82-77-24-98",6,"Yes",9,0,1,4,9,0,1,4,0,9,3,2,3,0,0,1,2,3,0,0,0,4,"parents decide on how money should be spent"
"68-99-96-16",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"68-99-96-16",4,"No",,,,,,,,,,,,,,,,,,,,,,,""
"68-99-96-16",6,"No",,,,,,,,,,,,,,,,,,,,,,,""
"47-95-59-62",1,"Yes",1,0,5,3,4,3,7,3,15,4,3,7,4,15,0,1,0,0,0,0,0,0,""
"47-95-59-62",2,"Yes",2,0,3,2,4,0,7,3,10,4,3,7,2,10,0,1,0,0,0,0,0,0,""
"86-57-96-89",1,"Yes",0,0,,,0,0,,,0,9,3,7,8,30,0,1,0,0,0,0,0,0,""
"86-57-96-89",3,"Yes",0,0,,,0,0,,,0,9,3,7,8,10,0,1,0,0,0,0,0,0,""
"68-47-81-44",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"08-94-02-07",1,"Yes",0,0,,,0,0,,,5,9,3,3,2,30,0,1,2,3,4,0,0,0,""
"08-94-02-07",2,"Yes",3,2,5,5,3,0,3,4,20,9,3,4,2,20,0,1,2,3,0,0,0,0,""
"08-94-02-07",4,"No",,,,,,,,,,,,,,,,,,,,,,,""
"37-79-35-25",1,"Yes",0,0,,,0,0,,,0,9,3,7,8,20,0,1,0,0,0,0,0,0,""
"37-79-35-25",3,"Yes",0,0,,,0,0,,,0,9,3,7,8,3,0,1,0,0,0,0,0,0,""
"64-78-16-16",1,"Yes",0,0,,,4,0,7,4,10,4,3,7,1,20,0,1,0,2,0,0,0,0,""
"64-78-16-16",2,"Yes",0,0,,,4,0,7,4,10,4,3,7,1,20,0,1,0,2,0,0,0,0,""
"64-78-16-16",3,"Yes",0,0,,,4,0,2,1,2,4,3,7,9,5,0,1,0,2,0,0,0,0,""
"64-78-16-16",4,"Yes",0,0,,,4,0,6,4,3,4,3,7,1,3,0,1,0,2,0,0,0,0,""
"64-78-16-16",5,"Yes",0,0,,,4,0,5,4,2,4,3,7,1,2,0,1,0,2,0,0,0,0,""
"09-64-46-58",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"09-64-46-58",2,"Yes",5,1,4,5,3,0,3,5,20,9,3,4,1,20,0,1,2,3,0,0,0,0,""
"09-64-46-58",3,"Yes",5,1,3,3,3,0,3,3,5,6,2,3,1,5,0,0,0,0,0,0,0,1,"No income is gotten directly by him"
"09-64-46-58",4,"Yes",5,1,3,2,3,0,4,4,5,7,3,3,4,5,0,0,0,0,0,0,0,1,"Not getting income from livesrock use"
"09-64-46-58",5,"Yes",5,1,3,3,3,0,4,2,3,3,1,2,3,3,0,0,0,0,0,0,0,1,"Parents decides use of income of livestock"
"09-64-46-58",6,"Yes",5,1,2,5,3,0,3,2,5,6,1,4,1,5,0,0,0,0,0,0,0,1,"dont have income independence from on farm"
"09-64-46-58",10,"Yes",5,1,3,2,3,0,4,4,5,5,1,2,2,5,0,0,0,0,0,0,0,1,"dont receive any income from on farm activities"
"09-64-46-58",11,"Yes",5,1,3,3,7,0,4,5,5,5,3,4,3,5,0,0,0,0,0,0,0,1,"parents decides use of income"
"09-64-46-58",12,"No",,,,,,,,,,,,,,,,,,,,,,,""
"59-85-28-37",2,"Yes",1,0,3,24,2,3,4,4,5,7,2,5,4,5,0,1,0,0,0,0,0,0,""
"19-38-28-96",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"15-65-55-76",1,"Yes",1,1,5,5,2,1,5,20,20,6,3,7,6,50,0,1,2,3,0,0,0,0,""
"31-55-25-17",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"46-83-77-72",1,"Yes",1,0,3,4,3,0,6,4,20,4,3,7,4,25,0,1,0,0,0,0,0,0,""
"46-83-77-72",2,"Yes",1,0,2,2,4,0,7,2,15,4,3,7,2,15,0,1,0,0,0,0,0,0,""
"13-16-83-24",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"55-65-07-83",1,"Yes",5,0,7,10,0,0,,,20,9,3,7,6,20,0,2,1,0,0,0,0,0,""
"55-65-07-83",2,"Yes",5,0,7,8,0,0,,,20,9,3,7,7,20,0,2,1,3,0,0,0,0,""
"07-67-77-44",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"07-67-77-44",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"30-73-95-73",1,"Yes",0,0,,,4,0,3,6,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"30-73-95-73",2,"Yes",0,0,,,4,0,5,6,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"81-01-27-26",1,"Yes",0,0,,,3,0,6,6,20,0,0,,,0,0,1,2,0,0,0,0,0,""
"29-63-05-43",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"29-63-05-43",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"34-54-53-25",1,"Yes",0,0,,,5,0,5,4,30,9,3,7,5,35,0,1,0,0,0,0,0,0,""
"34-54-53-25",2,"Yes",0,0,,,0,0,,,0,9,3,7,8,6,0,1,0,0,0,0,0,0,""
"54-15-04-81",1,"Yes",0,0,,,4,0,1,8,5,9,3,2,8,5,1,3,2,0,0,0,0,0,""
"54-15-04-81",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"30-29-61-21",1,"Yes",0,0,,,4,1,3,3,20,9,3,7,5,30,0,1,0,0,0,0,0,0,""
"25-20-08-58",1,"Yes",0,0,,,4,3,4,3,18,9,3,7,6,20,0,1,0,0,0,0,0,0,""
"12-04-44-96",1,"Yes",0,0,,,4,0,4,7,6,9,3,7,4,8,0,1,2,3,4,0,0,0,""
"12-04-44-96",2,"Yes",0,0,,,4,0,2,7,6,9,3,7,4,8,0,1,2,3,4,0,0,0,""
"26-04-59-05",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"26-04-59-05",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"98-27-33-85",1,"Yes",0,0,,,5,0,3,8,10,9,3,7,4,21,0,1,2,3,0,0,0,0,""
"98-27-33-85",2,"Yes",0,0,,,5,0,2,8,16,9,3,7,5,16,0,1,2,3,0,0,0,0,""
"65-84-88-76",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"68-07-50-59",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"68-07-50-59",2,"Yes",4,2,3,6,3,0,2,5,3,2,1,1,2,5,0,2,1,3,4,0,0,0,""
"69-15-02-37",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"97-59-33-64",1,"Yes",5,0,3,8,3,0,3,8,30,9,3,7,2,43,0,1,2,3,0,0,0,0,""
"97-59-33-64",2,"Yes",5,0,3,5,3,0,3,5,20,9,3,7,2,35,0,1,2,3,0,0,0,0,""
"62-96-19-75",1,"Yes",9,0,6,6,9,0,6,6,7,9,3,7,2,7,0,2,1,0,0,0,0,0,""
"62-96-19-75",2,"Yes",9,0,3,5,9,0,4,5,5,9,3,7,2,5,0,1,2,0,0,0,0,0,""
"20-05-42-35",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"33-41-86-29",1,"Yes",0,0,,,0,0,,,5,9,3,7,4,4,0,1,2,3,0,0,0,0,""
