interview__key,r_livestock__id,lv01,lv02,lv03,lv04,lv_inkind_pay,lv05,lv06,lv07,lv08
"48-53-15-07","Goats - He/She/Kids",30,20,7,3,1,4,4,4,3500
"48-53-15-07","Sheep - Rams/Ewes/Lambs",15,9,5,1,2,0,3,2,3000
"48-53-15-07","Chicken - Hens/Layers",20,4,4,3,2,3,4,7,300
"48-53-15-07","Insects (Bees/Crickets/Etc.)",1,1,2,0,0,0,0,0,800
"44-97-24-07","Goats - He/She/Kids",24,13,3,2,1,1,2,2,3000
"63-58-57-56","Goats - He/She/Kids",8,12,22,0,0,0,20,0,4000
"80-45-95-05","Goats - He/She/Kids",8,4,0,0,0,0,2,1,
"63-29-07-40","Goats - He/She/Kids",10,5,0,0,0,3,2,0,
"54-48-29-18","Goats - He/She/Kids",45,20,0,3,2,10,5,0,
"50-16-00-20","Goats - He/She/Kids",5,15,10,2,0,3,2,2,3000
"50-16-00-20","Chicken - Hens/Layers",0,3,2,3,0,0,2,2,300
"45-36-57-50","Goats - He/She/Kids",100,10,24,0,0,0,20,0,5000
"49-75-44-53","Goats - He/She/Kids",10,5,3,0,0,0,2,0,4000
"19-90-00-01","Goats - He/She/Kids",60,10,20,0,0,0,0,0,3000
"29-86-40-08","Goats - He/She/Kids",75,20,14,4,2,2,71,5,4000
"29-86-40-08","Sheep - Rams/Ewes/Lambs",32,30,4,1,3,2,1,0,4000
"10-69-61-22","Cows/Heifers",10,15,0,0,0,0,3,0,
"10-69-61-22","Goats - He/She/Kids",50,40,14,0,0,0,4,0,4000
"10-69-61-22","Chicken - Hens/Layers",2,5,0,1,0,0,3,0,
"73-57-30-20","Goats - He/She/Kids",1,3,5,0,0,0,0,0,3000
"73-57-30-20","Sheep - Rams/Ewes/Lambs",15,8,7,0,0,0,0,0,5000
"98-91-04-48","Cows/Heifers",15,10,5,0,0,0,0,0,15000
"98-91-04-48","Goats - He/She/Kids",30,12,5,2,0,5,6,0,3000
"98-91-04-48","Sheep - Rams/Ewes/Lambs",30,10,10,3,0,3,6,0,3000
"98-91-04-48","Chicken - Hens/Layers",15,6,5,5,0,3,0,3,300
"74-01-41-82","Goats - He/She/Kids",7,8,2,0,0,0,2,2,4000
"30-00-59-90","Goats - He/She/Kids",40,60,10,0,0,1,0,2,4000
"75-25-98-04","Goats - He/She/Kids",0,3,0,0,0,0,0,0,
"09-00-12-98","Cows/Heifers",6,5,0,0,0,0,1,0,
"09-00-12-98","Calves - Males/Females",0,1,0,0,0,0,0,0,
"09-00-12-98","Sheep - Rams/Ewes/Lambs",19,6,2,1,0,0,10,0,3500
"04-52-21-75","Cows/Heifers",10,5,1,1,0,0,2,0,23000
"04-52-21-75","Goats - He/She/Kids",13,6,2,1,0,1,3,0,3500
"49-10-89-14","Cows/Heifers",6,4,0,0,0,1,1,0,
"49-10-89-14","Goats - He/She/Kids",8,5,1,0,0,0,2,0,3000
"49-10-89-14","Chicken - Hens/Layers",30,8,10,4,0,0,0,2,500
"15-13-85-83","Cows/Heifers",6,4,1,0,0,0,1,0,25000
"15-13-85-83","Calves - Males/Females",0,2,0,0,0,0,0,0,
"15-13-85-83","Goats - He/She/Kids",22,12,2,1,1,2,3,1,4500
"81-99-34-25","Sheep - Rams/Ewes/Lambs",20,5,0,0,0,0,15,0,
"96-35-08-20","Sheep - Rams/Ewes/Lambs",7,6,1,0,0,0,0,0,3000
"96-35-08-20","Chicken - Hens/Layers",7,7,0,0,0,0,0,0,
"78-02-12-77","Cows/Heifers",5,3,2,0,0,1,0,0,30000
"78-02-12-77","Goats - He/She/Kids",20,15,10,4,0,3,0,0,3000
"78-02-12-77","Sheep - Rams/Ewes/Lambs",40,25,10,2,0,3,7,0,3000
"66-37-18-93","Cows/Heifers",4,4,0,0,0,0,0,0,
"66-37-18-93","Goats - He/She/Kids",8,5,1,0,0,0,2,0,3000
"66-37-18-93","Chicken - Hens/Layers",30,8,10,4,0,0,8,2,500
"77-89-79-33","Cows/Heifers",10,5,3,0,0,0,2,0,30000
"77-89-79-33","Goats - He/She/Kids",30,15,15,1,0,0,3,1,3000
"77-89-79-33","Chicken - Cocks/Broilers",30,15,12,5,0,0,15,4,450
"77-89-79-33","Ducks",9,6,3,0,0,0,5,1,700
"09-97-47-73","Cows/Heifers",20,5,0,0,0,0,16,0,
"62-45-31-86","Cows/Heifers",50,10,10,0,0,0,30,0,15000
"62-45-31-86","Goats - He/She/Kids",60,30,30,0,0,0,0,0,3500
"96-13-78-99","Goats - He/She/Kids",55,20,4,0,0,0,31,0,3400
"25-35-15-07","Goats - He/She/Kids",80,100,10,2,1,2,3,5,4000
"25-35-15-07","Sheep - Rams/Ewes/Lambs",20,5,5,2,1,3,3,2,4000
"25-35-15-07","Chicken - Cocks/Broilers",12,6,2,1,0,0,1,2,400
"25-35-15-07","Beehive",2,4,0,0,0,0,0,0,
"10-80-25-79","Goats - He/She/Kids",39,5,10,2,0,2,20,0,3000
"46-89-14-96","Goats - He/She/Kids",5,2,2,0,0,0,1,0,4000
"46-89-14-96","Sheep - Rams/Ewes/Lambs",2,1,1,0,0,0,0,0,4000
"80-24-04-77","Goats - He/She/Kids",50,25,10,3,1,5,3,3,4000
"80-24-04-77","Sheep - Rams/Ewes/Lambs",10,5,1,1,0,1,1,1,3000
"80-24-04-77","Chicken - Cocks/Broilers",25,12,4,2,1,0,3,3,300
"26-82-89-21","Cows/Heifers",43,8,4,0,0,0,31,0,15000
"26-82-89-21","Goats - He/She/Kids",134,50,24,0,0,0,60,0,3000
"26-82-89-21","Sheep - Rams/Ewes/Lambs",66,23,15,0,0,0,28,0,5000
"26-82-89-21","Chicken - Hens/Layers",33,7,16,0,0,0,5,5,350
"26-82-89-21","Beehive",7,7,0,0,0,0,0,0,
"22-43-50-27","Goats - He/She/Kids",100,15,25,4,2,15,32,7,3000
"22-43-50-27","Sheep - Rams/Ewes/Lambs",15,2,5,1,2,2,2,3,2000
"22-43-50-27","Chicken - Cocks/Broilers",4,1,1,0,0,0,0,3,300
"22-43-50-27","Beehive",4,4,0,0,0,0,0,0,
"41-41-55-55","Goats - He/She/Kids",60,30,10,2,1,0,15,2,4000
"41-41-55-55","Sheep - Rams/Ewes/Lambs",10,1,5,1,0,0,4,0,3500
"41-41-55-55","Chicken - Cocks/Broilers",4,6,1,0,0,0,0,1,300
"26-69-32-41","Goats - He/She/Kids",8,5,4,0,0,0,0,0,4000
"68-81-12-32","Goats - He/She/Kids",4,3,3,0,0,0,0,2,4500
"46-49-14-82","Goats - He/She/Kids",10,5,3,2,0,0,0,0,4500
"23-46-40-42","Goats - He/She/Kids",6,10,1,0,0,0,0,0,4000
"93-71-36-41","Chicken - Hens/Layers",11,2,3,0,0,0,5,1,300
"07-56-93-09","Cows/Heifers",9,2,2,0,0,0,5,0,8000
"07-56-93-09","Goats - He/She/Kids",15,4,3,0,0,0,8,0,3000
"40-07-12-46","Goats - He/She/Kids",15,5,4,1,0,0,5,0,3000
"40-07-12-46","Chicken - Hens/Layers",17,4,4,1,0,0,2,6,400
"68-88-48-96","Sheep - Rams/Ewes/Lambs",7,6,3,0,0,0,0,0,3000
"68-88-48-96","Chicken - Cocks/Broilers",15,10,5,2,0,0,0,0,350
"86-70-18-69","Cows/Heifers",2,3,0,0,0,0,0,0,
"86-70-18-69","Goats - He/She/Kids",6,10,0,0,0,0,0,0,
"86-70-18-69","Sheep - Rams/Ewes/Lambs",2,3,0,0,0,0,0,0,
"82-09-53-31","Goats - He/She/Kids",40,58,2,0,5,5,3,3,3000
"10-84-11-85","Cows/Heifers",60,43,7,0,1,2,6,2,15000
"10-84-11-85","Goats - He/She/Kids",400,300,20,4,2,40,30,4,4000
"10-84-11-85","Sheep - Rams/Ewes/Lambs",50,40,5,1,1,1,1,1,4000
"10-84-11-85","Mules/Donkey",8,12,0,0,0,0,0,0,
"93-36-47-93","Goats - He/She/Kids",50,30,8,2,1,2,4,3,4000
"93-36-47-93","Sheep - Rams/Ewes/Lambs",6,8,1,0,0,0,0,0,3000
"93-36-47-93","Mules/Donkey",3,5,0,0,0,0,0,0,
"93-36-47-93","Beehive",0,2,0,0,0,0,0,0,
"40-02-31-47","Cows/Heifers",28,4,2,0,0,0,22,0,11000
"40-02-31-47","Goats - He/She/Kids",34,9,5,0,0,0,21,0,4000
"35-25-14-79","Goats - He/She/Kids",23,10,0,2,0,0,5,5,
"96-32-88-00","Cows/Heifers",5,6,1,0,0,0,2,0,7000
"96-32-88-00","Goats - He/She/Kids",3,8,1,1,0,0,2,0,2500
"96-32-88-00","Chicken - Hens/Layers",50,20,16,6,0,0,0,0,500
"30-07-79-13","Goats - He/She/Kids",50,30,10,1,1,5,3,0,4000
"30-07-79-13","Chicken - Hens/Layers",8,15,2,3,1,0,2,2,300
"30-07-79-13","Beehive",5,8,0,0,0,0,0,2,
"05-61-96-62","Sheep - Rams/Ewes/Lambs",21,15,0,1,1,0,0,4,
"05-61-96-62","Chicken - Cocks/Broilers",12,4,2,1,0,0,0,5,600
"37-32-16-74","Cows/Heifers",69,25,7,0,0,0,10,0,20000
"37-32-16-74","Goats - He/She/Kids",100,40,20,0,0,0,10,25,3000
"37-32-16-74","Sheep - Rams/Ewes/Lambs",20,4,0,0,0,0,16,0,
"74-21-41-84","Cows/Heifers",12,5,3,0,0,0,3,0,30000
"74-21-41-84","Goats - He/She/Kids",30,20,5,0,0,0,3,5,4500
"74-21-41-84","Sheep - Rams/Ewes/Lambs",5,3,2,0,0,0,0,3,4000
"82-96-41-85","Goats - He/She/Kids",21,12,2,0,0,2,5,0,3500
"58-44-33-27","Goats - He/She/Kids",10,3,3,0,0,0,4,0,3000
"86-98-25-96","Cows/Heifers",6,4,2,0,0,0,0,0,30000
"86-98-25-96","Sheep - Rams/Ewes/Lambs",10,2,5,2,0,0,1,0,3000
"86-98-25-96","Chicken - Cocks/Broilers",16,4,4,3,0,0,2,3,500
"09-54-26-75","Goats - He/She/Kids",4,5,0,0,0,0,0,0,
"41-61-78-73","Cows/Heifers",18,12,2,0,0,0,3,0,20000
"41-61-78-73","Goats - He/She/Kids",150,100,15,2,2,25,1,0,5000
"90-86-53-30","Goats - He/She/Kids",20,12,2,2,1,0,2,1,3000
"16-75-57-30","Goats - He/She/Kids",20,6,4,1,2,0,1,0,3000
"16-75-57-30","Chicken - Cocks/Broilers",7,4,2,0,0,0,1,1,300
"97-29-58-98","Cows/Heifers",10,5,5,0,0,0,0,0,29000
"97-29-58-98","Goats - He/She/Kids",30,10,2,0,0,0,18,0,2800
"97-29-58-98","Sheep - Rams/Ewes/Lambs",20,5,2,0,0,0,13,0,3000
"51-48-94-50","Cows/Heifers",8,6,2,0,0,0,0,0,40000
"51-48-94-50","Goats - He/She/Kids",29,36,0,0,0,0,1,0,
"97-20-59-08","Goats - He/She/Kids",18,10,1,2,0,0,0,5,3000
"82-77-24-98","Cows/Heifers",7,4,3,0,0,0,1,0,25000
"82-77-24-98","Goats - He/She/Kids",28,18,0,0,0,0,8,0,
"82-77-24-98","Ducks",3,2,0,0,0,0,1,0,
"68-99-96-16","Sheep - Rams/Ewes/Lambs",12,2,2,0,0,0,10,0,3000
"47-95-59-62","Goats - He/She/Kids",50,40,10,0,0,2,0,3,4000
"47-95-59-62","Sheep - Rams/Ewes/Lambs",20,10,8,0,0,0,1,0,3000
"86-57-96-89","Goats - He/She/Kids",30,45,0,4,9,10,5,3,
"36-96-75-03","Goats - He/She/Kids",12,2,5,2,0,0,3,0,3500
"08-94-02-07","Cows/Heifers",10,6,2,0,0,0,2,0,15000
"08-94-02-07","Goats - He/She/Kids",24,12,4,0,0,0,6,2,3500
"08-94-02-07","Sheep - Rams/Ewes/Lambs",37,20,4,1,0,0,10,2,2500
"08-94-02-07","Chicken - Hens/Layers",20,14,3,0,0,0,2,1,350
"08-94-02-07","Beehive",10,15,0,0,0,0,0,0,
"37-79-35-25","Goats - He/She/Kids",53,30,0,3,0,10,3,4,
"71-65-92-38","Goats - He/She/Kids",72,28,10,0,1,0,30,3,4000
"71-65-92-38","Sheep - Rams/Ewes/Lambs",16,8,5,0,0,0,3,0,4200
"71-65-92-38","Chicken - Cocks/Broilers",12,5,0,4,0,0,0,3,
"64-78-16-16","Goats - He/She/Kids",30,14,5,0,0,1,0,7,4000
"21-44-80-94","Goats - He/She/Kids",64,20,10,0,4,0,30,0,4500
"21-44-80-94","Chicken - Cocks/Broilers",10,1,0,0,0,0,9,0,
"21-44-80-94","Beehive",1,1,0,0,0,0,0,0,
"09-64-46-58","Cows/Heifers",3,3,0,0,0,0,0,0,
"09-64-46-58","Calves - Males/Females",0,3,0,0,0,0,0,0,
"09-64-46-58","Goats - He/She/Kids",48,31,10,2,0,0,4,1,4000
"09-64-46-58","Sheep - Rams/Ewes/Lambs",23,15,4,1,0,1,1,1,4000
"09-64-46-58","Chicken - Hens/Layers",35,9,16,1,0,3,0,6,350
"09-64-46-58","Beehive",3,3,0,0,0,0,0,0,
"59-85-28-37","Goats - He/She/Kids",120,80,20,5,1,4,5,5,5000
"59-86-17-42","Goats - He/She/Kids",45,28,7,0,0,0,10,0,3500
"15-65-55-76","Goats - He/She/Kids",30,15,10,1,0,0,4,0,5000
"15-65-55-76","Sheep - Rams/Ewes/Lambs",11,5,6,0,0,0,0,0,5000
"15-65-55-76","Chicken - Cocks/Broilers",15,5,1,0,0,0,9,0,300
"31-55-25-17","Goats - He/She/Kids",48,25,4,2,0,0,10,5,4000
"46-83-77-72","Goats - He/She/Kids",100,60,15,2,0,5,10,5,4000
"46-83-77-72","Sheep - Rams/Ewes/Lambs",15,10,0,1,0,0,1,0,
"46-83-77-72","Chicken - Hens/Layers",40,15,5,0,0,0,17,2,500
"55-65-07-83","Cows/Heifers",12,5,6,0,0,0,1,0,15000
"55-65-07-83","Sheep - Rams/Ewes/Lambs",8,8,2,0,0,0,0,0,2500
"55-65-07-83","Chicken - Hens/Layers",5,6,0,0,0,0,0,0,
"19-58-06-14","Goats - He/She/Kids",60,22,10,5,10,5,4,4,4000
"07-67-77-44","Goats - He/She/Kids",3,3,0,0,2,0,2,0,
"07-67-77-44","Sheep - Rams/Ewes/Lambs",2,4,0,0,0,0,0,0,
"29-63-05-43","Cows/Heifers",4,3,1,0,0,0,0,0,30000
"29-63-05-43","Goats - He/She/Kids",15,4,2,0,0,0,0,8,4500
"29-63-05-43","Sheep - Rams/Ewes/Lambs",3,1,1,0,0,0,0,1,5000
"15-06-78-78","Goats - He/She/Kids",70,40,15,5,0,0,10,0,5000
"15-06-78-78","Sheep - Rams/Ewes/Lambs",10,6,1,0,0,0,3,0,4000
"15-06-78-78","Chicken - Cocks/Broilers",5,15,3,4,1,0,0,2,500
"66-77-69-23","Goats - He/She/Kids",40,24,5,3,2,3,3,0,3000
"66-77-69-23","Chicken - Cocks/Broilers",12,7,3,1,0,0,1,0,300
"34-54-53-25","Cows/Heifers",8,5,2,0,0,0,3,0,25000
"34-54-53-25","Goats - He/She/Kids",70,50,15,0,0,0,3,2,3000
"54-15-04-81","Cows/Heifers",10,15,0,0,0,0,0,0,
"54-15-04-81","Goats - He/She/Kids",40,20,5,2,0,0,10,0,4000
"30-29-61-21","Cows/Heifers",5,3,0,0,0,0,2,0,
"30-29-61-21","Goats - He/She/Kids",10,6,3,0,0,0,1,0,4000
"30-29-61-21","Sheep - Rams/Ewes/Lambs",5,2,1,0,0,1,1,0,4200
"30-29-61-21","Chicken - Cocks/Broilers",0,2,0,0,0,2,0,0,
"32-65-13-57","Goats - He/She/Kids",19,7,4,2,0,0,5,1,3000
"25-20-08-58","Cows/Heifers",5,2,0,0,0,0,3,0,
"25-20-08-58","Goats - He/She/Kids",70,100,20,4,0,0,10,10,5000
"25-20-08-58","Sheep - Rams/Ewes/Lambs",5,2,0,0,0,0,3,0,
"12-04-44-96","Cows/Heifers",12,7,1,0,0,0,5,0,16500
"12-04-44-96","Goats - He/She/Kids",50,43,5,1,0,0,8,0,3000
"12-04-44-96","Chicken - Cocks/Broilers",38,31,7,2,0,0,0,0,600
"97-37-09-60","Goats - He/She/Kids",20,10,10,0,0,0,0,0,3000
"26-04-59-05","Goats - He/She/Kids",2,4,0,0,0,0,0,0,
"98-27-33-85","Calves - Males/Females",6,5,2,0,0,0,0,0,12000
"98-27-33-85","Goats - He/She/Kids",60,50,6,4,0,0,4,0,3000
"98-27-33-85","Chicken - Cocks/Broilers",10,10,2,2,0,0,0,0,500
"88-58-36-62","Goats - He/She/Kids",22,5,10,2,0,0,10,0,3500
"68-07-50-59","Goats - He/She/Kids",14,10,0,1,0,0,2,1,
"68-07-50-59","Chicken - Cocks/Broilers",24,6,0,2,0,0,8,8,
"69-15-02-37","Goats - He/She/Kids",38,30,5,4,0,3,0,0,5000
"69-15-02-37","Sheep - Rams/Ewes/Lambs",20,18,2,3,1,0,4,0,3200
"69-15-02-37","Chicken - Cocks/Broilers",15,5,2,3,0,0,3,2,300
"02-78-83-36","Goats - He/She/Kids",38,6,10,2,0,0,20,0,5000
"97-59-33-64","Goats - He/She/Kids",17,20,1,1,0,0,0,1,3000
"97-59-33-64","Chicken - Cocks/Broilers",12,7,5,2,0,0,0,0,300
"62-96-19-75","Cows/Heifers",3,5,0,0,0,0,1,0,
"62-96-19-75","Goats - He/She/Kids",30,17,3,1,0,0,9,0,3000
"62-96-19-75","Sheep - Rams/Ewes/Lambs",12,10,1,0,0,0,1,0,2500
"62-96-19-75","Chicken - Hens/Layers",5,15,3,0,0,0,0,0,600
"33-41-86-29","Goats - He/She/Kids",10,5,4,1,0,0,0,3,3000
"32-86-73-25","Goats - He/She/Kids",15,10,3,0,0,0,3,0,3000
"72-97-03-54","Cows/Heifers",6,1,0,0,0,0,5,0,
"72-97-03-54","Goats - He/She/Kids",10,8,2,0,0,0,2,0,3500
"72-97-03-54","Camel",4,3,0,0,0,0,1,0,
"15-89-37-89","Goats - He/She/Kids",43,30,3,1,0,0,7,2,3000
"15-89-37-89","Chicken - Hens/Layers",8,5,0,0,0,0,0,3,
"84-49-36-60","Goats - He/She/Kids",40,29,8,0,0,0,15,0,4500
"84-49-36-60","Sheep - Rams/Ewes/Lambs",43,25,4,0,0,1,1,6,4000
"50-30-24-70","Goats - He/She/Kids",28,12,10,3,0,0,2,1,8000
"50-30-24-70","Chicken - Cocks/Broilers",9,2,0,0,0,0,5,2,
"50-30-24-70","Chicken - Hens/Layers",22,15,0,0,0,0,3,4,
"73-01-79-27","Goats - He/She/Kids",3,5,0,0,0,0,3,0,
"61-70-56-76","Goats - He/She/Kids",52,38,0,1,0,2,15,2,
"61-70-56-76","Chicken - Hens/Layers",35,6,0,3,0,4,20,1,
"97-74-84-66","Goats - He/She/Kids",70,54,0,3,8,0,2,3,
"46-71-69-87","Cows/Heifers",5,1,1,0,0,0,4,0,25000
"46-71-69-87","Goats - He/She/Kids",15,6,4,2,0,0,9,0,3000
"46-71-69-87","Sheep - Rams/Ewes/Lambs",3,2,1,0,0,0,0,0,3000
"46-71-69-87","Chicken - Cocks/Broilers",8,6,1,0,0,0,2,0,600
"65-63-71-66","Cows/Heifers",4,4,0,0,0,0,0,0,
"65-63-71-66","Calves - Males/Females",8,1,0,0,0,0,0,0,
"65-63-71-66","Goats - He/She/Kids",8,5,2,0,0,0,1,0,3200
"65-63-71-66","Sheep - Rams/Ewes/Lambs",1,2,0,0,0,0,0,0,
"65-63-71-66","Chicken - Hens/Layers",15,4,1,0,0,1,2,7,500
"15-51-80-47","Cows/Heifers",8,4,1,0,0,0,3,0,21000
"15-51-80-47","Goats - He/She/Kids",20,10,10,0,0,0,0,0,4000
"15-51-80-47","Chicken - Cocks/Broilers",18,4,0,0,0,0,0,14,
"32-74-61-81","Cows/Heifers",1,2,0,0,0,0,0,0,
"32-74-61-81","Goats - He/She/Kids",28,30,1,0,0,0,1,0,3000
"73-83-46-14","Goats - He/She/Kids",0,11,0,0,0,0,1,0,
"07-04-05-10","Goats - He/She/Kids",9,3,0,0,0,0,3,3,
"53-39-03-44","Goats - He/She/Kids",10,3,2,3,0,2,1,0,3000
"85-50-39-09","Cows/Heifers",1,2,0,0,0,0,0,0,
"85-50-39-09","Goats - He/She/Kids",10,15,4,1,0,0,0,0,3000
"85-50-39-09","Sheep - Rams/Ewes/Lambs",20,10,1,0,0,0,8,0,5000
"85-50-39-09","Chicken - Cocks/Broilers",0,1,0,0,0,0,0,0,
"46-32-17-36","Cows/Heifers",20,3,2,0,0,0,10,5,20000
"46-32-17-36","Sheep - Rams/Ewes/Lambs",20,10,10,0,0,0,0,0,4000
"85-98-37-69","Cows/Heifers",2,4,0,0,0,0,0,0,
"85-98-37-69","Calves - Males/Females",0,2,0,0,0,0,0,0,
"85-98-37-69","Goats - He/She/Kids",3,9,0,1,0,0,0,0,
"85-98-37-69","Sheep - Rams/Ewes/Lambs",4,11,0,1,0,0,0,0,
"85-98-37-69","Chicken - Cocks/Broilers",20,30,8,6,0,0,0,0,500
"47-59-10-25","Goats - He/She/Kids",15,7,5,0,0,0,5,0,3000
"03-90-73-99","Goats - He/She/Kids",20,10,10,0,0,0,0,0,4000
"43-25-90-61","Goats - He/She/Kids",24,19,3,0,0,0,3,0,3000
"43-25-90-61","Sheep - Rams/Ewes/Lambs",5,4,0,0,0,0,1,0,
"49-70-00-09","Goats - He/She/Kids",35,22,4,3,0,2,4,0,3500
"49-70-00-09","Sheep - Rams/Ewes/Lambs",18,15,2,1,0,0,0,0,3000
"49-70-00-09","Chicken - Hens/Layers",0,7,0,3,0,0,0,0,
"06-94-49-47","Cows/Heifers",7,3,4,0,0,0,0,0,4000
"06-94-49-47","Goats - He/She/Kids",20,18,4,0,0,0,0,0,2500
"06-94-49-47","Sheep - Rams/Ewes/Lambs",15,14,1,0,0,0,0,0,3200
