interview__key,r_members__id,migrant_ind,migrant_current,migrant_past,migr_itt,migr_desti,migr_desti_oth,migrant_year_first,migrant_year_recent,migrant_months_no,migrant_visit,remit_amt,remit_receiver
"86-00-55-84",2,"No",,"No","No intention to migrate",,"",,,,,,
"86-00-55-84",3,"Yes","No","Yes",,,"",2020,2020,,,,
"86-00-55-84",4,"Yes","Yes","Yes",,,"",2023,2023,9,3,0,
"86-00-55-84",5,"Yes","Yes","Yes",,,"",2023,2023,9,3,0,
"86-00-55-84",6,"No",,"No","No intention to migrate",,"",,,,,,
"86-00-55-84",8,"No",,"No","No intention to migrate",,"",,,,,,
"76-73-19-09",1,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"76-73-19-09",2,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"76-73-19-09",3,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"76-73-19-09",4,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"76-73-19-09",5,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"17-23-66-97",1,"No",,"No","No intention to migrate",,"",,,,,,
"17-23-66-97",2,"No",,"No","No intention to migrate",,"",,,,,,
"17-23-66-97",3,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"17-23-66-97",4,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"17-23-66-97",5,"No",,"No","No intention to migrate",,"",,,,,,
"17-23-66-97",6,"No",,"No","No intention to migrate",,"",,,,,,
"71-45-81-79",1,"No",,"Yes","No intention to migrate",,"",2020,2022,,,,
"53-00-83-03",1,"No",,"No","No intention to migrate",,"",,,,,,
"70-80-16-39",1,"No",,"No","No intention to migrate",,"",,,,,,
"70-80-16-39",2,"No",,"No","No intention to migrate",,"",,,,,,
"70-80-16-39",3,"No",,"No","No intention to migrate",,"",,,,,,
"70-80-16-39",4,"No",,"No","No intention to migrate",,"",,,,,,
"70-80-16-39",5,"No",,"No","No intention to migrate",,"",,,,,,
"70-80-16-39",6,"No",,"No","No intention to migrate",,"",,,,,,
"70-80-16-39",8,"No",,"No","No intention to migrate",,"",,,,,,
"11-00-74-85",1,"No",,"No","No intention to migrate",,"",,,,,,
"11-00-74-85",2,"No",,"No","No intention to migrate",,"",,,,,,
"16-44-32-23",1,"No",,"No","No intention to migrate",,"",,,,,,
"16-44-32-23",2,"No",,"No","No intention to migrate",,"",,,,,,
"16-44-32-23",4,"No",,"No","No intention to migrate",,"",,,,,,
"49-09-04-04",1,"No",,"No","No intention to migrate",,"",,,,,,
"49-09-04-04",2,"No",,"No","No intention to migrate",,"",,,,,,
"49-09-04-04",3,"Yes","No","Yes",,,"",2019,2019,,,,
"49-09-04-04",4,"Yes","Yes","Yes",,,"",2022,2022,8,3,0,
"49-09-04-04",5,"No",,"No","No intention to migrate",,"",,,,,,
"49-09-04-04",6,"No",,"No","No intention to migrate",,"",,,,,,
"33-01-13-01",1,"No",,"No","No intention to migrate",,"",,,,,,
"33-01-13-01",2,"No",,"No","No intention to migrate",,"",,,,,,
"33-01-13-01",3,"No",,"No","No intention to migrate",,"",,,,,,
"33-01-13-01",4,"No",,"No","No intention to migrate",,"",,,,,,
"33-01-13-01",5,"No",,"No","No intention to migrate",,"",,,,,,
"79-39-40-36",1,"No",,"No","No intention to migrate",,"",,,,,,
"65-53-51-27",1,"No",,"No","No intention to migrate",,"",,,,,,
"65-53-51-27",2,"No",,"No","No intention to migrate",,"",,,,,,
"65-53-51-27",3,"No",,"No","No intention to migrate",,"",,,,,,
"65-53-51-27",5,"No",,"No","No intention to migrate",,"",,,,,,
"64-11-62-56",1,"No",,"No","No intention to migrate",,"",,,,,,
"64-11-62-56",2,"Yes","Yes","No",,,"",2020,2023,9,3,0,
"64-11-62-56",3,"No",,"No","No intention to migrate",,"",,,,,,
"64-11-62-56",4,"No",,"No","No intention to migrate",,"",,,,,,
"64-11-62-56",7,"Yes","Yes","No",,,"",2020,2023,9,3,0,
"79-53-04-50",1,"No",,"No","No intention to migrate",,"",,,,,,
"79-53-04-50",2,"No",,"No","No intention to migrate",,"",,,,,,
"14-13-86-20",1,"No",,"No","No intention to migrate",,"",,,,,,
"14-13-86-20",2,"No",,"No","Don’t know",,"",,,,,,
"14-13-86-20",3,"Yes","No","Yes",,,"",2022,2022,,,,
"14-13-86-20",4,"No",,"No","Don’t know",,"",,,,,,
"19-99-67-92",1,"No",,"No","No intention to migrate",,"",,,,,,
"19-99-67-92",2,"No",,"No","No intention to migrate",,"",,,,,,
"19-99-67-92",3,"No",,"No","No intention to migrate",,"",,,,,,
"19-99-67-92",4,"No",,"No","No intention to migrate",,"",,,,,,
"65-80-65-49",1,"No",,"No","No intention to migrate",,"",,,,,,
"65-80-65-49",2,"No",,"No","No intention to migrate",,"",,,,,,
"65-80-65-49",3,"No",,"No","No intention to migrate",,"",,,,,,
"08-76-57-31",1,"No",,"No","No intention to migrate",,"",,,,,,
"08-76-57-31",2,"No",,"No","No intention to migrate",,"",,,,,,
"08-76-57-31",3,"No",,"No","No intention to migrate",,"",,,,,,
"08-76-57-31",4,"No",,"No","No intention to migrate",,"",,,,,,
"08-76-57-31",5,"No",,"No","No intention to migrate",,"",,,,,,
"02-57-88-54",1,"No",,"No","No intention to migrate",,"",,,,,,
"02-57-88-54",2,"No",,"No","No intention to migrate",,"",,,,,,
"02-57-88-54",3,"No",,"No","No intention to migrate",,"",,,,,,
"36-87-83-91",1,"No",,"No","No intention to migrate",,"",,,,,,
"36-87-83-91",2,"No",,"No","No intention to migrate",,"",,,,,,
"36-87-83-91",3,"No",,"No","No intention to migrate",,"",,,,,,
"36-87-83-91",4,"No",,"No","No intention to migrate",,"",,,,,,
"36-87-83-91",5,"No",,"No","No intention to migrate",,"",,,,,,
"99-46-97-26",1,"No",,"No","No intention to migrate",,"",,,,,,
"99-46-97-26",2,"No",,"No","No intention to migrate",,"",,,,,,
"99-46-97-26",3,"No",,"No","Don’t know",,"",,,,,,
"99-46-97-26",4,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"99-46-97-26",5,"No",,"No","No intention to migrate",,"",,,,,,
"99-46-97-26",6,"No",,"No","No intention to migrate",,"",,,,,,
"76-21-46-00",1,"No",,"No","No intention to migrate",,"",,,,,,
"76-21-46-00",2,"No",,"No","No intention to migrate",,"",,,,,,
"63-02-11-31",1,"No",,"No","No intention to migrate",,"",,,,,,
"63-02-11-31",2,"No",,"No","Don’t know",,"",,,,,,
"63-02-11-31",3,"Yes","Yes","Yes",,,"",2016,2023,9,1,0,
"63-02-11-31",4,"Yes","No","No",,,"",2019,2022,,,,
"63-02-11-31",5,"No",,"No","Yes temporarily migrate","Don’t know","",,,,,,
"63-02-11-31",7,"No",,"No","Don’t know",,"",,,,,,
"45-95-07-81",1,"No",,"No","No intention to migrate",,"",,,,,,
"45-95-07-81",2,"No",,"No","No intention to migrate",,"",,,,,,
"15-84-79-29",1,"No",,"No","No intention to migrate",,"",,,,,,
"15-84-79-29",2,"No",,"No","No intention to migrate",,"",,,,,,
"15-84-79-29",3,"No",,"No","No intention to migrate",,"",,,,,,
"15-84-79-29",5,"No",,"No","No intention to migrate",,"",,,,,,
"52-10-39-37",1,"No",,"No","Don’t know",,"",,,,,,
"52-10-39-37",2,"No",,"No","No intention to migrate",,"",,,,,,
"52-10-39-37",3,"No",,"No","No intention to migrate",,"",,,,,,
"52-10-39-37",4,"No",,"No","No intention to migrate",,"",,,,,,
"57-47-06-86",1,"No",,"No","No intention to migrate",,"",,,,,,
"57-47-06-86",2,"No",,"No","No intention to migrate",,"",,,,,,
"57-47-06-86",3,"No",,"No","No intention to migrate",,"",,,,,,
"70-03-65-67",3,"No",,"No","No intention to migrate",,"",,,,,,
"70-03-65-67",4,"No",,"No","No intention to migrate",,"",,,,,,
"70-03-65-67",5,"No",,"No","No intention to migrate",,"",,,,,,
"70-03-65-67",6,"No",,"No","No intention to migrate",,"",,,,,,
"48-58-26-00",1,"No",,"No","No intention to migrate",,"",,,,,,
"48-58-26-00",2,"No",,"No","No intention to migrate",,"",,,,,,
"48-58-26-00",3,"No",,"No","No intention to migrate",,"",,,,,,
"48-53-15-07",1,"No",,"No","No intention to migrate",,"",,,,,,
"48-53-15-07",2,"No",,"No","No intention to migrate",,"",,,,,,
"48-53-15-07",3,"No",,"No","No intention to migrate",,"",,,,,,
"44-97-24-07",1,"No",,"No","No intention to migrate",,"",,,,,,
"44-97-24-07",2,"No",,"No","No intention to migrate",,"",,,,,,
"44-97-24-07",3,"No",,"No","No intention to migrate",,"",,,,,,
"44-97-24-07",4,"Yes","Yes","Yes",,,"",2020,2023,9,3,0,
"44-97-24-07",5,"No",,"No","No intention to migrate",,"",,,,,,
"44-97-24-07",6,"No",,"No","No intention to migrate",,"",,,,,,
"44-97-24-07",7,"No",,"No","No intention to migrate",,"",,,,,,
"63-58-57-56",1,"No",,"No","No intention to migrate",,"",,,,,,
"63-58-57-56",3,"No",,"No","No intention to migrate",,"",,,,,,
"63-58-57-56",4,"No",,"No","No intention to migrate",,"",,,,,,
"50-43-62-27",1,"No",,"No","No intention to migrate",,"",,,,,,
"80-45-95-05",1,"Yes","No","No",,,"",2010,2022,,,,
"80-45-95-05",2,"Yes","Yes","No",,,"",2010,2022,12,1,0,
"63-29-07-40",1,"No",,"No","No intention to migrate",,"",,,,,,
"63-29-07-40",2,"No",,"No","No intention to migrate",,"",,,,,,
"63-29-07-40",3,"No",,"No","No intention to migrate",,"",,,,,,
"54-48-29-18",1,"No",,"No","No intention to migrate",,"",,,,,,
"54-48-29-18",2,"No",,"No","No intention to migrate",,"",,,,,,
"54-48-29-18",3,"No",,"No","No intention to migrate",,"",,,,,,
"54-48-29-18",4,"No",,"No","No intention to migrate",,"",,,,,,
"50-16-00-20",1,"No",,"No","No intention to migrate",,"",,,,,,
"50-16-00-20",2,"No",,"No","No intention to migrate",,"",,,,,,
"45-36-57-50",1,"No",,"No","No intention to migrate",,"",,,,,,
"45-36-57-50",2,"No",,"No","Yes temporarily migrate","village outside region","",,,,,,
"49-75-44-53",1,"No",,"No","No intention to migrate",,"",,,,,,
"49-75-44-53",2,"No",,"No","No intention to migrate",,"",,,,,,
"49-75-44-53",3,"No",,"No","No intention to migrate",,"",,,,,,
"35-67-10-08",1,"No",,"No","No intention to migrate",,"",,,,,,
"35-67-10-08",2,"No",,"No","No intention to migrate",,"",,,,,,
"35-67-10-08",3,"No",,"No","No intention to migrate",,"",,,,,,
"12-79-91-83",1,"No",,"No","No intention to migrate",,"",,,,,,
"12-79-91-83",2,"No",,"No","No intention to migrate",,"",,,,,,
"19-90-00-01",1,"Yes","Yes","No",,,"",2021,2021,0,360,0,
"19-90-00-01",2,"Yes","Yes","No",,,"",2021,2021,12,360,0,
"19-90-00-01",3,"Yes","Yes","No",,,"",2021,2021,12,360,0,
"29-86-40-08",1,"Yes","No","No",,,"",2015,2022,,,,
"29-86-40-08",2,"No",,"No","No intention to migrate",,"",,,,,,
"10-69-61-22",1,"No",,"No","No intention to migrate",,"",,,,,,
"10-69-61-22",2,"Yes","No","No",,,"",2023,2023,,,,
"10-69-61-22",3,"No",,"No","No intention to migrate",,"",,,,,,
"10-69-61-22",13,"No",,"No","No intention to migrate",,"",,,,,,
"73-57-30-20",1,"No",,"No","No intention to migrate",,"",,,,,,
"73-57-30-20",2,"No",,"No","No intention to migrate",,"",,,,,,
"73-57-30-20",3,"No",,"No","No intention to migrate",,"",,,,,,
"98-91-04-48",1,"No",,"No","No intention to migrate",,"",,,,,,
"98-91-04-48",2,"No",,"No","No intention to migrate",,"",,,,,,
"74-01-41-82",1,"No",,"No","No intention to migrate",,"",,,,,,
"74-01-41-82",2,"No",,"No","No intention to migrate",,"",,,,,,
"74-01-41-82",3,"No",,"No","No intention to migrate",,"",,,,,,
"74-01-41-82",5,"No",,"No","No intention to migrate",,"",,,,,,
"30-00-59-90",1,"No",,"No","No intention to migrate",,"",,,,,,
"30-00-59-90",2,"No",,"No","No intention to migrate",,"",,,,,,
"30-00-59-90",3,"No",,"No","No intention to migrate",,"",,,,,,
"30-00-59-90",4,"No",,"No","No intention to migrate",,"",,,,,,
"30-00-59-90",9,"No",,"No","No intention to migrate",,"",,,,,,
"66-77-39-39",1,"No",,"No","Yes temporarily migrate","Village in region","",,,,,,
"66-77-39-39",2,"No",,"No","Yes temporarily migrate","Village in region","",,,,,,
"35-78-11-70",1,"No",,"No","No intention to migrate",,"",,,,,,
"75-25-98-04",1,"No",,"No","No intention to migrate",,"",,,,,,
"09-00-12-98",1,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"09-00-12-98",2,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"09-00-12-98",3,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"09-00-12-98",4,"No",,"No","Yes permanently migrate","Town in region","",,,,,,
"13-38-59-03",1,"No",,"No","No intention to migrate",,"",,,,,,
"13-38-59-03",2,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"13-38-59-03",3,"Yes","No","Yes",,,"",2018,2022,,,,
"26-77-14-31",1,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"26-77-14-31",2,"No",,"No","Yes permanently migrate","Other, Specify","somewhere safe from floods",,,,,,
"26-77-14-31",3,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"26-77-14-31",4,"No",,"No","Yes permanently migrate","Other, Specify","anywhere safe from floods",,,,,,
"26-77-14-31",5,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"26-77-14-31",7,"No",,"No","Yes permanently migrate","Town in region","",,,,,,
"26-77-14-31",8,"No",,"No","Yes permanently migrate","Town in region","",,,,,,
"04-52-21-75",1,"No",,"No","No intention to migrate",,"",,,,,,
"04-52-21-75",2,"No",,"No","No intention to migrate",,"",,,,,,
"49-10-89-14",1,"No",,"No","No intention to migrate",,"",,,,,,
"49-10-89-14",2,"No",,"No","No intention to migrate",,"",,,,,,
"15-13-85-83",1,"No",,"No","No intention to migrate",,"",,,,,,
"15-13-85-83",2,"No",,"No","No intention to migrate",,"",,,,,,
"81-99-34-25",1,"No",,"No","No intention to migrate",,"",,,,,,
"96-35-08-20",1,"No",,"No","Yes permanently migrate","village outside region","",,,,,,
"96-35-08-20",2,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"78-02-12-77",1,"No",,"No","No intention to migrate",,"",,,,,,
"78-02-12-77",2,"No",,"No","No intention to migrate",,"",,,,,,
"78-02-12-77",3,"No",,"No","No intention to migrate",,"",,,,,,
"78-02-12-77",4,"No",,"No","No intention to migrate",,"",,,,,,
"78-02-12-77",5,"No",,"No","No intention to migrate",,"",,,,,,
"78-02-12-77",6,"No",,"No","No intention to migrate",,"",,,,,,
"78-02-12-77",7,"No",,"No","No intention to migrate",,"",,,,,,
"78-02-12-77",8,"No",,"No","No intention to migrate",,"",,,,,,
"78-02-12-77",9,"No",,"No","No intention to migrate",,"",,,,,,
"66-37-18-93",1,"No",,"No","No intention to migrate",,"",,,,,,
"66-37-18-93",2,"No",,"No","No intention to migrate",,"",,,,,,
"77-89-79-33",1,"No",,"No","No intention to migrate",,"",,,,,,
"77-89-79-33",2,"No",,"No","No intention to migrate",,"",,,,,,
"77-89-79-33",3,"No",,"No","No intention to migrate",,"",,,,,,
"09-97-47-73",1,"No",,"Yes","No intention to migrate",,"",2007,2020,,,,
"09-97-47-73",2,"No",,"Yes","No intention to migrate",,"",2007,2020,,,,
"09-97-47-73",3,"Yes","No","Yes",,,"",2007,2020,,,,
"09-97-47-73",4,"No",,"Yes","Don’t know",,"",2012,2020,,,,
"09-97-47-73",5,"No",,"Yes","Don’t know",,"",2012,2020,,,,
"62-45-31-86",1,"No",,"No","No intention to migrate",,"",,,,,,
"62-45-31-86",2,"No",,"No","No intention to migrate",,"",,,,,,
"62-45-31-86",3,"No",,"No","No intention to migrate",,"",,,,,,
"62-45-31-86",4,"No",,"No","No intention to migrate",,"",,,,,,
"96-13-78-99",1,"No",,"No","No intention to migrate",,"",,,,,,
"96-13-78-99",2,"No",,"No","No intention to migrate",,"",,,,,,
"96-13-78-99",3,"No",,"No","No intention to migrate",,"",,,,,,
"96-13-78-99",4,"No",,"No","No intention to migrate",,"",,,,,,
"96-13-78-99",8,"No",,"No","No intention to migrate",,"",,,,,,
"25-35-15-07",1,"No",,"No","No intention to migrate",,"",,,,,,
"25-35-15-07",2,"No",,"No","No intention to migrate",,"",,,,,,
"10-80-25-79",1,"No",,"No","No intention to migrate",,"",,,,,,
"10-80-25-79",2,"No",,"No","No intention to migrate",,"",,,,,,
"10-80-25-79",3,"No",,"No","No intention to migrate",,"",,,,,,
"10-80-25-79",4,"No",,"No","No intention to migrate",,"",,,,,,
"10-80-25-79",5,"No",,"No","No intention to migrate",,"",,,,,,
"10-80-25-79",6,"No",,"No","No intention to migrate",,"",,,,,,
"46-89-14-96",1,"No",,"No","No intention to migrate",,"",,,,,,
"46-89-14-96",2,"No",,"No","No intention to migrate",,"",,,,,,
"46-89-14-96",3,"No",,"No","No intention to migrate",,"",,,,,,
"46-89-14-96",4,"No",,"No","No intention to migrate",,"",,,,,,
"80-24-04-77",1,"No",,"No","No intention to migrate",,"",,,,,,
"80-24-04-77",2,"No",,"No","No intention to migrate",,"",,,,,,
"26-82-89-21",1,"No",,"No","No intention to migrate",,"",,,,,,
"26-82-89-21",2,"No",,"No","No intention to migrate",,"",,,,,,
"26-82-89-21",3,"No",,"No","No intention to migrate",,"",,,,,,
"26-82-89-21",4,"No",,"No","No intention to migrate",,"",,,,,,
"26-82-89-21",7,"No",,"No","No intention to migrate",,"",,,,,,
"26-82-89-21",8,"No",,"No","No intention to migrate",,"",,,,,,
"22-43-50-27",1,"No",,"No","No intention to migrate",,"",,,,,,
"22-43-50-27",2,"No",,"No","No intention to migrate",,"",,,,,,
"22-43-50-27",3,"No",,"No","No intention to migrate",,"",,,,,,
"41-41-55-55",1,"No",,"No","No intention to migrate",,"",,,,,,
"41-41-55-55",2,"No",,"No","No intention to migrate",,"",,,,,,
"41-41-55-55",3,"No",,"No","No intention to migrate",,"",,,,,,
"41-41-55-55",4,"No",,"No","No intention to migrate",,"",,,,,,
"41-41-55-55",5,"No",,"No","No intention to migrate",,"",,,,,,
"26-69-32-41",1,"No",,"No","No intention to migrate",,"",,,,,,
"26-69-32-41",2,"No",,"No","No intention to migrate",,"",,,,,,
"26-69-32-41",3,"No",,"No","No intention to migrate",,"",,,,,,
"26-69-32-41",4,"No",,"No","No intention to migrate",,"",,,,,,
"68-81-12-32",1,"No",,"No","No intention to migrate",,"",,,,,,
"68-81-12-32",2,"No",,"No","No intention to migrate",,"",,,,,,
"68-81-12-32",3,"No",,"No","No intention to migrate",,"",,,,,,
"68-81-12-32",4,"No",,"No","No intention to migrate",,"",,,,,,
"46-49-14-82",1,"No",,"No","No intention to migrate",,"",,,,,,
"46-49-14-82",2,"No",,"No","No intention to migrate",,"",,,,,,
"92-16-89-27",1,"No",,"Yes","Don’t know",,"",1998,2020,,,,
"01-28-41-84",1,"No",,"Yes","Yes permanently migrate","Village in region","",2002,2020,,,,
"01-28-41-84",2,"No",,"Yes","Yes permanently migrate","Village in region","",2002,2020,,,,
"01-28-41-84",3,"No",,"Yes","Yes permanently migrate","Village in region","",2020,2020,,,,
"01-28-41-84",4,"No",,"Yes","Don’t know",,"",1996,2020,,,,
"01-28-41-84",5,"No",,"Yes","Yes permanently migrate","Village in region","",2020,2020,,,,
"01-28-41-84",6,"No",,"Yes","Yes permanently migrate","Village in region","",2020,2020,,,,
"01-28-41-84",8,"No",,"Yes","Don’t know",,"",2000,2020,,,,
"23-46-40-42",1,"No",,"Yes","Don’t know",,"",2003,2020,,,,
"23-46-40-42",2,"No",,"No","Don’t know",,"",,,,,,
"23-46-40-42",3,"No",,"No","Don’t know",,"",,,,,,
"23-46-40-42",4,"Yes","Yes","No",,,"",2020,2020,6,6,0,
"23-46-40-42",5,"Yes","No","No",,,"",2020,2020,,,,
"23-46-40-42",6,"Yes","Yes","Yes",,,"",2003,2020,8,3,0,
"93-71-36-41",1,"Yes","Yes","Yes",,,"",2019,2023,9,6,50000,"Spouse"
"93-71-36-41",2,"No",,"Yes","No intention to migrate",,"",2020,2022,,,,
"07-56-93-09",1,"No",,"No","No intention to migrate",,"",,,,,,
"07-56-93-09",2,"No",,"No","No intention to migrate",,"",,,,,,
"40-07-12-46",1,"No",,"Yes","No intention to migrate",,"",2020,2020,,,,
"40-07-12-46",2,"Yes","Yes","Yes",,,"",2020,2023,8,5,0,
"40-07-12-46",3,"Yes","Yes","Yes",,,"",2020,2023,9,3,0,
"40-07-12-46",4,"Yes","Yes","Yes",,,"",2021,2023,9,5,0,
"40-07-12-46",5,"No",,"Yes","No intention to migrate",,"",2022,2022,,,,
"40-07-12-46",6,"No",,"No","No intention to migrate",,"",,,,,,
"68-88-48-96",1,"No",,"No","No intention to migrate",,"",,,,,,
"68-88-48-96",2,"No",,"No","No intention to migrate",,"",,,,,,
"68-88-48-96",3,"No",,"No","No intention to migrate",,"",,,,,,
"86-70-18-69",1,"No",,"No","No intention to migrate",,"",,,,,,
"86-70-18-69",2,"No",,"No","No intention to migrate",,"",,,,,,
"86-70-18-69",3,"Yes","Yes","No",,,"",2023,2023,6,2,0,
"86-70-18-69",4,"No",,"No","No intention to migrate",,"",,,,,,
"82-09-53-31",1,"No",,"No","Don’t know",,"",,,,,,
"82-09-53-31",2,"No",,"No","No intention to migrate",,"",,,,,,
"82-09-53-31",3,"No",,"No","No intention to migrate",,"",,,,,,
"10-84-11-85",1,"No",,"No","Yes temporarily migrate","Village in region","",,,,,,
"10-84-11-85",2,"No",,"No","Yes temporarily migrate","Village in region","",,,,,,
"93-36-47-93",1,"No",,"No","No intention to migrate",,"",,,,,,
"93-36-47-93",2,"No",,"No","No intention to migrate",,"",,,,,,
"40-02-31-47",1,"No",,"No","No intention to migrate",,"",,,,,,
"40-02-31-47",2,"No",,"No","No intention to migrate",,"",,,,,,
"40-02-31-47",6,"No",,"No","No intention to migrate",,"",,,,,,
"35-25-14-79",1,"No",,"No","No intention to migrate",,"",,,,,,
"35-25-14-79",2,"No",,"No","No intention to migrate",,"",,,,,,
"96-32-88-00",1,"No",,"No","No intention to migrate",,"",,,,,,
"96-32-88-00",2,"No",,"No","No intention to migrate",,"",,,,,,
"96-32-88-00",3,"No",,"No","No intention to migrate",,"",,,,,,
"96-32-88-00",4,"No",,"No","No intention to migrate",,"",,,,,,
"30-07-79-13",1,"No",,"No","No intention to migrate",,"",,,,,,
"05-61-96-62",1,"No",,"No","No intention to migrate",,"",,,,,,
"05-61-96-62",2,"No",,"No","No intention to migrate",,"",,,,,,
"05-61-96-62",3,"No",,"No","No intention to migrate",,"",,,,,,
"05-61-96-62",4,"No",,"No","No intention to migrate",,"",,,,,,
"37-32-16-74",1,"No",,"No","No intention to migrate",,"",,,,,,
"37-32-16-74",2,"No",,"No","No intention to migrate",,"",,,,,,
"37-32-16-74",3,"No",,"No","No intention to migrate",,"",,,,,,
"37-32-16-74",4,"No",,"No","No intention to migrate",,"",,,,,,
