interview__key,r_members__id,memeber_isphone
"66-74-25-56",14,"Yes"
"80-48-62-68",2,"Yes"
"67-59-61-49",1,"Yes"
"23-88-68-38",1,"Yes"
"23-88-68-38",2,"Yes"
"23-88-68-38",3,"Yes"
"24-58-49-24",1,"Yes"
"24-58-49-24",2,"Yes"
"88-41-94-49",1,"Yes"
"88-41-94-49",2,"Yes"
"99-72-02-18",1,"Yes"
"76-93-76-77",1,"Yes"
"25-81-57-24",1,"Yes"
"25-81-57-24",2,"Yes"
"25-81-57-24",3,"Yes"
"18-66-56-26",2,"Yes"
"38-35-03-16",1,"Yes"
"38-35-03-16",2,"Yes"
"87-43-13-02",1,"Yes"
"06-72-27-90",1,"Yes"
"06-72-27-90",2,"Yes"
"89-20-17-64",2,"Yes"
"61-30-29-22",1,"Yes"
"32-64-82-60",1,"Yes"
"05-69-71-03",4,"Yes"
"62-54-48-69",1,"Yes"
"59-04-18-69",2,"Yes"
"59-04-18-69",5,"Yes"
"99-19-59-36",1,"Yes"
"99-19-59-36",2,"Yes"
"99-19-59-36",6,"Yes"
"33-91-72-59",1,"Yes"
"33-91-72-59",2,"Yes"
"79-95-75-64",1,"Yes"
"79-95-75-64",2,"Yes"
"36-27-38-94",1,"Yes"
"20-85-41-55",1,"Yes"
"20-85-41-55",11,"Yes"
"99-41-30-80",1,"Yes"
"99-41-30-80",2,"Yes"
"89-01-00-04",3,"Yes"
"74-41-47-70",1,"Yes"
"52-43-66-41",1,"Yes"
"83-13-77-99",2,"Yes"
"61-31-17-62",1,"Yes"
"61-31-17-62",2,"Yes"
"01-73-77-56",1,"Yes"
"47-87-04-23",1,"Yes"
"47-87-04-23",2,"Yes"
"46-77-22-22",1,"Yes"
"46-77-22-22",2,"Yes"
"47-72-11-03",1,"Yes"
"75-19-56-83",1,"Yes"
"17-63-18-37",1,"Yes"
"17-63-18-37",4,"Yes"
"36-67-78-55",1,"Yes"
"36-67-78-55",2,"Yes"
"57-94-56-04",1,"Yes"
"39-32-15-43",2,"Yes"
"86-15-33-66",1,"Yes"
"44-68-45-91",1,"Yes"
"92-79-83-19",1,"Yes"
"92-79-83-19",4,"Yes"
"84-11-52-01",2,"Yes"
"04-80-79-59",1,"Yes"
"86-90-94-39",1,"Yes"
"60-18-28-01",1,"Yes"
"60-18-28-01",2,"Yes"
"60-18-28-01",3,"Yes"
"92-06-91-29",1,"Yes"
"92-06-91-29",2,"Yes"
"54-44-90-07",1,"Yes"
"03-23-51-60",1,"Yes"
"00-90-52-98",3,"Yes"
"94-81-42-69",1,"Yes"
"93-63-81-71",2,"Yes"
"93-63-81-71",3,"Yes"
"98-80-95-52",1,"Yes"
"43-02-26-99",1,"Yes"
"53-75-34-84",1,"Yes"
"33-72-39-68",1,"Yes"
"33-72-39-68",2,"Yes"
"17-79-25-12",1,"Yes"
"74-51-58-80",1,"Yes"
"74-51-58-80",2,"Yes"
"54-67-39-05",2,"Yes"
"04-15-15-88",1,"Yes"
"27-95-56-36",1,"Yes"
"27-95-56-36",2,"Yes"
"53-49-41-59",1,"Yes"
"39-17-22-92",1,"Yes"
"74-39-55-58",1,"Yes"
"74-39-55-58",2,"Yes"
"74-39-55-58",3,"Yes"
"26-22-03-23",1,"Yes"
"09-03-01-05",1,"Yes"
"15-07-16-66",1,"Yes"
"40-89-37-32",1,"Yes"
"47-88-11-20",1,"Yes"
"92-32-27-35",1,"Yes"
"67-30-34-31",1,"Yes"
"41-24-19-16",1,"Yes"
"45-68-78-48",1,"Yes"
"42-76-32-22",1,"Yes"
"79-53-86-42",1,"Yes"
"79-53-86-42",2,"Yes"
"27-88-22-86",1,"Yes"
"27-88-22-86",2,"Yes"
"59-62-31-80",1,"Yes"
"44-25-16-47",1,"Yes"
"44-25-16-47",2,"Yes"
"59-82-52-95",1,"Yes"
"74-78-76-52",2,"Yes"
"83-63-78-61",1,"Yes"
"52-45-15-44",1,"Yes"
"52-45-15-44",2,"Yes"
"84-06-43-96",1,"Yes"
"85-25-67-57",1,"Yes"
"99-71-69-71",1,"Yes"
"75-65-72-44",1,"Yes"
"56-76-80-56",1,"Yes"
"56-76-80-56",3,"Yes"
"36-23-13-87",1,"Yes"
"70-84-37-07",1,"Yes"
"99-94-97-40",2,"Yes"
"40-68-37-93",6,"Yes"
"24-71-47-80",1,"Yes"
"85-35-76-75",1,"Yes"
"22-44-88-72",1,"Yes"
"43-44-87-36",3,"Yes"
"25-90-73-61",1,"Yes"
"00-81-85-48",2,"Yes"
"69-02-12-40",1,"Yes"
"69-02-12-40",2,"Yes"
"68-49-12-16",1,"Yes"
"46-77-79-60",1,"Yes"
"54-41-53-68",1,"Yes"
"13-17-77-46",1,"Yes"
"87-42-29-56",1,"Yes"
"24-84-60-85",1,"Yes"
"78-85-83-52",1,"Yes"
"78-85-83-52",2,"Yes"
"78-85-83-52",3,"Yes"
"78-33-54-01",1,"Yes"
"54-69-71-08",1,"Yes"
"54-69-71-08",3,"Yes"
"30-10-42-29",1,"Yes"
"52-71-69-48",1,"Yes"
"52-71-69-48",2,"Yes"
"88-38-32-86",1,"Yes"
"88-38-32-86",7,"Yes"
"23-92-64-64",1,"Yes"
"35-30-07-09",1,"Yes"
"35-30-07-09",2,"Yes"
"84-39-86-14",1,"Yes"
"33-93-88-48",1,"Yes"
"33-93-88-48",5,"Yes"
"02-86-42-10",1,"Yes"
"18-90-95-90",1,"Yes"
"71-80-40-68",1,"Yes"
"03-80-12-55",3,"Yes"
"03-05-82-85",1,"Yes"
"96-34-34-83",1,"Yes"
"84-86-67-50",1,"Yes"
"14-25-07-27",1,"Yes"
"14-25-07-27",2,"Yes"
"14-25-07-27",3,"Yes"
"14-25-07-27",4,"Yes"
"14-25-07-27",5,"Yes"
"95-81-39-58",1,"Yes"
"63-48-87-87",1,"Yes"
"56-09-22-69",1,"Yes"
"56-09-22-69",2,"Yes"
"56-09-22-69",3,"Yes"
"61-51-30-74",2,"Yes"
"61-51-30-74",8,"Yes"
"90-75-70-65",1,"Yes"
"70-34-30-04",1,"Yes"
"00-18-21-78",1,"Yes"
"80-41-37-09",1,"Yes"
"62-10-09-84",1,"Yes"
"16-01-99-93",1,"Yes"
"16-01-99-93",2,"Yes"
"14-78-47-78",1,"Yes"
"14-78-47-78",2,"Yes"
"39-19-95-41",1,"Yes"
"39-19-95-41",2,"Yes"
"13-94-38-36",1,"Yes"
"13-94-38-36",2,"Yes"
"64-10-30-77",1,"Yes"
"98-88-46-23",6,"Yes"
"35-26-63-26",1,"Yes"
"77-44-63-61",1,"Yes"
"26-64-90-32",1,"Yes"
"97-96-32-80",1,"Yes"
"97-96-32-80",2,"Yes"
"65-28-62-87",1,"Yes"
"91-95-41-16",1,"Yes"
"65-02-00-05",1,"Yes"
"48-22-83-32",1,"Yes"
"48-22-83-32",2,"Yes"
"48-22-83-32",3,"Yes"
"53-04-96-58",1,"Yes"
"93-77-89-30",1,"Yes"
"03-06-71-34",1,"Yes"
"38-24-53-68",1,"Yes"
"17-98-15-90",1,"Yes"
"43-89-48-48",1,"Yes"
"46-95-44-44",1,"Yes"
"79-36-03-31",1,"Yes"
"37-08-68-08",1,"Yes"
"76-66-08-56",1,"Yes"
"76-66-08-56",2,"Yes"
"76-66-08-56",3,"Yes"
"76-66-08-56",4,"Yes"
"76-66-08-56",5,"Yes"
"76-66-08-56",6,"Yes"
"15-05-96-27",1,"Yes"
"04-08-02-81",1,"Yes"
"04-08-02-81",2,"Yes"
"48-12-37-19",1,"Yes"
"05-46-14-17",1,"Yes"
"21-68-94-15",1,"Yes"
"21-68-94-15",2,"Yes"
"40-56-04-29",1,"Yes"
"58-04-84-61",1,"Yes"
"58-04-84-61",2,"Yes"
"14-57-41-87",1,"Yes"
"14-57-41-87",3,"Yes"
"14-57-41-87",4,"Yes"
"96-30-76-58",1,"Yes"
"94-10-09-72",1,"Yes"
"63-44-25-02",2,"Yes"
"66-67-56-06",1,"Yes"
"61-94-69-82",1,"Yes"
"72-52-17-18",1,"Yes"
"90-79-08-36",2,"Yes"
