interview__key,r_members__id,food_special,food_groups__1,food_groups__2,food_groups__3,food_groups__4,food_groups__5,food_groups__6,food_groups__7,food_groups__8,food_groups__9,food_groups__10,food_groups__11,food_groups__12,food_groups__13,food_groups__14,food_groups__15,food_groups__16
"88-11-61-94",1,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"88-11-61-94",2,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"93-61-35-58",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"87-48-20-01",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No"
"87-48-20-01",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No"
"66-77-51-72",1,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"31-16-66-31",2,"No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No"
"31-16-66-31",3,"No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No"
"88-03-82-39",2,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"59-90-45-51",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"68-61-83-10",1,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes"
"96-11-54-44",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes"
"96-11-54-44",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","Yes"
"70-22-33-16",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No"
"70-22-33-16",2,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No"
"12-54-99-38",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"12-54-99-38",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No"
"39-44-22-57",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No"
"39-44-22-57",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No"
"11-92-45-50",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No"
"11-92-45-50",3,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No"
"73-14-88-64",1,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"59-60-22-11",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"63-18-15-01",1,"Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No"
"63-18-15-01",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"40-24-89-40",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"40-24-89-40",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"26-37-34-30",1,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"26-37-34-30",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"57-72-53-25",1,"No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes"
"57-72-53-25",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes"
"15-31-68-47",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"15-31-68-47",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"54-23-26-42",1,"No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","No"
"06-33-74-17",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"09-17-76-18",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"91-72-91-72",1,"No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"07-58-36-50",1,"No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No"
"07-58-36-50",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No"
"27-63-39-98",1,"No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No"
"31-14-07-01",1,"No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes"
"31-14-07-01",4,"No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes"
"96-79-76-17",1,"Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No"
"96-79-76-17",2,"Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No"
"23-90-90-29",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"23-90-90-29",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"99-47-47-96",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No"
"99-47-47-96",2,"No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No"
"48-69-67-88",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"93-76-93-98",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes"
"02-49-04-36",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"02-49-04-36",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"97-96-55-67",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No"
"97-96-55-67",2,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No"
"55-00-90-34",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No"
"55-00-90-34",2,"No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No"
"74-92-93-10",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"74-92-93-10",17,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"62-57-54-10",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes"
"62-57-54-10",3,"No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes"
"81-64-58-33",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No"
"81-64-58-33",6,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No"
"51-16-15-92",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes"
"63-16-06-54",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No"
"63-16-06-54",2,"Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No"
"32-07-75-14",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"23-46-49-04",1,"Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes"
"81-47-15-41",1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
"74-82-45-40",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"71-03-17-29",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"71-03-17-29",3,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"22-02-08-34",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"35-24-65-37",1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"94-94-59-77",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"94-94-59-77",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"62-18-60-04",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"62-18-60-04",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"13-57-44-05",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No"
"13-57-44-05",3,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No"
"53-63-07-20",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes"
"67-75-50-83",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"02-25-92-18",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"02-25-92-18",3,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"49-92-48-01",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"86-85-54-02",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No"
"86-85-54-02",3,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No"
"25-71-60-55",1,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"52-17-01-39",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No"
"52-17-01-39",2,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No"
"85-68-71-94",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"85-68-71-94",2,"No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"88-33-53-02",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"88-33-53-02",2,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No"
"73-16-52-51",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"73-16-52-51",2,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
"29-32-71-31",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"08-80-55-70",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No"
"58-68-82-05",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No"
"40-89-66-86",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"88-30-77-96",1,"No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
"88-30-77-96",2,"No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No"
"72-26-90-86",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"49-59-81-92",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"21-01-20-88",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"79-70-14-90",1,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"80-75-47-72",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"56-08-93-09",2,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"17-42-48-26",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes"
"17-42-48-26",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No"
"48-20-15-07",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"48-20-15-07",2,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"14-03-97-85",1,"No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"85-88-72-49",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No"
"44-34-38-88",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"83-00-22-24",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"53-00-05-97",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"53-00-05-97",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"57-74-38-33",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No"
"65-24-72-96",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"65-24-72-96",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"67-69-19-83",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"67-69-19-83",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"65-02-79-39",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"65-02-79-39",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"36-55-19-74",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"36-55-19-74",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"02-47-11-50",1,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"34-55-62-08",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"34-55-62-08",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"21-53-06-24",1,"No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No"
"54-20-19-80",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No"
"77-37-06-75",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"17-29-45-21",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"17-29-45-21",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"14-98-54-79",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"74-43-35-64",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"02-76-65-17",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No"
"02-76-65-17",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No"
"91-57-65-34",1,"No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No"
"61-08-28-75",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"61-08-28-75",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"08-98-76-07",1,"Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No"
"08-98-76-07",5,"Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No"
"07-58-78-17",1,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No"
"07-58-78-17",11,"No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No"
"50-08-29-58",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"21-97-24-76",1,"Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"21-97-24-76",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"47-86-23-98",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"47-86-23-98",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"58-41-17-07",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
"58-41-17-07",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
"27-41-68-88",1,"Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No"
"27-41-68-88",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No"
"36-57-67-99",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes"
"36-57-67-99",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"14-01-18-55",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"14-01-18-55",6,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"25-45-40-50",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No"
"25-45-40-50",9,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No"
"28-45-95-92",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No"
"52-38-49-21",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No"
"52-38-49-21",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"59-05-06-39",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"59-05-06-39",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"07-23-34-26",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"07-23-34-26",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"74-55-33-17",1,"Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"74-55-33-17",2,"Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No"
"63-06-38-69",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"63-06-38-69",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"05-74-67-92",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No"
"98-46-70-51",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No"
"98-46-70-51",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No"
"36-97-15-03",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes"
"36-97-15-03",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes"
"31-20-72-58",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"59-12-76-31",1,"No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"59-12-76-31",2,"No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"07-54-13-18",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"07-54-13-18",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"84-52-73-65",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"84-52-73-65",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"85-09-03-91",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"85-09-03-91",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"56-01-39-00",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"56-01-39-00",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"69-33-88-72",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No"
"69-33-88-72",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No"
"26-09-67-07",1,"No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes"
"26-09-67-07",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes"
"69-39-81-14",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"69-39-81-14",7,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"00-76-43-47",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"00-76-43-47",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"29-40-24-48",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes"
"29-40-24-48",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes"
"79-00-21-46",1,"No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes"
"46-34-68-84",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"45-00-04-40",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"22-15-19-43",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"09-01-21-24",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"28-05-99-59",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"28-05-99-59",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"78-33-63-09",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"78-33-63-09",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes"
"21-06-84-39",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes"
"21-06-84-39",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"96-45-29-81",2,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"82-78-33-54",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"01-53-98-85",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"01-53-98-85",3,"No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"15-34-27-17",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes"
"84-32-88-02",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No"
"02-43-89-26",1,"No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No"
"02-43-89-26",2,"No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No"
"36-62-21-63",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"36-62-21-63",2,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"98-63-71-97",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"98-63-71-97",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"07-88-71-07",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes"
"07-88-71-07",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes"
"18-07-56-01",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes"
"76-16-53-82",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"76-16-53-82",2,"No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No"
"36-91-65-20",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"22-29-07-01",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"22-29-07-01",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
