interview__key,r_livestock__id,lv01,lv02,lv03,lv04,lv_inkind_pay,lv05,lv06,lv07,lv08
"49-92-48-01","Calves - Males/Females",3,2,0,0,0,0,1,0,
"86-85-54-02","Goats - He/She/Kids",7,4,0,3,0,0,0,0,
"25-71-60-55","Chicken - Hens/Layers",6,3,0,0,0,0,2,1,
"52-17-01-39","Bulls/Oxen/Steers",20,18,2,0,0,0,0,0,2500
"52-17-01-39","Calves - Males/Females",4,1,0,0,0,0,0,0,
"88-33-53-02","Bulls/Oxen/Steers",5,4,0,0,0,0,1,0,
"88-33-53-02","Cows/Heifers",7,3,0,0,0,0,4,0,
"88-33-53-02","Chicken - Cocks/Broilers",4,7,0,4,0,0,1,0,
"88-33-53-02","Chicken - Hens/Layers",7,5,0,2,0,0,3,0,
"73-16-52-51","Goats - He/She/Kids",7,5,2,0,0,0,0,0,300
"29-32-71-31","Cows/Heifers",15,8,7,0,0,0,0,0,3000
"08-80-55-70","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"08-80-55-70","Cows/Heifers",3,5,0,0,0,0,0,0,
"08-80-55-70","Chicken - Cocks/Broilers",2,4,0,0,0,0,0,0,
"08-80-55-70","Chicken - Hens/Layers",4,7,0,0,0,0,0,0,
"58-68-82-05","Calves - Males/Females",5,7,0,0,0,0,0,0,
"58-68-82-05","Chicken - Cocks/Broilers",15,12,0,3,0,0,0,0,
"40-89-66-86","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"40-89-66-86","Chicken - Cocks/Broilers",3,4,0,1,0,0,0,0,
"40-89-66-86","Chicken - Hens/Layers",2,3,1,0,0,0,0,0,50
"88-30-77-96","Cows/Heifers",15,8,4,0,0,0,3,0,2700
"72-26-90-86","Chicken - Cocks/Broilers",8,10,0,0,0,0,5,0,
"49-59-81-92","Cows/Heifers",3,3,0,0,0,0,0,0,
"56-08-93-09","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"56-08-93-09","Cows/Heifers",6,5,0,1,0,0,0,0,
"56-08-93-09","Calves - Males/Females",2,3,0,0,0,0,0,0,
"48-20-15-07","Goats - He/She/Kids",4,6,0,0,0,0,0,0,
"14-03-97-85","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"14-03-97-85","Cows/Heifers",4,4,0,0,0,0,0,0,
"14-03-97-85","Calves - Males/Females",2,2,0,0,0,0,0,0,
"14-03-97-85","Goats - He/She/Kids",16,22,4,0,0,0,0,0,400
"14-03-97-85","Chicken - Cocks/Broilers",4,4,0,0,0,0,0,0,
"14-03-97-85","Chicken - Hens/Layers",12,36,11,15,0,0,6,0,40
"57-74-38-33","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"57-74-38-33","Cows/Heifers",3,3,0,0,0,0,0,0,
"65-24-72-96","Bulls/Oxen/Steers",3,3,0,0,0,0,0,0,
"65-02-79-39","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"65-02-79-39","Cows/Heifers",3,3,0,0,0,0,0,0,
"65-02-79-39","Chicken - Hens/Layers",5,1,0,4,0,0,4,0,
"34-55-62-08","Cows/Heifers",6,4,0,2,0,0,0,0,
"34-55-62-08","Calves - Males/Females",2,5,0,0,0,0,0,0,
"21-53-06-24","Cows/Heifers",5,2,3,0,0,0,0,0,3000
"54-20-19-80","Cows/Heifers",2,1,0,0,0,1,0,0,
"77-37-06-75","Cows/Heifers",8,7,2500,0,0,0,0,0,2500
"02-76-65-17","Bulls/Oxen/Steers",3,3,0,0,0,0,0,0,
"02-76-65-17","Chicken - Cocks/Broilers",0,1,0,0,0,0,0,0,
"02-76-65-17","Chicken - Hens/Layers",5,8,0,0,0,0,0,0,
"91-57-65-34","Chicken - Hens/Layers",150,60,0,15,5,0,30,40,
"91-57-65-34","Ducks",55,23,0,0,0,0,28,4,
"61-08-28-75","Goats - He/She/Kids",5,11,0,0,0,0,0,0,
"61-08-28-75","Chicken - Hens/Layers",7,20,3,0,0,0,0,0,50
"08-98-76-07","Calves - Males/Females",13,9,0,0,0,3,1,0,
"08-98-76-07","Goats - He/She/Kids",12,8,4,0,0,0,0,0,550
"08-98-76-07","Chicken - Hens/Layers",40,16,10,4,2,0,8,0,50
"08-98-76-07","Ducks",14,12,0,0,0,0,2,0,
"08-98-76-07","Dove /Pigeon",34,4,0,2,5,5,6,0,
"07-58-78-17","Cows/Heifers",8,4,2,0,0,0,2,0,4500
"07-58-78-17","Chicken - Hens/Layers",17,6,5,4,0,0,0,2,50
"50-08-29-58","Chicken - Hens/Layers",7,8,4,0,0,2,0,2,2
"47-86-23-98","Chicken - Cocks/Broilers",2,1,0,0,0,0,1,0,
"47-86-23-98","Chicken - Hens/Layers",10,1,0,0,0,0,9,0,
"58-41-17-07","Chicken - Cocks/Broilers",7,1,0,3,0,0,10,0,
"58-41-17-07","Chicken - Hens/Layers",24,9,0,10,0,0,21,0,
"27-41-68-88","Chicken - Cocks/Broilers",24,10,8,4,0,0,2,0,50
"36-57-67-99","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"14-01-18-55","Bulls/Oxen/Steers",4,4,0,0,0,0,1,0,
"14-01-18-55","Chicken - Cocks/Broilers",1,3,0,0,0,0,0,0,
"14-01-18-55","Chicken - Hens/Layers",10,5,0,0,0,0,0,0,
"52-38-49-21","Cows/Heifers",2,2,0,0,0,0,0,0,
"52-38-49-21","Pigs - Boar/Sows/Piglets",9,7,2,1,0,0,0,0,200
"59-05-06-39","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"59-05-06-39","Cows/Heifers",1,1,0,0,0,0,0,0,
"07-23-34-26","Cows/Heifers",4,5,0,0,0,0,0,0,
"07-23-34-26","Chicken - Cocks/Broilers",3,2,2,1,0,0,3,0,50
"07-23-34-26","Chicken - Hens/Layers",4,6,0,0,0,0,6,0,
"74-55-33-17","Bulls/Oxen/Steers",5,3,2,0,0,0,0,0,2000
"74-55-33-17","Cows/Heifers",4,4,0,0,0,0,0,0,
"63-06-38-69","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"63-06-38-69","Cows/Heifers",4,4,0,0,0,0,0,0,
"63-06-38-69","Calves - Males/Females",0,3,0,0,0,0,1,0,
"63-06-38-69","Chicken - Cocks/Broilers",9,1,0,0,0,0,8,1,
"63-06-38-69","Chicken - Hens/Layers",25,5,10,0,0,0,10,0,40
"05-74-67-92","Bulls/Oxen/Steers",6,7,0,0,0,0,0,0,
"05-74-67-92","Cows/Heifers",7,8,0,0,0,0,0,0,
"05-74-67-92","Calves - Males/Females",3,4,0,0,0,0,0,0,
"05-74-67-92","Chicken - Cocks/Broilers",4,2,0,2,0,0,0,0,
"05-74-67-92","Chicken - Hens/Layers",12,8,0,4,0,0,0,0,
"98-46-70-51","Cows/Heifers",9,5,1,0,0,0,3,0,1500
"36-97-15-03","Bulls/Oxen/Steers",3,2,1,0,0,0,0,0,4500
"36-97-15-03","Cows/Heifers",3,3,0,0,0,0,0,0,
"36-97-15-03","Calves - Males/Females",2,2,0,0,0,0,0,0,
"36-97-15-03","Chicken - Cocks/Broilers",4,1,0,0,0,0,2,0,
"36-97-15-03","Chicken - Hens/Layers",18,3,0,0,0,0,15,0,
"31-20-72-58","Chicken - Hens/Layers",10,6,2,2,0,0,0,0,20
"59-12-76-31","Cows/Heifers",2,1,1,0,0,0,0,0,2000
"59-12-76-31","Chicken - Hens/Layers",10,5,3,2,0,0,0,0,30
"07-54-13-18","Cows/Heifers",30,25,0,0,0,0,5,0,
"07-54-13-18","Chicken - Hens/Layers",46,20,0,5,0,6,10,5,
"84-52-73-65","Chicken - Cocks/Broilers",2,2,2,0,0,0,0,0,50
"84-52-73-65","Chicken - Hens/Layers",4,4,1,0,0,0,0,0,50
"85-09-03-91","Bulls/Oxen/Steers",8,4,0,0,0,0,2,0,
"85-09-03-91","Cows/Heifers",7,2,0,0,0,0,5,0,
"85-09-03-91","Pigs - Boar/Sows/Piglets",4,6,0,0,0,0,0,0,
"85-09-03-91","Chicken - Cocks/Broilers",9,4,0,0,0,0,6,0,
"85-09-03-91","Chicken - Hens/Layers",10,5,0,0,0,0,5,0,
"56-01-39-00","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"56-01-39-00","Cows/Heifers",3,3,0,0,0,0,0,0,
"56-01-39-00","Chicken - Hens/Layers",18,6,5,6,0,0,0,1,30
"69-33-88-72","Cows/Heifers",13,4,0,0,0,0,9,0,
"69-33-88-72","Pigs - Boar/Sows/Piglets",2,5,0,0,0,0,0,0,
"69-33-88-72","Chicken - Cocks/Broilers",1,1,0,0,0,0,0,0,
"26-09-67-07","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"26-09-67-07","Cows/Heifers",3,2,0,0,0,0,1,0,
"26-09-67-07","Calves - Males/Females",0,1,0,0,0,0,0,0,
"26-09-67-07","Chicken - Cocks/Broilers",0,1,0,0,0,0,0,0,
"69-39-81-14","Chicken - Hens/Layers",23,7,1,0,3,0,2,10,25
"00-76-43-47","Bulls/Oxen/Steers",5,1,0,0,0,0,4,0,
"00-76-43-47","Cows/Heifers",3,3,0,0,0,0,0,0,
"00-76-43-47","Calves - Males/Females",4,5,2,0,0,0,2,0,1000
"00-76-43-47","Goats - He/She/Kids",4,2,0,0,0,0,2,0,
"00-76-43-47","Chicken - Hens/Layers",12,5,0,1,0,0,1,5,
"00-76-43-47","Ducks",17,1,0,0,0,0,16,0,
"29-40-24-48","Chicken - Hens/Layers",47,4,6,5,2,0,15,15,35
"29-40-24-48","Ducks",20,2,0,0,0,0,10,8,
"79-00-21-46","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"79-00-21-46","Cows/Heifers",2,2,0,0,0,0,0,0,
"79-00-21-46","Calves - Males/Females",0,1,0,0,0,0,0,0,
"46-34-68-84","Chicken - Cocks/Broilers",0,3,0,0,0,0,0,0,
"46-34-68-84","Chicken - Hens/Layers",0,1,0,0,0,0,0,0,
"45-00-04-40","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"45-00-04-40","Cows/Heifers",1,1,0,0,0,0,0,0,
"45-00-04-40","Calves - Males/Females",0,1,0,0,0,0,0,0,
"78-33-63-09","Calves - Males/Females",6,9,0,0,0,0,0,0,
"78-33-63-09","Chicken - Hens/Layers",10,20,0,3,4,0,0,0,
"96-45-29-81","Bulls/Oxen/Steers",3,3,0,0,0,0,0,0,
"96-45-29-81","Cows/Heifers",2,2,0,0,0,0,0,0,
"96-45-29-81","Calves - Males/Females",0,2,0,0,0,0,0,0,
"96-45-29-81","Chicken - Hens/Layers",18,7,7,7,0,0,2,2,700
"01-53-98-85","Chicken - Cocks/Broilers",2,1,0,0,0,0,3,0,
"01-53-98-85","Chicken - Hens/Layers",7,2,0,0,0,0,8,0,
"15-34-27-17","Chicken - Hens/Layers",8,1,0,0,0,0,7,0,
"02-43-89-26","Bulls/Oxen/Steers",3,3,0,0,0,0,0,0,
"02-43-89-26","Cows/Heifers",10,10,0,0,0,0,0,0,
"02-43-89-26","Chicken - Cocks/Broilers",10,8,0,2,0,0,0,0,
"98-63-71-97","Bulls/Oxen/Steers",4,1,3,0,0,0,0,0,3000
"98-63-71-97","Cows/Heifers",8,2,3,0,0,0,0,0,3000
"98-63-71-97","Chicken - Cocks/Broilers",12,20,0,0,0,0,0,0,
"07-88-71-07","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"07-88-71-07","Cows/Heifers",0,8,0,0,0,0,0,0,
"07-88-71-07","Calves - Males/Females",4,6,0,0,0,0,0,0,
"07-88-71-07","Chicken - Cocks/Broilers",0,2,0,0,0,0,0,0,
"07-88-71-07","Chicken - Hens/Layers",2,2,0,0,0,0,0,0,
"18-07-56-01","Calves - Males/Females",5,2,0,0,0,0,3,0,
"18-07-56-01","Chicken - Cocks/Broilers",10,6,2,2,0,0,0,0,25
"18-07-56-01","Dove /Pigeon",12,7,0,3,0,0,3,0,
"22-29-07-01","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"22-29-07-01","Cows/Heifers",2,3,0,0,0,0,0,0,
"22-29-07-01","Calves - Males/Females",2,4,0,0,0,0,0,0,
"37-39-06-63","Chicken - Cocks/Broilers",3,2,1,0,0,0,0,0,70
"37-39-06-63","Chicken - Hens/Layers",20,15,5,0,0,0,0,0,35
"17-95-97-27","Chicken - Cocks/Broilers",6,1,0,0,0,0,9,0,
"17-95-97-27","Chicken - Hens/Layers",7,1,0,0,0,0,11,0,
"92-61-03-62","Chicken - Cocks/Broilers",4,2,2,0,0,0,0,0,60
"92-61-03-62","Chicken - Hens/Layers",6,2,4,0,0,0,0,0,40
"26-53-37-24","Bulls/Oxen/Steers",8,8,0,0,0,0,0,0,
"26-53-37-24","Cows/Heifers",18,18,0,0,0,0,0,0,
"26-53-37-24","Calves - Males/Females",11,11,0,0,0,0,0,0,
"26-53-37-24","Pigs - Boar/Sows/Piglets",16,14,2,0,0,0,0,0,600
"26-53-37-24","Chicken - Cocks/Broilers",5,3,1,1,0,0,0,0,70
"26-53-37-24","Chicken - Hens/Layers",16,18,1,0,0,0,0,0,60
"26-53-37-24","Ducks",20,27,0,3,0,0,0,0,
"73-57-99-74","Chicken - Hens/Layers",42,10,0,20,5,0,0,7,
"73-57-99-74","Ducks",59,46,8,2,2,0,0,1,150
"49-29-23-58","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"49-29-23-58","Cows/Heifers",6,6,0,0,0,0,0,0,
"49-29-23-58","Calves - Males/Females",3,5,0,0,0,0,0,0,
"49-29-23-58","Chicken - Hens/Layers",7,6,0,0,0,0,0,0,
"71-13-07-75","Bulls/Oxen/Steers",3,4,0,0,0,0,2,0,
"71-13-07-75","Cows/Heifers",6,6,0,0,0,0,0,0,
"66-47-36-80","Chicken - Hens/Layers",0,4,0,0,0,0,0,0,
"55-47-02-66","Calves - Males/Females",17,15,1,0,0,0,1,0,1500
"55-47-02-66","Chicken - Hens/Layers",15,3,3,1,0,0,3,0,30
"69-74-76-81","Bulls/Oxen/Steers",2,4,0,0,0,0,0,0,
"69-74-76-81","Cows/Heifers",5,6,0,0,0,0,0,0,
"69-74-76-81","Chicken - Cocks/Broilers",6,2,0,0,0,0,7,0,
"69-74-76-81","Chicken - Hens/Layers",6,7,0,2,0,0,4,0,
"25-51-33-57","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"25-51-33-57","Cows/Heifers",2,2,0,0,0,0,0,0,
"30-46-44-49","Chicken - Hens/Layers",20,15,0,5,0,0,0,0,
"30-46-44-49","Dove /Pigeon",45,30,0,6,0,0,0,9,
"96-28-28-46","Bulls/Oxen/Steers",6,5,0,0,0,0,1,0,
"96-28-28-46","Cows/Heifers",15,12,0,0,0,1,1,1,
"96-28-28-46","Goats - He/She/Kids",32,38,10,0,0,0,0,0,450
"10-32-26-69","Bulls/Oxen/Steers",2,4,0,0,0,0,0,0,
"10-32-26-69","Cows/Heifers",3,4,0,0,0,0,0,0,
"10-32-26-69","Calves - Males/Females",2,1,0,0,0,0,0,0,
"10-32-26-69","Chicken - Hens/Layers",7,7,0,0,0,0,13,4,
"10-32-26-69","Ducks",10,3,0,0,0,0,7,0,
"68-75-69-07","Goats - He/She/Kids",9,6,2,0,0,0,1,0,250
"68-75-69-07","Chicken - Hens/Layers",4,5,0,0,0,0,0,0,
"02-58-63-69","Chicken - Hens/Layers",5,5,2,0,0,0,8,0,20
"58-12-98-10","Chicken - Cocks/Broilers",6,2,4,0,0,0,0,0,50
"58-12-98-10","Chicken - Hens/Layers",6,2,0,0,0,0,4,0,
"99-42-05-34","Bulls/Oxen/Steers",25,20,0,0,0,0,5,0,
"21-29-11-98","Chicken - Cocks/Broilers",0,1,0,0,0,0,0,0,
"21-29-11-98","Chicken - Hens/Layers",0,4,0,0,0,0,0,0,
"06-11-50-44","Bulls/Oxen/Steers",4,2,0,0,0,0,4,0,
"06-11-50-44","Cows/Heifers",2,2,0,0,0,0,0,0,
"06-11-50-44","Calves - Males/Females",2,2,0,0,0,0,0,0,
"81-45-35-86","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"81-45-35-86","Cows/Heifers",2,2,0,0,0,0,0,0,
"83-11-66-41","Goats - He/She/Kids",17,12,5,0,0,0,0,0,450
"83-11-66-41","Chicken - Cocks/Broilers",3,1,0,0,0,0,2,0,
"83-11-66-41","Chicken - Hens/Layers",3,1,0,0,0,0,2,0,
"26-37-15-28","Chicken - Cocks/Broilers",0,1,0,0,0,0,0,0,
"26-37-15-28","Chicken - Hens/Layers",1,5,0,0,0,0,0,0,
"26-37-15-28","Ducks",0,8,0,0,0,0,0,0,
"73-50-61-74","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"73-50-61-74","Cows/Heifers",3,3,0,0,0,0,0,0,
"73-50-61-74","Calves - Males/Females",4,3,0,0,0,0,1,0,
"73-50-61-74","Chicken - Cocks/Broilers",12,4,0,2,0,0,5,0,
"73-50-61-74","Chicken - Hens/Layers",25,15,0,0,0,0,0,0,
"94-78-30-89","Bulls/Oxen/Steers",16,18,0,0,0,0,1,0,
"94-78-30-89","Cows/Heifers",20,28,1,0,0,0,2,0,5000
"94-78-30-89","Calves - Males/Females",16,18,0,0,0,0,4,0,
"94-78-30-89","Chicken - Cocks/Broilers",5,2,7,4,0,0,3,0,60
"94-78-30-89","Chicken - Hens/Layers",21,12,0,3,0,0,0,0,
"97-62-61-29","Chicken - Hens/Layers",15,13,0,1,0,0,4,0,
"16-35-49-05","Chicken - Hens/Layers",16,9,16,1,0,0,0,3,50
"18-48-69-27","Bulls/Oxen/Steers",0,2,0,0,0,0,0,0,
