interview__key,s9_respondent,food_security__1,food_security__2,food_security__3,food_security__4,food_security__5,food_security__6,food_security__7,food_security__8,food_sufficent,food_sufficent2,food_sufficent3,food_sufficent4__1,food_sufficent4__2,food_sufficent4__3,food_sufficent4__4,food_sufficent4__5,food_sufficent4__6,food_sufficent4__7,food_sufficent4__8,food_sufficent4__9,food_sufficent4__10,food_sufficent4__11,food_sufficent4__12
"16-65-20-98",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,5,1,1,0,0,0,0,0,0,0,0,0,0,0
"09-74-03-14",1,"Yes","Yes","Yes","Yes","No","Yes","Yes","No",3,3,6,1,2,5,4,0,0,0,0,0,0,6,3
"39-03-54-61",2,"No","No","Yes","Yes","Yes","No","Yes","Yes",8,4,3,3,0,0,0,0,0,0,0,0,0,1,2
"86-35-86-55",1,"Yes","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"88-11-61-94",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,4,2,1,0,0,0,0,0,0,0,0,0,0,2
"93-61-35-58",2,"No","No","No","No","No","No","No","No",8,3,2,0,0,0,0,0,0,0,0,0,0,2,1
"87-48-20-01",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",4,6,2,0,0,0,0,0,0,0,0,0,0,1,2
"66-77-51-72",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,2,7,0,0,0,1,2,3,7,4,5,6,0,0
"31-16-66-31",2,"Yes","Yes","Yes","No","No","Yes","No","No",9,12,0,,,,,,,,,,,,
"88-03-82-39",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,5,6,1,2,5,0,0,0,0,0,0,6,3,4
"59-90-45-51",1,"Yes","Yes","No","No","No","Yes","No","No",3,4,4,1,2,3,0,0,0,0,0,0,0,0,4
"68-61-83-10",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,8,4,2,4,0,0,0,0,0,0,0,0,3,1
"96-11-54-44",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",2,4,4,1,2,3,4,0,0,0,0,0,0,0,0
"70-22-33-16",2,"Yes","No","No","Yes","Yes","Yes","Yes","Yes",0,6,6,0,0,0,0,0,1,2,3,4,5,6,0
"12-54-99-38",2,"Yes","No","No","No","No","No","No","No",0,6,6,0,0,0,0,1,2,3,4,5,6,0,0
"39-44-22-57",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,6,6,1,2,3,4,5,6,0,0,0,0,0,0
"11-92-45-50",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,9,3,1,2,3,0,0,0,0,0,0,0,0,0
"73-14-88-64",3,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"59-60-22-11",1,"Yes","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"63-18-15-01",2,"Yes","No","No","No","No","Yes","Yes","No",10,10,2,2,0,0,0,0,0,0,0,0,0,0,1
"40-24-89-40",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"26-37-34-30",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"57-72-53-25",2,"No","No","Yes","No","Yes","Yes","No","No",11,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"15-31-68-47",2,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"54-23-26-42",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,6,3,0,0,1,2,3,0,0,0,0,0,0,0
"06-33-74-17",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,10,0,10,9,8,7,6,5,4,3,2,1,0
"09-17-76-18",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,5,2,1,2,0,0,0,0,0,0,0,0,0,0
"91-72-91-72",1,"Yes","No","Yes","No","No","Yes","Yes","Yes",10,6,2,0,0,0,0,0,0,0,0,0,0,2,1
"07-58-36-50",1,"No","No","No","No","No","No","No","No",5,1,6,1,2,6,0,0,0,0,0,0,5,3,4
"27-63-39-98",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,3,3,0,1,2,3,0,0,0,0,0,0,0,0
"31-14-07-01",1,"Yes","No","No","No","No","Yes","Yes","No",12,12,0,,,,,,,,,,,,
"96-79-76-17",2,"Yes","No","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"23-90-90-29",1,"Yes","No","No","No","No","Yes","No","No",11,11,1,0,0,0,0,0,1,0,0,0,0,0,0
"99-47-47-96",1,"No","No","No","No","No","No","No","No",10,1,0,,,,,,,,,,,,
"48-69-67-88",1,"No","No","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,1,2,3,0,0,0,0,0,0,5,6,4
"93-76-93-98",1,"Yes","Yes","Yes","No","Yes","No","Yes","No",3,6,2,0,0,0,0,0,0,0,0,0,0,1,2
"02-49-04-36",1,"No","No","No","No","No","No","No","No",2,9,1,0,0,0,0,0,0,0,1,0,0,0,0
"97-96-55-67",1,"No","No","No","No","No","No","No","No",6,12,3,1,2,3,0,0,0,0,0,0,0,0,0
"55-00-90-34",2,"No","No","No","No","Yes","No","No","No",12,12,0,,,,,,,,,,,,
"74-92-93-10",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,7,3,3,0,0,0,0,0,0,0,0,0,1,2
"62-57-54-10",2,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",11,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"81-64-58-33",6,"Yes","Yes","No","No","No","No","No","No",10,12,0,,,,,,,,,,,,
"51-16-15-92",3,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",6,8,9,0,0,0,3,4,5,9,6,8,7,2,1
"63-16-06-54",2,"No","No","No","Yes","No","No","No","No",12,11,0,,,,,,,,,,,,
"32-07-75-14",1,"Yes","No","Yes","Yes","Yes","No","No","No",7,8,5,1,2,0,0,0,0,0,0,0,5,4,3
"23-46-49-04",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,8,4,4,0,0,0,0,0,0,0,0,1,2,3
"81-47-15-41",1,"Yes","Yes","No","Yes","Yes","No","Yes","Yes",5,4,3,1,2,0,0,0,0,0,0,0,0,0,3
"74-82-45-40",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,9,3,1,0,0,0,0,0,0,0,0,0,3,2
"71-03-17-29",1,"No","No","No","Yes","No","Yes","No","No",12,12,0,,,,,,,,,,,,
"22-02-08-34",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,3,0,0,0,0,0,0,0,0,1,2,3,0
"35-24-65-37",1,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",6,4,2,1,0,0,0,0,0,0,0,0,0,0,2
"94-94-59-77",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,3,5,1,2,3,0,0,0,0,0,0,0,5,4
"62-18-60-04",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,12,0,,,,,,,,,,,,
"13-57-44-05",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"53-63-07-20",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,3,4,3,4,0,0,0,0,0,0,0,0,1,2
"67-75-50-83",1,"No","Yes","No","No","No","No","No","Yes",10,2,0,,,,,,,,,,,,
"02-25-92-18",2,"No","Yes","No","No","No","No","No","No",1,9,3,1,0,0,0,0,0,0,0,0,0,3,2
"49-92-48-01",2,"Yes","No","No","Yes","Yes","Yes","Yes","No",10,8,2,1,2,0,0,0,0,0,0,0,0,0,0
"86-85-54-02",1,"Yes","Yes","No","Yes","No","Yes","No","No",12,12,0,,,,,,,,,,,,
"25-71-60-55",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,7,0,0,0,0,0,7,6,1,2,3,4,5
"52-17-01-39",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,5,4,2,3,4,0,0,0,0,0,0,0,0,1
"85-68-71-94",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,4,3,0,0,0,0,0,0,0,0,0,1,2,3
"88-33-53-02",2,"Yes","No","No","No","No","No","No","No",2,10,0,,,,,,,,,,,,
"73-16-52-51",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,4,0,1,2,0,3,0,0,0,0,0,0,4
"29-32-71-31",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,5,2,1,2,0,0,0,0,0,0,0,0,0,0
"08-80-55-70",1,"Yes","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"58-68-82-05",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,3,6,3,4,5,6,0,0,0,0,0,0,1,2
"40-89-66-86",1,"Yes","No","No","Yes","No","Yes","Yes","No",8,7,4,1,2,0,0,0,0,0,0,4,3,0,0
"88-30-77-96",2,"No","Yes","Yes","Yes","Yes","No","No","No",6,2,4,1,2,3,0,0,0,0,0,0,0,0,4
"72-26-90-86",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,3,7,0,0,0,0,0,7,6,5,4,3,2,1
"49-59-81-92",1,"Yes","Yes","No","Yes","Yes","Yes","Yes","No",6,5,6,1,0,0,0,0,0,0,6,5,4,3,2
"21-01-20-88",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,8,7,9,10,11,12
"79-70-14-90",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,4,6,1,2,3,0,0,0,0,0,0,4,5,6
"80-75-47-72",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",9,7,3,0,1,0,0,0,0,0,0,0,0,2,3
"56-08-93-09",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,3,2,1,0,0,0,0,0,0,0,0,0,0,2
"17-42-48-26",2,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,8,9,10,11,12,1,2,3,4,5,6,7
"48-20-15-07",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,6,6,1,2,5,0,0,0,0,0,0,6,3,4
"14-03-97-85",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",3,3,4,0,0,0,0,0,0,0,0,1,2,3,4
"85-88-72-49",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,3,3,1,3,0,0,0,0,0,0,0,0,0,2
"44-34-38-88",3,"No","No","No","No","No","No","No","No",2,8,4,1,2,3,0,0,0,0,0,0,0,0,4
"83-00-22-24",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,4,7,4,5,6,7,0,0,0,0,0,1,2,3
"53-00-05-97",2,"Yes","No","No","Yes","No","Yes","No","No",4,4,8,0,0,0,1,3,2,4,5,6,7,8,0
"57-74-38-33",2,"Yes","No","Yes","Yes","No","No","No","No",10,7,2,1,0,0,0,0,0,0,0,0,0,0,2
"65-24-72-96",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,11,0,1,2,3,5,4,6,7,8,9,10,11
"67-69-19-83",1,"No","No","No","Yes","No","Yes","No","No",4,4,8,0,0,0,4,1,3,2,5,6,7,8,0
"65-02-79-39",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,7,2,0,0,1,2,0,0,0,0,0,0,0,0
"36-55-19-74",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,3,4,4,0,0,0,0,0,0,0,0,1,2,3
"02-47-11-50",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,4,5,6,0,0,0,0,0,0,1,2,3
"34-55-62-08",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,4,2,1,0,0,0,0,0,0,0,0,0,0,2
"21-53-06-24",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,3,3,1,2,0,0,0,0,0,0,0,0,0,3
"54-20-19-80",1,"No","No","No","No","No","No","No","No",6,3,7,6,7,0,0,0,0,0,1,2,3,4,5
"77-37-06-75",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,3,5,0,0,0,0,0,0,0,1,2,3,4,5
"17-29-45-21",1,"Yes","Yes","No","No","No","No","No","No",11,10,1,1,0,0,0,0,0,0,0,0,0,0,0
"14-98-54-79",1,"Yes","No","No","Yes","No","Yes","No","No",9,8,3,1,0,0,0,0,0,0,0,0,0,3,2
"74-43-35-64",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,3,0,0,0,0,0,0,0,0,0,1,2,3
"02-76-65-17",2,"No","No","Yes","Yes","Yes","Yes","Yes","Yes",5,4,3,2,3,0,0,0,0,0,0,0,0,0,1
"91-57-65-34",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,4,3,1,2,3,0,0,0,0,0,0,0,0,0
"61-08-28-75",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,2,4,1,0,0,0,0,0,0,0,0,2,3,4
"08-98-76-07",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",9,4,3,2,3,0,0,0,0,0,0,0,0,0,1
"07-58-78-17",11,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,3,4,3,4,0,0,0,0,0,0,0,0,1,2
"50-08-29-58",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,4,2,1,0,0,0,0,0,0,0,0,0,0,2
"21-97-24-76",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",10,2,0,,,,,,,,,,,,
"47-86-23-98",2,"Yes","Yes","No","Yes","No","Yes","Yes","No",8,6,4,1,0,0,0,0,0,0,0,0,4,3,2
"58-41-17-07",2,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",8,4,0,,,,,,,,,,,,
"27-41-68-88",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",9,3,3,3,0,0,0,0,0,0,0,0,0,1,2
"36-57-67-99",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,2,3,1,2,3,0,0,0,0,0,0,0,0,0
"14-01-18-55",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",10,12,0,,,,,,,,,,,,
"25-45-40-50",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"28-45-95-92",1,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",6,3,3,0,0,0,0,0,0,0,0,0,1,2,3
"52-38-49-21",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"59-05-06-39",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,5,4,2,3,4,0,0,0,0,0,0,0,0,1
"07-23-34-26",1,"No","No","No","No","No","No","No","No",6,6,0,,,,,,,,,,,,
"74-55-33-17",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,12,0,,,,,,,,,,,,
"63-06-38-69",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,0,0,,,,,,,,,,,,
"05-74-67-92",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,0,0,,,,,,,,,,,,
"98-46-70-51",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,3,5,4,5,0,0,0,0,0,0,0,1,2,3
"36-97-15-03",2,"Yes","Yes","Yes","No","Yes","No","No","No",2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
"31-20-72-58",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,6,0,0,0,9,7,8,4,5
"59-12-76-31",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,2,4,3,4,0,0,0,0,0,0,0,0,1,2
"07-54-13-18",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,4,3,0,0,0,0,0,0,0,1,2,3,0,0
"84-52-73-65",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,4,1,0,0,0,0,0,0,0,0,4,3,2
"85-09-03-91",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,0,0,,,,,,,,,,,,
"56-01-39-00",1,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",8,4,0,,,,,,,,,,,,
"69-33-88-72",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,2,9,1,2,9,0,0,0,8,7,6,3,4,5
"26-09-67-07",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"69-39-81-14",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,4,5,0,0,0,0,0,0,0,1,2,3,4,5
"00-76-43-47",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",9,1,2,0,0,0,0,0,0,0,0,1,2,0,0
"29-40-24-48",2,"Yes","Yes","Yes","Yes","Yes","No","No","No",6,5,7,5,6,7,0,0,0,0,0,1,2,3,4
"79-00-21-46",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"46-34-68-84",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,0,10,6,7,8,9,10,0,0,1,2,3,4,5
"45-00-04-40",1,"No","No","No","No","No","No","No","No",4,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"22-15-19-43",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,11,0,1,2,3,4,5,6,7,8,9,10,11
"09-01-21-24",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,8,9,10,11,12,1,2,3,4,5,6,7
"28-05-99-59",2,"Yes","No","Yes","Yes","No","Yes","No","No",6,7,5,2,0,0,0,0,0,0,0,5,1,3,4
"78-33-63-09",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,6,7,4,5,6,7,0,0,0,0,0,1,2,3
"21-06-84-39",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,6,6,0,0,0,0,0,0,1,2,3,5,4,6
"96-45-29-81",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",10,2,0,,,,,,,,,,,,
"82-78-33-54",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,10,5,4,5,0,0,0,0,0,0,0,1,2,3
"01-53-98-85",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,2,4,1,2,3,4,0,0,0,0,0,0,0,0
"15-34-27-17",2,"Yes","Yes","Yes","No","Yes","Yes","Yes","No",7,7,5,3,4,5,0,0,0,0,0,0,0,1,2
"84-32-88-02",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,6,0,,,,,,,,,,,,
"02-43-89-26",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"36-62-21-63",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,8,4,1,2,3,4,0,0,0,0,0,0,0,0
"98-63-71-97",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,9,0,,,,,,,,,,,,
"07-88-71-07",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"18-07-56-01",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,3,7,5,6,7,0,0,0,0,0,1,2,3,4
"76-16-53-82",1,"Yes","No","Yes","No","Yes","Yes","No","Yes",10,10,2,0,0,0,2,1,0,0,0,0,0,0,0
"36-91-65-20",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,2,3,4,0,0,5,9,8,10,6,7,1
"22-29-07-01",2,"Yes","No","No","Yes","No","Yes","No","No",10,7,2,1,0,0,0,0,0,0,0,0,0,0,2
"53-93-66-67",2,"Yes","No","No","No","Yes","Yes","Yes","Yes",8,8,4,0,0,3,1,2,4,0,0,0,0,0,0
"37-39-06-63",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,7,6,7,0,0,0,0,0,1,2,3,4,5
"17-95-97-27",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,4,3,1,2,3,0,0,0,0,0,0,0,0,0
"92-61-03-62",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,6,5,0,0,0,0,0,0,0,1,2,4,3,5
"02-86-94-14",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",3,6,7,4,5,6,7,0,0,0,0,0,1,2,3
"26-53-37-24",1,"Yes","Yes","Yes","No","No","No","Yes","Yes",10,2,0,,,,,,,,,,,,
"73-57-99-74",1,"No","No","No","No","No","No","No","No",8,4,0,,,,,,,,,,,,
"49-29-23-58",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,4,3,1,0,0,0,0,0,0,0,0,0,2,3
"71-13-07-75",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,12,0,,,,,,,,,,,,
"19-53-43-56",1,"No","Yes","Yes","Yes","No","No","No","No",0,6,1,1,0,0,0,0,0,0,0,0,0,0,0
"57-61-80-20",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,6,0,0,0,0,0,0,1,2,4,3,5,6
"66-47-36-80",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,2,6,5,6,0,0,0,0,0,0,1,2,3,4
"55-47-02-66",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,4,7,5,6,7,0,0,0,0,0,1,2,3,4
"69-74-76-81",2,"No","No","No","No","No","No","No","No",6,6,0,,,,,,,,,,,,
"25-51-33-57",1,"Yes","Yes","Yes","No","No","Yes","Yes","No",10,10,2,0,0,0,0,0,0,0,0,0,1,2,0
"99-83-71-81",1,"Yes","Yes","No","Yes","No","No","No","No",5,6,6,1,0,0,0,0,0,0,6,5,4,3,2
"30-46-44-49",1,"No","Yes","Yes","No","Yes","No","No","No",8,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"03-30-12-96",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,6,2,0,0,0,0,0,0,0,0,0,1,2,0
"35-16-22-13",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,7,5,1,2,0,0,0,0,0,0,0,5,4,3
"96-28-28-46",2,"No","No","No","No","No","No","No","No",12,0,0,,,,,,,,,,,,
"10-32-26-69",2,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",10,2,0,,,,,,,,,,,,
"68-75-69-07",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,0,10,8,9,10,0,0,1,2,3,4,5,6,7
"02-58-63-69",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,7,0,,,,,,,,,,,,
"58-12-98-10",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,10,2,1,0,0,0,0,0,0,0,0,0,0,2
"22-68-19-10",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,0,10,6,7,8,9,10,0,0,1,2,3,4,5
"99-42-05-34",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,4,1,0,0,0,0,0,0,0,0,0,0,0,1
"21-29-11-98",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,6,0,,,,,,,,,,,,
"06-11-50-44",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,0,0,,,,,,,,,,,,
"38-44-09-59",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,4,5,2,3,4,5,0,0,0,0,0,0,0,1
"81-45-35-86",2,"No","No","No","No","No","No","No","No",4,9,3,1,2,3,0,0,0,0,0,0,0,0,0
"83-11-66-41",6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,5,4,0,0,4,2,3,1,0,0,0,0,0,0
"45-34-02-51",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,2,6,1,0,0,0,0,0,0,5,6,4,2,3
"26-37-15-28",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,5,7,3,4,5,6,7,0,0,0,0,0,1,2
"73-50-61-74",1,"Yes","No","No","No","No","No","Yes","No",10,6,2,0,0,0,0,0,0,0,0,0,0,2,1
"58-09-34-36",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,2,6,0,0,0,0,0,1,2,3,4,5,6,0
"94-78-30-89",1,"Yes","Yes","No","No","No","No","No","No",8,5,2,1,0,0,0,0,0,0,0,0,0,0,2
"97-62-61-29",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,3,2,1,0,0,0,0,0,0,0,0,0,0,2
"16-35-49-05",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,3,3,1,3,0,0,0,0,0,0,0,0,0,2
"18-48-69-27",1,"Yes","Yes","Yes","Yes","Yes","No","No","No",6,5,1,0,0,0,0,0,0,0,0,0,0,0,1
"30-61-23-28",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,4,1,2,0,0,0,0,0,0,0,0,3,4
"91-09-11-51",2,"Yes","Yes","Yes","Yes","Yes","No","No","No",6,6,0,,,,,,,,,,,,
"03-15-59-01",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,3,4,0,0,0,0,0,0,0,0,1,2,3,4
