interview__key,r_members__id,lbr3_1,lbr3_1_oth,emp_form,bus_yr,bus_dry,bus_rain,bus_days_wk,bus_hrs,bus_sales,bus_main_use__1,bus_main_use__2,bus_main_use__3,bus_main_use__4,bus_main_use__5,bus_main_use__6,bus_main_use__7,bus_main_use__96,bus_main_use__n888,bus_main_use_others,bus_input,bus_labor,bus_capital,bus_reg,bus_loc,bus_employe,tourism_motivate__1,tourism_motivate__2,tourism_motivate__3,tourism_motivate__4,tourism_motivate__5,tourism_motivate__6,tourism_motivate__7,tourism_motivate__8,tourism_motivate__96,tourism_motivate_oth,years_exp_agri,business_obstacle__1,business_obstacle__2,business_obstacle__3,business_obstacle__4,business_obstacle__5,business_obstacle__6,business_obstacle__7,business_obstacle__8,business_obstacle__9,business_obstacle__10,business_obstacle__11,business_obstacle__96,business_obstacle__n888,business_obstacle__n999,business_obs_oth,business_financing__1,business_financing__2,business_financing__3,business_financing__4,business_financing__5,business_financing__6,business_financing__7,business_financing__8,business_financing__9,business_financing__10,business_financing__11,business_financing__12,business_financing__96,business_financing__n888,business_financing__n999,business_financing_oth,business_finance__1,business_finance__2,business_finance__3,business_finance__4,business_finance__5,business_finance__6,business_finance__7,business_finance__8,business_finance__96,business_finance__n888,business_finance__n999,business_finance_oth,business_legal__1,business_legal__2,business_legal__3,business_legal__4,business_legal__5,business_legal__96,business_legal__n888,business_legal__n999,business_legal_oth,support_local_gov,support_local_kind__1,support_local_kind__2,support_local_kind__3,support_local_kind__4,support_local_kind__5,support_local_kind__6,support_local_kind__7,support_local_kind__8,support_local_kind__96,support_local_kind__n888,support_local_kind__n999,support_local_gov_oth,lbr3_2,lbr3_3,lbr3_4,lbr3_5,lbr3_5_1__1,lbr3_5_1__2,lbr3_5_1__3,lbr3_5_1__4,lbr3_5_1__5,lbr3_5_1__6,lbr3_5_1__7,lbr3_5_1__96,lbr3_5_1__n888,lbr3_5_1__n999,lbr3_5_1_oth,lbr3_6,lbr3_7,lbr3_8,lbr3_9,lbr3_9_1__1,lbr3_9_1__2,lbr3_9_1__3,lbr3_9_1__4,lbr3_9_1__5,lbr3_9_1__6,lbr3_9_1__7,lbr3_9_1__96,lbr3_9_1__n888,lbr3_9_1__n999,lbr3_9_1_oth,lbr3_10,lbr3_11,lbr3_12,lbr3_13,Ibr3_14__1,Ibr3_14__2,Ibr3_14__3,Ibr3_15,Ibr3_16,Ibr3_17,Ibr3_18,Ibr3_19,leave,sick_leave,lbr10,lbr10_1,job_search,job_search_oth,lbr09,emp_years,lbr11
"91-72-91-72",1,"Retail trade","","Self-employed/own business",24,3,0,2,3,300,0,1,2,3,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","No","Yes","No","No","No","No",,"2","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",.08,"Very dissatisfied"
"93-76-93-98",1,"Others, specify","None","Self-employed/own business",1,4,5,5,4,2000,0,1,2,3,0,0,0,0,0,"",300,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"5","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Market is too far",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",.5,"Neither"
"55-00-90-34",2,"Retail trade","","Self-employed/own business",24,6,6,6,8,2000,1,2,3,0,0,0,0,0,0,"",1000,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"2","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Less  daily sales",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Satisfied"
"74-92-93-10",1,"Others, specify","Grocery Shop","Self-employed/own business",17,6,6,5,12,1000,0,1,2,0,0,0,0,0,0,"",800,0,0,"No","Village in region",1,"No","No","Yes","Yes","No","No","No","No","No",,"17","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",7,"Very satisfied"
"74-92-93-10",2,"Others, specify","Traditional Beer Maker And  Seller","Self-employed/own business",8,2,6,7,4,3000,0,1,2,0,0,0,0,0,0,"",2600,0,0,"No","Village in region",1,"No","No","No","Yes","No","No","No","No","No",,"1","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","people taking on credit",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1,"Very satisfied"
"62-57-54-10",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","crusher (Katima Stone)","In other rural area within or outside this district","Permanent",2800,0,1,0,2,0,0,0,0,0,0,"",7,8,,,,,,,,,,,,,"",,,,,"Yes","Yes","No","Yes","No","No","No","No","No","No","Long term permanent contract","","Others, specify","recommendation from one of the employees","No",5,"Satisfied"
"23-46-49-04",1,"Others, specify","Charcoal Selling","Self-employed/own business",24,6,6,2,2,1000,0,1,2,0,0,0,0,0,0,"",600,0,0,"No","Village in region",1,"No","No","Yes","Yes","No","No","No","No","No",,"2","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Very satisfied"
"74-82-45-40",1,"Others, specify","Charcoal Burning Production","Self-employed/own business",17,6,6,7,5,250,0,1,0,3,2,0,0,0,0,"",60,0,0,"No","Village in region",1,"No","No","No","Yes","Yes","No","No","No","No",,"1","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","high labor",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1,"Neither"
"35-24-65-37",2,"Small-scale farm","","Self-employed/own business",4,6,4,3,6,400,0,1,2,3,0,0,0,0,0,"",0,0,0,"No","Town outside region",0,"No","Yes","No","Yes","Yes","No","No","No","No",,"4","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,"No","No","No","Yes","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",4,"Satisfied"
"13-57-44-05",2,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Lusu east secondary school","In this village","Permanent",5100,1,2,0,0,3,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Fixed term permanent contract","","Public employment/recruitment agency","","Yes",24,"Very satisfied"
"02-25-92-18",1,"Others, specify","Selling Of Small Items","Self-employed/own business",36,6,6,6,8,3500,0,1,2,0,0,0,0,0,0,"",700,10,0,"No","Village in region",1,"No","No","Yes","No","No","No","No","No","No",,"5","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","much competition",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","Yes","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,"Yes",0,1,0,1,0,0,0,0,0,0,0,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",3,"Very satisfied"
"49-92-48-01",1,"Others, specify","Construction","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Individuals","Outside the country","Seasonal",,,,,,,,,,,,"",,,"Per month",500,0,1,2,3,4,0,0,0,0,0,"",2,0,6,8,"No","No","No","No","No","No","No","No","No","Yes","No contract (informal)","","Private employment/recruitment agency","","No",.5,"Satisfied"
"86-85-54-02",1,"Others, specify","Cooking For Patients","Self-employed/own business",24,3,4,7,5,400,0,1,0,2,0,0,0,0,0,"",100,0,200,"No","Village in region",0,"No","No","No","No","Yes","No","No","No","No",,"2","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","most of the time people borrow my products but fail to pay",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Satisfied"
"25-71-60-55",1,"Small-scale farm","","Self-employed/own business",36,6,6,6,2,0,,,,,,,,,,"",10,0,10,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"3","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",.08,"dissatisfied"
"25-71-60-55",1,"Retail trade","","Self-employed/own business",192,4,2,6,4,100,0,1,0,0,0,0,0,0,0,"",0,0,0,"No","village outside region",0,"No","No","No","Yes","No","No","No","No","No",,"16","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",.08,"Satisfied"
"14-03-97-85",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Ministry of Education","In this village","Permanent",6000,4,1,2,3,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",.08,"Satisfied"
"85-88-72-49",4,"Others, specify","She Is Working In A Shop","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Momona restaurant","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",150,0,0,0,0,0,0,0,1,0,0,"buy basic things like soap, clothes, food",0,0,,,"No","Yes","No","Yes","No","No","No","No","No","No","Part-time contract","","From family and relatives","","No",.1,"dissatisfied"
"44-34-38-88",1,"Travel and Tourism","","Self-employed/own business",12,6,6,6,5,50,0,1,0,2,0,0,0,0,0,"",0,0,0,"No","Village in region",1,"No","No","No","No","Yes","No","No","No","No",,"2","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Neither"
"61-08-28-75",1,"Others, specify","Trading","Self-employed/own business",2,2,0,6,5,430,0,1,2,3,0,0,0,0,0,"",1200,0,0,"No","Village in region",0,"No","Yes","No","No","Yes","No","No","No","No",,"1","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","Yes","No","No","No",,"Yes","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1,"dissatisfied"
"50-08-29-58",4,"Others, specify","Own Business","Self-employed/own business",1,3,2,7,3,100,1,0,0,2,0,0,0,0,0,"",100,0,0,"No","Village in region",0,"No","Yes","No","No","Yes","No","No","No","No",,"1","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1,"dissatisfied"
"36-57-67-99",2,"Retail trade","","Self-employed/own business",3,5,0,5,4,1000,0,1,2,3,4,0,0,0,0,"",100,0,500,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"3","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",.08,"Satisfied"
"63-06-38-69",2,"Others, specify","Weaving","Self-employed/own business",53,3,0,6,9,3600,0,1,2,0,3,0,0,0,0,"",0,0,0,"No","Village in region",1,"No","No","Yes","No","Yes","No","No","No","No",,"4","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",4,"Neither"
"26-09-67-07",1,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Likaka Lodge","In this village","Permanent",1500,0,1,2,3,4,0,0,0,0,0,"",6,8,,,,,,,,,,,,,"",,,,,"Yes","Yes","No","No","No","No","No","No","No","No","Long term permanent contract","","Public employment/recruitment agency","","No",12,"Satisfied"
"79-00-21-46",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Ministry of education","In this village","Permanent",7000,0,1,2,3,4,5,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",17,"Neither"
"79-00-21-46",2,"Others, specify","Trailer","Self-employed/own business",12,6,6,4,4,200,0,1,2,0,0,0,0,0,0,"",300,0,0,"No","Village in region",1,"No","No","No","No","No","No","No","No","Yes",,"10","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","credit customers",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",10,"Satisfied"
"02-43-89-26",3,"Domestic/household helper","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Mr. Bruce","Outside the country","Seasonal",,,,,,,,,,,,"",,,"Per month",700,0,1,0,0,0,0,0,2,0,0,"supporting parents with basic needs",6,6,5,8,"No","Yes","Yes","No","No","Yes","No","No","No","Yes","Daily wage labourer","","From neighbors or friends","","No",1,"Neither"
"07-88-71-07",1,"Others, specify","Charcoal Burner","Self-employed/own business",5,5,0,7,4,360,0,1,0,2,0,0,0,0,0,"",30,0,0,"No","Village in region",1,"No","No","No","Yes","No","No","No","No","No",,"9","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","lack of manpower",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",9,"dissatisfied"
"07-88-71-07",8,"Others, specify","Timber Production","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Chinese timber production company","In other rural area within or outside this district","Seasonal",,,,,,,,,,,,"",,,"Per day",50,0,1,0,2,0,0,0,0,0,0,"",6,6,5,8,"Yes","Yes","No","No","Yes","No","No","No","No","No","Daily wage labourer","","From neighbors or friends","","No",2,"Satisfied"
"26-53-37-24",1,"Others, specify","Agriculture Agent","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Sesheke West Community Resource Board","In this village","Permanent",450,0,1,0,0,2,0,0,0,0,0,"",5,6,,,,,,,,,,,,,"",,,,,"No","No","Yes","No","No","Yes","No","No","Yes","Yes","Long term permanent contract","","Farmer or producer organizations or cooperatives","","No",13,"Satisfied"
"73-57-99-74",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Ministry of education","In this village","Permanent",7000,0,1,2,3,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",15,"dissatisfied"
"69-74-76-81",1,"Other public sector","Department Of National Park And Wild Life","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Department of National Park and Wild life","In this village","Permanent",5000,0,1,2,3,0,0,0,0,0,0,"",7,12,,,,,,,,,,,,,"",,,,,"Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",10,"Satisfied"
