interview__key,r_asset_own__id,ha0_1,ha0_2,ha0_3__0,ha0_3__1,ha0_4
"37-56-42-12","Building","1",2,"Yes",,"I don't know"
"37-56-42-12","Solar panel","1",1,"Yes",,"I don't know"
"16-65-20-98","Simple Mobile Phone","1",1,,,"200"
"16-65-20-98","Building","2",1,"Yes",,"3000"
"09-74-03-14","Plastic chairs","2",3,"Yes",,"70"
"39-03-54-61","Simple Mobile Phone","1",0,,,"85"
"39-03-54-61","Building","1",1,"Yes",,"I don't know"
"39-03-54-61","Television","1",1,"Yes",,"I don't know"
"39-03-54-61","Living room furniture set","4",4,"Yes",,"I don't know"
"39-03-54-61","Plastic chairs","2",2,"Yes",,"60"
"39-03-54-61","Solar panel","1",1,"Yes",,"1000"
"86-35-86-55","Smart Phone","3",2,"Yes",,"2000"
"86-35-86-55","Motor vehicle","1",1,"Yes",,"15000"
"86-35-86-55","Bicycle","2",0,"Yes",,"1000"
"86-35-86-55","Building","1",0,"Yes",,"1e+06"
"86-35-86-55","Electric Stove","1",1,"Yes",,"3000"
"86-35-86-55","Washing Machine","1",1,"Yes",,"3000"
"86-35-86-55","Radio","1",1,"Yes",,"2300"
"86-35-86-55","Television","2",2,"Yes",,"I don't know"
"86-35-86-55","Computer- laptop or desktop","2",2,"Yes",,"3000"
"86-35-86-55","Living room furniture set","1",1,"Yes",,"2000"
"86-35-86-55","Plastic chairs","3",3,"Yes",,"1000"
"86-35-86-55","Wheelbarrow","1",0,"Yes",,"I don't know"
"86-35-86-55","Solar panel","1",0,"Yes",,"I don't know"
"86-35-86-55","Battery bank","1",0,"Yes",,"I don't know"
"88-11-61-94","Simple Mobile Phone","2",2,"Yes",,"300"
"88-11-61-94","Building","2",2,"Yes",,"9000"
"88-11-61-94","Radio","1",1,"Yes",,"600"
"88-11-61-94","Living room furniture set","1",1,"Yes",,"1800"
"88-11-61-94","Plough","2",2,"Yes",,"1000"
"88-11-61-94","Boats","1",1,"Yes",,"500"
"93-61-35-58","Simple Mobile Phone","1",1,,,"90"
"93-61-35-58","Bicycle","1",0,"Yes",,"600"
"93-61-35-58","Building","2",0,"Yes",,"I don't know"
"93-61-35-58","Radio","1",1,"Yes",,"300"
"93-61-35-58","Plastic chairs","2",2,"Yes",,"150"
"93-61-35-58","Solar panel","1",0,"Yes",,"150"
"87-48-20-01","Simple Mobile Phone","1",6,"Yes",,"70"
"87-48-20-01","Building","1",1,,,"10000"
"87-48-20-01","Solar panel","1",1,"Yes",,"200"
"66-77-51-72","Simple Mobile Phone","1",3,"Yes",,"80"
"66-77-51-72","Building","1",1,"Yes",,"5000"
"66-77-51-72","Plough","1",3,"Yes",,"2300"
"31-16-66-31","Simple Mobile Phone","3",0,"Yes",,"500"
"31-16-66-31","Plastic chairs","3",3,"Yes",,"70"
"31-16-66-31","Solar panel","1",0,"Yes",,"1000"
"88-03-82-39","Simple Mobile Phone","1",3,"Yes",,"100"
"88-03-82-39","Building","1",1,"Yes",,"1000"
"88-03-82-39","Plastic chairs","2",4,"Yes",,"40"
"88-03-82-39","Plough","1",1,"Yes",,"1000"
"88-03-82-39","Solar panel","1",0,"Yes",,"200"
"59-90-45-51","Simple Mobile Phone","2",2,"Yes",,"150"
"59-90-45-51","Building","3",2,"Yes",,"2500"
"59-90-45-51","Solar panel","2",1,"Yes",,"150"
"68-61-83-10","Simple Mobile Phone","1",1,"Yes",,"150"
"68-61-83-10","Bicycle","1",1,"Yes",,"1000"
"68-61-83-10","Radio","1",1,"Yes",,"I don't know"
"68-61-83-10","Living room furniture set","1",1,"Yes",,"700"
"68-61-83-10","Plastic chairs","4",4,"Yes",,"50"
"68-61-83-10","Plough","1",1,"Yes",,"1000"
"96-11-54-44","Simple Mobile Phone","2",1,"Yes",,"70"
"96-11-54-44","Bicycle","1",1,"Yes",,"700"
"96-11-54-44","Building","1",1,"Yes",,"1000"
"96-11-54-44","Radio","1",0,"Yes",,"2000"
"96-11-54-44","Plastic chairs","4",2,"Yes",,"320"
"96-11-54-44","Plough","1",1,"Yes",,"1500"
"96-11-54-44","Boats","2",1,"Yes",,"2000"
"70-22-33-16","Simple Mobile Phone","2",3,"Yes",,"80"
"70-22-33-16","Building","1",1,"Yes",,"I don't know"
"70-22-33-16","Radio","1",1,"Yes",,"180"
"70-22-33-16","Plastic chairs","4",4,"Yes",,"150"
"70-22-33-16","Plough","3",3,"Yes",,"1000"
"70-22-33-16","Solar panel","1",1,"Yes",,"I don't know"
"12-54-99-38","Simple Mobile Phone","2",2,"Yes",,"200"
"12-54-99-38","Bicycle","1",1,"Yes",,"I don't know"
"12-54-99-38","Building","1",1,"Yes",,"I don't know"
"12-54-99-38","Radio","1",1,"Yes",,"I don't know"
"12-54-99-38","Plastic chairs","2",2,"Yes",,"I don't know"
"12-54-99-38","Plough","1",1,"Yes",,"I don't know"
"12-54-99-38","Solar panel","1",1,"Yes",,"I don't know"
"39-44-22-57","Simple Mobile Phone","1",1,"Yes",,"Refused to answer"
"39-44-22-57","Plastic chairs","2",2,"Yes",,"4"
"11-92-45-50","Simple Mobile Phone","2",1,"Yes",,"100"
"11-92-45-50","Plastic chairs","4",4,"Yes",,"I don't know"
"11-92-45-50","Plough","1",1,"Yes",,"800"
"73-14-88-64","Simple Mobile Phone","2",3,"Yes",,"I don't know"
"73-14-88-64","Bicycle","1",1,"Yes",,"I don't know"
"73-14-88-64","Radio","1",1,"Yes",,"I don't know"
"73-14-88-64","Television","1",1,"Yes",,"I don't know"
"73-14-88-64","Plough","1",1,"Yes",,"I don't know"
"59-60-22-11","Simple Mobile Phone","1",2,"Yes",,"100"
"59-60-22-11","Solar panel","1",1,"Yes",,"2500"
"63-18-15-01","Simple Mobile Phone","2",2,"Yes",,"200"
"63-18-15-01","Bicycle","1",1,"Yes",,"I don't know"
"63-18-15-01","Building","3",3,"Yes",,"I don't know"
"63-18-15-01","Radio","1",3,"Yes",,"100"
"63-18-15-01","Plastic chairs","4",4,"Yes",,"I don't know"
"63-18-15-01","Plough","1",2,"Yes",,"700"
"63-18-15-01","Solar panel","1",2,"Yes",,"300"
"40-24-89-40","Simple Mobile Phone","1",1,"Yes",,"100"
"40-24-89-40","Building","1",1,"Yes",,"I don't know"
"26-37-34-30","Simple Mobile Phone","2",2,"Yes",,"100"
"26-37-34-30","Plastic chairs","12",12,"Yes",,"50"
"26-37-34-30","Plough","1",1,"Yes",,"2000"
"57-72-53-25","Simple Mobile Phone","2",1,"Yes",,"170"
"57-72-53-25","Bicycle","1",1,"Yes",,"3500"
"57-72-53-25","Building","3",2,"Yes",,"3795"
"57-72-53-25","Radio","1",1,"Yes",,"180"
"57-72-53-25","Plastic chairs","5",2,"Yes",,"475"
"57-72-53-25","Plough","2",1,"Yes",,"2400"
"57-72-53-25","Boats","1",1,"Yes",,"1300"
"57-72-53-25","Solar panel","2",1,"Yes",,"3450"
"57-72-53-25","Battery bank","1",0,"Yes",,"700"
"15-31-68-47","Simple Mobile Phone","2",2,"Yes",,"250"
"15-31-68-47","Radio","1",1,"Yes",,"300"
"15-31-68-47","Plastic chairs","4",4,"Yes",,"50"
"15-31-68-47","Plough","2",2,"Yes",,"700"
"15-31-68-47","Solar panel","1",1,"Yes",,"500"
"54-23-26-42","Simple Mobile Phone","2",3,"Yes",,"250"
"54-23-26-42","Building","1",1,"Yes",,"1700"
"54-23-26-42","Plastic chairs","2",8,"Yes",,"100"
"54-23-26-42","Solar panel","3",4,"Yes",,"300"
"06-33-74-17","Simple Mobile Phone","1",2,"Yes",,"150"
"06-33-74-17","Building","1",1,"Yes",,"150"
"09-17-76-18","Simple Mobile Phone","1",1,"Yes",,"250"
"09-17-76-18","Building","1",4,"Yes",,"800"
"91-72-91-72","Simple Mobile Phone","2",1,"Yes",,"100"
"91-72-91-72","Building","1",1,"Yes",,"3000"
"91-72-91-72","Radio","1",0,"Yes",,"2000"
"91-72-91-72","Television","1",1,"Yes",,"1000"
"91-72-91-72","Living room furniture set","5",5,"Yes",,"1500"
"91-72-91-72","Plastic chairs","3",0,"Yes",,"150"
"91-72-91-72","Plough","1",0,"Yes",,"500"
"91-72-91-72","Solar panel","1",0,"Yes",,"1500"
"07-58-36-50","Simple Mobile Phone","1",1,"Yes",,"Refused to answer"
"07-58-36-50","Radio","1",0,"Yes",,"Refused to answer"
"07-58-36-50","Living room furniture set","1",0,"Yes",,"Refused to answer"
"07-58-36-50","Plastic chairs","3",3,"Yes",,"Refused to answer"
"27-63-39-98","Simple Mobile Phone","1",3,,,"200"
"27-63-39-98","Building","1",1,"Yes",,"2800"
"27-63-39-98","Plough","1",3,"Yes",,"1500"
"27-63-39-98","Solar panel","1",4,"Yes",,"200"
"31-14-07-01","Smart Phone","1",1,"Yes",,"800"
"31-14-07-01","Building","1",1,"Yes",,"800"
"31-14-07-01","Radio","1",0,"Yes",,"500"
"31-14-07-01","Living room furniture set","4",1,"Yes",,"600"
"31-14-07-01","Plastic chairs","4",0,"Yes",,"80"
"96-79-76-17","Simple Mobile Phone","3",3,"Yes",,"900"
"96-79-76-17","Bicycle","1",1,"Yes",,"400"
"96-79-76-17","Building","3",2,"Yes",,"20000"
"96-79-76-17","Radio","1",1,"Yes",,"80"
"96-79-76-17","Television","1",1,"Yes",,"1700"
"96-79-76-17","Living room furniture set","1",1,"Yes",,"3000"
"96-79-76-17","Plastic chairs","2",2,"Yes",,"300"
"96-79-76-17","Solar panel","1",1,"Yes",,"3000"
"23-90-90-29","Simple Mobile Phone","2",2,"Yes",,"100"
"23-90-90-29","Building","3",2,"Yes",,"70000"
"23-90-90-29","Radio","2",2,"Yes",,"3000"
"23-90-90-29","Television","1",1,"Yes",,"5000"
"23-90-90-29","Living room furniture set","4",4,"Yes",,"5000"
"23-90-90-29","Plough","1",1,"Yes",,"2000"
"99-47-47-96","Simple Mobile Phone","1",1,"Yes",,"0"
"99-47-47-96","Plough","1",1,"Yes",,"1000"
"93-76-93-98","Simple Mobile Phone","1",1,"Yes",,"20"
"93-76-93-98","Building","1",1,"Yes",,"I don't know"
"93-76-93-98","Plastic chairs","4",4,"Yes",,"I don't know"
"02-49-04-36","Simple Mobile Phone","2",1,"Yes",,"Refused to answer"
"02-49-04-36","Living room furniture set","1",1,"Yes",,"Refused to answer"
"02-49-04-36","Plastic chairs","4",4,"Yes",,"Refused to answer"
"02-49-04-36","Plough","2",2,"Yes",,"Refused to answer"
"02-49-04-36","Solar panel","1",1,"Yes",,"Refused to answer"
"97-96-55-67","Simple Mobile Phone","1",1,"Yes",,"250"
"97-96-55-67","Smart Phone","1",1,,,"I don't know"
"97-96-55-67","Bicycle","1",1,,,"I don't know"
"97-96-55-67","Building","2",1,,,"I don't know"
"97-96-55-67","Radio","1",2,,,"2000"
"97-96-55-67","Television","1",0,,,"I don't know"
"97-96-55-67","Living room furniture set","4",0,,,"I don't know"
"97-96-55-67","Solar panel","1",1,,,"I don't know"
"55-00-90-34","Smart Phone","2",1,"Yes",,"1000"
"55-00-90-34","Motor vehicle","1",1,"Yes",,"35000"
"55-00-90-34","Building","3",1,"Yes",,"20000"
"55-00-90-34","Radio","1",1,"Yes",,"1000"
"55-00-90-34","Television","1",1,"Yes",,"1800"
"55-00-90-34","Living room furniture set","1",1,"Yes",,"3000"
"55-00-90-34","Plastic chairs","6",8,"Yes",,"50"
"55-00-90-34","Plough","1",1,"Yes",,"1500"
"55-00-90-34","Solar panel","2",1,"Yes",,"2000"
"55-00-90-34","Battery bank","2",1,"Yes",,"1000"
"74-92-93-10","Simple Mobile Phone","2",2,"Yes",,"200"
"74-92-93-10","Bicycle","1",0,"Yes",,"700"
"74-92-93-10","Refrigerator","1",0,"Yes",,"2500"
"74-92-93-10","Radio","1",1,"Yes",,"1000"
"74-92-93-10","Television","1",0,"Yes",,"500"
"74-92-93-10","Living room furniture set","1",0,"Yes",,"1500"
"74-92-93-10","Plough","1",1,"Yes",,"500"
"74-92-93-10","Solar panel","1",1,"Yes",,"500"
"74-92-93-10","Battery bank","1",1,"Yes",,"200"
"62-57-54-10","Simple Mobile Phone","2",2,"Yes",,"170"
"62-57-54-10","Bicycle","1",1,"Yes",,"1800"
"62-57-54-10","Radio","2",1,"Yes",,"1500"
"62-57-54-10","Television","1",1,"Yes",,"2500"
"62-57-54-10","Living room furniture set","1",1,,,"3000"
"62-57-54-10","Plastic chairs","4",8,,,"80"
"62-57-54-10","Plough","2",2,"Yes",,"700"
"62-57-54-10","Solar panel","1",1,"Yes",,"1100"
"81-64-58-33","Simple Mobile Phone","1",2,"Yes",,"200"
"81-64-58-33","Building","1",1,"Yes",,"I don't know"
"81-64-58-33","Radio","1",1,"Yes",,"200"
"81-64-58-33","Plastic chairs","12",12,"Yes",,"150"
"81-64-58-33","Plough","1",1,"Yes",,"1200"
"81-64-58-33","Solar panel","1",1,"Yes",,"300"
"51-16-15-92","Simple Mobile Phone","1",0,,,"I don't know"
"51-16-15-92","Building","1",0,"Yes",,"I don't know"
"51-16-15-92","Plastic chairs","3",3,"Yes",,"60"
"51-16-15-92","Plough","1",1,"Yes",,"1000"
"63-16-06-54","Simple Mobile Phone","2",2,"Yes",,"100"
"63-16-06-54","Bicycle","1",1,"Yes",,"1500"
"63-16-06-54","Building","1",1,"Yes",,"20000"
"63-16-06-54","Television","1",0,"Yes",,"3000"
"63-16-06-54","Plastic chairs","5",8,"Yes",,"50"
"63-16-06-54","Plough","1",1,"Yes",,"800"
"63-16-06-54","Solar panel","2",0,"Yes",,"2000"
"63-16-06-54","Battery bank","1",0,"Yes",,"300"
"32-07-75-14","Bicycle","1",0,"Yes",,"1500"
"32-07-75-14","Radio","1",1,"Yes",,"500"
"32-07-75-14","Living room furniture set","1",0,"Yes",,"5000"
"32-07-75-14","Plough","2",1,"Yes",,"600"
"32-07-75-14","Solar panel","1",1,"Yes",,"600"
"32-07-75-14","Battery bank","1",0,"Yes",,"200"
"23-46-49-04","Simple Mobile Phone","1",9,"Yes",,"I don't know"
"23-46-49-04","Plastic chairs","2",2,"Yes",,"I don't know"
"81-47-15-41","Building","1",1,"Yes",,"3000"
"81-47-15-41","Plastic chairs","4",4,"Yes",,"100"
"71-03-17-29","Smart Phone","1",1,"Yes",,"500"
"71-03-17-29","Building","2",1,"Yes",,"1000"
"71-03-17-29","Solar panel","1",1,"Yes",,"500"
"22-02-08-34","Simple Mobile Phone","1",1,,,"100"
"22-02-08-34","Building","1",1,"Yes",,"I don't know"
"35-24-65-37","Simple Mobile Phone","2",4,"Yes",,"100"
"35-24-65-37","Building","1",1,"Yes",,"5000"
"35-24-65-37","Radio","1",0,"Yes",,"200"
"35-24-65-37","Living room furniture set","1",1,"Yes",,"700"
"94-94-59-77","Simple Mobile Phone","1",1,,,"180"
"94-94-59-77","Building","1",1,"Yes",,"5000"
"94-94-59-77","Radio","1",2,"Yes",,"450"
"94-94-59-77","Plough","1",1,"Yes",,"500"
"94-94-59-77","Solar panel","1",1,"Yes",,"250"
"62-18-60-04","Simple Mobile Phone","2",0,"Yes",,"200"
"62-18-60-04","Solar panel","1",1,"Yes",,"250"
"62-18-60-04","Battery bank","1",1,"Yes",,"500"
"13-57-44-05","Smart Phone","2",2,"Yes",,"1000"
"13-57-44-05","Building","1",1,"Yes",,"I don't know"
"13-57-44-05","Refrigerator","1",1,"Yes",,"1"
"13-57-44-05","Radio","1",1,"Yes",,"1000"
"13-57-44-05","Television","2",2,"Yes",,"2000"
"13-57-44-05","Living room furniture set","1",1,"Yes",,"4000"
"13-57-44-05","Solar panel","2",2,"Yes",,"3000"
"53-63-07-20","Simple Mobile Phone","1",1,"Yes",,"I don't know"
"53-63-07-20","Building","1",1,"Yes",,"I don't know"
"53-63-07-20","Radio","1",1,"Yes",,"I don't know"
"53-63-07-20","Plastic chairs","4",4,"Yes",,"I don't know"
"53-63-07-20","Solar panel","1",1,"Yes",,"I don't know"
"67-75-50-83","Building","1",1,"Yes",,"3500"
"67-75-50-83","Radio","1",0,"Yes",,"150"
"67-75-50-83","Living room furniture set","1",1,"Yes",,"650"
"67-75-50-83","Plastic chairs","4",4,"Yes",,"100"
"02-25-92-18","Simple Mobile Phone","3",1,"Yes",,"170"
"02-25-92-18","Plastic chairs","6",4,"Yes",,"70"
"02-25-92-18","Solar panel","2",2,"Yes",,"140"
"02-25-92-18","Battery bank","1",1,"Yes",,"360"
"49-92-48-01","Simple Mobile Phone","1",1,"Yes",,"60"
"49-92-48-01","Building","1",1,"Yes",,"I don't know"
"49-92-48-01","Radio","1",1,"Yes",,"70"
"49-92-48-01","Television","1",1,"Yes",,"1500"
"49-92-48-01","Living room furniture set","1",1,"Yes",,"3500"
"49-92-48-01","Plastic chairs","3",0,"Yes",,"100"
"49-92-48-01","Solar panel","1",0,"Yes",,"I don't know"
"86-85-54-02","Simple Mobile Phone","1",1,"Yes",,"100"
"86-85-54-02","Building","2",1,"Yes",,"2000"
"25-71-60-55","Simple Mobile Phone","1",1,"Yes",,"70"
"25-71-60-55","Building","1",1,"Yes",,"I don't know"
"25-71-60-55","Plastic chairs","2",2,"Yes",,"90"
"52-17-01-39","Simple Mobile Phone","2",2,"Yes",,"200"
"52-17-01-39","Plastic chairs","6",6,"Yes",,"Refused to answer"
"52-17-01-39","Plough","2",2,"Yes",,"1000"
"52-17-01-39","Solar panel","1",1,"Yes",,"I don't know"
"85-68-71-94","Simple Mobile Phone","1",1,"Yes",,"I don't know"
"85-68-71-94","Radio","1",1,"Yes",,"500"
"85-68-71-94","Solar panel","1",1,"Yes",,"250"
"85-68-71-94","Battery bank","1",1,"Yes",,"100"
"88-33-53-02","Simple Mobile Phone","1",2,"Yes",,"200"
"88-33-53-02","Building","1",1,"Yes",,"I don't know"
"88-33-53-02","Radio","1",1,"Yes",,"I don't know"
"88-33-53-02","Plastic chairs","1",3,"Yes",,"I don't know"
"88-33-53-02","Plough","1",1,"Yes",,"500"
"73-16-52-51","Building","4",4,"Yes",,"200"
"73-16-52-51","Plastic chairs","2",4,"Yes",,"30"
"29-32-71-31","Simple Mobile Phone","1",1,"Yes",,"200"
"29-32-71-31","Building","1",1,"Yes",,"8000"
"29-32-71-31","Radio","1",1,"Yes",,"350"
"29-32-71-31","Plastic chairs","4",10,"Yes",,"80"
"29-32-71-31","Plough","2",2,"Yes",,"1000"
"29-32-71-31","Solar panel","1",1,"Yes",,"600"
"08-80-55-70","Simple Mobile Phone","1",1,"Yes",,"150"
"58-68-82-05","Building","2",0,"Yes",,"I don't know"
"58-68-82-05","Plough","1",1,"Yes",,"I don't know"
"40-89-66-86","Simple Mobile Phone","1",0,"Yes",,"100"
"40-89-66-86","Building","1",1,"Yes",,"15000"
"40-89-66-86","Radio","1",0,"Yes",,"200"
"40-89-66-86","Plough","1",1,"Yes",,"600"
"40-89-66-86","Solar panel","1",0,"Yes",,"150"
"40-89-66-86","Battery bank","1",0,"Yes",,"150"
"88-30-77-96","Simple Mobile Phone","1",1,,,"350"
"88-30-77-96","Building","4",4,"Yes",,"35000"
"88-30-77-96","Radio","1",5,"Yes",,"200"
"88-30-77-96","Plough","1",2,"Yes",,"17000"
"88-30-77-96","Solar panel","3",6,"Yes",,"12000"
"72-26-90-86","Simple Mobile Phone","1",0,"Yes",,"I don't know"
"72-26-90-86","Building","2",1,"Yes",,"I don't know"
"72-26-90-86","Plastic chairs","4",4,"Yes",,"I don't know"
"72-26-90-86","Boats","1",0,"Yes",,"I don't know"
"72-26-90-86","Solar panel","1",1,"Yes",,"I don't know"
"49-59-81-92","Building","1",1,"Yes",,"500"
"21-01-20-88","Building","4",3,"Yes",,"500"
"21-01-20-88","Plastic chairs","2",1,"Yes",,"100"
"79-70-14-90","Building","1",1,"Yes",,"300"
"80-75-47-72","Building","1",1,"Yes",,"500"
"56-08-93-09","Simple Mobile Phone","2",6,"Yes",,"150"
"56-08-93-09","Building","1",1,"Yes",,"10000"
"56-08-93-09","Television","1",0,"Yes",,"1400"
"56-08-93-09","Living room furniture set","1",1,"Yes",,"500"
"56-08-93-09","Plough","1",1,"Yes",,"1000"
"56-08-93-09","Solar panel","1",0,"Yes",,"1500"
"17-42-48-26","Building","1",1,"Yes",,"I don't know"
"48-20-15-07","Simple Mobile Phone","1",3,"Yes",,"160"
"48-20-15-07","Bicycle","1",0,,,"2500"
"48-20-15-07","Building","1",1,"Yes",,"200"
"48-20-15-07","Television","1",0,"Yes",,"2000"
"48-20-15-07","Living room furniture set","1",1,"Yes",,"600"
"48-20-15-07","Plastic chairs","1",4,"Yes",,"120"
"48-20-15-07","Wheelbarrow","1",1,"Yes",,"800"
"14-03-97-85","Simple Mobile Phone","2",1,"Yes",,"300"
"14-03-97-85","Smart Phone","1",0,"Yes",,"3500"
"14-03-97-85","Motor Cycle /Scooter","1",0,"Yes",,"15000"
"14-03-97-85","Bicycle","1",0,"Yes",,"1000"
"14-03-97-85","Building","1",0,"Yes",,"30000"
"14-03-97-85","Radio","1",1,"Yes",,"1500"
"14-03-97-85","Television","1",0,"Yes",,"3000"
"14-03-97-85","Computer- laptop or desktop","1",0,"Yes",,"3500"
"14-03-97-85","Living room furniture set","4",4,"Yes",,"2000"
"14-03-97-85","Plastic chairs","6",4,"Yes",,"100"
"14-03-97-85","Plough","1",1,"Yes",,"1500"
"14-03-97-85","Boats","1",1,"Yes",,"1000"
"14-03-97-85","Solar panel","3",1,"Yes",,"2000"
"85-88-72-49","Building","4",3,"Yes",,"250"
"44-34-38-88","Simple Mobile Phone","2",2,"Yes",,"200"
"44-34-38-88","Plastic chairs","3",0,"Yes",,"I don't know"
"83-00-22-24","Building","2",19,"Yes",,"I don't know"
"83-00-22-24","Plastic chairs","2",0,"Yes",,"I don't know"
"53-00-05-97","Simple Mobile Phone","1",1,,,"100"
"53-00-05-97","Building","1",1,"Yes",,"500"
"53-00-05-97","Plastic chairs","2",2,"Yes",,"25"
"53-00-05-97","Solar panel","1",1,"Yes",,"200"
"57-74-38-33","Simple Mobile Phone","2",1,"Yes",,"200"
"57-74-38-33","Bicycle","1",1,"Yes",,"700"
"57-74-38-33","Building","1",1,"Yes",,"15000"
"57-74-38-33","Radio","1",1,"Yes",,"1000"
"57-74-38-33","Plough","1",1,"Yes",,"700"
"57-74-38-33","Solar panel","1",1,"Yes",,"1500"
"67-69-19-83","Simple Mobile Phone","1",1,"Yes",,"100"
"67-69-19-83","Plastic chairs","2",2,"Yes",,"30"
"65-02-79-39","Building","1",1,"Yes",,"I don't know"
"36-55-19-74","Simple Mobile Phone","1",1,,,"200"
"02-47-11-50","Building","1",1,"Yes",,"I don't know"
"34-55-62-08","Simple Mobile Phone","1",2,"Yes",,"150"
"34-55-62-08","Bicycle","1",1,"Yes",,"200"
"34-55-62-08","Building","1",1,"Yes",,"2500"
"34-55-62-08","Plastic chairs","3",4,"Yes",,"100"
"34-55-62-08","Plough","1",1,"Yes",,"1500"
"34-55-62-08","Boats","1",0,"Yes",,"300"
"34-55-62-08","Solar panel","1",0,"Yes",,"2000"
"21-53-06-24","Simple Mobile Phone","1",1,,,"I don't know"
"21-53-06-24","Building","3",2,"Yes",,"I don't know"
"21-53-06-24","Radio","11",1,"Yes",,"I don't know"
"21-53-06-24","Television","1",1,"Yes",,"I don't know"
"21-53-06-24","Living room furniture set","4",4,"Yes",,"I don't know"
"21-53-06-24","Plough","1",1,"Yes",,"I don't know"
"21-53-06-24","Boats","1",1,"Yes",,"I don't know"
"21-53-06-24","Solar panel","1",1,"Yes",,"I don't know"
"54-20-19-80","Building","4",3,"Yes",,"I don't know"
"54-20-19-80","Plastic chairs","4",4,"Yes",,"I don't know"
"77-37-06-75","Simple Mobile Phone","1",2,"Yes",,"80"
"77-37-06-75","Building","2",1,"Yes",,"600"
"77-37-06-75","Plastic chairs","2",0,"Yes",,"40"
"77-37-06-75","Plough","1",1,"Yes",,"650"
"77-37-06-75","Solar panel","1",2,"Yes",,"300"
"17-29-45-21","Simple Mobile Phone","2",1,,,"200"
"17-29-45-21","Smart Phone","1",0,"Yes",,"500"
"17-29-45-21","Bicycle","1",1,"Yes",,"2000"
"17-29-45-21","Building","1",1,"Yes",,"50000"
"17-29-45-21","Television","1",0,"Yes",,"600"
"17-29-45-21","Solar panel","1",1,"Yes",,"200"
"14-98-54-79","Building","1",1,"Yes",,"2000"
"14-98-54-79","Radio","1",1,"Yes",,"200"
"14-98-54-79","Plough","1",1,"Yes",,"600"
"14-98-54-79","Solar panel","1",0,"Yes",,"100"
"14-98-54-79","Battery bank","1",0,"Yes",,"150"
"74-43-35-64","Building","3",2,"Yes",,"3000"
"02-76-65-17","Simple Mobile Phone","1",0,,,"200"
"02-76-65-17","Radio","1",0,,,"200"
"02-76-65-17","Plastic chairs","4",4,"Yes",,"100"
