interview__key,s9_respondent,food_security__1,food_security__2,food_security__3,food_security__4,food_security__5,food_security__6,food_security__7,food_security__8,food_sufficent,food_sufficent2,food_sufficent3,food_sufficent4__1,food_sufficent4__2,food_sufficent4__3,food_sufficent4__4,food_sufficent4__5,food_sufficent4__6,food_sufficent4__7,food_sufficent4__8,food_sufficent4__9,food_sufficent4__10,food_sufficent4__11,food_sufficent4__12
"70-67-46-48",1,"Yes","Yes","Yes","Yes","Yes","No","Yes","No",0,6,6,1,5,0,0,0,0,0,0,0,4,3,2
"08-84-58-33",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"17-96-77-43",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",1,11,5,1,2,3,4,0,0,0,0,0,0,0,5
"05-74-99-19",1,"Yes","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"58-76-16-53",2,"No","No","No","No","No","No","No","No",0,8,4,1,0,0,0,0,3,4,0,0,0,0,2
"14-93-43-30",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,8,9,0,0,0,1,2,3,4,5,6,7
"11-82-86-61",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"03-50-12-90",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"81-28-91-79",1,"Yes","Yes","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"87-17-87-24",4,"Yes","No","Yes","Yes","Yes","No","No","No",0,0,0,,,,,,,,,,,,
"98-37-88-19",1,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",0,0,12,1,2,0,0,0,0,0,0,0,0,3,4
"19-43-58-99",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"85-30-41-56",2,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"78-32-31-52",1,"No","Yes","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"37-97-45-71",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"07-52-39-57",2,"Yes","Yes","No","No","No","No","Yes","No",12,12,0,,,,,,,,,,,,
"80-35-75-14",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,0,0,1,2,3,6,4,5,0,7,8,0
"94-41-84-42",1,"No","No","No","No","No","No","No","No",8,12,3,1,2,3,0,0,0,0,0,0,0,0,0
"96-46-53-15",1,"Yes","Yes","No","Yes","Yes","No","No","No",12,10,2,0,0,0,0,0,0,0,0,1,0,2,0
"53-23-37-57",2,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"34-02-59-21",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"19-67-63-11",1,"No","Yes","No","No","Yes","No","No","No",0,0,0,,,,,,,,,,,,
"57-12-45-97",1,"No","No","No","No","No","No","Yes","No",0,12,0,,,,,,,,,,,,
"96-34-22-21",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,0,0,2,1,0,0,0,0,0,0,0,0
"03-38-35-14",1,"Yes","Yes","No","Yes","No","No","Yes","Yes",0,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"09-06-20-19",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"51-25-36-09",2,"No","Yes","No","Yes","Yes","No","Yes","Yes",12,0,12,1,2,3,4,5,6,9,7,8,10,12,11
"04-05-30-01",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"50-01-20-35",4,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"67-87-75-21",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,3,1,2,0,0,0,0,0,0,0,0,0,3
"53-81-28-44",1,"Yes","Yes","No","Yes","No","Yes","Yes","Yes",0,9,3,1,0,0,0,0,0,0,0,2,3,0,0
"69-29-47-18",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"22-59-76-95",2,"Yes","Yes","Yes","Yes","No","No","No","No",10,0,2,0,0,0,0,0,0,0,0,1,2,0,0
"87-80-21-51",1,"Yes","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"21-25-86-78",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"28-99-62-67",4,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"14-08-31-40",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"43-12-71-52",1,"Yes","No","Yes","No","No","No","No","No",0,10,2,0,0,0,0,0,0,0,1,2,0,0,0
"64-05-81-04",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,0,0,1,2,3,6,4,5,7,8,0,0
"52-46-02-95",2,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"45-07-09-59",1,"Yes","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"52-28-82-48",2,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"72-80-69-88",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,9,10,11,12,1,2,3,4,5,6,7,8
"17-89-78-78",1,"No","No","No","No","No","No","Yes","No",0,12,0,,,,,,,,,,,,
"07-52-31-91",1,"Yes","Yes","Yes","No","No","No","No","Yes",0,12,0,,,,,,,,,,,,
"99-68-20-94",2,"Yes","Yes","Yes","No","Yes","No","No","No",0,6,6,1,2,0,0,0,0,0,0,6,5,4,3
"84-66-38-33",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"39-36-01-20",3,"Yes","Yes","Yes","No","Yes","Yes","No","No",10,10,2,0,1,0,2,0,0,0,0,0,0,0,0
"05-30-74-26",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"22-19-53-02",2,"Yes","Yes","Yes","Yes","Yes","No","No","No",0,0,0,,,,,,,,,,,,
"20-37-92-05",3,"Yes","No","Yes","Yes","No","Yes","Yes","Yes",0,9,3,2,3,0,1,0,0,0,0,0,0,0,0
"67-95-64-84",2,"Yes","No","No","No","No","Yes","No","No",0,8,4,1,2,3,4,0,0,0,0,0,0,0,0
"67-07-39-08",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"72-66-07-18",1,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",3,0,3,1,2,3,0,0,0,0,0,0,0,0,0
"72-69-50-37",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,0,0,,,,,,,,,,,,
"53-41-55-25",1,"Yes","No","No","No","No","No","No","No",0,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"99-40-82-80",1,"No","Yes","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"23-54-03-81",1,"Yes","No","No","Yes","No","Yes","Yes","Yes",0,8,4,1,2,3,4,0,0,0,0,0,0,0,0
"27-20-78-36",2,"Yes","Yes","No","Yes","No","Yes","Yes","Yes",4,2,2,2,0,0,0,0,0,0,0,0,0,0,1
"84-90-94-70",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"03-79-50-93",2,"No","No","No","No","No","No","No","No",3,9,0,,,,,,,,,,,,
"83-85-13-86",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,12,0,,,,,,,,,,,,
"91-24-08-83",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"25-32-96-44",2,"Yes","Yes","No","Yes","Yes","Yes","No","No",6,6,6,0,1,0,6,2,0,3,0,0,4,0,5
"97-99-83-33",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,3,9,8,9,0,0,1,2,3,4,5,6,7,0
"55-35-77-06",1,"Yes","Yes","Yes","No","Yes","Yes","Yes","No",4,4,8,1,2,3,0,0,0,0,0,0,0,0,0
"05-01-06-84",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,1,2,0,0,0,0,0,0,0,0,0,0
"49-78-46-84",2,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",0,7,5,1,2,3,4,5,0,0,0,0,0,0,0
"96-34-51-79",7,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"05-90-60-44",1,"No","No","Yes","No","Yes","No","No","No",0,12,6,5,6,0,0,0,0,0,0,1,2,3,4
"32-72-73-42",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"94-88-32-78",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,5,0,0,0,0,0,0,0,1,2,3,4,5
"18-56-14-23",1,"Yes","No","No","No","No","No","No","No",12,1,0,,,,,,,,,,,,
"84-22-47-37",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,9,3,1,2,0,0,0,0,0,0,3,0,0,0
"44-69-61-71",2,"Yes","Yes","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"05-76-24-30",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,12,12,1,3,2,4,6,5,7,10,8,9,12,11
"72-65-35-75",4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,1,2,4,3,5,7,6,8,9,10,0,0
"92-30-60-06",1,"No","No","No","No","No","No","Yes","No",0,12,0,,,,,,,,,,,,
"94-77-43-36",1,"Yes","No","No","No","Yes","No","Yes","No",0,5,7,1,0,0,0,0,7,6,5,4,2,3,0
"72-37-57-39",1,"Yes","No","Yes","Yes","Yes","Yes","Yes","No",0,8,4,3,0,0,0,0,4,0,0,0,1,2,0
"76-02-50-71",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"75-53-97-04",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"61-20-94-35",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"33-94-27-06",3,"No","No","Yes","No","No","No","No","No",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"02-07-42-94",2,"No","No","Yes","Yes","Yes","No","No","No",3,3,3,1,2,3,0,0,0,0,0,0,0,0,0
"48-79-63-92",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"87-31-98-00",1,"No","No","No","No","Yes","No","No","No",0,12,0,,,,,,,,,,,,
"68-12-26-88",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"21-07-91-22",8,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"59-08-91-97",2,"No","Yes","No","Yes","Yes","No","No","No",0,12,0,,,,,,,,,,,,
"15-39-44-44",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"70-81-99-80",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,11,1,2,3,0,0,0,0,0,0,0,0,0
"57-32-99-06",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",1,1,11,0,0,0,0,0,0,0,0,0,1,0,0
"60-00-51-13",1,"No","No","No","No","No","No","No","Yes",0,0,0,,,,,,,,,,,,
"03-72-03-14",1,"No","No","No","No","No","No","No","No",10,10,2,0,0,0,0,0,0,0,0,0,1,2,0
"32-51-19-72",1,"No","No","No","No","No","No","No","No",2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"95-19-87-73",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,0,1,2,3,0,5,4,6,7,0,8,0
"09-07-28-33",2,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"82-76-66-89",1,"No","No","No","No","No","No","Yes","No",0,12,0,,,,,,,,,,,,
"32-84-70-99",1,"Yes","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"97-60-60-10",1,"Yes","Yes","Yes","Yes","No","No","No","No",0,1,11,1,2,0,0,0,0,0,0,0,0,0,0
"77-34-61-84",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,11,1,2,3,4,5,6,7,8,9,10,11,0
"51-45-20-69",2,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,1,2,3,4,5,6,0,0,0,0,0,0
"56-62-79-46",2,"No","Yes","Yes","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"11-13-66-94",1,"No","No","Yes","No","Yes","No","No","No",0,0,0,,,,,,,,,,,,
"15-09-86-52",2,"Yes","No","No","Yes","Yes","No","No","No",2,2,10,0,1,2,3,4,6,5,7,8,9,10,0
"91-02-01-07",2,"Yes","Yes","Yes","Yes","Yes","No","No","No",10,10,2,0,0,0,0,0,0,0,1,0,0,2,0
"38-98-52-39",2,"No","No","No","No","No","No","No","No",1,11,0,,,,,,,,,,,,
"91-79-46-21",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"09-72-08-00",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,0,,,,,,,,,,,,
"25-52-14-98",4,"No","No","No","Yes","No","No","No","No",0,12,0,,,,,,,,,,,,
"54-44-91-10",8,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,12,9,10,11
"76-65-29-85",1,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",0,3,9,1,2,3,4,5,0,0,0,9,8,7,6
"02-98-88-27",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,7,5,2,3,5,4,6,0,0,0,0,0,0,1
"94-29-79-85",1,"No","Yes","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"73-36-17-40",1,"Yes","No","Yes","No","No","Yes","No","Yes",0,12,0,,,,,,,,,,,,
"42-46-38-01",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"73-70-95-80",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,7,5,1,2,3,4,5,0,0,0,0,0,0,0
"72-84-79-72",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"65-38-87-54",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",0,2,10,1,0,0,0,0,0,0,0,0,0,0,2
"94-91-03-07",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,6,6,1,2,3,0,0,0,0,0,4,5,6,0
"43-00-27-37",2,"No","No","No","No","No","No","No","No",0,12,1,0,1,0,0,0,0,0,0,0,0,0,0
"97-63-44-51",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"13-97-69-06",1,"No","No","No","No","No","No","No","No",3,12,0,,,,,,,,,,,,
"64-91-38-41",4,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"81-33-83-30",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,11,0,1,3,2,4,10,5,7,6,8,9,0
"19-42-84-15",1,"Yes","No","No","Yes","No","No","No","Yes",0,12,0,,,,,,,,,,,,
"13-49-27-25",1,"Yes","Yes","Yes","Yes","No","No","No","No",2,2,2,0,1,2,0,0,0,0,0,0,0,0,0
"08-12-43-59",1,"No","Yes","No","No","No","No","No","No",2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"82-85-64-69",1,"No","No","No","Yes","No","No","No","No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"22-02-04-35",1,"Yes","No","Yes","Yes","Yes","No","No","No",0,12,0,,,,,,,,,,,,
"00-91-45-36",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"11-05-72-97",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",0,5,7,1,2,0,0,0,0,0,0,0,0,0,0
"16-99-02-10",1,"Yes","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"31-99-53-07",1,"No","No","No","No","No","No","Yes","No",3,9,0,,,,,,,,,,,,
"48-93-31-20",2,"Yes","No","No","No","No","No","Yes","No",0,9,3,0,0,0,0,0,0,0,0,1,2,3,0
"87-13-21-98",1,"No","Yes","Yes","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"55-27-15-85",3,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"59-41-96-68",1,"Yes","Yes","Yes","Yes","Yes","No","No","No",0,11,1,0,1,0,0,0,0,0,0,0,0,0,0
"22-18-88-41",2,"No","Yes","No","Yes","No","No","No","No",0,12,0,,,,,,,,,,,,
"24-64-78-21",2,"Yes","No","Yes","No","Yes","Yes","Yes","Yes",3,3,2,0,0,2,1,0,0,0,0,0,0,0,0
"86-04-16-80",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"92-49-74-52",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,1,0,0,2,4,3,5,6,8,7,9,10
"24-72-61-31",1,"Yes","Yes","Yes","No","Yes","No","Yes","No",0,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"04-92-41-49",2,"Yes","No","No","Yes","No","No","No","No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"10-43-22-87",4,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"32-83-01-09",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,12,0,,,,,,,,,,,,
"79-05-50-27",1,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",0,5,7,1,2,3,4,5,6,0,0,0,0,0,0
"27-16-23-86",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"12-61-67-91",1,"Yes","No","No","Yes","No","Yes","No","No",2,2,2,0,1,2,0,0,0,0,0,0,0,0,0
"58-55-75-07",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,12,0,,,,,,,,,,,,
"00-06-72-58",4,"No","No","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,3,2,4,5,7,6,8,9,10,11,12
"45-71-57-97",5,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"18-81-00-96",2,"Yes","Yes","Yes","Yes","Yes","No","No","No",0,6,6,1,2,3,0,0,0,0,0,0,6,5,4
"09-79-14-71",1,"No","No","No","No","No","No","No","No",0,0,0,,,,,,,,,,,,
"71-80-89-34",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,12,0,,,,,,,,,,,,
"05-16-40-57",2,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"11-65-24-94",3,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,2,10,1,2,0,3,4,5,6,7,8,9,10,0
"55-44-38-36",2,"Yes","No","No","No","Yes","No","Yes","No",0,8,4,2,3,4,0,0,0,0,0,0,0,0,1
"84-73-72-31",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"37-03-14-78",2,"No","No","No","No","No","No","No","No",0,11,1,0,1,0,0,0,0,0,0,0,0,0,0
"77-78-34-26",1,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,0,1,2,3,4,5,6,7,8,9,10,0
"92-09-46-86",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"27-55-59-32",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"65-23-07-01",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",3,3,9,1,2,3,4,5,6,8,7,9,0,0,0
"79-30-25-19",2,"No","No","No","No","Yes","Yes","Yes","No",0,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"75-18-13-88",2,"Yes","Yes","Yes","No","No","Yes","Yes","Yes",0,5,7,1,2,0,0,0,0,0,0,0,0,0,0
