interview__key,markt_output_dist,markt_input_dist,markt_buyer,markt_buyer_oth,crop_contract,contract_crop,input_access_subsidy,subsidy_type__1,subsidy_type__2,subsidy_type__3,subsidy_type__4,subsidy_supplier__1,subsidy_supplier__2,subsidy_supplier__3,subsidy_supplier__96,subsidy_supplier__n888,subsidy_supplier__n999,subsidy_supplier_oth
"28-99-62-67",,,,"",,"",,,,,,,,,,,,
"14-08-31-40",,,,"",,"",,,,,,,,,,,,
"43-12-71-52",,,,"",,"",,,,,,,,,,,,
"64-05-81-04",,,,"",,"",,,,,,,,,,,,
"52-46-02-95",.5,.5,"Market in this village","","No","","No",,,,,,,,,,,
"45-07-09-59",,,,"",,"",,,,,,,,,,,,
"52-28-82-48",,,,"",,"",,,,,,,,,,,,
"72-80-69-88",,,,"",,"",,,,,,,,,,,,
"17-89-78-78",,,,"",,"",,,,,,,,,,,,
"07-52-31-91",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"99-68-20-94",,,,"",,"",,,,,,,,,,,,
"84-66-38-33",,,,"",,"",,,,,,,,,,,,
"39-36-01-20",,,,"",,"",,,,,,,,,,,,
"05-30-74-26",,,,"",,"",,,,,,,,,,,,
"22-19-53-02",,,,"",,"",,,,,,,,,,,,
"20-37-92-05",,,,"",,"",,,,,,,,,,,,
"67-95-64-84",,,,"",,"",,,,,,,,,,,,
"67-07-39-08",2.5,2.5,"Others ➡️ Specify","Has not sold anything from he harvest","No","","No",,,,,,,,,,,
"72-66-07-18",,,,"",,"",,,,,,,,,,,,
"72-69-50-37",,,,"",,"",,,,,,,,,,,,
"53-41-55-25",,,,"",,"",,,,,,,,,,,,
"99-40-82-80",,,,"",,"",,,,,,,,,,,,
"23-54-03-81",,,,"",,"",,,,,,,,,,,,
"27-20-78-36",.05,3,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"84-90-94-70",1,1,"Others ➡️ Specify","Does not sell","No","","No",,,,,,,,,,,
"03-79-50-93",1,1,"Market in this village","","Yes","SORGHUM","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"83-85-13-86",,,,"",,"",,,,,,,,,,,,
"91-24-08-83",,,,"",,"",,,,,,,,,,,,
"25-32-96-44",,,,"",,"",,,,,,,,,,,,
"97-99-83-33",,,,"",,"",,,,,,,,,,,,
"55-35-77-06",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"05-01-06-84",,,,"",,"",,,,,,,,,,,,
"49-78-46-84",,,,"",,"",,,,,,,,,,,,
"96-34-51-79",,,,"",,"",,,,,,,,,,,,
"05-90-60-44",,,,"",,"",,,,,,,,,,,,
"32-72-73-42",,,,"",,"",,,,,,,,,,,,
"94-88-32-78",,,,"",,"",,,,,,,,,,,,
"18-56-14-23",,,,"",,"",,,,,,,,,,,,
"84-22-47-37",,,,"",,"",,,,,,,,,,,,
"44-69-61-71",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"05-76-24-30",,,,"",,"",,,,,,,,,,,,
"72-65-35-75",,,,"",,"",,,,,,,,,,,,
"92-30-60-06",,,,"",,"",,,,,,,,,,,,
"94-77-43-36",,,,"",,"",,,,,,,,,,,,
"72-37-57-39",,,,"",,"",,,,,,,,,,,,
"76-02-50-71",,,,"",,"",,,,,,,,,,,,
"75-53-97-04",,,,"",,"",,,,,,,,,,,,
"61-20-94-35",,,,"",,"",,,,,,,,,,,,
"33-94-27-06",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"02-07-42-94",,,,"",,"",,,,,,,,,,,,
"48-79-63-92",,,,"",,"",,,,,,,,,,,,
"87-31-98-00",1,1,"Others ➡️ Specify","she grows for family consumption","No","","No",,,,,,,,,,,
"68-12-26-88",,,,"",,"",,,,,,,,,,,,
"21-07-91-22",,,,"",,"",,,,,,,,,,,,
"59-08-91-97",,,,"",,"",,,,,,,,,,,,
"15-39-44-44",7,7.5,"Market in this village","","Yes","BEANS/COWPEA","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"70-81-99-80",,,,"",,"",,,,,,,,,,,,
"57-32-99-06",1,1,"Market in this village","","No","","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"60-00-51-13",,,,"",,"",,,,,,,,,,,,
"03-72-03-14",,,,"",,"",,,,,,,,,,,,
"32-51-19-72",,,,"",,"",,,,,,,,,,,,
"95-19-87-73",,,,"",,"",,,,,,,,,,,,
"09-07-28-33",,,,"",,"",,,,,,,,,,,,
"82-76-66-89",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"32-84-70-99",,,,"",,"",,,,,,,,,,,,
"97-60-60-10",,,,"",,"",,,,,,,,,,,,
"77-34-61-84",,,,"",,"",,,,,,,,,,,,
"51-45-20-69",,,,"",,"",,,,,,,,,,,,
"56-62-79-46",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"11-13-66-94",,,,"",,"",,,,,,,,,,,,
"15-09-86-52",,,,"",,"",,,,,,,,,,,,
"91-02-01-07",,,,"",,"",,,,,,,,,,,,
"38-98-52-39",1,1,"Market in this village","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"91-79-46-21",,,,"",,"",,,,,,,,,,,,
"09-72-08-00",,,,"",,"",,,,,,,,,,,,
"25-52-14-98",,,,"",,"",,,,,,,,,,,,
"54-44-91-10",,,,"",,"",,,,,,,,,,,,
"76-65-29-85",,,,"",,"",,,,,,,,,,,,
"02-98-88-27",,,,"",,"",,,,,,,,,,,,
"94-29-79-85",1,10,"Market in this village","","No","","No",,,,,,,,,,,
"73-36-17-40",,,,"",,"",,,,,,,,,,,,
"42-46-38-01",,,,"",,"",,,,,,,,,,,,
"73-70-95-80",,,,"",,"",,,,,,,,,,,,
"72-84-79-72",,,,"",,"",,,,,,,,,,,,
"65-38-87-54",,,,"",,"",,,,,,,,,,,,
"94-91-03-07",,,,"",,"",,,,,,,,,,,,
"43-00-27-37",,,,"",,"",,,,,,,,,,,,
"97-63-44-51",,,,"",,"",,,,,,,,,,,,
"13-97-69-06",0,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"64-91-38-41",,,,"",,"",,,,,,,,,,,,
"81-33-83-30",.5,.5,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"19-42-84-15",,,,"",,"",,,,,,,,,,,,
"13-49-27-25",,,,"",,"",,,,,,,,,,,,
"08-12-43-59",,,,"",,"",,,,,,,,,,,,
"82-85-64-69",,,,"",,"",,,,,,,,,,,,
"22-02-04-35",,,,"",,"",,,,,,,,,,,,
"00-91-45-36",,,,"",,"",,,,,,,,,,,,
"11-05-72-97",,,,"",,"",,,,,,,,,,,,
"16-99-02-10",,,,"",,"",,,,,,,,,,,,
"31-99-53-07",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"48-93-31-20",,,,"",,"",,,,,,,,,,,,
"87-13-21-98",,,,"",,"",,,,,,,,,,,,
"55-27-15-85",,,,"",,"",,,,,,,,,,,,
"59-41-96-68",,,,"",,"",,,,,,,,,,,,
"22-18-88-41",0,2,"Others ➡️ Specify","I don't sell","No","","No",,,,,,,,,,,
"24-64-78-21",,,,"",,"",,,,,,,,,,,,
"86-04-16-80",,,,"",,"",,,,,,,,,,,,
"92-49-74-52",,,,"",,"",,,,,,,,,,,,
"24-72-61-31",,,,"",,"",,,,,,,,,,,,
"04-92-41-49",,,,"",,"",,,,,,,,,,,,
"10-43-22-87",,,,"",,"",,,,,,,,,,,,
"32-83-01-09",,,,"",,"",,,,,,,,,,,,
"79-05-50-27",,,,"",,"",,,,,,,,,,,,
"27-16-23-86",,,,"",,"",,,,,,,,,,,,
"12-61-67-91",,,,"",,"",,,,,,,,,,,,
"58-55-75-07",,,,"",,"",,,,,,,,,,,,
"00-06-72-58",,,,"",,"",,,,,,,,,,,,
"45-71-57-97",,,,"",,"",,,,,,,,,,,,
"18-81-00-96",,,,"",,"",,,,,,,,,,,,
"09-79-14-71",400,400,"Large city market in this or other region","","No","","No",,,,,,,,,,,
"71-80-89-34",0,100,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"05-16-40-57",,,,"",,"",,,,,,,,,,,,
"11-65-24-94",,,,"",,"",,,,,,,,,,,,
"55-44-38-36",2,2,"Others ➡️ Specify","They do not sell their produce","No","","No",,,,,,,,,,,
"84-73-72-31",,,,"",,"",,,,,,,,,,,,
"37-03-14-78",,,,"",,"",,,,,,,,,,,,
"77-78-34-26",,,,"",,"",,,,,,,,,,,,
"92-09-46-86",0,0,"Others ➡️ Specify","Does not sell but they cultivate for consumption","No","","No",,,,,,,,,,,
"27-55-59-32",,,,"",,"",,,,,,,,,,,,
"65-23-07-01",,,,"",,"",,,,,,,,,,,,
"79-30-25-19",,,,"",,"",,,,,,,,,,,,
"75-18-13-88",,,,"",,"",,,,,,,,,,,,
"40-16-04-38",3,3,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"49-34-25-75",,,,"",,"",,,,,,,,,,,,
"02-31-03-32",,,,"",,"",,,,,,,,,,,,
"88-23-45-95",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"92-15-40-92",,,,"",,"",,,,,,,,,,,,
"06-55-62-53",,,,"",,"",,,,,,,,,,,,
"57-74-77-03",,,,"",,"",,,,,,,,,,,,
"28-44-25-15",,,,"",,"",,,,,,,,,,,,
"90-03-82-22",,,,"",,"",,,,,,,,,,,,
"24-47-59-03",,,,"",,"",,,,,,,,,,,,
"23-30-88-30",,,,"",,"",,,,,,,,,,,,
"72-38-90-85",,,,"",,"",,,,,,,,,,,,
"76-02-43-67",,,,"",,"",,,,,,,,,,,,
"58-63-03-99",,,,"",,"",,,,,,,,,,,,
"53-04-65-79",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"48-16-15-04",,,,"",,"",,,,,,,,,,,,
"85-34-28-65",,,,"",,"",,,,,,,,,,,,
"08-72-41-04",3,2,"Market in this village","","Yes","SORGHUM","No",,,,,,,,,,,
"48-20-18-94",1,1,"Market in this village","","Yes","MAIZE","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"56-53-54-49",2,2,"Market in this village","","Yes","OTHER(SPECIFY)","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No",
"56-53-54-49",2,2,"Market in this village","","Yes","SORGHUM","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No",
"01-08-40-07",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"74-08-40-24",,,,"",,"",,,,,,,,,,,,
"14-31-43-40",0,1.5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"24-80-99-00",,,,"",,"",,,,,,,,,,,,
"40-28-46-68",,,,"",,"",,,,,,,,,,,,
"31-20-26-05",,,,"",,"",,,,,,,,,,,,
"37-39-15-65",10,10,"Market in this village","","No","","No",,,,,,,,,,,
"45-44-88-31",7.5,10,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"91-91-62-09",,,,"",,"",,,,,,,,,,,,
"88-82-89-39",,,,"",,"",,,,,,,,,,,,
"79-34-34-89",3,1,"Direct individuals not in a market","","No","","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"07-03-46-78",,,,"",,"",,,,,,,,,,,,
"52-55-71-22",,,,"",,"",,,,,,,,,,,,
"42-79-46-81",,,,"",,"",,,,,,,,,,,,
"39-12-44-07",,,,"",,"",,,,,,,,,,,,
"21-92-10-43",,,,"",,"",,,,,,,,,,,,
"29-41-63-44",.5,.3,"Market in this village","","No","","No",,,,,,,,,,,
"19-83-50-72",,,,"",,"",,,,,,,,,,,,
"58-42-18-32",1.5,1.5,"Market in this village","","No","","No",,,,,,,,,,,
"48-22-87-49",,,,"",,"",,,,,,,,,,,,
"85-54-41-38",,,,"",,"",,,,,,,,,,,,
"91-10-07-30",,,,"",,"",,,,,,,,,,,,
"12-91-55-52",,,,"",,"",,,,,,,,,,,,
"74-40-02-20",,,,"",,"",,,,,,,,,,,,
"09-31-11-33",5,11,"Market in this village","","No","","No",,,,,,,,,,,
"87-08-33-34",,,,"",,"",,,,,,,,,,,,
"61-84-77-75",,,,"",,"",,,,,,,,,,,,
"75-58-44-85",,,,"",,"",,,,,,,,,,,,
"11-16-18-86",,,,"",,"",,,,,,,,,,,,
"04-26-72-23",1.5,1.5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"54-13-05-65",,,,"",,"",,,,,,,,,,,,
"23-66-97-33",,,,"",,"",,,,,,,,,,,,
"06-64-69-84",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"56-62-10-52",,,,"",,"",,,,,,,,,,,,
"05-04-82-73",1.5,1.5,"Others ➡️ Specify","they don't sell their produce","No","","No",,,,,,,,,,,
"03-81-35-88",2,2,"Direct individuals not in a market","","Yes","LEMON","No",,,,,,,,,,,
"87-65-62-49",,,,"",,"",,,,,,,,,,,,
"95-74-95-07",,,,"",,"",,,,,,,,,,,,
"51-31-85-01",,,,"",,"",,,,,,,,,,,,
"51-50-93-70",,,,"",,"",,,,,,,,,,,,
"43-24-35-84",5,8,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"89-88-34-15",,,,"",,"",,,,,,,,,,,,
"14-85-25-58",,,,"",,"",,,,,,,,,,,,
"46-82-10-07",,,,"",,"",,,,,,,,,,,,
"80-79-44-48",,,,"",,"",,,,,,,,,,,,
"86-55-30-87",,,,"",,"",,,,,,,,,,,,
"95-51-95-92",0,0,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"89-51-80-40",,,,"",,"",,,,,,,,,,,,
"80-53-41-39",,,,"",,"",,,,,,,,,,,,
"59-60-43-57",,,,"",,"",,,,,,,,,,,,
"87-22-49-94",,,,"",,"",,,,,,,,,,,,
"98-98-98-22",,,,"",,"",,,,,,,,,,,,
"19-11-80-87",,,,"",,"",,,,,,,,,,,,
"02-55-85-64",,,,"",,"",,,,,,,,,,,,
"61-35-56-51",,,,"",,"",,,,,,,,,,,,
"57-52-43-19",,,,"",,"",,,,,,,,,,,,
"39-14-69-76",,,,"",,"",,,,,,,,,,,,
"72-36-49-36",,,,"",,"",,,,,,,,,,,,
"80-82-49-42",,,,"",,"",,,,,,,,,,,,
"47-81-87-67",,,,"",,"",,,,,,,,,,,,
"55-33-21-42",,,,"",,"",,,,,,,,,,,,
"42-50-27-40",,,,"",,"",,,,,,,,,,,,
"74-79-87-37",0,1,"Direct individuals not in a market","","No","","Yes","No","Yes","No","No","No","No","Yes","No","No","No",
"32-64-27-45",5,5,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"43-28-98-57",,,,"",,"",,,,,,,,,,,,
"28-12-52-92",,,,"",,"",,,,,,,,,,,,
"98-31-37-04",,,,"",,"",,,,,,,,,,,,
"50-46-09-53",,,,"",,"",,,,,,,,,,,,
"48-80-48-31",,,,"",,"",,,,,,,,,,,,
"59-69-31-11",,,,"",,"",,,,,,,,,,,,
"68-17-57-15",,,,"",,"",,,,,,,,,,,,
"65-67-13-71",,,,"",,"",,,,,,,,,,,,
"14-98-70-62",,,,"",,"",,,,,,,,,,,,
"25-90-19-11",,,,"",,"",,,,,,,,,,,,
"45-83-41-38",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"95-39-93-93",,,,"",,"",,,,,,,,,,,,
"61-12-40-36",,,,"",,"",,,,,,,,,,,,
"11-71-40-81",,,,"",,"",,,,,,,,,,,,
"36-42-18-14",,,,"",,"",,,,,,,,,,,,
"19-03-38-46",,,,"",,"",,,,,,,,,,,,
"92-48-70-16",,,,"",,"",,,,,,,,,,,,
"34-14-49-72",,,,"",,"",,,,,,,,,,,,
"22-89-40-33",,,,"",,"",,,,,,,,,,,,
"37-39-45-84",10,10,"Market in this village","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"98-85-46-77",,,,"",,"",,,,,,,,,,,,
"80-21-91-02",,,,"",,"",,,,,,,,,,,,
"22-74-67-59",,,,"",,"",,,,,,,,,,,,
"88-01-88-32",,,,"",,"",,,,,,,,,,,,
"98-88-56-41",,,,"",,"",,,,,,,,,,,,
"84-73-38-30",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"93-79-44-00",,,,"",,"",,,,,,,,,,,,
"26-07-22-36",,,,"",,"",,,,,,,,,,,,
"55-76-99-68",,,,"",,"",,,,,,,,,,,,
"38-33-66-67",,,,"",,"",,,,,,,,,,,,
"16-65-54-37",,,,"",,"",,,,,,,,,,,,
"20-77-43-56",,,,"",,"",,,,,,,,,,,,
"08-12-15-69",,,,"",,"",,,,,,,,,,,,
"43-73-48-25",,,,"",,"",,,,,,,,,,,,
"86-00-77-05",6,6,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"04-04-14-28",10,10,"Market in this village","","No","","No",,,,,,,,,,,
"06-32-06-25",,,,"",,"",,,,,,,,,,,,
"91-35-74-95",,,,"",,"",,,,,,,,,,,,
"87-84-09-54",10,10,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"62-23-61-37",,,,"",,"",,,,,,,,,,,,
"51-67-29-73",1,2,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"93-42-86-13",,,,"",,"",,,,,,,,,,,,
"31-42-54-99",,,,"",,"",,,,,,,,,,,,
"40-00-25-74",10,10,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"32-73-63-74",,,,"",,"",,,,,,,,,,,,
"16-86-88-22",,,,"",,"",,,,,,,,,,,,
"64-46-66-46",,,,"",,"",,,,,,,,,,,,
"50-30-92-60",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"24-09-68-36",,,,"",,"",,,,,,,,,,,,
"42-32-41-18",2,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"29-79-40-11",5,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"60-57-49-31",,,,"",,"",,,,,,,,,,,,
"60-10-68-48",10,10,"Others ➡️ Specify","schools","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"35-24-82-24",,,,"",,"",,,,,,,,,,,,
"94-16-94-83",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"93-01-93-75",,,,"",,"",,,,,,,,,,,,
"25-76-97-37",,,,"",,"",,,,,,,,,,,,
"37-86-89-16",,,,"",,"",,,,,,,,,,,,
"59-63-12-34",,,,"",,"",,,,,,,,,,,,
"67-12-10-28",,,,"",,"",,,,,,,,,,,,
"25-90-81-61",5,5,"Others ➡️ Specify","they don't sell only for family consumption","No","","No",,,,,,,,,,,
"27-19-89-21",,,,"",,"",,,,,,,,,,,,
"03-62-40-58",,,,"",,"",,,,,,,,,,,,
"60-29-48-02",25,5,"Rural market in the neighbouring village","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"93-40-82-23",,,,"",,"",,,,,,,,,,,,
"90-39-81-40",,,,"",,"",,,,,,,,,,,,
"26-16-19-49",,,,"",,"",,,,,,,,,,,,
"29-68-82-61",,,,"",,"",,,,,,,,,,,,
"29-03-78-72",,,,"",,"",,,,,,,,,,,,
"54-48-29-54",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"29-79-23-67",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"36-91-85-86",10,10,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"33-77-00-47",,,,"",,"",,,,,,,,,,,,
"71-23-95-90",1,100,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"77-62-89-56",,,,"",,"",,,,,,,,,,,,
"93-71-48-41",,,,"",,"",,,,,,,,,,,,
"08-18-22-01",,,,"",,"",,,,,,,,,,,,
"98-07-17-87",,,,"",,"",,,,,,,,,,,,
"23-98-05-49",,,,"",,"",,,,,,,,,,,,
"79-97-29-10",,,,"",,"",,,,,,,,,,,,
"41-50-66-96",,,,"",,"",,,,,,,,,,,,
"06-31-05-26",,,,"",,"",,,,,,,,,,,,
"25-90-09-86",,,,"",,"",,,,,,,,,,,,
"03-91-71-73",,,,"",,"",,,,,,,,,,,,
"36-45-13-48",,,,"",,"",,,,,,,,,,,,
"63-11-78-96",,,,"",,"",,,,,,,,,,,,
"79-48-70-94",,,,"",,"",,,,,,,,,,,,
"01-11-02-57",,,,"",,"",,,,,,,,,,,,
"41-82-62-49",,,,"",,"",,,,,,,,,,,,
"57-39-86-38",78,1,"Market in this village","","No","","No",,,,,,,,,,,
"47-31-29-24",1,2,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"87-48-42-67",2.5,2.5,"Market in this village","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
