interview__key,r_members__id,lbr3_1,lbr3_1_oth,emp_form,bus_yr,bus_dry,bus_rain,bus_days_wk,bus_hrs,bus_sales,bus_main_use__1,bus_main_use__2,bus_main_use__3,bus_main_use__4,bus_main_use__5,bus_main_use__6,bus_main_use__7,bus_main_use__96,bus_main_use__n888,bus_main_use_others,bus_input,bus_labor,bus_capital,bus_reg,bus_loc,bus_employe,tourism_motivate__1,tourism_motivate__2,tourism_motivate__3,tourism_motivate__4,tourism_motivate__5,tourism_motivate__6,tourism_motivate__7,tourism_motivate__8,tourism_motivate__96,tourism_motivate_oth,years_exp_agri,business_obstacle__1,business_obstacle__2,business_obstacle__3,business_obstacle__4,business_obstacle__5,business_obstacle__6,business_obstacle__7,business_obstacle__8,business_obstacle__9,business_obstacle__10,business_obstacle__11,business_obstacle__96,business_obstacle__n888,business_obstacle__n999,business_obs_oth,business_financing__1,business_financing__2,business_financing__3,business_financing__4,business_financing__5,business_financing__6,business_financing__7,business_financing__8,business_financing__9,business_financing__10,business_financing__11,business_financing__12,business_financing__96,business_financing__n888,business_financing__n999,business_financing_oth,business_finance__1,business_finance__2,business_finance__3,business_finance__4,business_finance__5,business_finance__6,business_finance__7,business_finance__8,business_finance__96,business_finance__n888,business_finance__n999,business_finance_oth,business_legal__1,business_legal__2,business_legal__3,business_legal__4,business_legal__5,business_legal__96,business_legal__n888,business_legal__n999,business_legal_oth,support_local_gov,support_local_kind__1,support_local_kind__2,support_local_kind__3,support_local_kind__4,support_local_kind__5,support_local_kind__6,support_local_kind__7,support_local_kind__8,support_local_kind__96,support_local_kind__n888,support_local_kind__n999,support_local_gov_oth,lbr3_2,lbr3_3,lbr3_4,lbr3_5,lbr3_5_1__1,lbr3_5_1__2,lbr3_5_1__3,lbr3_5_1__4,lbr3_5_1__5,lbr3_5_1__6,lbr3_5_1__7,lbr3_5_1__96,lbr3_5_1__n888,lbr3_5_1__n999,lbr3_5_1_oth,lbr3_6,lbr3_7,lbr3_8,lbr3_9,lbr3_9_1__1,lbr3_9_1__2,lbr3_9_1__3,lbr3_9_1__4,lbr3_9_1__5,lbr3_9_1__6,lbr3_9_1__7,lbr3_9_1__96,lbr3_9_1__n888,lbr3_9_1__n999,lbr3_9_1_oth,lbr3_10,lbr3_11,lbr3_12,lbr3_13,Ibr3_14__1,Ibr3_14__2,Ibr3_14__3,Ibr3_15,Ibr3_16,Ibr3_17,Ibr3_18,Ibr3_19,leave,sick_leave,lbr10,lbr10_1,job_search,job_search_oth,lbr09,emp_years,lbr11
"66-81-51-91",2,"Retail trade","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Liquorama","In other rural area within or outside this district","Seasonal",,,,,,,,,,,,"",,,"Per month",1000,0,3,1,0,2,0,0,0,0,0,"",3,3,6,11,"No","No","No","Yes","No","Yes","No","No","No","No","Fixed term permanent contract","","Online postings","","No",1,"Neither"
"02-25-80-90",2,"Other public sector","Plumbing","Self-employed/own business",132,5,5,4,4,1500,0,1,2,3,0,4,5,0,0,"",150,100,0,"No","Village in region",0,"No","No","No","No","No","No","No","Yes","No",,"11","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","","No",,"Yes","No","No","No","No","No","No","No","No","No","No",,"No",,"Yes","No","Yes","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",11,"Neither"
"02-25-80-90",3,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Security Systems","In this village","Permanent",1500,0,1,2,3,4,5,0,0,0,0,"",6,9,,,,,,,,,,,,,"",,,,,"No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Others, specify","I just went to their office and applied","No",.1,"Very satisfied"
"12-68-96-23",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Gorvenment hospital","In this village","Permanent",4100,0,1,0,0,2,0,0,0,0,0,"",4,15,,,,,,,,,,,,,"",,,,,"No","No","No","Yes","No","Yes","No","No","Yes","Yes","Part-time contract","","Public employment/recruitment agency","","No",.9,"Very satisfied"
"12-68-96-23",2,"Others, specify","Cleaner At Tribal Lands","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Tribal lands gorvenment department","In this village","Permanent",3200,0,2,3,0,1,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","No","No","Yes","Yes","Fixed term permanent contract","","Public employment/recruitment agency","","No",.7,"Satisfied"
"46-89-61-94",1,"Others, specify","Small Tuckshop","Self-employed/own business",96,6,6,7,13,1000,1,2,0,0,0,3,0,0,0,"",1500,0,0,"Yes","Town in region",0,"No","No","No","Yes","No","No","No","No","No",,"8","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","Yes","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,"Yes",0,0,1,0,0,0,0,0,0,0,0,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",0,"Neither"
"36-57-98-87",1,"Retail trade","","Self-employed/own business",2,3,3,5,7,1000,1,2,3,0,4,5,0,0,0,"",600,0,0,"Yes","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"2","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Neither"
"93-61-95-87",1,"Hospitality (e.g., Accommodation &amp; Lodging )","","Self-employed/own business",12,5,5,7,0,1200,1,2,0,3,0,0,0,4,0,"Insurance",1800,600,0,"No","Village in region",0,"No","No","Yes","No","No","No","No","No","No",,"1","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1,"dissatisfied"
"93-61-95-87",4,"Others, specify","Carpentry","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Marina Lodge","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",2200,0,1,0,0,0,0,0,0,0,0,"",5,5,6,8,"No","Yes","No","Yes","No","No","No","No","Yes","No","Fixed term permanent contract","","Others, specify","he found out about the job whilst on a tender there.","Yes",2.5,"Neither"
"72-10-49-63",1,"Transport","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","WATER AFFAIRS","In this village","Permanent",5200,0,1,0,2,0,0,0,3,0,0,"insurance",5,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","No","Yes","No","No","No","Long term permanent contract","","Public employment/recruitment agency","","Yes",22,"Very satisfied"
"65-98-70-74",2,"Others, specify","Carpenter","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Magara","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",3500,0,1,3,4,2,0,0,0,0,0,"",3,5,6,8,"No","No","No","No","No","No","No","Yes","No","Yes","Part-time contract","","From neighbors or friends","","Yes",2,"Neither"
"65-98-70-74",3,"Domestic/household helper","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Kasane Primary Hospital","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",2500,0,2,1,3,0,0,0,0,0,0,"",6,6,5,8,"No","No","No","No","No","No","No","Yes","Yes","Yes","Part-time contract","","Public employment/recruitment agency","","No",.6,"Neither"
"71-09-05-63",2,"Domestic/household helper","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Absa","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",1200,0,2,1,0,0,0,0,0,0,0,"",5,5,6,8,"No","No","No","No","No","No","No","No","Yes","Yes","Part-time contract","","Online postings","","No",2,"Neither"
"71-09-05-63",3,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Kasane Magistrate Court","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",2300,0,0,0,0,0,0,0,1,0,0,"covers own private uses",2,0,5,8,"No","No","No","No","No","No","No","No","No","No","Do not know","","From neighbors or friends","","No",.3,"Neither"
"71-09-05-63",4,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Security Systems","In this village","Permanent",2500,0,1,2,3,0,0,0,0,0,0,"",7,6,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","No","No","No","Yes","No","Long term permanent contract","","From family and relatives","","No",9,"Satisfied"
"71-09-05-63",5,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Old house lodge","In this village","Permanent",1700,0,1,0,2,0,3,0,0,0,0,"",5,9,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","No","No","Yes","Yes","Long term permanent contract","","Online postings","","No",4,"Neither"
"71-09-05-63",6,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Mowana lodge","In this village","Permanent",1700,0,1,3,2,0,0,0,0,0,0,"",6,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","No","No","No","Yes","Yes","Fixed term permanent contract","","From neighbors or friends","","No",2,"Neither"
"81-05-32-56",1,"Others, specify","Retired","Self-employed/own business",12,3,3,5,5,2700,1,2,0,3,5,4,0,0,0,"",4000,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"7","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Tenants failing to pay their monthly entail fees, some leave without paying",,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No",,"No","Yes","Yes","No","Yes","No","No","No",,"Yes",0,0,1,0,0,0,0,0,0,0,0,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",0,"Neither"
"81-05-32-56",3,"Others, specify","Not Working","Self-employed/own business",0,0,0,0,0,0,,,,,,,,,,"",0,0,0,"No","Other, Specify",0,"No","No","No","No","No","No","No","No","Yes",,"0","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","N/A",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",0,"Neither"
"30-09-94-93",1,"Retail trade","","Self-employed/own business",30,3,3,7,14,7500,1,2,0,3,4,5,0,0,0,"",3000,0,1500,"Yes","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"30","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",30,"Very satisfied"
"30-09-94-93",2,"Domestic/household helper","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Francinah Nawala","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",1000,0,0,0,0,1,0,0,0,0,0,"",3,4,6,14,"Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Fixed term permanent contract","","From family and relatives","","No",1,"Neither"
"30-09-94-93",3,"Retail trade","","Self-employed/own business",4,3,4,7,14,10000,2,0,0,0,1,0,0,0,0,"",3900,0,0,"No","Village in region",0,"No","Yes","Yes","No","No","No","No","No","No",,"4","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",4,"Very satisfied"
"30-09-94-93",4,"Retail trade","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Spar","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",1900,0,1,0,0,0,0,0,0,0,0,"",4,4,7,8,"No","No","No","No","No","Yes","No","No","Yes","Yes","Fixed term permanent contract","","Online postings","","No",1,"Neither"
"85-23-91-16",1,"Others, specify","Welding","Self-employed/own business",24,6,6,5,8,5000,1,2,3,0,0,0,0,0,0,"",2500,0,0,"No","Town in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"I don't know","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","Yes","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",2,"Neither"
"53-06-23-41",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Thebe river safari","In this village","Permanent",2000,0,1,3,4,2,0,0,0,0,0,"",7,12,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","No","No","No","No","Yes","Long term permanent contract","","Private employment/recruitment agency","","No",1,"Satisfied"
"93-66-25-28",1,"Others, specify","Plumber","Self-employed/own business",5,2,0,7,12,2000,0,3,2,0,1,0,0,0,0,"",0,0,0,"No","Town in region",1,"Yes","No","No","No","No","No","No","No","No",,"5","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",5,"Satisfied"
"93-66-25-28",2,"Others, specify","Cooker At A Local Restaurant","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Chiboris reastaurant","In this village","Permanent",2500,0,1,2,0,3,0,0,0,0,0,"",7,8,,,,,,,,,,,,,"",,,,,"No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Long term permanent contract","","Private employment/recruitment agency","","Yes",15,"Neither"
"49-90-63-33",3,"Other public sector","Groundsman","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","National Library-Kasane","Town or city within this district/region","Permanent",3500,0,1,0,0,0,2,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","No",1,"Satisfied"
"49-90-63-33",5,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Health department","Town or city within this district/region","Seasonal",,,,,,,,,,,,"",,,"Per month",3800,0,1,0,3,0,2,0,0,0,0,"",6,3,7,8,"No","No","No","No","No","Yes","No","No","Yes","Yes","Other (specify)","Temporary work","Public employment/recruitment agency","","No",1,"Satisfied"
"68-84-82-12",3,"Travel and Tourism","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Kalahari Tours","Town or city within this district/region","Permanent",3000,0,1,0,0,0,2,0,0,0,0,"",7,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","No","No","No","Yes","Long term permanent contract","","From neighbors or friends","","Yes",18,"Satisfied"
"25-99-22-65",1,"Others, specify","Sells Clothes At Home","Self-employed/own business",5,0,0,0,0,0,,,,,,,,,,"",0,0,0,"No","Village in region",1,"No","No","No","Yes","No","No","No","No","No",,"3","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",.3,"dissatisfied"
"25-99-22-65",2,"Retail trade","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","builders world","In this village","Permanent",4000,0,1,0,0,2,3,0,0,0,0,"",6,8,,,,,,,,,,,,,"",,,,,"No","No","Yes","No","No","Yes","No","No","Yes","Yes","Long term permanent contract","","Private employment/recruitment agency","","No",7,"Satisfied"
