interview__key,r_livestock__id,lv01,lv02,lv03,lv04,lv_inkind_pay,lv05,lv06,lv07,lv08
"70-67-46-48","Ducks",24,7,0,3,0,1,13,0,
"05-74-99-19","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"05-74-99-19","Cows/Heifers",6,5,1,0,0,0,0,0,3500
"81-28-91-79","Goats - He/She/Kids",11,7,0,0,0,0,9,0,
"07-52-39-57","Cows/Heifers",9,5,0,0,0,0,4,0,
"07-52-39-57","Goats - He/She/Kids",30,25,0,0,0,0,4,1,
"07-52-39-57","Chicken - Hens/Layers",60,50,0,3,0,0,4,2,
"96-46-53-15","Cows/Heifers",5,5,0,0,0,0,0,0,
"96-46-53-15","Calves - Males/Females",4,2,0,0,0,0,2,0,
"03-38-35-14","Goats - He/She/Kids",15,13,1,0,2,0,2,0,800
"51-25-36-09","Cows/Heifers",7,8,0,0,0,0,5,0,
"51-25-36-09","Goats - He/She/Kids",10,9,0,0,0,1,4,0,
"51-25-36-09","Chicken - Cocks/Broilers",3,2,0,1,0,0,0,0,
"51-25-36-09","Chicken - Hens/Layers",15,8,0,0,0,0,7,0,
"22-59-76-95","Cows/Heifers",4,5,0,0,0,0,0,0,
"22-59-76-95","Goats - He/She/Kids",5,2,0,0,0,0,3,0,
"21-25-86-78","Chicken - Hens/Layers",13,18,0,0,0,1,0,0,
"64-05-81-04","Cows/Heifers",9,5,0,0,0,0,4,1,
"07-52-31-91","Chicken - Cocks/Broilers",20,20,0,0,0,0,0,0,
"99-68-20-94","Chicken - Cocks/Broilers",15,15,0,5,0,0,4,0,
"84-66-38-33","Chicken - Cocks/Broilers",200,49,31,1,0,0,2,0,75
"03-79-50-93","Goats - He/She/Kids",4,7,0,0,0,0,0,0,
"91-24-08-83","Cows/Heifers",10,12,1,0,0,0,3,1,3000
"55-35-77-06","Calves - Males/Females",27,25,0,2,0,0,4,3,
"55-35-77-06","Goats - He/She/Kids",50,58,0,2,0,1,0,13,
"55-35-77-06","Chicken - Cocks/Broilers",70,60,7,15,0,0,15,10,75
"05-01-06-84","Chicken - Hens/Layers",20,10,0,28,0,4,5,20,
"32-72-73-42","Chicken - Cocks/Broilers",16,12,0,4,0,0,0,0,
"44-69-61-71","Goats - He/She/Kids",5,4,0,0,0,0,1,0,
"72-65-35-75","Chicken - Hens/Layers",10,20,1,2,0,0,0,0,75
"72-65-35-75","Other➡️specify",8,3,0,2,0,0,0,0,
"92-30-60-06","Bulls/Oxen/Steers",5,4,1,0,0,0,0,0,4200
"92-30-60-06","Cows/Heifers",6,5,1,0,1,0,0,0,1
"92-30-60-06","Calves - Males/Females",3,3,0,0,0,0,0,0,
"72-37-57-39","Goats - He/She/Kids",2,2,0,0,0,0,0,0,
"75-53-97-04","Bulls/Oxen/Steers",4,4,0,0,0,0,1,0,
"75-53-97-04","Cows/Heifers",55,55,0,0,0,0,15,0,
"75-53-97-04","Calves - Males/Females",15,15,0,0,0,0,0,0,
"75-53-97-04","Goats - He/She/Kids",35,7,0,0,0,0,28,0,
"33-94-27-06","Goats - He/She/Kids",23,12,1,0,0,0,6,0,800
"70-81-99-80","Goats - He/She/Kids",11,18,2,3,0,0,3,2,1200
"70-81-99-80","Chicken - Cocks/Broilers",100,30,0,50,0,0,25,20,
"57-32-99-06","Goats - He/She/Kids",15,10,2,2,0,0,1,0,1000
"57-32-99-06","Other➡️specify",12,9,0,3,0,0,0,0,
"60-00-51-13","Cows/Heifers",17,17,0,0,0,0,0,0,
"60-00-51-13","Goats - He/She/Kids",9,15,0,0,0,0,0,0,
"56-62-79-46","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"56-62-79-46","Cows/Heifers",3,2,0,0,0,0,1,0,
"56-62-79-46","Calves - Males/Females",2,2,0,0,0,0,0,0,
"38-98-52-39","Bulls/Oxen/Steers",4,6,0,0,0,0,0,0,
"38-98-52-39","Cows/Heifers",8,10,0,0,0,0,0,0,
"38-98-52-39","Goats - He/She/Kids",10,13,0,1,0,0,0,0,
"91-79-46-21","Cows/Heifers",2,2,0,0,0,0,0,0,
"25-52-14-98","Cows/Heifers",7,11,3,1,1,1,0,2,2000
"94-29-79-85","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"94-29-79-85","Cows/Heifers",10,10,2,1,0,0,0,0,4000
"94-29-79-85","Calves - Males/Females",5,7,0,0,0,0,0,0,
"94-91-03-07","Cows/Heifers",6,10,0,0,0,0,0,3,
"43-00-27-37","Cows/Heifers",2,2,0,0,0,0,0,0,
"97-63-44-51","Cows/Heifers",13,13,1,0,0,0,0,0,3000
"97-63-44-51","Calves - Males/Females",4,4,0,0,0,0,0,1,
"13-97-69-06","Goats - He/She/Kids",0,14,0,0,0,0,1,0,
"13-97-69-06","Chicken - Cocks/Broilers",37,12,4,10,4,4,10,0,1000
"81-33-83-30","Goats - He/She/Kids",9,10,2,0,0,0,3,0,1000
"00-91-45-36","Goats - He/She/Kids",10,6,4,0,0,0,0,0,2000
"00-91-45-36","Chicken - Cocks/Broilers",12,2,0,10,0,0,0,0,
"00-91-45-36","Chicken - Hens/Layers",6,6,0,0,0,0,0,0,
"11-05-72-97","Chicken - Hens/Layers",5,4,0,2,0,1,9,3,
"48-93-31-20","Cows/Heifers",58,61,3,1,0,0,5,0,2000
"55-27-15-85","Cows/Heifers",16,16,0,0,0,0,0,1,
"24-64-78-21","Goats - He/She/Kids",15,8,0,4,0,0,3,0,
"24-64-78-21","Chicken - Cocks/Broilers",12,6,0,6,0,0,1,0,
"24-64-78-21","Chicken - Hens/Layers",8,5,0,8,0,0,0,0,
"92-49-74-52","Chicken - Cocks/Broilers",38,8,4,9,0,0,17,0,60
"27-16-23-86","Goats - He/She/Kids",13,10,0,0,0,0,3,0,
"18-81-00-96","Chicken - Cocks/Broilers",20,30,0,5,0,2,3,0,
"09-79-14-71","Cows/Heifers",6,6,0,0,0,0,0,0,
"09-79-14-71","Goats - He/She/Kids",35,33,0,2,0,0,0,0,
"71-80-89-34","Goats - He/She/Kids",0,4,0,0,0,0,0,0,
"11-65-24-94","Cows/Heifers",32,24,12,0,0,0,0,0,5000
"55-44-38-36","Chicken - Cocks/Broilers",30,15,3,3,0,0,8,2,70
"92-09-46-86","Cows/Heifers",45,45,0,0,0,0,0,0,
"92-09-46-86","Chicken - Cocks/Broilers",15,10,0,5,0,0,0,0,
"75-18-13-88","Chicken - Hens/Layers",15,20,0,5,0,0,0,0,
"40-16-04-38","Goats - He/She/Kids",25,7,7,2,0,0,4,2,800
"72-38-90-85","Goats - He/She/Kids",0,14,0,1,0,0,2,0,
"76-02-43-67","Goats - He/She/Kids",3,3,0,0,0,0,0,0,
"58-63-03-99","Cows/Heifers",6,9,0,0,0,0,0,0,
"53-04-65-79","Chicken - Cocks/Broilers",17,11,5,1,0,0,0,0,65
"85-34-28-65","Chicken - Cocks/Broilers",37,35,0,0,0,0,2,0,
"08-72-41-04","Chicken - Hens/Layers",15,6,0,7,0,0,20,6,
"01-08-40-07","Chicken - Hens/Layers",0,4,0,0,0,0,0,0,
"37-39-15-65","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"37-39-15-65","Cows/Heifers",4,4,0,0,0,0,0,0,
"37-39-15-65","Calves - Males/Females",2,2,0,0,0,0,0,0,
"91-91-62-09","Goats - He/She/Kids",15,10,5,0,0,0,6,0,1000
"91-91-62-09","Chicken - Hens/Layers",50,6,0,3,0,0,12,0,
"42-79-46-81","Goats - He/She/Kids",5,5,0,0,0,0,6,0,
"21-92-10-43","Chicken - Hens/Layers",50,30,0,1,0,0,20,0,
"29-41-63-44","Bulls/Oxen/Steers",1,1,0,0,0,0,0,2,
"29-41-63-44","Cows/Heifers",1,1,0,0,0,0,0,0,
"19-83-50-72","Cows/Heifers",20,26,0,2,0,0,0,2,
"48-22-87-49","Chicken - Hens/Layers",16,25,0,3,0,0,4,0,
"91-10-07-30","Chicken - Cocks/Broilers",10,1,0,0,0,0,28,3,
"91-10-07-30","Chicken - Hens/Layers",20,9,2,3,0,0,10,2,70
"12-91-55-52","Chicken - Hens/Layers",20,16,0,2,0,0,0,0,
"74-40-02-20","Cows/Heifers",5,2,1,2,0,0,2,0,3000
"09-31-11-33","Cows/Heifers",50,40,2,0,0,0,0,8,5000
"09-31-11-33","Chicken - Cocks/Broilers",1,2,0,1,0,0,0,0,
"09-31-11-33","Chicken - Hens/Layers",15,20,0,1,0,0,5,0,
"51-50-93-70","Chicken - Cocks/Broilers",24,30,0,2,0,0,8,0,
"43-24-35-84","Cows/Heifers",95,71,10,0,1,0,0,12,4200
"43-24-35-84","Goats - He/She/Kids",54,31,0,0,0,1,0,22,
"43-24-35-84","Chicken - Cocks/Broilers",70,45,0,20,5,0,0,0,
"14-85-25-58","Chicken - Cocks/Broilers",11,5,0,3,0,0,6,2,
"80-79-44-48","Cows/Heifers",50,30,20,0,0,0,0,5,3000
"80-79-44-48","Chicken - Hens/Layers",0,25,0,2,0,0,0,0,
"86-55-30-87","Chicken - Cocks/Broilers",14,10,0,6,0,1,10,0,
"95-51-95-92","Chicken - Cocks/Broilers",200,100,100,0,0,0,2,0,130
"89-51-80-40","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"89-51-80-40","Cows/Heifers",19,19,1,0,0,0,2,0,3000
"89-51-80-40","Calves - Males/Females",5,7,0,0,0,0,0,0,
"89-51-80-40","Goats - He/She/Kids",55,70,3,1,0,0,6,0,1000
"02-55-85-64","Cows/Heifers",7,5,0,0,0,0,0,2,
"02-55-85-64","Chicken - Hens/Layers",49,27,0,12,0,10,0,0,
"57-52-43-19","Cows/Heifers",20,25,0,0,0,0,0,0,
"57-52-43-19","Goats - He/She/Kids",12,8,0,0,0,0,4,2,
"80-82-49-42","Chicken - Hens/Layers",10,6,0,4,0,0,0,2,
"47-81-87-67","Chicken - Cocks/Broilers",5,1,0,4,0,0,0,0,
"47-81-87-67","Chicken - Hens/Layers",30,4,0,26,0,0,0,0,
"32-64-27-45","Cows/Heifers",25,17,0,0,0,0,0,7,
"65-67-13-71","Goats - He/She/Kids",10,10,0,0,0,0,0,0,
"25-90-19-11","Bulls/Oxen/Steers",0,1,0,0,0,0,0,0,
"25-90-19-11","Cows/Heifers",0,4,0,0,0,0,0,3,
"92-48-70-16","Cows/Heifers",56,50,0,0,0,0,0,6,
"22-89-40-33","Chicken - Cocks/Broilers",50,50,0,0,0,0,0,0,
"37-39-45-84","Cows/Heifers",45,53,2,0,0,0,0,1,5300
"37-39-45-84","Chicken - Hens/Layers",30,15,0,1,0,0,0,14,
"88-01-88-32","Cows/Heifers",9,5,1,0,0,0,3,0,4700
"93-79-44-00","Cows/Heifers",2,2,0,0,0,0,0,0,
"16-65-54-37","Chicken - Hens/Layers",50,20,1,10,0,0,7,6,70
"86-00-77-05","Cows/Heifers",21,30,2,2,0,0,0,0,2000
"86-00-77-05","Goats - He/She/Kids",20,35,0,0,0,0,4,1,
"86-00-77-05","Chicken - Cocks/Broilers",0,10,0,2,0,0,5,0,
"86-00-77-05","Horses",0,8,0,0,0,0,0,0,
"04-04-14-28","Cows/Heifers",7,7,0,0,0,0,0,0,
"04-04-14-28","Calves - Males/Females",2,2,0,0,0,0,0,0,
"06-32-06-25","Goats - He/She/Kids",25,28,0,2,0,0,0,0,
"87-84-09-54","Bulls/Oxen/Steers",6,4,0,2,0,0,0,0,
"87-84-09-54","Cows/Heifers",16,14,1,1,0,0,0,0,3400
"87-84-09-54","Calves - Males/Females",4,4,0,0,0,0,0,0,
"87-84-09-54","Goats - He/She/Kids",30,29,0,0,0,0,1,0,
"87-84-09-54","Chicken - Cocks/Broilers",15,15,0,0,0,0,0,0,
"40-00-25-74","Goats - He/She/Kids",3,1,0,0,0,0,0,2,
"32-73-63-74","Cows/Heifers",7,8,0,0,0,0,0,2,
"64-46-66-46","Cows/Heifers",3,3,1,0,0,0,0,0,3000
"42-32-41-18","Bulls/Oxen/Steers",5,5,0,0,0,0,0,0,
"42-32-41-18","Cows/Heifers",35,30,2,1,0,0,0,2,4500
"42-32-41-18","Calves - Males/Females",12,10,0,0,0,0,0,2,
"42-32-41-18","Goats - He/She/Kids",20,15,2,0,0,0,1,2,3000
"29-79-40-11","Bulls/Oxen/Steers",3,2,1,0,0,0,0,0,4500
"29-79-40-11","Cows/Heifers",4,4,0,0,0,0,0,0,
"29-79-40-11","Calves - Males/Females",3,2,0,0,0,0,1,0,
"29-79-40-11","Goats - He/She/Kids",9,9,0,0,0,0,0,0,
"29-79-40-11","Chicken - Cocks/Broilers",12,11,0,1,0,0,0,0,
"60-10-68-48","Cows/Heifers",16,13,0,0,0,0,3,0,
"60-10-68-48","Goats - He/She/Kids",14,13,0,1,0,0,0,0,
"60-10-68-48","Chicken - Hens/Layers",200,80,20,20,0,10,20,0,70
"94-16-94-83","Goats - He/She/Kids",28,20,4,2,0,0,2,0,9000
"37-86-89-16","Chicken - Cocks/Broilers",1,1,0,0,0,0,0,0,
"37-86-89-16","Chicken - Hens/Layers",9,9,0,0,0,0,0,0,
"67-12-10-28","Cows/Heifers",300,200,6,0,0,1,5,5,3000
"25-90-81-61","Bulls/Oxen/Steers",15,15,0,0,0,0,0,0,
"25-90-81-61","Cows/Heifers",18,18,0,0,0,0,0,0,
"25-90-81-61","Chicken - Cocks/Broilers",8,8,0,0,0,0,0,0,
"27-19-89-21","Cows/Heifers",15,12,0,1,0,0,2,0,
"27-19-89-21","Goats - He/She/Kids",26,20,0,0,0,0,6,0,
"29-68-82-61","Chicken - Hens/Layers",0,100,0,0,0,0,13,0,
"29-03-78-72","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"29-03-78-72","Cows/Heifers",19,18,0,0,0,1,0,0,
"29-03-78-72","Calves - Males/Females",4,4,0,0,0,0,0,0,
"29-03-78-72","Goats - He/She/Kids",26,24,0,2,0,0,0,0,
"54-48-29-54","Goats - He/She/Kids",10,15,0,0,0,0,6,0,
"54-48-29-54","Chicken - Hens/Layers",20,2,0,3,0,0,10,0,
"29-79-23-67","Cows/Heifers",102,85,2,1,0,0,14,0,3500
"29-79-23-67","Goats - He/She/Kids",26,20,6,0,0,0,0,0,1000
"36-91-85-86","Cows/Heifers",28,35,1,4,0,0,1,0,4300
"36-91-85-86","Chicken - Hens/Layers",32,40,0,2,0,2,0,0,
"93-71-48-41","Goats - He/She/Kids",8,15,0,0,0,0,3,0,
"79-97-29-10","Goats - He/She/Kids",25,11,3,2,0,0,15,0,900
"41-50-66-96","Bulls/Oxen/Steers",3,2,1,0,0,0,0,0,4000
"41-50-66-96","Cows/Heifers",5,5,0,0,0,0,0,0,
"41-50-66-96","Calves - Males/Females",1,1,0,0,0,0,0,0,
"06-31-05-26","Cows/Heifers",17,8,0,6,0,0,0,3,
"36-45-13-48","Goats - He/She/Kids",35,40,0,2,0,0,5,0,
"63-11-78-96","Chicken - Cocks/Broilers",70,3,31,0,0,0,35,0,60
"79-48-70-94","Goats - He/She/Kids",9,7,0,0,0,0,1,0,
"79-48-70-94","Chicken - Hens/Layers",50,100,10,5,0,0,0,0,65
"41-82-62-49","Cows/Heifers",5,7,0,0,0,0,0,0,
"41-82-62-49","Goats - He/She/Kids",7,9,0,2,0,0,2,1,
"41-82-62-49","Chicken - Hens/Layers",15,20,0,3,0,0,0,0,
"57-39-86-38","Cows/Heifers",9,6,3,0,0,0,0,0,4700
"57-39-86-38","Goats - He/She/Kids",15,12,3,0,0,0,0,0,1000
"47-31-29-24","Goats - He/She/Kids",32,40,2,1,0,0,2,3,1000
"88-51-36-66","Cows/Heifers",7,5,0,0,0,0,0,2,
"86-10-11-11","Bulls/Oxen/Steers",13,15,0,0,0,0,0,0,
"86-10-11-11","Cows/Heifers",25,25,0,0,0,0,0,0,
"86-10-11-11","Calves - Males/Females",10,9,0,0,0,0,1,0,
"95-58-64-05","Cows/Heifers",2,2,0,0,0,0,0,0,
"71-64-26-40","Cows/Heifers",8,10,0,0,0,0,0,0,
"81-24-00-67","Chicken - Hens/Layers",30,28,0,0,0,0,2,0,
"82-97-70-37","Chicken - Cocks/Broilers",15,8,0,0,0,0,7,0,
"72-64-30-28","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"72-64-30-28","Cows/Heifers",8,8,0,0,0,0,0,0,
"72-38-29-03","Chicken - Cocks/Broilers",21,15,0,2,0,0,4,0,
"24-76-27-27","Cows/Heifers",18,16,2,0,0,0,0,0,2800
"24-76-27-27","Goats - He/She/Kids",17,5,0,0,0,0,12,0,
"24-76-27-27","Chicken - Cocks/Broilers",25,17,0,8,0,0,0,0,
"41-14-53-27","Cows/Heifers",26,26,0,0,0,0,3,0,
"41-14-53-27","Goats - He/She/Kids",32,32,0,2,0,0,6,0,
"41-14-53-27","Chicken - Cocks/Broilers",.a,.a,.a,.a,.a,.a,.a,.a,
"19-25-83-42","Chicken - Cocks/Broilers",4,3,0,1,0,0,0,0,
"19-25-83-42","Chicken - Hens/Layers",8,7,0,1,0,0,0,0,
"50-03-32-43","Bulls/Oxen/Steers",4,8,0,0,0,0,0,1,
"50-03-32-43","Cows/Heifers",6,8,0,0,0,0,2,3,
"75-29-94-40","Chicken - Cocks/Broilers",20,12,10,4,0,0,0,0,70
