interview__key,r_shocks__id,r_shocks,sh_1,sh_2,sh_3__1,sh_3__2,sh_3__3,sh_3__4,sh_3__5,sh_3__6,sh_3__7,sh_3__8,sh_3__9,sh_3__10,sh_3__11,sh_3__12,sh_3__13,sh_3__14,sh_3__96,sh_3_oth,sh_4,sh_5,sh_6,sh_7
"20-52-90-88",6,"Dwelling Damaged",3,"Mild",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"20-52-90-88",15,"Large Rise in Prices of Food",4,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"35-31-07-84",15,"Large Rise in Prices of Food",2,"Very severe",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"09-47-23-08",1,"Chronicor Severe Illnessor Accident of a Household Member",2,"Mild",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"09-47-23-08",15,"Large Rise in Prices of Food",3,"Severe",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"03-49-16-10",1,"Chronicor Severe Illnessor Accident of a Household Member",1,"Mild",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Very  likely","Very  likely","Very  likely",0
"03-49-16-10",15,"Large Rise in Prices of Food",4,"Severe",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,"","Not very likely","Not very likely","Not very likely",0
"03-49-16-10",21,"Fallen Sick of COVID-19",1,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"54-94-74-75",1,"Chronicor Severe Illnessor Accident of a Household Member",1,"Very severe",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not at all likely","Not at all likely","Not at all likely",0
"54-94-74-75",13,"Loss of Employment",1,"Very severe",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Not at all likely","Not at all likely","Not at all likely",0
"54-94-74-75",15,"Large Rise in Prices of Food",2,"Very severe",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Not at all likely","Not at all likely","Not at all likely",0
"70-40-01-04",15,"Large Rise in Prices of Food",4,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"33-37-06-20",2,"Death of a Household Member",1,"Very severe",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"","Not very likely","Not at all likely","Not very likely",0
"11-89-65-58",15,"Large Rise in Prices of Food",2,"Severe",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"86-01-74-97",12,"Household Business Failure(Non-Agricultural)",1,"Mild",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"86-01-74-97",13,"Loss of Employment",1,"Mild",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"86-01-74-97",15,"Large Rise in Prices of Food",3,"Mild",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"69-53-29-77",15,"Large Rise in Prices of Food",3,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"38-36-87-54",1,"Chronicor Severe Illnessor Accident of a Household Member",1,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Very  likely","Very  likely","Very  likely",0
"38-36-87-54",5,"Robbery/Burglary",1,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"38-36-87-54",15,"Large Rise in Prices of Food",3,"Very severe",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"96-39-11-89",10,"Livestock Disease/Death",2,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Not very likely","Not very likely","Not very likely",0
"62-05-75-13",9,"Crop Failure",1,"Severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Very  likely",0
"62-05-75-13",15,"Large Rise in Prices of Food",3,"Severe",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"62-05-75-13",21,"Fallen Sick of COVID-19",2,"Severe",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Very  likely",0
"36-43-41-97",1,"Chronicor Severe Illnessor Accident of a Household Member",4,"Severe",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"36-43-41-97",8,"Floods",5,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"36-43-41-97",13,"Loss of Employment",1,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"36-43-41-97",15,"Large Rise in Prices of Food",2,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"12-03-37-86",1,"Chronicor Severe Illnessor Accident of a Household Member",1,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Very  likely","Very  likely",0
"12-03-37-86",9,"Crop Failure",1,"Severe",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Extremely likely","Very  likely",0
"12-03-37-86",15,"Large Rise in Prices of Food",4,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Very  likely",0
"33-44-32-83",15,"Large Rise in Prices of Food",4,"Severe",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"39-65-48-99",15,"Large Rise in Prices of Food",4,"Severe",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"","Not very likely","Not very likely","Not very likely",0
"07-73-56-26",1,"Chronicor Severe Illnessor Accident of a Household Member",1,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Very  likely","Very  likely",0
"07-73-56-26",3,"Household Member Jailed",1,"Very mild",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Very  likely","Very  likely",1
"07-73-56-26",15,"Large Rise in Prices of Food",2,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Very  likely",0
"00-16-25-60",15,"Large Rise in Prices of Food",2,"Severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not at all likely","Not at all likely",0
"05-35-63-46",21,"Fallen Sick of COVID-19",1,"Mild",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Not very likely",0
"00-34-52-14",15,"Large Rise in Prices of Food",4,"Mild",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Very  likely",0
"84-33-06-87",15,"Large Rise in Prices of Food",2,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"85-48-53-30",1,"Chronicor Severe Illnessor Accident of a Household Member",2,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"85-48-53-30",13,"Loss of Employment",1,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"85-48-53-30",15,"Large Rise in Prices of Food",2,"Very severe",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Very  likely",0
"61-17-81-33",15,"Large Rise in Prices of Food",3,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"reduced  food consumption","Not very likely","Not very likely","Very  likely",0
"70-67-46-48",15,"Large Rise in Prices of Food",3,"Very severe",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Extremely likely",1
"17-96-77-43",15,"Large Rise in Prices of Food",2,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"BORROWING MONIES FROM OTHER PEOPLE","Extremely likely","Not at all likely","Not at all likely",0
"58-76-16-53",15,"Large Rise in Prices of Food",3,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"TRADITIONAL ALCOHOL BREWING AND SELLING","Not at all likely","Not at all likely","Not at all likely",0
"14-93-43-30",15,"Large Rise in Prices of Food",2,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not at all likely","Not very likely","Not at all likely",0
"11-82-86-61",2,"Death of a Household Member",1,"Very severe",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"","Not at all likely","Not at all likely","Not very likely",0
"11-82-86-61",7,"Drought or Extended Period of No Rain",9,"Mild",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"11-82-86-61",15,"Large Rise in Prices of Food",10,"Severe",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"03-50-12-90",9,"Crop Failure",1,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not at all likely","Not at all likely","Extremely likely",0
"81-28-91-79",9,"Crop Failure",1,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"81-28-91-79",15,"Large Rise in Prices of Food",4,"Severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"98-37-88-19",12,"Household Business Failure(Non-Agricultural)",3,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not at all likely","Not at all likely","Not at all likely",0
"98-37-88-19",15,"Large Rise in Prices of Food",5,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not at all likely","Not at all likely","Not at all likely",0
"98-37-88-19",19,"Ethnic or Clan Clashes",3,"Very mild",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"19-43-58-99",15,"Large Rise in Prices of Food",5,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"85-30-41-56",5,"Robbery/Burglary",3,"Severe",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Very  likely","Not very likely","Very  likely",0
"85-30-41-56",15,"Large Rise in Prices of Food",9,"Severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"78-32-31-52",1,"Chronicor Severe Illnessor Accident of a Household Member",1,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not at all likely","Not at all likely","Not at all likely",0
"78-32-31-52",2,"Death of a Household Member",1,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not at all likely","Not at all likely","Not at all likely",0
"78-32-31-52",7,"Drought or Extended Period of No Rain",1,"Severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"78-32-31-52",12,"Household Business Failure(Non-Agricultural)",12,"Severe",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Not at all likely","Not at all likely","Not at all likely",0
"78-32-31-52",15,"Large Rise in Prices of Food",2,"Very severe",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Not at all likely","Not very likely","Not very likely",0
"07-52-39-57",1,"Chronicor Severe Illnessor Accident of a Household Member",1,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"07-52-39-57",2,"Death of a Household Member",1,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Not very likely","Not very likely","Not very likely",0
"07-52-39-57",13,"Loss of Employment",1,"Very severe",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"07-52-39-57",15,"Large Rise in Prices of Food",4,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Relied on farmers around the village for sustenance","Not very likely","Not very likely","Not very likely",0
"80-35-75-14",12,"Household Business Failure(Non-Agricultural)",2,"Very severe",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"80-35-75-14",15,"Large Rise in Prices of Food",2,"Very severe",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Very  likely",0
"94-41-84-42",15,"Large Rise in Prices of Food",3,"Severe",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"96-46-53-15",13,"Loss of Employment",3,"Severe",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"96-46-53-15",15,"Large Rise in Prices of Food",3,"Severe",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"53-23-37-57",1,"Chronicor Severe Illnessor Accident of a Household Member",2,"Mild",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Very  likely","Very  likely",0
"57-12-45-97",2,"Death of a Household Member",4,"Mild",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"96-34-22-21",12,"Household Business Failure(Non-Agricultural)",10,"Very severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not at all likely","Extremely likely",0
"96-34-22-21",15,"Large Rise in Prices of Food",12,"Severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Very  likely",0
"03-38-35-14",1,"Chronicor Severe Illnessor Accident of a Household Member",1,"Severe",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Very  likely","Not very likely","Not very likely",0
"03-38-35-14",10,"Livestock Disease/Death",2,"Severe",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"03-38-35-14",15,"Large Rise in Prices of Food",5,"Severe",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"09-06-20-19",15,"Large Rise in Prices of Food",2,"Severe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"51-25-36-09",7,"Drought or Extended Period of No Rain",5,"Very severe",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Not at all likely","Not at all likely","Very  likely",0
"51-25-36-09",9,"Crop Failure",5,"Very severe",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Not very likely","Not very likely","Not very likely",0
"51-25-36-09",10,"Livestock Disease/Death",1,"Severe",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Not at all likely","Not very likely","Very  likely",0
"51-25-36-09",13,"Loss of Employment",1,"Very severe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"started a business","Not very likely","Not very likely","Extremely likely",0
