interview__key,r_members__id,decision_code,decision_label,decision_maker_1,decision_maker_2,decision_maker_3,decision_maker_4,decision_maker_5,decision_maker_6,decision_maker_7,decision_maker_8,decision_maker_9,decision_maker_10
"87-17-87-24",1,"weai_19","Whether They Attend a Training or Seminar",2,,,,,,,,,
"87-17-87-24",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"87-17-87-24",1,"weai_21","Use of Land",1,,,,,,,,,
"87-17-87-24",4,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,3,,,,,,,
"87-17-87-24",4,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,3,,,,,,,
"87-17-87-24",4,"weai_12","How Much Money to Spend on Food?",2,3,,,,,,,,
"87-17-87-24",4,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",2,3,,,,,,,,
"87-17-87-24",4,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",2,3,,,,,,,,
"87-17-87-24",4,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"87-17-87-24",4,"weai_16","Expenditure on Children's Education",1,2,3,,,,,,,
"87-17-87-24",4,"weai_17","How to Allocate Remittances",1,2,3,,,,,,,
"87-17-87-24",4,"weai_18","Whether to Borrow Money and How Much to Borrow?",2,3,,,,,,,,
"87-17-87-24",4,"weai_19","Whether They Attend a Training or Seminar",2,3,,,,,,,,
"87-17-87-24",4,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,3,,,,,,,
"87-17-87-24",4,"weai_21","Use of Land",1,2,3,,,,,,,
"98-37-88-19",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,3,,,,,,,,
"98-37-88-19",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,3,,,,,,,,
"98-37-88-19",1,"weai_12","How Much Money to Spend on Food?",1,3,,,,,,,,
"98-37-88-19",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,3,,,,,,,,
"98-37-88-19",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,3,,,,,,,,
"98-37-88-19",1,"weai_15","Purchase and Sale of Land and Houses?",1,3,,,,,,,,
"98-37-88-19",1,"weai_16","Expenditure on Children's Education",1,3,,,,,,,,
"98-37-88-19",1,"weai_17","How to Allocate Remittances",1,3,,,,,,,,
"98-37-88-19",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,3,,,,,,,,
"98-37-88-19",1,"weai_19","Whether They Attend a Training or Seminar",1,3,,,,,,,,
"98-37-88-19",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,3,,,,,,,,
"98-37-88-19",1,"weai_21","Use of Land",1,3,,,,,,,,
"19-43-58-99",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"19-43-58-99",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,3,,,,,,,,
"19-43-58-99",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"19-43-58-99",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"19-43-58-99",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"19-43-58-99",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"19-43-58-99",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"19-43-58-99",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"19-43-58-99",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"19-43-58-99",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"19-43-58-99",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"19-43-58-99",1,"weai_21","Use of Land",1,,,,,,,,,
"85-30-41-56",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"85-30-41-56",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"85-30-41-56",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"85-30-41-56",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"85-30-41-56",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"85-30-41-56",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"85-30-41-56",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"85-30-41-56",1,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"85-30-41-56",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"85-30-41-56",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"85-30-41-56",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"85-30-41-56",1,"weai_21","Use of Land",1,2,,,,,,,,
"85-30-41-56",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"85-30-41-56",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"85-30-41-56",2,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"85-30-41-56",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"85-30-41-56",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"85-30-41-56",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"85-30-41-56",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"85-30-41-56",2,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"85-30-41-56",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"85-30-41-56",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"85-30-41-56",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"85-30-41-56",2,"weai_21","Use of Land",1,2,,,,,,,,
"78-32-31-52",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"78-32-31-52",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"78-32-31-52",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"78-32-31-52",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"78-32-31-52",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"78-32-31-52",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"78-32-31-52",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"78-32-31-52",1,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"78-32-31-52",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"78-32-31-52",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"78-32-31-52",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"78-32-31-52",1,"weai_21","Use of Land",1,2,,,,,,,,
"37-97-45-71",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,3,,,,,,,,
"37-97-45-71",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,3,,,,,,,,
"37-97-45-71",1,"weai_12","How Much Money to Spend on Food?",1,3,,,,,,,,
"37-97-45-71",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,3,,,,,,,,
"37-97-45-71",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"37-97-45-71",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"37-97-45-71",1,"weai_16","Expenditure on Children's Education",1,3,,,,,,,,
"37-97-45-71",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"37-97-45-71",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"37-97-45-71",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"37-97-45-71",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"37-97-45-71",1,"weai_21","Use of Land",1,,,,,,,,,
"37-97-45-71",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,3,,,,,,,,
"37-97-45-71",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,3,,,,,,,,
"37-97-45-71",2,"weai_12","How Much Money to Spend on Food?",1,3,,,,,,,,
"37-97-45-71",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"37-97-45-71",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"37-97-45-71",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"37-97-45-71",2,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"37-97-45-71",2,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"37-97-45-71",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"37-97-45-71",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"37-97-45-71",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"37-97-45-71",2,"weai_21","Use of Land",1,,,,,,,,,
"07-52-39-57",1,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,,,,,,
"07-52-39-57",1,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,,,,,,
"07-52-39-57",1,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,,,,,,
"07-52-39-57",1,"weai_4","How Much Money to Spend on Farm Inputs?",1,3,,,,,,,,
"07-52-39-57",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,,,,,,
"07-52-39-57",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,3,,,,,,,,
"07-52-39-57",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,3,,,,,,,,
"07-52-39-57",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,,,,,,
"07-52-39-57",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",3,4,,,,,,,,
"07-52-39-57",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,3,,,,,,,,
"07-52-39-57",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,3,,,,,,,,
"07-52-39-57",1,"weai_12","How Much Money to Spend on Food?",1,3,,,,,,,,
"07-52-39-57",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,3,,,,,,,,
"07-52-39-57",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,3,,,,,,,,
"07-52-39-57",1,"weai_15","Purchase and Sale of Land and Houses?",1,3,,,,,,,,
"07-52-39-57",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"07-52-39-57",1,"weai_17","How to Allocate Remittances",1,3,,,,,,,,
"07-52-39-57",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,3,,,,,,,,
"07-52-39-57",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"07-52-39-57",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,3,,,,,,,,
"07-52-39-57",1,"weai_21","Use of Land",1,3,,,,,,,,
"80-35-75-14",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"80-35-75-14",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"80-35-75-14",1,"weai_12","How Much Money to Spend on Food?",2,,,,,,,,,
"80-35-75-14",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"80-35-75-14",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"80-35-75-14",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"80-35-75-14",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"80-35-75-14",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"80-35-75-14",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"80-35-75-14",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"80-35-75-14",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"80-35-75-14",1,"weai_21","Use of Land",1,,,,,,,,,
"80-35-75-14",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",2,,,,,,,,,
"80-35-75-14",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",2,,,,,,,,,
"80-35-75-14",2,"weai_12","How Much Money to Spend on Food?",2,,,,,,,,,
"80-35-75-14",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"80-35-75-14",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",2,,,,,,,,,
"80-35-75-14",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"80-35-75-14",2,"weai_16","Expenditure on Children's Education",2,,,,,,,,,
"80-35-75-14",2,"weai_17","How to Allocate Remittances",2,,,,,,,,,
"80-35-75-14",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",2,,,,,,,,,
"80-35-75-14",2,"weai_19","Whether They Attend a Training or Seminar",2,,,,,,,,,
"80-35-75-14",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"80-35-75-14",2,"weai_21","Use of Land",2,,,,,,,,,
"96-46-53-15",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,,,,,,
"96-46-53-15",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,,,,,,
"96-46-53-15",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,,,,,,
"96-46-53-15",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,2,,,,,,,,
"96-46-53-15",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"96-46-53-15",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,3,,,,,,,,
"96-46-53-15",1,"weai_12","How Much Money to Spend on Food?",1,2,3,,,,,,,
"96-46-53-15",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,3,4,,,,,,
"96-46-53-15",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,3,4,,,,,,
"96-46-53-15",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,3,4,,,,,,
"96-46-53-15",1,"weai_16","Expenditure on Children's Education",1,2,3,4,,,,,,
"96-46-53-15",1,"weai_17","How to Allocate Remittances",1,2,3,4,,,,,,
"96-46-53-15",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,3,4,,,,,,
"96-46-53-15",1,"weai_19","Whether They Attend a Training or Seminar",1,2,3,4,,,,,,
"96-46-53-15",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,3,4,,,,,,
"96-46-53-15",1,"weai_21","Use of Land",1,2,3,4,,,,,,
"53-23-37-57",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"53-23-37-57",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"53-23-37-57",2,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"53-23-37-57",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"53-23-37-57",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"53-23-37-57",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"53-23-37-57",2,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"53-23-37-57",2,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"53-23-37-57",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"53-23-37-57",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"53-23-37-57",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"53-23-37-57",2,"weai_21","Use of Land",1,,,,,,,,,
"34-02-59-21",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"34-02-59-21",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"34-02-59-21",1,"weai_12","How Much Money to Spend on Food?",2,,,,,,,,,
"34-02-59-21",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"34-02-59-21",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"34-02-59-21",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"34-02-59-21",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"34-02-59-21",1,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"34-02-59-21",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"34-02-59-21",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"34-02-59-21",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"34-02-59-21",1,"weai_21","Use of Land",1,,,,,,,,,
"19-67-63-11",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"19-67-63-11",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"19-67-63-11",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"19-67-63-11",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"19-67-63-11",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"19-67-63-11",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"19-67-63-11",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"19-67-63-11",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"19-67-63-11",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"19-67-63-11",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"19-67-63-11",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"19-67-63-11",1,"weai_21","Use of Land",1,2,,,,,,,,
"19-67-63-11",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"19-67-63-11",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"19-67-63-11",2,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"19-67-63-11",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"19-67-63-11",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"19-67-63-11",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"19-67-63-11",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"19-67-63-11",2,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"19-67-63-11",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"19-67-63-11",2,"weai_19","Whether They Attend a Training or Seminar",2,,,,,,,,,
"19-67-63-11",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"19-67-63-11",2,"weai_21","Use of Land",1,,,,,,,,,
"96-34-22-21",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"96-34-22-21",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"96-34-22-21",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"96-34-22-21",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"96-34-22-21",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"96-34-22-21",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"96-34-22-21",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"96-34-22-21",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"96-34-22-21",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"96-34-22-21",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"96-34-22-21",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"96-34-22-21",1,"weai_21","Use of Land",1,,,,,,,,,
"09-06-20-19",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"09-06-20-19",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"09-06-20-19",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"09-06-20-19",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"09-06-20-19",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"09-06-20-19",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"09-06-20-19",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"09-06-20-19",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"09-06-20-19",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"09-06-20-19",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"09-06-20-19",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"09-06-20-19",1,"weai_21","Use of Land",1,,,,,,,,,
"51-25-36-09",2,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,2,,,,,,,,
"51-25-36-09",2,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,2,,,,,,,,
"51-25-36-09",2,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,2,,,,,,,,
"51-25-36-09",2,"weai_4","How Much Money to Spend on Farm Inputs?",1,2,,,,,,,,
"51-25-36-09",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,2,,,,,,,,
"51-25-36-09",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,,,,,,
"51-25-36-09",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,,,,,,
"51-25-36-09",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,,,,,,
"51-25-36-09",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,2,,,,,,,,
"51-25-36-09",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"51-25-36-09",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"51-25-36-09",2,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"51-25-36-09",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"51-25-36-09",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"51-25-36-09",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"51-25-36-09",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"51-25-36-09",2,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"51-25-36-09",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"51-25-36-09",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"51-25-36-09",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"51-25-36-09",2,"weai_21","Use of Land",1,2,,,,,,,,
"04-05-30-01",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"04-05-30-01",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
