interview__key,r_livestock__id,lv01,lv02,lv03,lv04,lv_inkind_pay,lv05,lv06,lv07,lv08
"25-08-98-52","Goats - He/She/Kids",0,2,0,0,0,0,0,0,
"25-08-98-52","Chicken - Cocks/Broilers",4,1,0,3,0,0,0,0,
"25-08-98-52","Chicken - Hens/Layers",25,15,0,0,0,0,10,0,
"46-54-30-66","Bulls/Oxen/Steers",8,6,2,0,0,0,0,0,8000
"46-54-30-66","Cows/Heifers",15,12,0,0,0,0,3,0,
"46-54-30-66","Calves - Males/Females",4,6,0,0,0,0,0,0,
"46-54-30-66","Goats - He/She/Kids",12,10,0,0,0,0,2,0,
"46-54-30-66","Chicken - Cocks/Broilers",49,15,30,4,0,0,0,0,100
"86-58-98-12","Cows/Heifers",33,33,5,0,0,1,0,1,5000
"86-58-98-12","Goats - He/She/Kids",11,11,0,3,0,0,0,0,
"86-58-98-12","Chicken - Hens/Layers",20,5,0,15,0,0,0,0,
"18-53-78-30","Cows/Heifers",7,21,4,0,0,0,0,0,4000
"21-70-10-93","Cows/Heifers",70,88,0,1,0,0,2,3,
"51-51-64-02","Cows/Heifers",18,23,2,0,0,0,1,0,6100
"70-21-00-12","Cows/Heifers",53,32,2,2,0,1,23,0,7500
"70-21-00-12","Chicken - Hens/Layers",300,35,24,12,0,7,15,20,100
"93-46-32-90","Bulls/Oxen/Steers",9,9,0,0,0,0,0,0,
"93-46-32-90","Cows/Heifers",8,7,0,0,0,0,1,0,
"93-46-32-90","Calves - Males/Females",3,7,0,0,0,0,0,0,
"93-46-32-90","Chicken - Cocks/Broilers",8,26,0,0,0,0,0,0,
"44-39-76-83","Bulls/Oxen/Steers",7,7,0,0,0,0,0,0,
"44-39-76-83","Cows/Heifers",12,12,0,0,0,0,0,0,
"44-39-76-83","Calves - Males/Females",6,5,0,0,0,0,1,0,
"50-37-72-10","Chicken - Cocks/Broilers",10,4,0,6,0,0,0,0,
"17-61-49-75","Cows/Heifers",27,17,1,0,0,0,9,0,6000
"17-61-49-75","Goats - He/She/Kids",18,9,8,0,0,7,3,0,500
"80-45-81-35","Ducks",33,15,0,0,0,1,0,18,
"47-70-03-35","Cows/Heifers",1,1,0,0,0,0,0,0,
"47-70-03-35","Chicken - Cocks/Broilers",1,1,0,0,0,0,0,0,
"47-70-03-35","Chicken - Hens/Layers",4,3,0,0,0,0,0,0,
"47-70-03-35","Guinea Fowls",3,3,0,0,0,0,0,1,
"59-96-51-48","Cows/Heifers",32,19,3,3,2,0,2,0,5000
"98-95-69-34","Cows/Heifers",41,50,0,0,0,0,0,0,
"46-07-52-30","Cows/Heifers",5,3,0,0,0,0,2,0,
"65-50-88-07","Cows/Heifers",1,2,0,0,0,0,0,0,
"65-50-88-07","Chicken - Hens/Layers",3,6,4,1,0,0,1,1,70
"05-43-02-62","Cows/Heifers",15,9,0,0,0,0,6,0,
"16-35-19-29","Chicken - Cocks/Broilers",39,11,6,8,1,2,12,0,60
"16-24-71-47","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"16-24-71-47","Cows/Heifers",3,3,0,0,0,0,0,0,
"22-33-09-47","Chicken - Cocks/Broilers",15,5,2,1,2,0,8,5,70
"71-12-87-82","Cows/Heifers",30,17,5,4,0,0,1,3,5000
"93-78-86-25","Bulls/Oxen/Steers",14,6,7,0,0,0,0,1,3000
"93-78-86-25","Cows/Heifers",7,7,0,0,0,0,0,0,
"93-78-86-25","Calves - Males/Females",21,34,0,0,0,0,0,0,
"34-03-26-96","Cows/Heifers",22,16,6,0,0,0,0,0,6000
"83-62-75-30","Chicken - Cocks/Broilers",35,4,28,0,0,0,4,0,150
"39-30-68-16","Cows/Heifers",3,2,0,0,0,0,0,1,
"25-67-10-82","Bulls/Oxen/Steers",9,9,0,0,0,0,0,0,
"25-67-10-82","Cows/Heifers",10,10,0,0,0,0,0,0,
"25-67-10-82","Chicken - Cocks/Broilers",7,7,0,0,0,0,0,0,
"29-17-63-12","Cows/Heifers",8,8,0,0,0,0,0,0,
"09-87-36-18","Bulls/Oxen/Steers",10,12,0,0,0,0,0,0,
"09-87-36-18","Cows/Heifers",20,22,0,0,0,0,0,0,
"09-87-36-18","Calves - Males/Females",7,10,0,0,0,0,0,0,
"37-47-43-04","Cows/Heifers",8,12,0,0,0,0,3,0,
"19-94-92-45","Cows/Heifers",40,50,0,0,0,0,6,0,
"65-52-71-81","Cows/Heifers",14,17,0,0,0,0,3,0,
"88-09-14-40","Cows/Heifers",3,2,0,0,0,0,1,0,
"51-32-55-02","Chicken - Hens/Layers",26,6,10,5,0,2,3,0,100
"30-31-42-54","Chicken - Cocks/Broilers",25,5,0,10,0,0,15,0,
"59-41-41-82","Cows/Heifers",34,30,3,0,0,0,1,0,4500
"85-15-56-74","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"85-15-56-74","Cows/Heifers",2,3,0,0,0,0,0,0,
"99-52-45-97","Bulls/Oxen/Steers",15,9,7,0,0,0,0,1,6000
"99-52-45-97","Cows/Heifers",60,70,2,2,0,0,3,0,4000
"99-52-45-97","Calves - Males/Females",12,16,0,0,0,0,0,0,
"99-52-45-97","Chicken - Cocks/Broilers",4,1,4,1,0,0,0,0,100
"99-52-45-97","Chicken - Hens/Layers",21,6,8,0,0,0,20,3,70
"22-42-05-31","Bulls/Oxen/Steers",10,7,2,0,0,0,1,0,5000
"22-42-05-31","Cows/Heifers",35,33,1,0,0,0,1,0,6000
"22-42-05-31","Calves - Males/Females",9,10,0,0,0,0,1,0,
"22-42-05-31","Chicken - Cocks/Broilers",17,12,0,2,1,0,0,2,
"66-25-20-13","Chicken - Cocks/Broilers",3,1,0,2,0,0,0,0,
"66-25-20-13","Chicken - Hens/Layers",5,2,0,3,0,0,0,0,
"00-63-35-41","Cows/Heifers",12,16,0,0,0,0,0,0,
"90-22-40-74","Chicken - Hens/Layers",2,15,0,1,0,0,0,0,
"01-61-71-69","Bulls/Oxen/Steers",3,3,0,0,0,0,1,0,
"01-61-71-69","Cows/Heifers",4,4,0,0,0,0,0,0,
"01-61-71-69","Calves - Males/Females",3,3,0,0,0,0,0,0,
"01-61-71-69","Chicken - Cocks/Broilers",52,12,40,6,0,0,0,0,80
"73-20-13-57","Chicken - Hens/Layers",55,13,0,0,0,0,40,7,
"14-74-46-71","Chicken - Cocks/Broilers",1,1,0,0,0,0,0,0,
"14-74-46-71","Chicken - Hens/Layers",2,14,0,0,0,0,0,0,
"74-11-35-62","Cows/Heifers",2,2,0,0,0,0,0,0,
"12-21-07-33","Cows/Heifers",41,35,6,1,0,0,0,0,6000
"12-21-07-33","Calves - Males/Females",8,6,0,0,0,0,0,0,
"12-21-07-33","Chicken - Cocks/Broilers",15,10,1,4,0,0,0,0,100
"89-27-41-66","Cows/Heifers",10,5,0,0,0,0,5,0,
"89-27-41-66","Chicken - Hens/Layers",40,15,0,6,0,0,25,9,
"22-81-16-32","Chicken - Hens/Layers",0,2,0,0,0,0,0,0,
"47-49-80-52","Cows/Heifers",18,8,0,0,0,0,10,0,
"08-77-46-38","Bulls/Oxen/Steers",4,3,0,0,0,0,1,0,
"08-77-46-38","Cows/Heifers",4,3,1,0,0,0,0,0,3000
"08-77-46-38","Calves - Males/Females",3,1,0,0,0,0,2,0,
"85-57-73-17","Cows/Heifers",108,95,2,1,0,0,10,0,4000
"67-13-56-73","Bulls/Oxen/Steers",2,1,0,0,0,0,1,0,
"67-13-56-73","Cows/Heifers",5,5,0,0,0,0,0,0,
"67-13-56-73","Calves - Males/Females",3,3,0,0,0,0,0,0,
"67-13-56-73","Chicken - Cocks/Broilers",10,2,3,5,0,0,0,0,70
"97-33-85-90","Cows/Heifers",7,9,1,0,0,0,0,0,4700
"50-35-50-04","Chicken - Cocks/Broilers",26,4,0,10,0,0,12,0,
"62-96-39-45","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"62-96-39-45","Cows/Heifers",4,4,0,0,0,0,0,0,
"62-96-39-45","Calves - Males/Females",2,2,0,0,0,0,0,0,
"18-43-28-32","Cows/Heifers",30,27,0,0,0,0,3,0,
"18-43-28-32","Chicken - Cocks/Broilers",5,40,0,3,0,1,0,0,
"59-38-71-66","Chicken - Cocks/Broilers",112,92,40,20,20,0,12,0,80
"72-51-39-42","Cows/Heifers",12,14,1,0,0,0,0,0,4000
"75-89-92-79","Cows/Heifers",35,31,3,0,0,0,0,0,5000
"75-89-92-79","Chicken - Hens/Layers",78,74,0,6,0,0,0,0,
"58-35-74-86","Chicken - Cocks/Broilers",2,17,2,3,0,0,0,4,80
"76-76-95-07","Chicken - Hens/Layers",9,12,8,0,0,1,20,0,80
"69-18-54-45","Chicken - Hens/Layers",10,13,0,5,0,0,2,0,
"99-14-10-16","Chicken - Cocks/Broilers",53,1,6,0,0,0,47,0,40
"55-02-31-58","Chicken - Cocks/Broilers",22,7,0,5,0,0,10,0,
"66-00-67-40","Cows/Heifers",2,2,0,0,0,0,2,0,
"41-51-06-54","Cows/Heifers",20,10,10,0,0,0,0,0,5000
"41-51-06-54","Chicken - Hens/Layers",37,20,0,17,0,0,0,0,
"73-70-79-76","Chicken - Cocks/Broilers",8,1,0,0,0,0,8,0,
"73-70-79-76","Ducks",10,1,0,0,0,0,10,0,
"99-83-95-63","Chicken - Cocks/Broilers",10,4,0,0,0,0,3,3,
"53-00-44-01","Bulls/Oxen/Steers",5,4,0,1,0,0,0,0,
"53-00-44-01","Cows/Heifers",5,3,0,1,0,0,1,0,
"53-00-44-01","Calves - Males/Females",0,3,0,0,0,0,0,0,
"53-00-44-01","Goats - He/She/Kids",7,5,0,2,0,0,0,0,
"78-72-01-35","Cows/Heifers",47,53,0,0,0,0,0,4,
"78-72-01-35","Chicken - Hens/Layers",30,40,0,3,0,1,0,8,
"99-10-52-87","Cows/Heifers",40,36,6,0,0,0,0,0,5000
"39-32-10-47","Cows/Heifers",9,6,0,0,0,0,0,3,
"25-20-66-75","Bulls/Oxen/Steers",5,2,0,0,0,0,4,2,
"25-20-66-75","Cows/Heifers",4,2,0,0,0,0,2,2,
"25-20-66-75","Chicken - Cocks/Broilers",77,20,5,20,0,4,20,20,100
"18-35-44-26","Chicken - Cocks/Broilers",14,18,0,0,0,0,0,0,
"59-94-58-22","Cows/Heifers",5,4,0,0,0,0,1,0,
"59-94-58-22","Calves - Males/Females",6,6,0,0,0,0,0,0,
"42-15-88-64","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"01-70-02-35","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"01-70-02-35","Cows/Heifers",10,5,0,0,0,0,0,5,
"01-70-02-35","Calves - Males/Females",11,5,0,0,0,0,6,0,
"23-94-09-23","Chicken - Cocks/Broilers",3,1,0,0,0,0,1,0,
"23-94-09-23","Chicken - Hens/Layers",5,5,0,0,0,0,0,0,
"78-07-95-11","Cows/Heifers",4,5,0,0,0,0,1,0,
"78-07-95-11","Goats - He/She/Kids",7,6,0,0,0,0,1,0,
"70-58-67-82","Cows/Heifers",17,15,0,0,0,0,2,0,
"70-58-67-82","Chicken - Hens/Layers",25,9,0,0,0,0,16,0,
"47-04-86-67","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"47-04-86-67","Cows/Heifers",4,4,0,0,0,0,0,0,
"47-04-86-67","Calves - Males/Females",6,6,0,0,0,0,0,0,
"47-04-86-67","Chicken - Cocks/Broilers",7,1,0,0,0,0,6,0,
"47-04-86-67","Chicken - Hens/Layers",6,6,0,0,0,0,0,0,
"88-75-68-17","Cows/Heifers",6,3,0,0,0,0,3,4,
"88-75-68-17","Calves - Males/Females",7,5,0,0,0,0,0,0,
"24-82-46-82","Chicken - Cocks/Broilers",30,110,0,24,11,0,40,0,
"43-52-85-97","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"43-52-85-97","Cows/Heifers",5,5,0,0,0,0,0,0,
"43-52-85-97","Calves - Males/Females",2,2,0,0,0,0,0,0,
"89-47-55-13","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"89-47-55-13","Cows/Heifers",2,2,0,0,0,0,0,0,
"60-08-55-10","Cows/Heifers",12,8,4,0,0,0,0,0,5500
"24-13-90-91","Cows/Heifers",5,5,0,0,0,0,0,0,
"24-13-90-91","Calves - Males/Females",2,2,0,0,0,0,0,0,
"74-17-56-50","Cows/Heifers",20,30,4,0,0,0,0,1,4000
"74-17-56-50","Chicken - Cocks/Broilers",21,10,0,4,0,2,5,0,
"78-26-64-75","Chicken - Cocks/Broilers",7,2,0,5,0,0,0,0,
"78-26-64-75","Chicken - Hens/Layers",24,22,0,2,0,0,0,0,
"01-06-16-47","Bulls/Oxen/Steers",3,2,0,0,0,0,1,0,
"80-39-36-38","Cows/Heifers",10,8,0,0,0,0,0,2,
"96-17-52-94","Cows/Heifers",5,5,0,0,0,0,0,0,
"67-51-54-29","Chicken - Hens/Layers",10,4,0,0,0,0,6,0,
"94-25-30-28","Cows/Heifers",2,2,0,0,0,0,0,0,
"55-49-77-29","Bulls/Oxen/Steers",4,5,0,0,0,0,0,0,
"55-49-77-29","Cows/Heifers",4,6,0,0,0,0,0,0,
"59-94-70-54","Bulls/Oxen/Steers",11,9,2,0,0,0,0,0,8000
"59-94-70-54","Cows/Heifers",12,11,1,0,0,0,0,0,5000
"59-94-70-54","Calves - Males/Females",11,11,0,0,0,0,0,0,
"91-78-23-71","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"91-78-23-71","Cows/Heifers",3,3,0,0,0,0,0,0,
"79-02-43-99","Cows/Heifers",5,1,0,0,0,0,0,4,
"24-76-11-61","Cows/Heifers",25,30,1,0,0,0,4,1,3000
"24-76-11-61","Chicken - Hens/Layers",40,15,10,2,0,0,15,0,100
"64-24-89-62","Bulls/Oxen/Steers",7,4,3,0,0,0,0,0,4500
"64-24-89-62","Cows/Heifers",20,15,0,0,0,0,5,0,
"64-24-89-62","Calves - Males/Females",8,4,0,0,0,0,4,0,
"55-05-77-24","Cows/Heifers",28,35,1,0,0,0,0,0,5000
"96-11-62-92","Chicken - Cocks/Broilers",118,12,25,0,0,0,104,23,100
"75-11-04-39","Bulls/Oxen/Steers",5,5,0,0,0,0,0,0,
"75-11-04-39","Cows/Heifers",6,6,0,0,0,0,0,0,
"42-13-72-77","Goats - He/She/Kids",4,7,0,0,0,0,0,0,
"72-79-67-76","Bulls/Oxen/Steers",4,4,1,1,0,0,0,0,4000
"72-79-67-76","Cows/Heifers",3,3,0,0,0,0,0,0,
"72-79-67-76","Calves - Males/Females",2,2,0,0,0,0,0,0,
"83-84-11-33","Cows/Heifers",6,3,0,0,0,0,3,0,
"57-06-39-78","Cows/Heifers",7,6,1,0,0,0,0,0,4500
"99-83-86-30","Bulls/Oxen/Steers",4,2,1,0,0,0,1,0,4000
"99-83-86-30","Cows/Heifers",3,2,1,0,0,0,0,0,3500
"99-83-86-30","Calves - Males/Females",3,2,0,0,0,0,1,0,
"38-80-77-22","Bulls/Oxen/Steers",2,2,0,0,0,0,0,0,
"66-09-29-33","Bulls/Oxen/Steers",6,6,0,0,0,0,0,0,
"66-09-29-33","Cows/Heifers",18,17,0,1,0,0,0,0,
"66-09-29-33","Calves - Males/Females",4,4,0,0,0,0,0,0,
"45-30-93-43","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"45-30-93-43","Cows/Heifers",3,3,0,0,0,0,0,0,
"45-30-93-43","Calves - Males/Females",2,2,0,0,0,0,0,0,
"91-78-19-91","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"91-78-19-91","Cows/Heifers",10,10,0,0,0,0,0,0,
"91-78-19-91","Calves - Males/Females",6,6,0,0,0,0,0,0,
"00-93-28-41","Cows/Heifers",4,3,0,0,0,0,1,0,
"57-48-46-10","Cows/Heifers",25,5,4,0,0,0,5,5,600
"17-87-43-63","Bulls/Oxen/Steers",3,2,1,0,0,0,0,0,500
"17-87-43-63","Cows/Heifers",11,8,1,0,0,0,2,0,3000
"17-87-43-63","Calves - Males/Females",8,6,0,0,0,0,2,0,
"11-23-87-11","Bulls/Oxen/Steers",23,23,5,0,0,0,15,5,5000
"11-23-87-11","Cows/Heifers",127,127,3,0,0,0,6,6,6000
"11-23-87-11","Calves - Males/Females",16,23,0,0,0,0,0,0,
"42-88-20-46","Cows/Heifers",10,11,0,0,0,0,0,1,
"42-88-20-46","Chicken - Hens/Layers",35,11,0,10,0,0,14,0,
"14-59-43-81","Bulls/Oxen/Steers",4,4,0,0,0,0,0,0,
"14-59-43-81","Cows/Heifers",5,5,0,0,0,0,0,0,
"14-59-43-81","Chicken - Cocks/Broilers",24,20,0,3,0,1,0,0,
"26-16-97-29","Bulls/Oxen/Steers",6,5,1,0,0,0,0,0,5000
"26-16-97-29","Cows/Heifers",5,4,0,0,0,0,0,1,
"26-16-97-29","Calves - Males/Females",2,2,0,0,0,0,0,0,
"57-09-13-31","Cows/Heifers",7,2,5,0,0,0,0,0,5000
"71-51-46-91","Chicken - Hens/Layers",10,5,0,0,0,0,5,0,
"54-72-28-02","Bulls/Oxen/Steers",6,4,2,0,0,0,0,0,4500
"54-72-28-02","Cows/Heifers",7,6,1,0,0,0,0,0,3000
"93-06-95-85","Cows/Heifers",3,2,0,0,0,0,1,0,
"93-06-95-85","Calves - Males/Females",2,2,0,0,0,0,0,0,
"01-38-25-96","Chicken - Hens/Layers",8,5,1,1,1,0,0,0,60
"64-47-42-17","Chicken - Cocks/Broilers",1,15,0,0,0,0,21,0,
"29-99-72-08","Cows/Heifers",10,15,0,0,0,0,0,5,
"24-83-83-50","Bulls/Oxen/Steers",5,5,0,0,0,0,0,0,
"24-83-83-50","Cows/Heifers",26,26,0,0,0,0,0,0,
"24-83-83-50","Calves - Males/Females",10,10,0,0,0,0,0,0,
"38-47-12-60","Chicken - Cocks/Broilers",50,30,0,15,0,10,0,6,
"28-88-27-77","Chicken - Cocks/Broilers",100,70,8,20,0,10,0,10,60
"23-17-08-61","Cows/Heifers",16,20,0,0,0,0,0,0,
"23-17-08-61","Chicken - Hens/Layers",30,30,0,0,0,0,0,0,
"09-04-42-43","Bulls/Oxen/Steers",12,12,0,0,0,0,0,0,
"09-04-42-43","Cows/Heifers",16,13,3,0,0,0,0,0,3500
"60-44-87-63","Cows/Heifers",30,23,6,0,0,0,1,0,5000
"37-91-11-53","Chicken - Cocks/Broilers",3,2,0,1,0,0,0,0,
"37-91-11-53","Chicken - Hens/Layers",6,6,0,0,0,0,0,0,
"98-89-20-76","Bulls/Oxen/Steers",19,1,18,0,8,0,1,0,5000
"98-89-20-76","Cows/Heifers",28,35,0,0,0,0,4,3000,
"98-89-20-76","Calves - Males/Females",20,19,0,0,0,0,0,0,
"18-82-94-56","Cows/Heifers",5,5,0,0,0,0,0,0,
"15-08-96-97","Cows/Heifers",1,1,0,0,0,0,0,0,
"13-16-46-47","Bulls/Oxen/Steers",10,7,3,0,0,0,0,0,4500
"13-16-46-47","Cows/Heifers",30,30,0,0,0,0,0,0,
"49-36-47-00","Cows/Heifers",22,22,3,0,0,0,0,0,5000
"49-36-47-00","Chicken - Cocks/Broilers",2,16,0,1,0,1,0,5,
"11-55-67-72","Bulls/Oxen/Steers",3,2,1,0,0,0,0,0,5000
"11-55-67-72","Cows/Heifers",5,5,0,0,0,0,0,0,
"86-18-52-98","Cows/Heifers",14,11,0,0,0,0,0,4,
"86-18-52-98","Chicken - Hens/Layers",65,43,0,0,0,0,22,0,
"15-59-01-11","Chicken - Cocks/Broilers",30,8,10,5,0,1,24,5,60
"74-82-76-84","Cows/Heifers",4,4,0,0,0,0,0,0,
"74-82-76-84","Calves - Males/Females",5,4,0,0,0,0,1,0,
"53-15-78-38","Bulls/Oxen/Steers",1,1,0,0,0,0,0,0,
"53-15-78-38","Cows/Heifers",3,1,1,0,0,0,1,0,4500
"32-33-43-26","Goats - He/She/Kids",100,47,50,8,0,0,0,0,700
"35-13-76-39","Cows/Heifers",4,5,0,0,0,0,0,0,
"16-06-75-38","Bulls/Oxen/Steers",2,1,0,0,0,0,1,0,
"16-06-75-38","Calves - Males/Females",1,1,0,0,0,0,0,0,
"02-68-96-18","Bulls/Oxen/Steers",4,3,0,0,0,0,1,0,
"02-68-96-18","Cows/Heifers",7,7,0,0,0,0,0,0,
"11-26-50-63","Chicken - Hens/Layers",2,12,3,1,0,0,0,0,80
"91-05-38-43","Chicken - Cocks/Broilers",130,110,50,30,0,0,0,0,100
"23-83-04-10","Cows/Heifers",26,20,0,4,1,0,1,0,
"23-83-04-10","Goats - He/She/Kids",17,12,0,0,0,0,5,0,
"66-67-12-43","Chicken - Cocks/Broilers",40,28,4,1,0,0,10,0,100
"15-20-57-47","Cows/Heifers",6,7,0,0,0,0,0,0,
