interview__key,r_members__id,lbr3_1,lbr3_1_oth,emp_form,bus_yr,bus_dry,bus_rain,bus_days_wk,bus_hrs,bus_sales,bus_main_use__1,bus_main_use__2,bus_main_use__3,bus_main_use__4,bus_main_use__5,bus_main_use__6,bus_main_use__7,bus_main_use__96,bus_main_use__n888,bus_main_use_others,bus_input,bus_labor,bus_capital,bus_reg,bus_loc,bus_employe,tourism_motivate__1,tourism_motivate__2,tourism_motivate__3,tourism_motivate__4,tourism_motivate__5,tourism_motivate__6,tourism_motivate__7,tourism_motivate__8,tourism_motivate__96,tourism_motivate_oth,years_exp_agri,business_obstacle__1,business_obstacle__2,business_obstacle__3,business_obstacle__4,business_obstacle__5,business_obstacle__6,business_obstacle__7,business_obstacle__8,business_obstacle__9,business_obstacle__10,business_obstacle__11,business_obstacle__96,business_obstacle__n888,business_obstacle__n999,business_obs_oth,business_financing__1,business_financing__2,business_financing__3,business_financing__4,business_financing__5,business_financing__6,business_financing__7,business_financing__8,business_financing__9,business_financing__10,business_financing__11,business_financing__12,business_financing__96,business_financing__n888,business_financing__n999,business_financing_oth,business_finance__1,business_finance__2,business_finance__3,business_finance__4,business_finance__5,business_finance__6,business_finance__7,business_finance__8,business_finance__96,business_finance__n888,business_finance__n999,business_finance_oth,business_legal__1,business_legal__2,business_legal__3,business_legal__4,business_legal__5,business_legal__96,business_legal__n888,business_legal__n999,business_legal_oth,support_local_gov,support_local_kind__1,support_local_kind__2,support_local_kind__3,support_local_kind__4,support_local_kind__5,support_local_kind__6,support_local_kind__7,support_local_kind__8,support_local_kind__96,support_local_kind__n888,support_local_kind__n999,support_local_gov_oth,lbr3_2,lbr3_3,lbr3_4,lbr3_5,lbr3_5_1__1,lbr3_5_1__2,lbr3_5_1__3,lbr3_5_1__4,lbr3_5_1__5,lbr3_5_1__6,lbr3_5_1__7,lbr3_5_1__96,lbr3_5_1__n888,lbr3_5_1__n999,lbr3_5_1_oth,lbr3_6,lbr3_7,lbr3_8,lbr3_9,lbr3_9_1__1,lbr3_9_1__2,lbr3_9_1__3,lbr3_9_1__4,lbr3_9_1__5,lbr3_9_1__6,lbr3_9_1__7,lbr3_9_1__96,lbr3_9_1__n888,lbr3_9_1__n999,lbr3_9_1_oth,lbr3_10,lbr3_11,lbr3_12,lbr3_13,Ibr3_14__1,Ibr3_14__2,Ibr3_14__3,Ibr3_15,Ibr3_16,Ibr3_17,Ibr3_18,Ibr3_19,leave,sick_leave,lbr10,lbr10_1,job_search,job_search_oth,lbr09,emp_years,lbr11
"35-59-75-62",4,"Retail trade","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","just imagine shop","In this village","Permanent",1000,0,1,0,0,2,0,0,0,0,0,"",1,10,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","No","No","No","No","No","Fixed term permanent contract","","From family and relatives","","No",1,"Very satisfied"
"31-89-28-30",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","EM security services","In this village","Permanent",2400,0,1,2,3,0,0,0,0,0,0,"",5,11,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","No","No","Yes","Yes","Do not know","","From family and relatives","","Yes",15,"Very satisfied"
"61-82-08-02",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Shilimela Security company","Town or city within this district/region","Permanent",2000,0,1,0,0,2,0,0,0,0,0,"",7,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","No","No","Yes","No","Yes","Long term permanent contract","","From neighbors or friends","","No",10,"Satisfied"
"38-21-18-12",1,"Retail trade","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Metro Trade","Town or city within this district/region","Permanent",2200,0,1,2,0,0,3,0,0,0,0,"",7,14,,,,,,,,,,,,,"",,,,,"No","No","No","No","Yes","No","No","No","No","Yes","Fixed term permanent contract","","Private employment/recruitment agency","","No",5,"Neither"
"75-80-02-90",3,"Food industry","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","kamunu","Town or city within this district/region","Permanent",2000,0,1,0,0,0,0,0,0,0,0,"",7,12,,,,,,,,,,,,,"",,,,,"No","No","No","Yes","No","Yes","No","No","No","No","Long term permanent contract","","From family and relatives","","No",18,"Very satisfied"
"66-22-88-29",6,"Food industry","","Self-employed/own business",16,6,6,7,12,500,1,2,0,4,3,0,0,0,0,"",300,0,0,"No","Village in region",0,"No","Yes","No","No","No","No","No","No","No",,"1","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1.6,"Satisfied"
"66-22-88-29",10,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Ministry of Education","In other rural area within or outside this district","Permanent",15000,0,1,2,3,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",11,"Satisfied"
"62-33-60-14",1,"Health (nurse, doctor etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","ministry of health and social services","In this village","Permanent",0,,,,,,,,,,,"",5,10,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",8,"Very satisfied"
"89-36-04-43",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Kaza","In other rural area within or outside this district","Permanent",2500,0,1,2,0,3,0,0,0,0,0,"",7,12,,,,,,,,,,,,,"",,,,,"No","No","No","No","Yes","No","No","No","Yes","Yes","Long term permanent contract","","Private employment/recruitment agency","","No",1,"Neither"
"12-94-76-31",1,"Others, specify","His Just Doing Some Piece Jobs/Work","Self-employed/own business",1,1,0,7,6,1200,0,1,0,2,4,3,0,0,0,"",100,0,0,"No","Town in region",0,"No","No","No","Yes","No","No","No","No","No",,"0","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","people he works for does not pay the amount in full",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",0,"Satisfied"
"25-74-03-84",1,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Chingo Lodge","In this village","Permanent",2500,0,1,2,0,0,0,0,0,0,0,"",7,10,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","No","No","No","Yes","Long term permanent contract","","From neighbors or friends","","No",6,"Satisfied"
"25-74-03-84",2,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Kaza Safari lodge","In this village","Permanent",2500,0,1,2,0,0,0,0,0,0,0,"",7,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","No","No","Yes","Yes","Long term permanent contract","","From family and relatives","","Yes",6,"Satisfied"
"98-23-98-25",1,"Others, specify","Construction","Self-employed/own business",336,0,0,,,0,,,,,,,,,,"",0,0,0,"No","Village in region",4,"No","No","No","Yes","No","No","No","No","No",,"28","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","Yes",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",28,"Very satisfied"
"05-21-83-90",1,"Others, specify","Brick Layer","Self-employed/own business",36,4,2,6,10,20000,0,0,1,0,0,0,0,0,0,"",0,2200,0,"No","Village in region",3,"Yes","No","No","No","No","No","No","No","No",,"36","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","",,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","Yes","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","Yes",36,"Satisfied"
"46-68-27-34",1,"Health (nurse, doctor etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","ministry of health","In this village","Permanent",7000,0,1,2,3,4,5,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","No",7,"Satisfied"
"11-29-18-58",1,"Others, specify","Contractions","Self-employed/own business",6,6,6,5,7,0,,,,,,,,,,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"6","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","he doesn't have qualifications",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",7,"Satisfied"
"53-42-47-52",1,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Kaza Safari lodge","In this village","Permanent",3300,0,2,0,1,0,0,0,0,0,0,"",7,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","No","No","No","Yes","Long term permanent contract","","From family and relatives","","No",4,"Satisfied"
"40-86-48-02",3,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Ichingo Chobe River Lodge","In this village","Permanent",2000,0,1,2,3,0,0,0,0,0,0,"",5,10,,,,,,,,,,,,,"",,,,,"No","No","No","Yes","No","No","No","Yes","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","No",22,"Satisfied"
"67-11-34-32",1,"Others, specify","Cattle Herder","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","He is an employee for one one of the village members p","In this village","Permanent",600,0,1,0,0,0,0,0,0,0,0,"",7,12,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","No","No","No","No","No","Fixed term permanent contract","","From family and relatives","","No",.5,"Neither"
"47-85-49-06",6,"Domestic/household helper","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","cattle header","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",800,0,1,0,0,0,0,2,0,0,0,"",5,5,5,9,"No","No","No","No","No","No","No","No","No","No","No contract (informal)","","From family and relatives","","No",5,"Satisfied"
"68-03-09-51",3,"Others, specify","Road Construction Company","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Nexius","In this village","Seasonal",,,,,,,,,,,,"",,,"Per hour",2000,0,1,2,0,0,0,0,0,0,0,"",1,5,6,8,"No","No","No","No","No","No","No","No","No","No","Daily wage labourer","","From neighbors or friends","","No",4,"Very dissatisfied"
"50-33-61-65",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Masida Kindergarten","In this village","Permanent",1500,0,1,0,0,0,0,0,0,0,0,"",5,5,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","No","No","No","No","Long term permanent contract","","Vocational training centres","","Yes",9,"Very dissatisfied"
"88-90-25-85",2,"Retail trade","","Self-employed/own business",24,6,6,7,10,1000,1,2,3,4,0,0,0,0,0,"",700,0,0,"No","Village in region",0,"No","Yes","No","Yes","No","No","No","No","No",,"2","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Neither"
"88-90-25-85",3,"Beauty industry (hair, skin etc)","","Self-employed/own business",6,0,2,7,9,400,1,2,0,0,3,0,0,0,0,"",40,0,0,"No","Village in region",0,"No","Yes","No","Yes","No","No","No","No","No",,"0","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",0,"Satisfied"
"04-83-20-68",1,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Shamwari House boat","In other rural area within or outside this district","Permanent",3300,0,1,2,0,0,0,0,0,0,0,"",7,9,,,,,,,,,,,,,"",,,,,"Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Long term permanent contract","","From family and relatives","","No",9,"Very satisfied"
"35-03-03-59",1,"Large-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","comsberry farm","Town or city in another district/region","Seasonal",,,,,,,,,,,,"",,,"Per month",3200,0,1,2,0,3,0,0,0,0,0,"",3,5,6,8,"Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Fixed term permanent contract","","From neighbors or friends","","Yes",1,"Very satisfied"
"10-50-64-24",1,"Others, specify","Selling Fish","Self-employed/own business",276,5,2,5,5,3300,0,1,2,0,0,0,0,0,0,"",500,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"23","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",23,"Satisfied"
"13-56-95-25",1,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Zambezi Queen Lodge","In other rural area within or outside this district","Seasonal",,,,,,,,,,,,"",,,"Per month",5000,0,1,2,3,4,0,0,0,0,0,"",3,3,7,5,"No","No","No","Yes","No","No","No","No","Yes","Yes","Part-time contract","","From family and relatives","","No",5,"Satisfied"
"36-88-00-01",1,"Hospitality (e.g., Accommodation &amp; Lodging )","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Zambezi Queen","In this village","Permanent",2700,0,1,2,0,0,3,0,0,0,0,"",7,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","No","No","Yes","Long term permanent contract","","From neighbors or friends","","No",9,"dissatisfied"
