interview__key,r_members__id,lbr13,Ibr13_1,Ibr13_2,Ibr13_3,Ibr13_4,Ibr13_5,Ibr13_6,Ibr13_8,Ibr13_9,years_exp_crp,Ibr13_10,Ibr13_11,Ibr13_12,Ibr13_13,years_exp_liv,onfarm_main_use__1,onfarm_main_use__2,onfarm_main_use__3,onfarm_main_use__4,onfarm_main_use__5,onfarm_main_use__6,onfarm_main_use__7,onfarm_main_use__96,onfarm_main_use_oth
"38-21-18-12",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"75-80-02-90",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"66-22-88-29",6,"No",,,,,,,,,,,,,,,,,,,,,,,""
"66-22-88-29",10,"No",,,,,,,,,,,,,,,,,,,,,,,""
"62-33-60-14",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"89-36-04-43",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"12-94-76-31",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"25-74-03-84",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"25-74-03-84",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"98-23-98-25",1,"Yes",2,3,6,7,2,3,6,7,24,6,6,7,2,24,5,2,1,4,3,0,0,0,""
"98-23-98-25",2,"Yes",3,2,6,7,3,2,6,7,24,0,0,,,20,0,1,2,3,4,0,0,0,""
"05-21-83-90",1,"Yes",0,0,,,5,2,3,14,3,6,6,4,3,14,0,2,1,0,0,0,0,0,""
"46-68-27-34",1,"Yes",6,6,2,3,6,6,2,3,7,0,0,,,0,0,1,2,3,4,5,0,0,""
"46-68-27-34",2,"Yes",6,6,5,5,6,6,5,5,7,6,6,7,4,5,0,1,2,3,4,5,0,0,""
"78-16-14-09",1,"Yes",6,2,6,9,6,2,6,9,49,0,0,,,0,0,1,0,2,3,0,0,0,""
"78-16-14-09",2,"Yes",6,2,6,9,6,2,6,9,17,6,6,7,5,17,0,1,2,3,0,0,0,0,""
"78-16-14-09",4,"Yes",6,2,6,9,6,2,6,9,24,0,0,,,0,0,1,2,3,4,0,0,0,""
"01-32-09-43",1,"Yes",6,6,5,7,6,6,5,7,51,0,0,,,0,0,1,0,2,0,3,0,0,""
"01-32-09-43",2,"Yes",6,6,5,7,6,6,5,7,15,0,0,,,0,0,1,0,2,3,4,0,0,""
"11-29-18-58",1,"Yes",6,6,5,5,6,6,5,5,7,0,0,,,0,0,1,2,3,0,4,0,0,""
"11-29-18-58",2,"Yes",6,6,5,5,6,6,5,5,7,0,0,,,0,0,1,2,3,5,4,0,0,""
"53-42-47-52",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"40-86-48-02",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"67-11-34-32",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"47-85-49-06",6,"No",,,,,,,,,,,,,,,,,,,,,,,""
"68-03-09-51",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"50-33-61-65",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"88-90-25-85",1,"Yes",6,6,5,7,6,6,5,7,45,6,6,7,4,45,0,1,2,3,0,0,0,0,""
"88-90-25-85",2,"Yes",6,6,5,7,6,6,5,7,24,0,0,,,0,0,1,2,3,0,0,0,0,""
"88-90-25-85",3,"Yes",6,6,6,5,6,6,7,5,11,6,6,7,4,3,0,1,2,3,4,0,0,0,""
"88-90-25-85",4,"Yes",6,6,2,7,6,6,2,7,8,6,6,2,7,3,0,1,2,3,0,4,0,0,""
"88-90-25-85",5,"Yes",6,6,2,7,6,6,2,7,8,6,6,2,7,3,0,1,0,2,0,3,0,0,""
"04-83-20-68",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"35-03-03-59",1,"Yes",1,2,5,6,1,2,5,6,24,1,2,7,6,20,0,1,2,3,4,0,0,0,""
"35-03-03-59",2,"Yes",1,6,6,6,1,6,6,6,3,0,0,,,0,0,1,0,2,3,0,0,0,""
"10-50-64-24",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"13-56-95-25",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"36-88-00-01",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"08-07-30-74",1,"Yes",2,3,6,6,3,2,6,6,26,0,0,,,0,2,1,0,0,3,0,0,0,""
"18-39-69-08",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"18-39-69-08",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"97-46-11-48",1,"Yes",0,0,,,6,5,6,7,4,6,6,6,1,3,0,1,2,3,4,5,0,0,""
"97-46-11-48",2,"Yes",0,0,,,6,5,6,6,4,6,6,3,1,2,0,1,2,3,4,5,0,0,""
"12-85-99-43",1,"Yes",6,2,6,13,6,1,6,5,16,0,0,,,0,0,1,0,2,3,0,0,0,""
"12-85-99-43",2,"Yes",6,3,6,13,6,3,6,13,16,0,0,,,0,0,1,0,2,0,0,0,0,""
"55-14-49-61",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"94-26-98-86",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"94-26-98-86",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"41-92-38-71",1,"Yes",6,2,6,7,6,2,6,7,7,6,6,7,2,25,0,1,3,0,2,0,0,0,""
"41-92-38-71",2,"Yes",6,2,6,7,6,2,6,7,7,0,0,,,0,0,1,2,0,3,0,0,0,""
"43-40-50-14",1,"Yes",5,2,6,8,5,2,6,8,5,1,1,1,1,12,2,1,3,0,4,0,0,0,""
"33-52-73-44",1,"Yes",5,4,6,8,5,4,6,8,47,6,6,6,5,47,2,1,3,0,0,4,0,0,""
"33-52-73-44",2,"Yes",5,4,6,8,5,4,6,8,47,0,0,,,47,2,1,3,0,0,4,0,0,""
"17-65-44-15",1,"Yes",3,2,6,12,6,4,6,12,16,0,0,,,0,0,1,0,2,0,0,0,0,""
"17-65-44-15",2,"Yes",5,3,6,8,2,3,6,5,16,0,0,,,0,0,1,0,0,0,0,0,0,""
"77-00-14-73",1,"Yes",6,3,6,4,6,3,6,4,55,0,0,,,0,0,1,2,3,0,0,0,0,""
"77-00-14-73",2,"Yes",6,4,6,2,6,1,6,2,55,0,0,,,0,0,1,2,3,0,0,0,0,""
"78-98-94-60",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"50-51-12-24",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"02-24-60-64",1,"Yes",0,0,,,6,3,4,13,28,0,0,,,0,0,1,0,0,0,0,0,0,""
"35-93-85-84",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"25-08-98-52",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"46-54-30-66",1,"Yes",6,3,6,8,6,3,6,8,39,6,6,3,1,20,0,1,0,0,2,3,0,0,""
"19-66-62-79",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"38-52-59-99",1,"Yes",0,0,,,5,4,6,9,34,0,0,,,0,0,1,2,3,0,0,0,0,""
"38-52-59-99",2,"Yes",0,0,,,5,4,6,9,34,0,0,,,0,0,1,2,3,0,0,0,0,""
"18-01-52-21",1,"Yes",0,0,,,3,0,3,4,3,0,0,,,0,0,0,0,0,0,0,0,1,"They do not sell anything"
"18-01-52-21",2,"Yes",0,0,,,3,2,6,4,3,0,0,,,0,0,0,0,0,0,0,0,1,"They do not sell anything"
"52-91-87-71",1,"Yes",6,6,6,10,6,6,6,6,18,0,0,,,0,0,1,0,0,0,0,0,0,""
"52-91-87-71",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"52-91-87-71",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"65-04-27-87",1,"Yes",0,0,,,6,3,4,6,6,0,0,,,0,0,3,0,2,1,0,0,0,""
"65-04-27-87",2,"Yes",0,0,,,6,3,2,7,5,0,0,,,0,0,2,0,0,1,0,0,0,""
"12-55-61-25",1,"Yes",0,0,,,6,1,5,9,8,0,0,,,0,0,2,1,0,0,0,0,0,""
"70-21-00-12",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"09-96-00-56",1,"Yes",5,4,6,9,5,4,6,9,43,0,0,,,0,0,1,2,3,4,0,0,0,""
"93-46-32-90",1,"Yes",6,6,6,6,6,6,6,6,14,6,6,7,2,26,0,1,3,2,4,5,0,0,""
"93-46-32-90",2,"Yes",6,6,6,6,6,6,6,6,24,6,6,7,5,24,0,1,2,3,5,4,0,0,""
"44-39-76-83",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"44-39-76-83",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"37-91-43-52",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"50-37-72-10",1,"Yes",0,0,,,4,4,5,5,3,6,6,7,1,1,0,1,2,3,0,0,0,0,""
"71-36-35-44",1,"Yes",6,6,6,7,6,6,6,7,17,0,0,,,0,0,1,2,3,4,0,0,0,""
"71-36-35-44",2,"Yes",6,6,6,7,6,6,6,7,4,0,0,,,0,0,1,2,3,4,0,0,0,""
"71-36-35-44",3,"Yes",6,6,2,7,6,6,2,7,5,0,0,,,0,0,1,0,2,3,0,0,0,""
"71-36-35-44",4,"Yes",6,6,2,7,6,6,2,7,3,0,0,,,0,0,1,2,3,4,0,0,0,""
"60-95-57-22",1,"Yes",4,4,6,5,4,3,6,5,30,3,3,4,3,30,0,1,3,2,0,0,0,0,""
"60-95-57-22",2,"Yes",4,3,6,5,4,3,6,5,30,3,4,6,5,30,0,1,2,3,0,0,0,0,""
"49-81-42-49",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"61-38-38-57",1,"Yes",4,5,1,6,6,6,6,6,4,0,0,,,0,0,1,4,3,2,0,0,0,""
"61-38-38-57",2,"Yes",6,2,7,11,6,2,7,11,4,0,0,,,0,0,1,2,3,4,5,0,0,""
"80-45-81-35",6,"No",,,,,,,,,,,,,,,,,,,,,,,""
"47-70-03-35",1,"Yes",6,6,6,10,6,6,7,10,9,0,0,,,0,0,1,2,0,0,0,0,0,""
"73-01-72-24",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"59-96-51-48",1,"Yes",3,3,7,9,3,3,7,9,10,3,3,2,8,23,0,1,0,0,0,0,0,0,""
"59-96-51-48",11,"Yes",0,0,,,0,0,,,0,3,3,5,8,3,0,1,0,0,0,0,0,2,"clothing"
"98-95-69-34",1,"Yes",2,1,5,6,2,3,5,5,30,4,1,5,3,30,0,1,0,0,0,0,0,2,"use the money to buy farm inputs that they do not have"
"94-61-58-26",1,"Yes",5,6,6,4,5,6,6,4,14,0,0,,,0,0,2,3,0,1,0,0,0,""
"05-43-02-62",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"22-33-09-47",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"71-12-87-82",1,"Yes",4,3,6,9,5,4,6,7,6,2,3,4,2,4,0,1,2,3,0,0,0,0,""
"34-03-26-96",1,"Yes",6,3,6,8,2,1,6,5,20,6,6,6,3,30,0,3,1,2,4,0,0,0,""
"34-03-26-96",2,"Yes",6,6,6,8,2,2,2,6,30,2,2,6,8,30,0,1,2,3,0,0,0,0,""
"83-62-75-30",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"87-90-13-56",1,"Yes",6,6,3,6,6,6,3,6,10,0,0,,,0,0,1,0,0,0,0,0,0,""
"09-87-36-18",1,"Yes",0,0,,,0,0,,,40,0,0,,,40,0,1,2,3,4,0,0,0,""
"09-87-36-18",2,"Yes",6,6,6,6,6,6,6,6,30,6,6,6,4,30,0,1,0,4,2,3,0,0,""
"37-47-43-04",1,"Yes",0,0,,,0,0,,,60,0,0,,,8,0,0,0,0,0,0,0,1,"agricultural inputs"
"37-47-43-04",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"19-94-92-45",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"01-51-77-20",1,"Yes",6,6,6,8,6,6,6,8,36,0,0,,,0,0,1,2,4,3,0,0,0,""
"01-51-77-20",3,"Yes",6,6,2,8,6,6,2,8,5,0,0,,,0,0,1,2,4,3,0,0,0,""
"01-51-77-20",6,"Yes",4,0,2,8,4,0,2,8,1,0,0,,,0,0,1,2,3,4,0,0,0,""
"14-21-66-73",1,"Yes",6,2,5,8,6,2,5,8,13,0,0,,,0,0,1,2,0,3,4,0,0,""
"09-86-92-43",1,"Yes",3,3,7,3,3,3,7,3,50,0,0,,,0,0,1,0,0,0,0,0,0,""
"08-01-73-79",1,"Yes",6,5,6,6,4,3,6,7,15,0,0,,,0,0,1,2,0,0,0,0,0,""
"85-15-56-74",1,"Yes",6,6,5,5,6,6,5,5,3,6,6,2,6,2,0,1,2,0,0,0,0,0,""
"99-52-45-97",1,"Yes",1,6,7,3,1,2,5,5,24,5,5,7,1,10,0,1,2,3,4,0,0,0,""
"99-52-45-97",2,"Yes",0,0,,,0,0,,,0,4,3,5,9,6,0,1,0,0,3,2,0,0,""
"99-52-45-97",3,"Yes",2,2,7,6,2,2,6,6,3,0,0,,,0,0,1,0,3,2,0,0,0,""
"22-42-05-31",1,"Yes",4,2,6,7,4,2,6,7,33,6,6,6,1,33,0,1,2,0,0,0,0,0,""
"22-42-05-31",2,"Yes",6,5,6,7,6,5,6,7,2,0,0,,,0,0,1,0,2,0,0,0,0,""
"22-42-05-31",4,"Yes",6,3,6,7,6,3,6,7,8,6,6,7,5,8,0,1,0,2,0,0,0,0,""
"22-42-05-31",5,"Yes",5,4,2,7,5,4,2,7,11,5,5,2,3,11,0,1,2,0,0,0,0,0,""
"95-93-26-61",1,"Yes",0,0,,,0,0,,,55,0,0,,,10,0,1,0,0,0,0,0,0,""
"95-93-26-61",2,"Yes",3,3,6,9,3,3,6,9,56,0,0,,,0,0,1,0,0,0,0,0,0,""
"66-25-20-13",1,"Yes",4,2,2,4,4,2,2,4,26,6,6,6,3,1,0,1,2,3,4,5,0,0,""
"56-49-46-49",2,"Yes",0,0,,,6,6,6,9,50,0,0,,,0,2,1,0,0,0,0,0,0,""
"85-67-71-58",1,"Yes",6,4,3,12,6,4,3,12,22,0,0,,,0,0,1,2,3,4,5,0,0,""
"01-61-71-69",1,"Yes",6,6,6,5,6,6,6,5,13,6,6,7,4,11,0,1,2,0,0,0,0,0,""
"01-61-71-69",2,"Yes",6,6,6,5,6,6,6,5,13,0,0,,,0,0,1,2,0,0,0,0,0,""
"01-61-71-69",3,"Yes",6,6,1,5,6,6,1,5,12,0,0,,,0,0,1,2,0,0,0,0,0,""
"01-61-71-69",4,"Yes",6,6,6,5,6,6,6,5,20,0,0,,,0,0,1,2,0,0,0,0,0,""
"75-50-19-75",1,"Yes",2,3,5,4,2,3,5,6,18,0,0,,,0,0,1,2,0,3,0,0,0,""
"89-26-96-48",1,"Yes",6,2,6,5,6,2,6,5,7,0,0,,,0,0,1,2,3,4,0,0,0,""
"89-26-96-48",2,"Yes",6,2,6,5,6,2,6,5,7,0,0,,,0,0,1,2,4,3,0,0,0,""
"89-26-96-48",3,"Yes",6,2,2,5,6,2,2,6,5,0,0,,,0,0,1,2,4,3,0,0,0,""
"89-26-96-48",4,"Yes",6,2,2,5,6,2,2,5,4,0,0,,,0,0,1,4,2,3,0,0,0,""
"89-26-96-48",5,"Yes",6,2,2,5,6,2,2,5,7,0,0,,,0,0,1,2,4,3,0,0,0,""
"89-26-96-48",8,"Yes",6,2,2,5,6,2,2,5,3,0,0,,,0,0,1,2,3,4,0,0,0,""
"16-20-70-88",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"15-43-32-03",1,"Yes",5,2,6,5,4,3,6,5,53,0,0,,,0,0,1,0,0,0,0,0,0,""
"74-11-35-62",1,"Yes",6,1,6,7,6,1,6,7,38,3,6,4,1,25,0,1,0,0,0,0,0,0,""
"12-21-07-33",1,"Yes",6,0,6,8,6,0,6,8,37,6,6,4,2,40,0,2,1,3,4,5,0,0,""
"12-21-07-33",2,"Yes",6,0,7,6,6,0,7,6,25,6,6,7,1,25,0,1,2,3,4,5,0,0,""
"85-82-50-77",1,"Yes",6,6,5,5,6,6,5,5,2,0,0,,,0,0,1,2,3,4,0,0,0,""
"85-82-50-77",2,"Yes",6,6,5,5,6,6,5,5,2,0,0,,,0,0,1,4,2,3,0,0,0,""
"85-82-50-77",3,"Yes",6,6,2,5,6,6,2,5,2,0,0,,,0,0,1,2,3,4,0,0,0,""
"89-27-41-66",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"22-81-16-32",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"47-49-80-52",7,"No",,,,,,,,,,,,,,,,,,,,,,,""
"67-13-56-73",1,"Yes",0,6,7,2,4,0,7,8,18,3,3,2,3,14,0,0,1,0,0,0,0,0,""
"67-13-56-73",4,"Yes",0,2,5,2,3,0,2,2,3,3,1,2,2,1,0,0,1,0,0,0,0,0,""
"10-54-97-94",1,"Yes",5,6,5,13,5,6,5,13,8,0,0,,,0,0,0,0,0,0,0,0,1,"They have never sold any crops ever since they started with farming"
"10-54-97-94",2,"Yes",6,6,6,6,6,6,6,6,15,0,0,,,0,0,0,0,0,0,0,0,1,"They have never sold any crops"
"50-35-50-04",1,"Yes",4,1,6,10,4,1,6,10,49,0,0,,,0,0,1,0,0,0,0,0,0,""
"50-35-50-04",2,"Yes",4,1,6,10,4,1,6,10,44,0,0,,,0,0,1,0,0,0,0,0,0,""
"62-96-39-45",1,"Yes",1,2,6,6,1,2,6,6,6,2,3,1,2,7,0,1,0,2,0,0,0,0,""
"62-96-39-45",4,"Yes",0,0,,,0,0,,,0,4,4,7,6,6,0,0,0,0,0,0,1,0,""
"93-47-96-78",5,"No",,,,,,,,,,,,,,,,,,,,,,,""
"18-43-28-32",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"37-21-15-22",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"91-48-78-65",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"32-52-77-66",1,"Yes",3,3,6,4,3,3,6,4,20,0,0,,,0,0,0,1,0,0,0,0,0,""
"26-89-84-58",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"26-89-84-58",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"02-07-52-84",1,"Yes",0,0,,,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,1,"They do not do any farming activities"
"72-51-39-42",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"72-51-39-42",4,"No",,,,,,,,,,,,,,,,,,,,,,,""
"87-64-80-93",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"75-89-92-79",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"44-34-32-32",1,"Yes",4,2,6,4,4,2,6,4,25,0,0,,,0,0,0,0,0,0,0,0,1,"no money received from the farm activities"
"58-35-74-86",1,"Yes",4,2,6,7,4,2,6,7,22,6,5,7,4,2,0,1,0,0,0,0,0,0,""
"58-35-74-86",2,"Yes",5,2,6,7,5,2,6,7,22,5,5,7,4,2,0,1,0,0,0,0,0,0,""
"58-35-74-86",3,"Yes",4,2,6,7,4,2,6,7,3,0,0,,,0,0,0,0,0,0,0,0,1,"he doesn't participate in livestock"
"58-35-74-86",6,"Yes",4,2,6,7,4,2,6,7,5,0,0,,,0,0,0,0,0,0,0,0,1,"she doesn't participate in livestock"
"23-82-30-50",1,"Yes",2,1,7,3,2,3,7,5,14,0,0,,,0,0,2,1,0,3,0,0,0,""
"23-82-30-50",2,"Yes",2,3,7,6,3,2,6,6,14,0,0,,,0,0,1,2,3,0,0,0,0,""
"76-76-95-07",1,"Yes",3,1,7,7,3,1,7,7,3,0,0,,,10,0,1,0,0,2,0,0,0,""
"76-76-95-07",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"69-18-54-45",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"99-14-10-16",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"23-74-18-51",1,"Yes",6,2,6,5,6,2,6,5,7,0,0,,,0,0,1,2,3,4,0,0,0,""
"23-74-18-51",2,"Yes",6,2,6,5,6,2,6,5,7,0,0,,,0,0,1,2,3,4,0,0,0,""
"23-74-18-51",3,"Yes",6,2,6,5,6,2,6,5,7,0,0,,,0,0,1,2,3,4,5,0,0,""
"23-74-18-51",4,"Yes",6,2,6,5,6,2,6,5,7,0,0,,,0,0,1,2,3,4,5,0,0,""
"23-74-18-51",5,"Yes",6,2,6,5,6,2,6,5,7,0,0,,,0,0,1,2,3,4,5,0,0,""
"23-74-18-51",6,"Yes",6,2,6,5,6,2,6,5,7,0,0,,,0,0,1,2,3,4,5,0,0,""
"84-90-52-18",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"94-23-16-05",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"52-32-19-59",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"99-83-95-63",1,"Yes",3,3,6,6,3,3,6,6,5,6,6,7,8,5,0,1,3,2,0,0,0,0,""
"99-83-95-63",2,"Yes",3,3,6,6,3,3,6,6,5,6,6,7,7,5,0,1,2,3,0,0,0,0,""
"99-83-95-63",3,"Yes",3,0,5,6,3,3,5,6,5,0,0,,,0,0,1,2,3,0,0,0,0,""
"99-83-95-63",4,"Yes",3,3,5,6,3,3,5,6,5,0,0,,,0,0,1,2,3,0,0,0,0,""
"99-83-95-63",5,"Yes",3,3,5,6,3,3,5,6,5,0,0,,,0,0,1,2,3,0,0,0,0,""
"99-83-95-63",6,"Yes",3,3,6,5,3,3,6,5,5,0,0,,,0,0,1,2,3,0,0,0,0,""
"46-29-66-50",1,"Yes",6,2,6,7,6,2,6,7,5,0,0,,,0,0,1,2,3,0,4,0,0,""
"46-29-66-50",2,"Yes",6,3,6,5,6,3,5,5,5,0,0,,,0,0,1,2,3,4,0,0,0,""
"53-00-44-01",1,"Yes",6,6,6,6,6,6,6,6,6,6,6,7,4,18,0,1,2,4,3,5,0,0,""
"53-00-44-01",2,"Yes",6,6,6,6,6,6,6,6,6,6,6,2,2,18,0,1,2,3,4,5,0,0,""
"53-00-44-01",5,"Yes",6,6,1,6,6,6,1,6,3,6,6,1,2,3,0,1,2,3,4,5,0,0,""
"78-72-01-35",2,"Yes",0,0,,,3,0,7,8,13,3,5,3,4,13,0,1,2,0,0,0,0,0,""
"99-10-52-87",1,"Yes",0,0,,,5,0,7,8,40,5,5,5,0,35,0,1,0,0,0,0,0,0,""
"92-62-56-72",1,"Yes",6,6,2,7,6,6,2,7,4,6,6,2,4,4,0,1,2,3,0,0,0,0,""
"92-62-56-72",2,"Yes",6,6,6,7,6,6,6,7,3,6,6,6,4,3,0,1,2,3,4,0,0,0,""
"92-62-56-72",3,"Yes",6,6,2,6,6,6,2,6,2,0,0,,,0,0,1,2,3,0,0,0,0,""
"25-20-66-75",1,"Yes",6,3,6,11,6,3,6,11,34,2,4,7,2,20,1,2,0,0,3,0,0,0,""
"25-20-66-75",2,"Yes",6,3,6,11,6,3,6,11,20,2,4,7,2,20,1,2,0,0,3,0,0,0,""
"18-35-44-26",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"18-35-44-26",2,"Yes",0,0,,,5,0,7,10,13,5,5,7,4,13,0,1,0,0,0,0,0,0,""
"90-75-59-18",5,"No",,,,,,,,,,,,,,,,,,,,,,,""
"01-70-02-35",1,"Yes",0,0,,,6,0,6,6,31,6,2,6,1,32,0,1,2,3,4,5,0,0,""
"23-94-09-23",1,"Yes",0,0,,,6,2,6,4,19,6,6,7,1,1,0,0,0,0,0,0,0,1,"They have never sold maize or anything from the farm"
"88-75-68-17",1,"Yes",0,0,,,0,0,,,43,6,6,7,4,7,0,1,0,2,3,4,0,0,""
"88-75-68-17",3,"Yes",0,0,,,0,0,,,5,0,0,,,0,0,1,0,4,2,3,0,0,""
"24-82-46-82",1,"Yes",0,0,,,5,5,7,3,50,5,5,7,7,40,0,1,0,0,0,0,0,0,""
"21-42-97-88",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"87-09-20-52",1,"Yes",6,6,2,5,6,6,2,5,6,0,0,,,0,0,1,2,0,0,0,0,0,""
"87-09-20-52",2,"Yes",6,6,2,5,6,6,2,5,6,0,0,,,0,0,1,2,0,0,0,0,0,""
"87-09-20-52",3,"Yes",6,6,2,5,6,6,2,5,2,0,0,,,0,0,1,0,2,0,0,0,0,""
"87-09-20-52",4,"Yes",6,6,2,5,6,6,2,5,1,0,0,,,0,0,2,0,1,0,0,0,0,""
"87-09-20-52",5,"Yes",6,6,2,5,6,6,2,5,1,0,0,,,0,0,1,2,3,0,0,0,0,""
"43-52-85-97",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"43-52-85-97",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"00-31-45-58",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"89-47-55-13",2,"Yes",5,5,6,7,5,5,6,7,2,6,6,7,7,2,0,1,2,4,3,0,0,0,""
"13-43-56-11",1,"Yes",0,0,,,6,2,6,5,4,0,0,,,0,0,1,2,3,4,0,0,0,""
"41-78-59-34",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"76-42-64-83",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"60-08-55-10",1,"Yes",5,5,7,10,5,0,7,8,11,5,5,7,8,8,0,1,0,0,0,0,0,0,""
"24-13-90-91",1,"Yes",0,0,,,0,0,,,0,4,4,7,9,1,0,1,2,0,0,0,0,0,""
"79-64-90-22",1,"Yes",0,0,,,6,0,6,3,19,0,0,,,0,0,1,0,0,2,0,0,0,""
