interview__key,lvexp01_11,lvexp02_12,lvexp03_13,lvexp04_14,lvexp05_15,lvexp06_16
"63-25-21-02",0,0,0,0,8400,"0"
"08-07-30-74",,,,,,""
"18-39-69-08",0,0,800,0,36000,"0"
"97-46-11-48",0,0,500,1600,1000,"0"
"12-85-99-43",,,,,,""
"55-14-49-61",0,0,0,0,0,"0"
"94-26-98-86",,,,,,""
"32-96-01-37",0,0,400,0,700,"0"
"41-92-38-71",0,8,0,0,8400,"0"
"43-40-50-14",0,0,1000,0,19200,"0"
"33-52-73-44",0,0,500,0,9600,"0"
"17-65-44-15",,,,,,""
"77-00-14-73",,,,,,""
"78-98-94-60",0,0,0,0,18000,"0"
"50-51-12-24",,,,,,""
"45-72-98-81",0,0,0,0,0,"0"
"98-20-22-18",0,0,0,0,9600,"0"
"12-87-62-64",0,0,2200,0,1100,"0"
"02-24-60-64",,,,,,""
"35-93-85-84",0,0,0,0,7200,"0"
"25-08-98-52",120,0,0,0,0,"0"
"46-54-30-66",0,0,2300,1800,9600,"0"
"19-66-62-79",,,,,,""
"38-52-59-99",,,,,,""
"18-01-52-21",,,,,,""
"52-91-87-71",,,,,,""
"86-58-98-12",0,0,500,0,700,"0"
"18-53-78-30",0,0,1000,0,0,"0"
"21-70-10-93",0,0,3000,0,21600,"0"
"51-51-64-02",8,0,1200,0,1800,"0"
"65-04-27-87",,,,,,""
"26-67-17-34",,,,,,""
"12-55-61-25",,,,,,""
"70-21-00-12",0,0,5000,0,12000,"600"
"09-96-00-56",,,,,,""
"93-46-32-90",0,0,2500,0,1200,""
"39-76-52-63",,,,,,""
"44-39-76-83",0,0,2000,0,12000,"1200"
"57-92-68-31",,,,,,""
"70-75-80-97",,,,,,""
"37-91-43-52",,,,,,""
"93-94-95-33",,,,,,""
"50-37-72-10",0,0,0,0,0,"0"
"29-63-76-51",,,,,,""
"71-36-35-44",,,,,,""
"20-65-14-78",,,,,,""
"60-95-57-22",,,,,,""
"17-61-49-75",0,0,1500,0,8400,"0"
"02-95-98-52",,,,,,""
"77-54-37-57",,,,,,""
"49-81-42-49",,,,,,""
"07-97-99-00",,,,,,""
"61-38-38-57",,,,,,""
"80-45-81-35",0,0,0,0,0,""
"47-70-03-35",0,0,0,0,0,"0"
"73-01-72-24",,,,,,""
"70-18-85-80",,,,,,""
"59-96-51-48",0,0,900,0,700,""
"47-24-68-80",,,,,,""
"98-95-69-34",0,0,3000,0,1400,"200"
"94-61-58-26",,,,,,""
"84-70-48-38",,,,,,""
"46-07-52-30",1000,0,5000,0,2000,"0"
"65-50-88-07",60,0,250,0,600,""
"05-43-02-62",0,0,3000,0,14400,"0"
"83-84-84-67",,,,,,""
"16-35-19-29",0,0,0,0,0,"0"
"83-90-14-37",,,,,,""
"56-16-94-47",,,,,,""
"16-24-71-47",0,0,200,0,1400,"0"
"22-33-09-47",0,0,0,0,0,"0"
"89-17-95-50",,,,,,""
"71-12-87-82",0,0,2000,0,24000,"115"
"93-78-86-25",0,0,1500,0,12000,"0"
"34-03-26-96",0,0,500,0,1000,"600"
"83-62-75-30",150,0,0,0,0,"0"
"39-30-68-16",0,0,0,0,1000,"0"
"25-67-10-82",0,0,400,0,6000,"0"
"87-90-13-56",,,,,,""
"38-81-07-74",,,,,,""
"29-17-63-12",0,0,600,0,1800,"0"
"09-87-36-18",0,0,1000,0,9600,""
"37-47-43-04",0,0,400,0,12000,"0"
"19-94-92-45",0,0,2000,0,240000,"0"
"01-51-77-20",,,,,,""
"14-21-66-73",,,,,,""
"10-12-38-23",,,,,,""
"06-71-23-79",,,,,,""
"09-86-92-43",,,,,,""
"65-52-71-81",0,0,1300,0,14400,"0"
"88-09-14-40",0,0,400,500,7200,"0"
"51-32-55-02",0,0,0,0,0,"0"
"25-85-18-57",,,,,,""
"08-01-73-79",,,,,,""
"30-31-42-54",0,0,0,0,0,"0"
"59-41-41-82",0,0,600,0,600,"0"
"86-80-66-75",,,,,,""
"36-82-19-46",,,,,,""
"87-16-84-48",,,,,,""
"85-15-56-74",0,0,0,0,1800,"300"
"99-52-45-97",0,0,1000,150,9600,""
"22-42-05-31",250,0,5000,0,0,"1500"
"17-88-76-49",,,,,,""
"95-93-26-61",,,,,,""
"66-25-20-13",0,0,0,0,0,"0"
"56-49-46-49",,,,,,""
"00-63-35-41",0,0,1500,0,8400,"0"
"35-73-88-21",,,,,,""
"90-22-40-74",0,0,0,0,0,"0"
"71-58-33-81",,,,,,""
"85-67-71-58",,,,,,""
"01-61-71-69",600,0,2000,0,9600,""
"75-50-19-75",,,,,,""
"89-26-96-48",,,,,,""
"73-20-13-57",1000,0,0,0,0,"0"
"55-53-09-17",,,,,,""
"16-20-70-88",,,,,,""
"14-74-46-71",0,0,0,0,0,"0"
"15-43-32-03",,,,,,""
"62-79-94-11",,,,,,""
"74-11-35-62",0,0,3300,500,9000,"0"
"07-05-49-00",,,,,,""
"12-21-07-33",0,0,500,0,1200,"0"
"23-59-76-04",,,,,,""
"93-87-90-66",,,,,,""
"16-34-09-13",,,,,,""
"85-82-50-77",,,,,,""
"89-27-41-66",0,0,1050,0,1000,"150"
"22-81-16-32",0,0,0,0,0,"0"
"54-44-06-88",,,,,,""
"47-49-80-52",0,0,5000,0,9600,"0"
"93-73-35-44",,,,,,""
"08-77-46-38",0,0,1300,0,9600,""
"85-57-73-17",0,0,5000,300,19200,"210"
"48-05-99-35",,,,,,""
"67-13-56-73",0,0,600,0,12000,""
"97-33-85-90",0,0,1700,600,14400,"0"
"10-54-97-94",,,,,,""
"50-35-50-04",0,0,0,0,0,"0"
"62-96-39-45",0,0,0,0,7200,""
"44-55-26-98",,,,,,""
"93-47-96-78",,,,,,""
"18-43-28-32",0,0,1000,500,800,"250"
"37-21-15-22",,,,,,""
"87-15-89-67",,,,,,""
"79-26-09-22",,,,,,""
"75-05-90-14",,,,,,""
"24-85-21-24",,,,,,""
"91-48-78-65",,,,,,""
"32-52-77-66",,,,,,""
"26-89-84-58",,,,,,""
"59-38-71-66",0,0,0,0,0,"0"
"02-07-52-84",,,,,,""
"77-80-39-86",,,,,,""
"72-51-39-42",0,0,4000,0,9600,""
"87-64-80-93",,,,,,""
"36-99-07-56",,,,,,""
"75-89-92-79",0,0,480,0,12000,""
"44-34-32-32",,,,,,""
"53-52-93-15",,,,,,""
"58-35-74-86",0,0,0,0,0,""
"23-82-30-50",,,,,,""
"76-76-95-07",0,0,0,0,0,""
"69-18-54-45",150,0,190,0,0,""
"99-14-10-16",0,0,0,0,0,"40"
"55-02-31-58",0,0,0,0,0,"0"
"55-65-32-92",,,,,,""
"66-00-67-40",0,0,600,0,12000,"0"
"41-51-06-54",0,0,2500,0,43200,""
"07-18-54-62",,,,,,""
"73-70-79-76",0,0,0,0,0,"0"
"40-83-72-17",,,,,,""
"23-74-18-51",,,,,,""
"18-88-43-52",,,,,,""
"72-37-85-07",,,,,,""
"84-90-52-18",,,,,,""
"94-23-16-05",,,,,,""
"52-32-19-59",,,,,,""
"99-83-95-63",0,0,0,0,0,""
"46-29-66-50",,,,,,""
"82-09-67-93",,,,,,""
"53-00-44-01",0,0,2000,0,9600,""
"34-98-47-22",,,,,,""
"78-72-01-35",0,0,1000,0,700,"90"
"04-97-48-20",,,,,,""
"99-10-52-87",0,0,2300,0,24000,"0"
"92-62-56-72",,,,,,""
"39-32-10-47",0,0,3000,0,12000,"0"
"25-20-66-75",0,0,2000,500,14400,"2000"
"98-95-69-84",,,,,,""
"18-35-44-26",0,0,1300,0,9600,"0"
"59-94-58-22",0,0,0,0,8400,"0"
"40-32-33-96",,,,,,""
"18-30-46-42",,,,,,""
"42-15-88-64",0,0,1000,1000,1000,""
"19-83-07-46",,,,,,""
"16-76-24-92",,,,,,""
"16-98-25-56",,,,,,""
"08-81-97-68",,,,,,""
"90-75-59-18",,,,,,""
"01-70-02-35",0,0,1000,0,900,"0"
"23-94-09-23",1000,0,0,300,0,"0"
"08-72-61-50",,,,,,""
"83-59-21-47",,,,,,""
"78-07-95-11",0,0,0,0,6000,"0"
"70-58-67-82",0,0,1500,900,1500,"0"
"47-04-86-67",0,0,600,0,7200,"0"
"92-02-45-21",,,,,,""
"88-75-68-17",0,0,1500,0,7200,""
"24-82-46-82",0,0,0,0,0,"0"
"21-42-97-88",,,,,,""
"87-09-20-52",,,,,,""
"68-10-75-89",,,,,,""
"43-52-85-97",0,0,500,0,6000,""
"00-31-45-58",,,,,,""
"89-47-55-13",0,0,0,0,0,""
"86-75-09-05",,,,,,""
"70-15-38-18",,,,,,""
"13-43-56-11",,,,,,""
"41-78-59-34",,,,,,""
"76-42-64-83",,,,,,""
"60-08-55-10",0,0,12000,0,24000,"0"
"09-76-96-87",,,,,,""
"24-13-90-91",0,0,2000,0,0,"0"
"79-64-90-22",,,,,,""
"88-15-47-53",,,,,,""
"74-17-56-50",0,0,5000,1500,900,"0"
"65-73-74-13",,,,,,""
"78-26-64-75",0,0,0,0,0,"0"
"57-56-64-78",,,,,,""
"79-27-11-92",,,,,,""
"01-06-16-47",0,0,0,0,400,"0"
"80-39-36-38",0,0,800,0,8400,"400"
"96-17-52-94",0,0,1000,0,9000,"0"
"67-51-54-29",0,0,0,0,0,""
"94-25-30-28",0,0,2000,0,9600,"0"
"99-05-99-45",,,,,,""
"55-49-77-29",0,0,0,1000,8400,"300"
"59-94-70-54",0,0,0,0,7200,"0"
"18-48-78-90",,,,,,""
"91-78-23-71",0,0,200,0,9600,"0"
"79-02-43-99",0,0,500,600,7200,"0"
"05-99-22-70",,,,,,""
"19-70-78-40",,,,,,""
"24-76-11-61",0,0,1000,200,1000,"200"
"01-56-68-49",,,,,,""
"48-81-58-75",,,,,,""
"88-17-46-63",,,,,,""
"64-24-89-62",0,0,3000,0,10200,""
"79-97-16-20",,,,,,""
"22-78-59-76",,,,,,""
"68-66-94-81",,,,,,""
"55-05-77-24",0,0,600,0,14200,"100"
"96-11-62-92",0,0,0,0,0,"0"
"78-34-55-08",,,,,,""
"62-52-92-33",,,,,,""
"11-84-22-34",,,,,,""
"75-25-19-33",,,,,,""
"25-28-42-89",,,,,,""
"17-22-63-49",,,,,,""
"75-11-04-39",0,0,200,0,7200,"200"
"42-13-72-77",0,0,0,0,0,""
"22-71-31-86",,,,,,""
"72-79-67-76",0,0,600,0,9600,"80"
"55-61-00-58",,,,,,""
"83-84-11-33",0,0,120,150,2000,"0"
"57-06-39-78",0,0,1380,0,500,"0"
"28-44-47-60",,,,,,""
"99-83-86-30",0,0,400,0,0,"0"
"95-87-87-82",,,,,,""
"51-10-14-61",,,,,,""
"38-80-77-22",0,0,0,0,12000,"0"
"32-85-49-35",,,,,,""
"67-57-93-16",,,,,,""
"66-09-29-33",0,0,2000,0,12000,"0"
"88-76-61-78",,,,,,""
"45-30-93-43",0,0,2500,0,12000,"0"
"39-72-47-05",,,,,,""
"91-78-19-91",0,0,260,0,700,"0"
"80-88-34-81",,,,,,""
"00-93-28-41",0,0,1500,0,12000,"0"
"15-34-12-49",,,,,,""
"57-48-46-10",0,0,700,0,600,"0"
"17-87-43-63",0,0,4000,0,2200,"100"
"11-23-87-11",0,0,6000,2000,28800,"0"
"33-90-70-88",,,,,,""
"42-88-20-46",0,0,500,0,8400,"0"
"56-60-42-49",,,,,,""
"06-49-16-95",,,,,,""
"14-59-43-81",0,0,0,600,8400,"0"
"43-19-04-75",,,,,,""
"25-55-58-39",,,,,,""
"56-55-71-21",,,,,,""
"26-16-97-29",0,0,1000,0,8400,"0"
"94-40-34-45",,,,,,""
"57-09-13-31",0,0,400,0,10000,"1200"
"06-81-92-15",,,,,,""
"71-51-46-91",0,0,0,0,0,"0"
"99-70-86-40",,,,,,""
"54-72-28-02",0,0,0,0,1800,"0"
"93-06-95-85",0,0,600,0,7200,"0"
"44-70-83-36",,,,,,""
"76-32-33-95",,,,,,""
"01-38-25-96",0,0,0,0,0,"0"
"89-39-79-72",,,,,,""
"00-49-63-51",,,,,,""
"76-58-89-37",,,,,,""
"20-56-52-98",,,,,,""
"64-47-42-17",0,0,0,0,0,"0"
"13-81-47-95",,,,,,""
"29-99-72-08",0,0,1300,0,800,"0"
"24-83-83-50",0,0,6000,0,28800,""
"47-22-90-00",,,,,,""
"98-86-29-38",,,,,,""
"38-47-12-60",1200,0,0,0,0,""
"28-88-27-77",1200,0,0,0,0,""
"29-11-74-01",,,,,,""
"23-17-08-61",0,0,1000,0,12000,""
"09-04-42-43",0,0,5000,0,12000,"0"
"60-44-87-63",0,0,480,0,8400,"0"
"37-91-11-53",0,0,0,0,0,"0"
"24-83-18-16",,,,,,""
"43-94-30-73",,,,,,""
"98-89-20-76",0,0,5000,0,13300,"0"
"18-82-94-56",0,0,0,0,200,"0"
"15-08-96-97",0,0,0,0,150,"0"
"59-27-01-58",,,,,,""
"06-40-81-20",,,,,,""
"63-00-59-35",,,,,,""
"20-12-20-33",,,,,,""
"13-16-46-47",0,0,1300,0,9000,"0"
"12-47-95-08",,,,,,""
"49-36-47-00",0,0,900,0,800,""
"69-98-34-60",,,,,,""
"11-55-67-72",0,0,8000,0,7200,"0"
"86-18-52-98",1440,0,125,0,700,"0"
"59-98-46-38",,,,,,""
"87-83-58-77",,,,,,""
"15-59-01-11",0,0,0,0,0,"0"
"74-82-76-84",0,0,1000,0,14400,""
"08-93-57-76",,,,,,""
"70-90-57-92",,,,,,""
"50-31-04-37",,,,,,""
"67-02-08-74",,,,,,""
"53-15-78-38",0,0,100,0,1000,"0"
"32-33-43-26",0,0,1000,0,1000,"0"
"46-04-74-49",,,,,,""
"35-13-76-39",0,0,250,0,8400,"0"
"16-06-75-38",0,0,0,0,1000,"0"
"27-27-07-57",,,,,,""
"02-68-96-18",0,0,10000,0,13000,"0"
"43-77-79-21",,,,,,""
"11-26-50-63",0,0,0,0,0,""
"28-01-01-55",,,,,,""
"32-20-61-73",,,,,,""
"20-30-02-96",,,,,,""
"91-05-38-43",15000,0,0,4000,0,"0"
"44-19-28-63",,,,,,""
"72-93-96-93",,,,,,""
"97-14-34-77",,,,,,""
"23-83-04-10",0,0,1300,0,800,"0"
"66-67-12-43",80,0,0,0,0,"0"
"10-88-25-17",,,,,,""
"15-20-57-47",0,0,5000,0,12000,"200"
"36-81-71-64",,,,,,""
"34-71-72-72",0,0,0,0,0,"0"
"66-60-15-44",0,0,1800,0,26400,"0"
"86-30-61-13",600,0,0,0,0,"0"
"36-54-39-30",,,,,,""
"74-23-76-31",,,,,,""
"22-34-78-24",,,,,,""
"78-05-45-34",,,,,,""
"05-02-80-96",0,0,0,0,7200,"0"
"83-39-85-57",,,,,,""
"02-11-27-45",,,,,,""
"66-26-16-39",0,0,2000,0,21600,"0"
"74-47-09-34",,,,,,""
"74-42-03-33",,,,,,""
"24-64-36-53",0,0,500,100,0,"0"
"39-16-84-49",0,0,600,0,8400,"0"
"65-82-18-72",0,0,700,600,9600,""
"98-04-19-51",0,0,0,0,9600,"0"
"33-66-03-17",,,,,,""
"23-12-49-21",,,,,,""
"95-95-21-82",,,,,,""
"84-16-65-13",0,0,2000,0,24000,"1000"
"35-36-66-35",0,0,700,0,10800,"200"
"22-48-72-19",0,0,3000,0,9600,"0"
"16-02-48-49",,,,,,""
"88-09-49-72",,,,,,""
"46-87-53-18",0,0,0,0,0,"0"
"24-20-26-70",,,,,,""
"52-82-33-48",720,0,0,0,0,""
"26-48-97-52",0,0,1500,0,18000,"3000"
"33-86-77-56",,,,,,""
"78-86-05-10",,,,,,""
"15-96-39-00",,,,,,""
"39-41-06-02",,,,,,""
"95-15-78-87",0,0,7000,0,4200,"1000"
"52-97-51-26",240,0,0,0,0,""
"02-78-29-37",,,,,,""
"27-36-10-42",0,0,600,0,0,""
"45-97-40-37",,,,,,""
"41-24-37-83",0,0,600,0,1200,"0"
"90-44-42-58",,,,,,""
"15-49-26-93",,,,,,""
"29-96-24-29",0,0,1370,800,7200,"0"
"88-98-18-23",7000,0,800,0,500,"0"
"03-33-61-52",,,,,,""
"95-42-30-88",0,0,0,0,0,"0"
"41-58-71-65",0,0,0,0,0,"0"
"47-41-93-44",,,,,,""
"44-97-44-34",0,0,4000,0,12000,"0"
"39-60-71-79",,,,,,""
"02-67-41-60",,,,,,""
"83-56-74-03",0,0,500,50,500,""
"04-28-47-30",,,,,,""
"01-68-97-25",0,0,1200,0,9600,"200"
"66-08-16-26",0,0,3500,0,9600,"0"
"93-32-02-54",,,,,,""
"83-94-17-95",0,0,6500,1000,9500,"0"
"60-60-16-78",0,0,500,2000,12000,"0"
"26-78-47-00",0,0,3000,0,0,"0"
"79-98-45-89",,,,,,""
"90-54-49-60",,,,,,""
"31-84-01-85",,,,,,""
"40-47-23-70",,,,,,""
"97-69-93-58",,,,,,""
"58-00-80-50",,,,,,""
"16-58-48-79",1200,0,600,0,3200,""
"05-01-86-08",,,,,,""
"89-75-04-06",,,,,,""
"52-25-69-44",0,0,0,0,32160,""
"71-97-04-61",0,0,2500,0,9600,"450"
"46-80-42-17",0,0,3000,0,2000,"150"
"58-78-23-20",,,,,,""
"35-69-94-08",0,0,300,0,9600,"100"
"10-25-31-32",,,,,,""
"38-79-29-34",,,,,,""
"89-83-56-79",,,,,,""
"50-21-50-41",,,,,,""
"44-19-49-55",,,,,,""
"55-68-88-94",,,,,,""
"59-93-51-03",,,,,,""
"07-70-44-38",,,,,,""
"59-31-16-60",,,,,,""
"84-43-04-55",0,0,300,0,0,"0"
"90-23-91-34",0,0,0,0,0,"0"
"00-25-69-00",0,0,1000,0,9600,"0"
"43-06-63-67",,,,,,""
"28-10-90-34",,,,,,""
"13-06-00-33",0,0,1200,0,3000,"200"
"93-88-34-77",,,,,,""
"77-13-46-95",0,0,5000,0,3600,""
"54-15-29-03",500,0,3000,2000,20000,"0"
"58-43-21-07",1680,0,2000,0,48000,""
"54-82-42-61",0,0,0,0,6000,"0"
"31-76-77-10",0,0,0,0,0,"0"
"75-33-12-39",,,,,,""
"47-33-25-93",,,,,,""
"35-34-76-48",0,0,5000,0,8400,"0"
"26-98-60-20",0,0,0,0,0,"0"
"20-88-32-55",550,0,0,0,0,"0"
"73-42-30-97",1800,0,0,0,0,"0"
"38-84-78-59",0,0,5000,0,9600,"0"
"70-09-32-42",0,0,0,0,0,"0"
"76-04-07-19",0,0,3600,0,9600,"0"
"70-32-51-26",,,,,,""
"56-61-77-64",150,0,0,0,0,"0"
"50-82-91-34",600,0,0,0,0,"500"
"83-60-63-11",0,0,3000,0,1000,"200"
"80-51-82-08",,,,,,""
"49-80-85-60",,,,,,""
"81-64-86-08",,,,,,""
"33-82-62-40",3600,0,4000,900,19200,"400"
"56-48-48-33",,,,,,""
"19-43-49-26",0,0,1500,0,800,""
"52-63-91-75",,,,,,""
"60-93-32-66",,,,,,""
"37-44-93-64",0,0,0,0,0,"0"
"83-19-87-02",,,,,,""
"83-26-13-29",0,0,600,0,850,"0"
"02-40-91-04",,,,,,""
"31-74-57-88",,,,,,""
"09-16-66-27",0,0,500,0,7200,"0"
"02-99-67-45",0,0,2000,0,12000,"600"
"18-26-92-76",6000,0,2000,0,7200,""
"54-98-92-77",,,,,,""
"94-90-21-30",0,0,500,0,16800,"450"
"34-25-16-71",,,,,,""
"26-18-25-14",,,,,,""
"62-93-86-46",0,0,0,0,0,"0"
"85-20-92-08",,,,,,""
"65-60-16-01",,,,,,""
"83-41-72-29",,,,,,""
"21-46-08-35",0,0,1000,0,12000,""
"37-32-34-84",,,,,,""
"13-52-22-69",150,0,0,0,0,"0"
"39-17-92-41",0,0,0,0,0,"0"
"33-45-72-89",2000,0,0,0,0,"0"
"31-31-05-64",,,,,,""
"86-99-45-42",,,,,,""
"56-98-53-98",,,,,,""
"56-36-96-19",0,0,0,0,0,"300"
"50-58-13-59",1400,0,0,0,0,"0"
"96-16-19-85",0,0,300,0,1000,"0"
"64-96-31-31",0,0,5000,0,8400,"0"
"12-39-25-67",,,,,,""
"94-38-82-64",,,,,,""
"32-40-73-26",,,,,,""
"27-85-21-15",,,,,,""
"31-68-89-01",,,,,,""
"72-31-90-61",,,,,,""
"80-54-37-07",,,,,,""
"36-19-32-95",0,0,1000,0,1000,"1200"
"75-71-40-40",,,,,,""
"37-54-02-07",,,,,,""
"60-74-79-59",3000,0,800,0,22800,""
"96-89-11-69",0,0,270,0,7200,""
"44-81-28-86",,,,,,""
"33-26-68-81",,,,,,""
"12-27-31-91",0,0,0,0,0,"0"
"44-39-19-46",,,,,,""
"19-73-20-43",,,,,,""
"86-42-35-25",,,,,,""
"21-53-70-02",,,,,,""
"36-25-22-73",0,0,0,0,0,"30"
"61-61-32-11",,,,,,""
"57-36-34-63",,,,,,""
"53-72-73-00",,,,,,""
"33-70-72-42",,,,,,""
"52-18-64-85",,,,,,""
"42-07-25-32",0,0,5000,0,12000,"0"
"39-53-01-83",0,0,1800,0,1000,"250"
"33-51-31-80",,,,,,""
"94-39-43-68",0,0,600,0,2400,""
"03-54-18-25",0,0,2000,0,0,"0"
"27-58-94-59",0,0,500,0,0,""
"33-86-19-67",0,0,2400,0,0,"0"
"09-53-75-86",500,0,0,0,0,"0"
"85-34-92-87",,,,,,""
"75-94-09-47",,,,,,""
"84-71-43-61",,,,,,""
"07-42-93-10",0,0,0,0,0,""
"06-11-12-17",,,,,,""
"15-55-21-38",0,0,1200,0,14400,"0"
"61-89-87-62",80,0,0,0,0,"0"
"05-53-30-00",,,,,,""
"00-18-71-95",,,,,,""
"93-03-74-23",,,,,,""
"98-02-00-97",0,0,3000,0,9600,"0"
"39-55-54-03",0,0,2300,0,9600,"0"
"55-64-77-57",700,0,0,0,0,"0"
"12-97-85-94",0,0,600,0,12000,""
"85-58-05-93",0,0,500,0,12000,"0"
"36-06-01-35",0,0,7000,0,15000,"0"
"11-36-65-74",,,,,,""
"87-74-62-05",0,0,700,0,600,"100"
"74-09-83-15",0,0,3000,0,1000,"100"
"99-86-29-88",0,0,4000,300,24000,"900"
"10-97-13-34",15000,0,5000,0,9600,"2000"
"53-72-96-12",0,0,600,0,0,"0"
"22-21-62-20",0,0,1500,0,8400,"500"
"64-31-79-16",,,,,,""
"01-18-26-42",160,0,0,0,0,"0"
"82-55-52-94",,,,,,""
"19-07-40-38",0,0,110,0,500,"0"
"65-17-55-88",0,0,200,0,800,"0"
"71-44-93-64",0,0,1600,0,10800,"350"
"34-19-14-62",,,,,,""
"22-51-06-37",,,,,,""
"27-70-53-20",,,,,,""
"98-81-19-82",,,,,,""
"39-67-03-82",0,0,1000,1200,11050,"0"
"46-14-07-81",0,0,4000,0,24000,"600"
