interview__key,r_members__id,memeber_isphone
"25-98-38-14",2,"Yes"
"25-98-38-14",3,"Yes"
"50-33-61-65",1,"Yes"
"88-90-25-85",1,"Yes"
"88-90-25-85",2,"Yes"
"88-90-25-85",4,"Yes"
"88-90-25-85",5,"Yes"
"04-83-20-68",1,"Yes"
"04-83-20-68",2,"Yes"
"35-03-03-59",1,"Yes"
"10-50-64-24",1,"Yes"
"10-50-64-24",2,"Yes"
"10-50-64-24",5,"Yes"
"10-50-64-24",6,"Yes"
"13-56-95-25",1,"Yes"
"13-56-95-25",2,"Yes"
"13-56-95-25",6,"Yes"
"36-88-00-01",1,"Yes"
"63-25-21-02",1,"Yes"
"63-25-21-02",2,"Yes"
"08-07-30-74",1,"Yes"
"08-07-30-74",2,"Yes"
"18-39-69-08",1,"Yes"
"18-39-69-08",2,"Yes"
"97-46-11-48",1,"Yes"
"97-46-11-48",2,"Yes"
"12-85-99-43",1,"Yes"
"55-14-49-61",1,"Yes"
"94-26-98-86",1,"Yes"
"94-26-98-86",2,"Yes"
"32-96-01-37",2,"Yes"
"32-96-01-37",6,"Yes"
"41-92-38-71",1,"Yes"
"41-92-38-71",2,"Yes"
"43-40-50-14",1,"Yes"
"33-52-73-44",1,"Yes"
"33-52-73-44",2,"Yes"
"17-65-44-15",1,"Yes"
"77-00-14-73",1,"Yes"
"77-00-14-73",6,"Yes"
"78-98-94-60",2,"Yes"
"50-51-12-24",1,"Yes"
"50-51-12-24",2,"Yes"
"50-51-12-24",5,"Yes"
"45-72-98-81",1,"Yes"
"98-20-22-18",1,"Yes"
"98-20-22-18",2,"Yes"
"12-87-62-64",2,"Yes"
"12-87-62-64",3,"Yes"
"12-87-62-64",4,"Yes"
"02-24-60-64",1,"Yes"
"02-24-60-64",4,"Yes"
"35-93-85-84",1,"Yes"
"35-93-85-84",3,"Yes"
"25-08-98-52",1,"Yes"
"46-54-30-66",1,"Yes"
"19-66-62-79",1,"Yes"
"38-52-59-99",1,"Yes"
"38-52-59-99",4,"Yes"
"38-52-59-99",6,"Yes"
"18-01-52-21",1,"Yes"
"52-91-87-71",2,"Yes"
"52-91-87-71",4,"Yes"
"86-58-98-12",1,"Yes"
"86-58-98-12",4,"Yes"
"18-53-78-30",3,"Yes"
"18-53-78-30",4,"Yes"
"21-70-10-93",1,"Yes"
"51-51-64-02",1,"Yes"
"51-51-64-02",2,"Yes"
"65-04-27-87",1,"Yes"
"26-67-17-34",1,"Yes"
"12-55-61-25",1,"Yes"
"12-55-61-25",3,"Yes"
"12-55-61-25",5,"Yes"
"70-21-00-12",1,"Yes"
"70-21-00-12",2,"Yes"
"09-96-00-56",1,"Yes"
"09-96-00-56",4,"Yes"
"93-46-32-90",1,"Yes"
"93-46-32-90",2,"Yes"
"39-76-52-63",1,"Yes"
"39-76-52-63",2,"Yes"
"39-76-52-63",3,"Yes"
"44-39-76-83",1,"Yes"
"44-39-76-83",2,"Yes"
"57-92-68-31",1,"Yes"
"70-75-80-97",1,"Yes"
"70-75-80-97",2,"Yes"
"70-75-80-97",3,"Yes"
"70-75-80-97",4,"Yes"
"37-91-43-52",1,"Yes"
"93-94-95-33",1,"Yes"
"50-37-72-10",1,"Yes"
"29-63-76-51",1,"Yes"
"29-63-76-51",2,"Yes"
"71-36-35-44",1,"Yes"
"71-36-35-44",2,"Yes"
"20-65-14-78",1,"Yes"
"60-95-57-22",1,"Yes"
"60-95-57-22",2,"Yes"
"17-61-49-75",1,"Yes"
"17-61-49-75",2,"Yes"
"02-95-98-52",1,"Yes"
"77-54-37-57",1,"Yes"
"77-54-37-57",3,"Yes"
"07-97-99-00",1,"Yes"
"07-97-99-00",2,"Yes"
"07-97-99-00",3,"Yes"
"07-97-99-00",4,"Yes"
"61-38-38-57",1,"Yes"
"61-38-38-57",2,"Yes"
"61-38-38-57",3,"Yes"
"80-45-81-35",1,"Yes"
"80-45-81-35",6,"Yes"
"47-70-03-35",1,"Yes"
"73-01-72-24",1,"Yes"
"73-01-72-24",2,"Yes"
"70-18-85-80",1,"Yes"
"59-96-51-48",3,"Yes"
"59-96-51-48",10,"Yes"
"47-24-68-80",1,"Yes"
"98-95-69-34",1,"Yes"
"98-95-69-34",2,"Yes"
"98-95-69-34",4,"Yes"
"94-61-58-26",1,"Yes"
"94-61-58-26",2,"Yes"
"84-70-48-38",1,"Yes"
"46-07-52-30",1,"Yes"
"65-50-88-07",1,"Yes"
"05-43-02-62",1,"Yes"
"83-84-84-67",1,"Yes"
"83-84-84-67",2,"Yes"
"83-84-84-67",3,"Yes"
"83-84-84-67",5,"Yes"
"16-35-19-29",1,"Yes"
"83-90-14-37",1,"Yes"
"83-90-14-37",2,"Yes"
"83-90-14-37",3,"Yes"
"56-16-94-47",2,"Yes"
"16-24-71-47",1,"Yes"
"16-24-71-47",4,"Yes"
"22-33-09-47",1,"Yes"
"22-33-09-47",5,"Yes"
"89-17-95-50",1,"Yes"
"89-17-95-50",3,"Yes"
"71-12-87-82",1,"Yes"
"71-12-87-82",2,"Yes"
"93-78-86-25",2,"Yes"
"93-78-86-25",3,"Yes"
"34-03-26-96",1,"Yes"
"34-03-26-96",3,"Yes"
"83-62-75-30",1,"Yes"
"39-30-68-16",1,"Yes"
"87-90-13-56",1,"Yes"
"87-90-13-56",2,"Yes"
"38-81-07-74",1,"Yes"
"38-81-07-74",2,"Yes"
"38-81-07-74",3,"Yes"
"38-81-07-74",5,"Yes"
"38-81-07-74",6,"Yes"
"29-17-63-12",1,"Yes"
"29-17-63-12",2,"Yes"
"09-87-36-18",1,"Yes"
"09-87-36-18",2,"Yes"
"09-87-36-18",3,"Yes"
"37-47-43-04",2,"Yes"
"37-47-43-04",3,"Yes"
"19-94-92-45",1,"Yes"
"19-94-92-45",2,"Yes"
"19-94-92-45",3,"Yes"
"01-51-77-20",3,"Yes"
"14-21-66-73",1,"Yes"
"10-12-38-23",1,"Yes"
"10-12-38-23",2,"Yes"
"06-71-23-79",1,"Yes"
"65-52-71-81",1,"Yes"
"65-52-71-81",2,"Yes"
"65-52-71-81",3,"Yes"
"65-52-71-81",4,"Yes"
"88-09-14-40",1,"Yes"
"88-09-14-40",2,"Yes"
"51-32-55-02",1,"Yes"
"25-85-18-57",1,"Yes"
"25-85-18-57",3,"Yes"
"08-01-73-79",4,"Yes"
"30-31-42-54",1,"Yes"
"30-31-42-54",3,"Yes"
"59-41-41-82",2,"Yes"
"86-80-66-75",1,"Yes"
"86-80-66-75",2,"Yes"
"36-82-19-46",1,"Yes"
"36-82-19-46",2,"Yes"
"87-16-84-48",1,"Yes"
"87-16-84-48",2,"Yes"
"87-16-84-48",3,"Yes"
"85-15-56-74",1,"Yes"
"99-52-45-97",1,"Yes"
"22-42-05-31",1,"Yes"
"22-42-05-31",3,"Yes"
"22-42-05-31",5,"Yes"
"17-88-76-49",1,"Yes"
"95-93-26-61",1,"Yes"
"95-93-26-61",2,"Yes"
"66-25-20-13",1,"Yes"
"66-25-20-13",3,"Yes"
"56-49-46-49",1,"Yes"
"56-49-46-49",2,"Yes"
"00-63-35-41",1,"Yes"
"00-63-35-41",2,"Yes"
"00-63-35-41",4,"Yes"
"35-73-88-21",1,"Yes"
"35-73-88-21",2,"Yes"
"35-73-88-21",3,"Yes"
"90-22-40-74",3,"Yes"
"71-58-33-81",1,"Yes"
"85-67-71-58",1,"Yes"
"01-61-71-69",1,"Yes"
"01-61-71-69",2,"Yes"
"01-61-71-69",3,"Yes"
"01-61-71-69",4,"Yes"
"89-26-96-48",1,"Yes"
"89-26-96-48",3,"Yes"
"89-26-96-48",4,"Yes"
"89-26-96-48",5,"Yes"
"73-20-13-57",1,"Yes"
"55-53-09-17",1,"Yes"
"16-20-70-88",1,"Yes"
"14-74-46-71",1,"Yes"
"14-74-46-71",2,"Yes"
"14-74-46-71",3,"Yes"
"14-74-46-71",4,"Yes"
"14-74-46-71",5,"Yes"
"74-11-35-62",1,"Yes"
"07-05-49-00",1,"Yes"
"12-21-07-33",1,"Yes"
"23-59-76-04",1,"Yes"
"93-87-90-66",1,"Yes"
"93-87-90-66",2,"Yes"
"16-34-09-13",1,"Yes"
"16-34-09-13",2,"Yes"
"85-82-50-77",1,"Yes"
"85-82-50-77",3,"Yes"
"89-27-41-66",1,"Yes"
"89-27-41-66",3,"Yes"
"22-81-16-32",1,"Yes"
"54-44-06-88",1,"Yes"
"47-49-80-52",1,"Yes"
"47-49-80-52",2,"Yes"
"47-49-80-52",7,"Yes"
"93-73-35-44",1,"Yes"
"08-77-46-38",1,"Yes"
"85-57-73-17",1,"Yes"
"67-13-56-73",1,"Yes"
"67-13-56-73",4,"Yes"
"67-13-56-73",7,"Yes"
"97-33-85-90",1,"Yes"
"97-33-85-90",2,"Yes"
"97-33-85-90",3,"Yes"
"97-33-85-90",6,"Yes"
"10-54-97-94",1,"Yes"
"10-54-97-94",4,"Yes"
"50-35-50-04",1,"Yes"
"50-35-50-04",2,"Yes"
"50-35-50-04",4,"Yes"
"50-35-50-04",5,"Yes"
"50-35-50-04",6,"Yes"
"62-96-39-45",1,"Yes"
"44-55-26-98",1,"Yes"
"44-55-26-98",2,"Yes"
"93-47-96-78",2,"Yes"
"18-43-28-32",1,"Yes"
"18-43-28-32",2,"Yes"
"37-21-15-22",1,"Yes"
"87-15-89-67",1,"Yes"
"87-15-89-67",2,"Yes"
"79-26-09-22",1,"Yes"
"24-85-21-24",1,"Yes"
"24-85-21-24",2,"Yes"
"24-85-21-24",3,"Yes"
"91-48-78-65",1,"Yes"
"91-48-78-65",2,"Yes"
"32-52-77-66",1,"Yes"
"26-89-84-58",1,"Yes"
"26-89-84-58",2,"Yes"
"26-89-84-58",3,"Yes"
"59-38-71-66",1,"Yes"
"02-07-52-84",1,"Yes"
"02-07-52-84",2,"Yes"
"02-07-52-84",3,"Yes"
"77-80-39-86",1,"Yes"
"72-51-39-42",2,"Yes"
"87-64-80-93",1,"Yes"
"87-64-80-93",2,"Yes"
"87-64-80-93",3,"Yes"
"87-64-80-93",4,"Yes"
"87-64-80-93",5,"Yes"
"87-64-80-93",6,"Yes"
"87-64-80-93",7,"Yes"
"36-99-07-56",1,"Yes"
"75-89-92-79",1,"Yes"
"75-89-92-79",6,"Yes"
"44-34-32-32",1,"Yes"
"53-52-93-15",2,"Yes"
"58-35-74-86",2,"Yes"
"23-82-30-50",1,"Yes"
"23-82-30-50",2,"Yes"
"76-76-95-07",1,"Yes"
"76-76-95-07",7,"Yes"
"69-18-54-45",1,"Yes"
"69-18-54-45",2,"Yes"
"99-14-10-16",1,"Yes"
"99-14-10-16",2,"Yes"
"99-14-10-16",3,"Yes"
"99-14-10-16",4,"Yes"
"55-02-31-58",1,"Yes"
"55-65-32-92",1,"Yes"
"66-00-67-40",3,"Yes"
"41-51-06-54",1,"Yes"
"41-51-06-54",2,"Yes"
"07-18-54-62",1,"Yes"
"07-18-54-62",2,"Yes"
"73-70-79-76",1,"Yes"
"73-70-79-76",2,"Yes"
"40-83-72-17",1,"Yes"
"40-83-72-17",2,"Yes"
"23-74-18-51",4,"Yes"
"23-74-18-51",5,"Yes"
"23-74-18-51",6,"Yes"
"18-88-43-52",1,"Yes"
"72-37-85-07",1,"Yes"
"72-37-85-07",2,"Yes"
"72-37-85-07",3,"Yes"
"84-90-52-18",1,"Yes"
"94-23-16-05",1,"Yes"
"52-32-19-59",1,"Yes"
"52-32-19-59",2,"Yes"
"99-83-95-63",2,"Yes"
"99-83-95-63",5,"Yes"
"99-83-95-63",6,"Yes"
"46-29-66-50",2,"Yes"
"82-09-67-93",1,"Yes"
"53-00-44-01",1,"Yes"
"53-00-44-01",2,"Yes"
"34-98-47-22",1,"Yes"
"34-98-47-22",2,"Yes"
"78-72-01-35",1,"Yes"
"78-72-01-35",2,"Yes"
"04-97-48-20",6,"Yes"
"99-10-52-87",1,"Yes"
"99-10-52-87",2,"Yes"
"92-62-56-72",1,"Yes"
"92-62-56-72",2,"Yes"
"39-32-10-47",1,"Yes"
"25-20-66-75",3,"Yes"
"18-35-44-26",1,"Yes"
"18-35-44-26",2,"Yes"
"18-35-44-26",3,"Yes"
"18-35-44-26",4,"Yes"
"59-94-58-22",1,"Yes"
"40-32-33-96",1,"Yes"
"40-32-33-96",2,"Yes"
"42-15-88-64",1,"Yes"
"42-15-88-64",2,"Yes"
"16-76-24-92",1,"Yes"
"16-76-24-92",2,"Yes"
"16-76-24-92",3,"Yes"
"16-76-24-92",4,"Yes"
"08-81-97-68",1,"Yes"
"01-70-02-35",1,"Yes"
"23-94-09-23",1,"Yes"
"08-72-61-50",1,"Yes"
"83-59-21-47",3,"Yes"
"78-07-95-11",3,"Yes"
"70-58-67-82",1,"Yes"
"70-58-67-82",2,"Yes"
"47-04-86-67",1,"Yes"
"47-04-86-67",2,"Yes"
"92-02-45-21",2,"Yes"
"88-75-68-17",2,"Yes"
"88-75-68-17",3,"Yes"
"24-82-46-82",1,"Yes"
"24-82-46-82",2,"Yes"
"24-82-46-82",3,"Yes"
"87-09-20-52",1,"Yes"
"68-10-75-89",1,"Yes"
"43-52-85-97",2,"Yes"
"43-52-85-97",3,"Yes"
"00-31-45-58",1,"Yes"
"89-47-55-13",2,"Yes"
"70-15-38-18",1,"Yes"
"13-43-56-11",1,"Yes"
"76-42-64-83",1,"Yes"
"60-08-55-10",1,"Yes"
"60-08-55-10",2,"Yes"
"09-76-96-87",1,"Yes"
"09-76-96-87",2,"Yes"
"79-64-90-22",2,"Yes"
"88-15-47-53",1,"Yes"
"74-17-56-50",1,"Yes"
"74-17-56-50",2,"Yes"
"65-73-74-13",1,"Yes"
"65-73-74-13",3,"Yes"
"78-26-64-75",1,"Yes"
"57-56-64-78",1,"Yes"
"57-56-64-78",2,"Yes"
"79-27-11-92",1,"Yes"
"79-27-11-92",2,"Yes"
"01-06-16-47",2,"Yes"
"80-39-36-38",1,"Yes"
"96-17-52-94",1,"Yes"
"96-17-52-94",2,"Yes"
"96-17-52-94",3,"Yes"
"96-17-52-94",4,"Yes"
"96-17-52-94",5,"Yes"
"94-25-30-28",2,"Yes"
"99-05-99-45",2,"Yes"
"99-05-99-45",3,"Yes"
"55-49-77-29",1,"Yes"
"59-94-70-54",1,"Yes"
"59-94-70-54",2,"Yes"
"18-48-78-90",2,"Yes"
"79-02-43-99",1,"Yes"
"19-70-78-40",1,"Yes"
"19-70-78-40",5,"Yes"
"24-76-11-61",1,"Yes"
"24-76-11-61",2,"Yes"
"24-76-11-61",3,"Yes"
"01-56-68-49",1,"Yes"
"01-56-68-49",2,"Yes"
"01-56-68-49",3,"Yes"
"01-56-68-49",5,"Yes"
"64-24-89-62",1,"Yes"
"64-24-89-62",2,"Yes"
"79-97-16-20",2,"Yes"
"22-78-59-76",1,"Yes"
"68-66-94-81",1,"Yes"
"68-66-94-81",2,"Yes"
"55-05-77-24",2,"Yes"
"96-11-62-92",1,"Yes"
"96-11-62-92",2,"Yes"
"78-34-55-08",1,"Yes"
"78-34-55-08",2,"Yes"
"62-52-92-33",1,"Yes"
"62-52-92-33",2,"Yes"
"11-84-22-34",1,"Yes"
"11-84-22-34",3,"Yes"
"25-28-42-89",1,"Yes"
"17-22-63-49",2,"Yes"
"75-11-04-39",1,"Yes"
"42-13-72-77",1,"Yes"
"42-13-72-77",3,"Yes"
"22-71-31-86",1,"Yes"
"72-79-67-76",1,"Yes"
"72-79-67-76",3,"Yes"
"55-61-00-58",1,"Yes"
"55-61-00-58",2,"Yes"
"83-84-11-33",4,"Yes"
"57-06-39-78",1,"Yes"
"57-06-39-78",3,"Yes"
"28-44-47-60",1,"Yes"
"99-83-86-30",1,"Yes"
"95-87-87-82",1,"Yes"
"51-10-14-61",1,"Yes"
"38-80-77-22",1,"Yes"
"32-85-49-35",1,"Yes"
"67-57-93-16",1,"Yes"
"67-57-93-16",2,"Yes"
"66-09-29-33",1,"Yes"
"88-76-61-78",1,"Yes"
"88-76-61-78",2,"Yes"
"45-30-93-43",1,"Yes"
"45-30-93-43",2,"Yes"
"39-72-47-05",1,"Yes"
"39-72-47-05",3,"Yes"
"91-78-19-91",1,"Yes"
"91-78-19-91",2,"Yes"
"80-88-34-81",1,"Yes"
"00-93-28-41",1,"Yes"
"00-93-28-41",2,"Yes"
"00-93-28-41",3,"Yes"
"15-34-12-49",1,"Yes"
"15-34-12-49",2,"Yes"
"57-48-46-10",1,"Yes"
"57-48-46-10",3,"Yes"
"57-48-46-10",5,"Yes"
"17-87-43-63",1,"Yes"
"11-23-87-11",1,"Yes"
"11-23-87-11",2,"Yes"
"33-90-70-88",1,"Yes"
"33-90-70-88",2,"Yes"
"42-88-20-46",1,"Yes"
"42-88-20-46",2,"Yes"
"56-60-42-49",1,"Yes"
"06-49-16-95",2,"Yes"
"06-49-16-95",3,"Yes"
"14-59-43-81",1,"Yes"
"14-59-43-81",4,"Yes"
"43-19-04-75",1,"Yes"
"25-55-58-39",1,"Yes"
"56-55-71-21",1,"Yes"
"26-16-97-29",1,"Yes"
"94-40-34-45",1,"Yes"
"57-09-13-31",1,"Yes"
"06-81-92-15",1,"Yes"
"71-51-46-91",1,"Yes"
"99-70-86-40",2,"Yes"
"54-72-28-02",1,"Yes"
"93-06-95-85",1,"Yes"
"44-70-83-36",2,"Yes"
"01-38-25-96",1,"Yes"
"89-39-79-72",1,"Yes"
"89-39-79-72",4,"Yes"
"00-49-63-51",2,"Yes"
"76-58-89-37",1,"Yes"
"76-58-89-37",2,"Yes"
"76-58-89-37",3,"Yes"
"64-47-42-17",1,"Yes"
"64-47-42-17",3,"Yes"
"13-81-47-95",1,"Yes"
"13-81-47-95",2,"Yes"
"13-81-47-95",3,"Yes"
"29-99-72-08",1,"Yes"
"29-99-72-08",2,"Yes"
"24-83-83-50",1,"Yes"
"47-22-90-00",1,"Yes"
"47-22-90-00",2,"Yes"
"38-47-12-60",1,"Yes"
"38-47-12-60",2,"Yes"
"38-47-12-60",3,"Yes"
"38-47-12-60",9,"Yes"
"28-88-27-77",1,"Yes"
"29-11-74-01",1,"Yes"
"29-11-74-01",2,"Yes"
"23-17-08-61",1,"Yes"
"23-17-08-61",2,"Yes"
"09-04-42-43",1,"Yes"
"60-44-87-63",1,"Yes"
"60-44-87-63",2,"Yes"
"60-44-87-63",3,"Yes"
"37-91-11-53",1,"Yes"
"24-83-18-16",1,"Yes"
"24-83-18-16",2,"Yes"
"43-94-30-73",1,"Yes"
"98-89-20-76",1,"Yes"
"98-89-20-76",2,"Yes"
"18-82-94-56",1,"Yes"
"15-08-96-97",5,"Yes"
"59-27-01-58",1,"Yes"
"59-27-01-58",2,"Yes"
"06-40-81-20",2,"Yes"
"63-00-59-35",3,"Yes"
"20-12-20-33",1,"Yes"
"20-12-20-33",2,"Yes"
"13-16-46-47",1,"Yes"
"13-16-46-47",2,"Yes"
"12-47-95-08",1,"Yes"
"49-36-47-00",1,"Yes"
"49-36-47-00",2,"Yes"
"11-55-67-72",1,"Yes"
"11-55-67-72",2,"Yes"
"86-18-52-98",1,"Yes"
"86-18-52-98",2,"Yes"
"59-98-46-38",1,"Yes"
"87-83-58-77",1,"Yes"
"87-83-58-77",2,"Yes"
"87-83-58-77",3,"Yes"
"15-59-01-11",1,"Yes"
"15-59-01-11",2,"Yes"
"74-82-76-84",1,"Yes"
"08-93-57-76",1,"Yes"
"08-93-57-76",2,"Yes"
"70-90-57-92",1,"Yes"
"70-90-57-92",2,"Yes"
"70-90-57-92",3,"Yes"
"50-31-04-37",1,"Yes"
"67-02-08-74",1,"Yes"
"53-15-78-38",1,"Yes"
"53-15-78-38",2,"Yes"
"32-33-43-26",1,"Yes"
"46-04-74-49",1,"Yes"
"35-13-76-39",1,"Yes"
"35-13-76-39",3,"Yes"
"16-06-75-38",1,"Yes"
"27-27-07-57",1,"Yes"
"02-68-96-18",1,"Yes"
"43-77-79-21",5,"Yes"
"11-26-50-63",1,"Yes"
"11-26-50-63",3,"Yes"
"28-01-01-55",1,"Yes"
"28-01-01-55",2,"Yes"
"32-20-61-73",1,"Yes"
"20-30-02-96",1,"Yes"
"20-30-02-96",2,"Yes"
"20-30-02-96",3,"Yes"
"91-05-38-43",1,"Yes"
"91-05-38-43",2,"Yes"
"44-19-28-63",1,"Yes"
"72-93-96-93",1,"Yes"
"72-93-96-93",2,"Yes"
"97-14-34-77",1,"Yes"
"23-83-04-10",1,"Yes"
"66-67-12-43",1,"Yes"
"10-88-25-17",1,"Yes"
"10-88-25-17",3,"Yes"
"15-20-57-47",1,"Yes"
"15-20-57-47",2,"Yes"
"36-81-71-64",1,"Yes"
"36-81-71-64",2,"Yes"
"34-71-72-72",1,"Yes"
"34-71-72-72",2,"Yes"
"66-60-15-44",1,"Yes"
"66-60-15-44",2,"Yes"
"86-30-61-13",2,"Yes"
"74-23-76-31",1,"Yes"
"74-23-76-31",2,"Yes"
"22-34-78-24",1,"Yes"
"22-34-78-24",2,"Yes"
"78-05-45-34",1,"Yes"
"05-02-80-96",1,"Yes"
"05-02-80-96",6,"Yes"
"83-39-85-57",5,"Yes"
"02-11-27-45",1,"Yes"
"66-26-16-39",1,"Yes"
"74-47-09-34",1,"Yes"
"74-47-09-34",3,"Yes"
"74-47-09-34",4,"Yes"
"74-42-03-33",1,"Yes"
"74-42-03-33",3,"Yes"
"24-64-36-53",1,"Yes"
"24-64-36-53",2,"Yes"
"39-16-84-49",1,"Yes"
"65-82-18-72",1,"Yes"
"65-82-18-72",2,"Yes"
"65-82-18-72",3,"Yes"
"98-04-19-51",2,"Yes"
"33-66-03-17",1,"Yes"
"33-66-03-17",2,"Yes"
"33-66-03-17",3,"Yes"
"23-12-49-21",1,"Yes"
"95-95-21-82",1,"Yes"
"95-95-21-82",2,"Yes"
"95-95-21-82",3,"Yes"
"84-16-65-13",1,"Yes"
"84-16-65-13",2,"Yes"
"35-36-66-35",1,"Yes"
"35-36-66-35",2,"Yes"
"35-36-66-35",3,"Yes"
"22-48-72-19",1,"Yes"
"16-02-48-49",1,"Yes"
"16-02-48-49",2,"Yes"
"88-09-49-72",1,"Yes"
"88-09-49-72",2,"Yes"
"88-09-49-72",7,"Yes"
"88-09-49-72",8,"Yes"
"46-87-53-18",1,"Yes"
"46-87-53-18",2,"Yes"
"24-20-26-70",1,"Yes"
"52-82-33-48",1,"Yes"
"52-82-33-48",3,"Yes"
"52-82-33-48",4,"Yes"
"52-82-33-48",5,"Yes"
"26-48-97-52",1,"Yes"
"26-48-97-52",2,"Yes"
"33-86-77-56",1,"Yes"
"33-86-77-56",3,"Yes"
"78-86-05-10",1,"Yes"
"15-96-39-00",1,"Yes"
"15-96-39-00",2,"Yes"
"39-41-06-02",4,"Yes"
"95-15-78-87",1,"Yes"
"52-97-51-26",2,"Yes"
"02-78-29-37",1,"Yes"
"02-78-29-37",2,"Yes"
"27-36-10-42",1,"Yes"
"45-97-40-37",1,"Yes"
"45-97-40-37",2,"Yes"
"45-97-40-37",4,"Yes"
"41-24-37-83",1,"Yes"
"90-44-42-58",1,"Yes"
"90-44-42-58",2,"Yes"
"90-44-42-58",3,"Yes"
"15-49-26-93",2,"Yes"
"15-49-26-93",3,"Yes"
"29-96-24-29",1,"Yes"
"29-96-24-29",2,"Yes"
"88-98-18-23",1,"Yes"
"88-98-18-23",2,"Yes"
"88-98-18-23",3,"Yes"
"03-33-61-52",1,"Yes"
"03-33-61-52",2,"Yes"
"95-42-30-88",1,"Yes"
"95-42-30-88",2,"Yes"
"41-58-71-65",1,"Yes"
"41-58-71-65",3,"Yes"
"47-41-93-44",1,"Yes"
"47-41-93-44",2,"Yes"
"44-97-44-34",1,"Yes"
"44-97-44-34",2,"Yes"
